Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-478.4417	-641.2023	162.7606	0.1095439	1.561389	9.303283	0.5212273
6	-484.5795	-648.7202	164.1407	0.5683333	2.263578	6.817793	0.6585624
12	-468.1486	-632.3458	164.1971	0.2929872	2.839519	6.629194	0.5802344
18	-486.6179	-651.895	165.2771	0.2525813	1.552286	6.652971	0.4933106
24	-494.2876	-659.1984	164.9109	1.026208	3.917669	4.248854	0.9257399
30	-480.0686	-643.7602	163.6916	2.10073	1.823077	5.756665	1.079503
36	-477.104	-644.5581	167.4541	0.5892867	0.6946309	4.606555	1.058766
42	-490.0273	-656.0623	166.035	1.751801	1.162566	4.026967	1.378965
48	-478.8908	-643.647	164.7562	2.262195	2.231173	4.088183	1.168439
54	-475.825	-641.7831	165.958	2.207158	1.269899	2.943421	1.816622
60	-483.5922	-651.0195	167.4274	1.024064	1.189563	3.434163	1.300374
66	-488.5965	-656.0232	167.4267	0.4963509	1.004226	3.651147	1.674803
72	-489.0635	-656.3259	167.2624	1.218655	0.9993444	3.098074	1.674803
78	-492.8977	-661.0228	168.1252	0.7628245	0.5957116	2.748798	1.900833
84	-496.3865	-663.9287	167.5423	1.267226	0.6230849	3.263102	1.578796
90	-482.2258	-647.3975	165.1717	0.8148137	2.441394	5.206971	0.9249733
96	-491.6404	-658.4155	166.7751	0.7259307	1.080687	4.642462	1.174548
102	-490.3075	-658.5702	168.2627	0.1378702	1.965436	3.082295	1.025181
108	-492.0636	-659.7491	167.6856	0.2143102	1.728775	3.560526	1.231433
114	-489.2065	-655.9909	166.7844	0.1430006	1.530843	5.162216	0.7769398
120	-480.5257	-646.1435	165.6178	0.1669074	2.29436	5.697216	0.6972467
126	-493.5871	-657.7005	164.1134	0.2283047	2.11157	7.319088	0.6366032
132	-475.4866	-640.4142	164.9276	0.2283047	1.682285	6.889329	0.6025623
138	-479.457	-643.8692	164.4122	1.019295	2.226053	6.135386	0.6370628
144	-472.6033	-636.9732	164.3699	0.531055	2.204874	6.695115	0.6064189
150	-474.32	-638.1205	163.8005	0.5751262	2.439306	7.034401	0.6064189
156	-473.2963	-637.7322	164.4359	0.1533947	1.181154	7.948778	0.480862
162	-479.4416	-646.5879	167.1463	0.1387368	1.575048	4.804236	0.7151768
168	-493.5483	-660.4302	166.8819	0.5983203	1.806181	4.040145	1.119405
174	-478.0218	-643.482	165.4601	1.322881	1.288631	5.286126	1.055949
180	-482.2986	-646.7764	164.4778	1.397747	3.138429	4.837334	0.8958349
186	-475.8485	-641.7264	165.8779	0.784586	1.818693	5.112942	0.846892
192	-475.7361	-641.1306	165.3945	0.7912862	1.716822	5.656375	0.8751299
198	-478.4791	-641.243	162.7639	0.968026	1.723235	8.273519	0.6109758
204	-486.6679	-650.8065	164.1386	0.6222365	2.510805	6.52505	0.7414896
210	-480.0201	-641.2525	161.2325	1.049536	2.250073	9.244076	0.6815388
216	-472.7097	-636.4324	163.7226	0.9946159	1.792099	7.109244	0.8120307
222	-478.6583	-641.6098	162.9515	1.300885	2.150461	7.215128	0.8778428
228	-474.5042	-639.079	164.5747	0.9753101	1.731135	6.32586	0.8182459
234	-479.8593	-643.0851	163.2259	0.9856403	2.326917	7.076645	0.9196111
240	-481.1517	-644.878	163.7262	1.845248	2.326917	5.676237	0.96275
246	-470.8734	-636.0978	165.2244	1.253231	1.690839	5.339774	0.9291835
252	-474.7512	-640.2652	165.5139	1.092868	0.7863637	6.194346	0.7993287
258	-483.1919	-644.7913	161.5994	1.964139	1.98375	7.849045	1.077338
264	-472.1719	-635.5665	163.3945	1.125136	1.554122	7.41676	0.9356361
270	-470.6059	-634.4404	163.8345	0.8484702	1.600114	7.370735	0.7352766
276	-475.0227	-636.0106	160.9879	1.332663	2.213568	9.228847	0.692744
282	-479.665	-641.5765	161.9115	1.332663	4.232302	6.96911	0.6135082
288	-477.1603	-640.4104	163.25	0.2318441	3.861164	6.96911	0.4531914
294	-479.5063	-640.8906	161.3843	0.3785959	3.125599	9.16559	0.5302478
300	-479.2922	-645.0627	165.7705	0.2801889	1.478189	6.171743	0.6316363
306	-489.626	-653.3443	163.7183	0.4756753	1.037556	8.477153	0.4309743
312	-478.7677	-640.3237	161.556	0.407309	1.904656	9.893501	0.4309743
318	-493.6008	-653.1372	159.5363	0.7535446	2.552198	11.04704	0.4456222
324	-468.4609	-633.2339	164.773	1.017354	1.290496	6.611942	0.6311411
330	-467.7534	-633.1614	165.408	0.2536278	1.985999	6.105594	0.6338274
336	-470.9901	-638.7496	167.7595	0.2914995	1.770809	3.674496	0.9509166
342	-477.244	-645.2098	167.9658	0.3137027	1.250055	3.861204	1.023291
348	-480.7435	-650.0184	169.2749	0.3756114	1.101387	2.614098	1.045468
354	-478.7014	-645.7944	167.093	0.5404234	1.29441	4.468996	1.018372
360	-480.2417	-648.0331	167.7913	0.2831854	1.324141	4.234768	0.7427463
366	-479.8234	-647.4571	167.6337	0.8773663	1.87989	2.481468	1.496168
372	-482.8304	-646.7792	163.9488	1.941171	2.703089	4.879084	1.144939
378	-475.5864	-639.6674	164.0811	1.272574	1.436109	6.552727	1.075792
384	-483.8889	-645.55	161.6611	2.018539	5.21839	5.788252	0.9243462
390	-480.5228	-643.9444	163.4216	0.7612711	4.5349	5.788252	0.7484174
396	-484.0953	-647.3362	163.2409	1.635767	2.285625	6.571749	0.7616727
402	-475.1584	-636.4189	161.2605	1.635767	1.935993	8.896828	0.6699269
408	-494.7577	-656.9621	162.2044	1.855758	3.074403	6.691453	0.9017313
414	-487.8302	-653.0389	165.2087	0.3155403	3.074403	5.31677	0.7924639
420	-493.6376	-656.3031	162.6654	1.396432	2.440572	7.035909	1.024037
426	-480.6167	-646.4844	165.8678	1.796887	1.168935	4.335166	1.222637
432	-492.662	-658.6752	166.0132	1.600306	1.82066	3.775888	1.222637
438	-479.5915	-645.5159	165.9244	1.591161	1.389502	4.433451	1.077462
444	-483.4012	-649.7711	166.37	0.2120041	1.753784	5.350185	0.7067626
450	-487.0706	-653.0215	165.9509	0.2837638	1.821892	5.609422	0.7512258
456	-478.4945	-643.6048	165.1103	0.6510158	0.7761183	7.139718	0.6540505
462	-479.3031	-645.0498	165.7467	0.4069076	2.324364	5.327712	0.6523286
468	-489.5234	-657.0942	167.5708	0.2910186	1.150214	4.668923	0.6523286
474	-480.427	-644.7264	164.2994	0.2477742	2.440418	6.867293	0.5902784
480	-471.0883	-636.7497	165.6614	0.1654083	2.162538	5.809146	0.5902784
486	-473.3621	-639.4817	166.1196	0.1654083	1.733174	5.727048	0.5566379
492	-466.7163	-630.5698	163.8535	0.5315934	2.843351	6.715493	0.6268307
