Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-635.5812	-799.7704	164.1893	0.1495042	0.6891271	0.8124355	1.362151	0.448472	0.551528	0.694054	0.305946	4.482837
6	-629.7748	-794.9409	165.1661	0.2232345	0.5602223	0.8046884	1.291104	0.567204	0.432796	0.422026	0.577974	3.955833
12	-644.8291	-810.3234	165.4944	0.1029945	1.009827	0.4672861	1.23352	0.553866	0.446134	0.477612	0.522388	3.778562
18	-633.045	-798.7078	165.6628	0.08181881	0.6650319	0.607835	1.325413	0.446166	0.553834	0.460937	0.539063	3.778562
24	-634.6714	-800.774	166.1026	0.1333672	0.721961	0.4675834	1.396519	0.511209	0.488791	0.460937	0.539063	3.475374
30	-633.1943	-799.0907	165.8964	0.1337825	0.7553269	0.6977833	1.396519	0.483064	0.516936	0.547923	0.452077	3.475374
36	-630.3252	-795.8193	165.4941	0.01266263	0.5111432	0.5288674	1.180233	0.409601	0.590399	0.547923	0.452077	4.108809
42	-637.0875	-801.5341	164.4466	0.002416194	1.057611	0.3655003	0.9295575	0.410053	0.589947	0.741666	0.258334	4.672651
48	-633.4523	-797.24	163.7877	0.01030094	0.7886355	0.5543157	1.042526	0.537891	0.462109	0.576796	0.423204	4.999532
54	-638.7221	-804.1898	165.4678	0.01649413	0.7535711	0.5543157	0.9045519	0.38485	0.61515	0.752605	0.247395	4.239697
60	-626.453	-790.5587	164.1056	0.00313248	0.7810692	0.836412	1.159337	0.336503	0.663497	0.522381	0.477619	4.647643
66	-630.4008	-794.9383	164.5375	0.1346408	0.7027942	0.7141567	0.9495544	0.568432	0.431568	0.535685	0.464315	4.53099
72	-629.5503	-794.0127	164.4624	0.2268629	0.5650399	0.650342	1.142924	0.485186	0.514814	0.521451	0.478549	4.505122
78	-642.4094	-806.6219	164.2126	0.4353357	0.9057597	0.650342	1.22231	0.485186	0.514814	0.636264	0.363736	4.327971
84	-621.4368	-785.5993	164.1625	0.03543065	0.9607701	0.5542357	0.9968176	0.318211	0.681789	0.58762	0.41238	4.74741
90	-622.8162	-787.3599	164.5437	0.1823731	0.8265716	0.8285825	1.076534	0.419511	0.580489	0.581052	0.418948	4.308698
96	-627.9249	-793.9832	166.0584	0.09553364	0.7938397	0.8285825	1.507292	0.589567	0.410433	0.427348	0.572652	3.255469
102	-626.475	-792.1554	165.6804	0.06121648	0.7089706	0.5062402	1.074713	0.656751	0.343249	0.473925	0.526075	3.969781
108	-618.9337	-783.6116	164.6779	0.0270802	0.6914679	0.8344121	1.179701	0.534222	0.465778	0.540586	0.459414	4.320013
114	-624.5602	-788.978	164.4178	0.2405651	1.116494	0.6783998	1.063405	0.330243	0.669757	0.734637	0.265363	4.361731
120	-627.4059	-793.5652	166.1593	0.01506723	0.575171	0.5233993	1.207202	0.34043	0.65957	0.483849	0.516151	3.705296
126	-622.4556	-788.7338	166.2782	0.1587663	0.575171	0.7481716	1.266699	0.562676	0.437324	0.580116	0.419884	3.387943
132	-623.2627	-788.9585	165.6958	0.1881676	0.5141811	0.6972916	1.455345	0.548385	0.451615	0.550474	0.449526	3.64712
138	-625.7673	-790.9368	165.1696	0.2125264	0.8074335	0.6684889	1.331787	0.421549	0.578451	0.739015	0.260985	3.952819
144	-631.9473	-797.0421	165.0949	0.3664054	0.5899127	0.6782061	1.347214	0.411474	0.588526	0.624707	0.375293	3.952819
150	-622.9154	-788.0202	165.1048	0.2501093	1.228729	0.7223521	1.517431	0.411474	0.588526	0.573874	0.426126	3.524918
156	-615.9422	-781.7109	165.7687	0.1377624	0.7460346	0.6252415	1.347141	0.536831	0.463169	0.463193	0.536807	3.618813
162	-611.1846	-777.9717	166.7871	0.2585622	0.554205	0.5217971	1.160671	0.607584	0.392416	0.447157	0.552843	3.218543
168	-614.5919	-779.9146	165.3227	0.0599068	0.8109135	0.7997061	1.229504	0.348146	0.651854	0.466301	0.533699	3.886201
174	-626.1854	-792.7064	166.521	0.1279391	0.699954	0.4462478	1.349367	0.563635	0.436365	0.709733	0.290267	3.338396
180	-621.237	-786.8332	165.5962	0.467614	0.8442118	0.9704363	1.748925	0.558543	0.441457	0.701347	0.298653	3.093326
186	-623.5324	-788.2049	164.6726	0.07294771	0.8442118	0.6890902	1.061883	0.584227	0.415773	0.693225	0.306775	4.410018
192	-620.8445	-785.0419	164.1974	0.1676975	0.7081985	0.8563914	0.9966415	0.591424	0.408576	0.554986	0.445014	4.603452
198	-618.6533	-783.2871	164.6338	0.1351754	0.679441	0.6223865	0.9192189	0.501034	0.498966	0.717142	0.282858	4.603452
204	-622.2887	-787.5483	165.2597	0.07282832	0.9057999	0.7329286	1.008201	0.39277	0.60723	0.539649	0.460351	4.010873
210	-623.669	-788.6603	164.9913	0.06079739	0.7028	0.7329286	0.9784962	0.474788	0.525212	0.585722	0.414278	4.292833
216	-631.2067	-797.159	165.9523	0.07208167	0.7466989	0.4440617	1.112041	0.474788	0.525212	0.64843	0.35157	3.781531
222	-632.4619	-798.0342	165.5722	0.0171858	0.8227861	0.824407	1.217912	0.328026	0.671974	0.632817	0.367183	3.781531
228	-624.0204	-790.8905	166.8701	0.05788943	0.4622833	0.8496616	1.217912	0.449575	0.550425	0.692138	0.307862	3.15019
234	-623.0158	-789.0433	166.0276	0.4786033	0.5215571	0.5527667	1.28532	0.551121	0.448879	0.571446	0.428554	3.455181
240	-628.9663	-794.7886	165.8224	0.09959285	0.6999106	0.5242827	1.180257	0.551121	0.448879	0.588609	0.411391	3.785378
246	-623.253	-788.6001	165.3471	0.235655	0.6897098	0.6230947	1.180257	0.513406	0.486594	0.553486	0.446514	3.933211
252	-624.6886	-788.0706	163.382	0.1770115	1.030884	0.7272765	1.122431	0.507278	0.492722	0.695393	0.304607	4.909943
258	-620.7057	-784.9806	164.2749	0.1157494	0.8069756	0.6872525	1.10703	0.488399	0.511601	0.774356	0.225644	4.652798
264	-623.7595	-788.729	164.9695	0.2380669	0.9474735	0.7444813	1.063825	0.640171	0.359829	0.706674	0.293326	4.082036
270	-625.2795	-790.2343	164.9547	0.02421077	0.8614167	1.042759	0.9720044	0.409332	0.590668	0.555286	0.444714	4.082036
276	-632.6455	-797.257	164.6115	0.02966649	0.7802732	0.702528	1.061678	0.409332	0.590668	0.723047	0.276953	4.515304
282	-634.2206	-799.6532	165.4325	0.07241776	0.7043681	0.6558871	1.076566	0.610774	0.389226	0.669952	0.330048	4.05906
288	-630.8361	-796.8574	166.0212	0.1669237	0.4664993	0.6839451	1.560541	0.494824	0.505176	0.501192	0.498808	3.426297
294	-623.015	-789.0073	165.9923	0.01658635	0.8737589	0.5713254	1.198792	0.545839	0.454161	0.501192	0.498808	3.598066
300	-630.9796	-795.6582	164.6786	0.1703127	0.6559454	0.6045369	1.108564	0.655922	0.344078	0.515953	0.484047	4.442517
306	-629.7549	-794.6445	164.8896	0.0866157	0.8888014	0.6467362	1.094512	0.391705	0.608295	0.388431	0.611569	4.231743
312	-628.0788	-793.3517	165.2729	0.06818811	0.7723095	0.6217945	1.094512	0.524619	0.475381	0.635523	0.364477	4.095575
318	-631.1098	-796.4495	165.3397	0.01516421	0.7509535	0.5541342	1.121131	0.504901	0.495099	0.447899	0.552101	4.095575
324	-624.2425	-789.1056	164.8631	0.09618887	0.7617056	0.7538297	1.474963	0.669448	0.330552	0.699215	0.300785	4.095575
330	-629.2121	-793.4293	164.2172	0.2696515	0.6868006	0.6659565	1.008368	0.279147	0.720853	0.610551	0.389449	4.702893
336	-632.3354	-797.4753	165.1399	0.2696515	1.031857	0.5532756	1.170642	0.489804	0.510196	0.546812	0.453188	3.877363
342	-626.7604	-792.0439	165.2836	0.1979635	0.7831825	0.5605419	1.138222	0.360284	0.639716	0.652268	0.347732	4.041074
348	-635.2472	-800.6756	165.4285	0.2701362	0.5062872	1.213896	1.371422	0.601405	0.398595	0.677211	0.322789	3.556788
354	-622.0005	-787.0243	165.0238	0.1505483	0.6297898	0.6635849	1.211144	0.38053	0.61947	0.771979	0.228021	4.271526
