Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-1793.052	-1958.539	165.4869	4.862365	4.377164	0.6151385
6	-1791.734	-1957.316	165.5819	3.915128	4.813721	0.626124
12	-1795.961	-1960.745	164.7841	4.735364	5.150581	0.6077977
18	-1799.689	-1963.15	163.4605	5.106416	6.298784	0.4927576
24	-1805.175	-1969.047	163.8721	5.374367	5.75124	0.512468
30	-1807.481	-1971.711	164.2307	5.524507	5.299876	0.6032297
36	-1803.538	-1968.284	164.7463	4.535069	5.299876	0.601913
42	-1800.475	-1965.075	164.5998	4.535069	5.463971	0.5199181
48	-1803.298	-1967.503	164.205	4.942674	5.631705	0.565734
54	-1805.187	-1969.806	164.6197	5.304625	5.031855	0.5612919
60	-1805.599	-1970.693	165.094	4.127808	5.197596	0.5507584
66	-1802.584	-1967.123	164.5388	4.47845	5.546325	0.5774728
72	-1801.479	-1967.001	165.5221	4.851993	4.319639	0.6767678
78	-1794.392	-1960.796	166.4033	3.198209	4.426717	0.6767678
84	-1798.985	-1965.757	166.7726	3.599177	3.811421	0.6428072
90	-1805.196	-1971.839	166.6429	3.676623	3.811421	0.7799378
96	-1814.998	-1980.339	165.3412	4.489131	4.706755	0.6594519
102	-1813.592	-1979.05	165.458	4.187535	4.771935	0.6365295
108	-1811.22	-1976.665	165.4452	4.167642	4.771935	0.6866664
114	-1804.004	-1969.722	165.7177	4.24571	4.493008	0.5986281
120	-1799.22	-1965.425	166.205	3.3983	4.493008	0.6745662
126	-1801.592	-1966.262	164.6696	5.291385	4.983665	0.5813515
132	-1813.185	-1975.852	162.667	6.638094	6.367542	0.5150366
138	-1810.175	-1973.363	163.1877	7.306833	5.55688	0.5664632
144	-1796.609	-1959.428	162.8188	5.857338	6.568378	0.4692834
150	-1809.526	-1970.231	160.7044	6.639546	8.307393	0.4011189
156	-1807.278	-1968.882	161.6045	5.219742	8.064984	0.3839953
162	-1804.285	-1967.106	162.8213	6.329395	6.347847	0.46606
168	-1803.379	-1964.679	161.2999	8.98638	6.799702	0.4228939
174	-1810.311	-1973.482	163.1709	4.804604	6.744191	0.4635242
180	-1814.753	-1978.962	164.2085	5.540619	5.33274	0.4902328
186	-1816.807	-1979.818	163.0112	5.27732	6.659891	0.4753649
192	-1805.731	-1969.188	163.4569	5.27732	6.214186	0.4753649
198	-1802.871	-1965.661	162.7896	5.692568	6.677823	0.4885501
204	-1797.975	-1962.292	164.3173	4.217143	5.925471	0.529991
210	-1788.114	-1950.818	162.7039	7.762415	5.860581	0.4488863
216	-1787.214	-1951.384	164.1704	5.529821	5.376296	0.5059222
222	-1785.825	-1949.465	163.6398	4.883058	6.234844	0.4731998
228	-1794.93	-1959.107	164.1763	4.668299	5.807288	0.5650559
234	-1805.124	-1969.319	164.1955	4.085911	6.123748	0.4706025
240	-1802.923	-1965.904	162.9809	5.752553	6.450022	0.4393067
246	-1805.863	-1968.851	162.9882	5.752553	6.450022	0.5194517
252	-1809.456	-1971.513	162.0576	5.211901	7.633672	0.4205608
258	-1797.85	-1960.846	162.9965	5.308735	6.64537	0.419393
264	-1814.092	-1979.402	165.3095	4.819661	4.566199	0.6422657
270	-1801.578	-1966.887	165.3095	4.819661	4.566199	0.6422657
276	-1804.673	-1970.349	165.6757	4.126997	4.594106	0.6256042
282	-1801.682	-1968.993	167.3106	2.2245	4.194699	0.7503268
288	-1797.409	-1963.013	165.604	3.541885	4.991578	0.692427
294	-1795.641	-1959.886	164.2452	5.323823	5.401293	0.5357623
300	-1791.352	-1956.364	165.0123	4.115958	5.278877	0.5822122
306	-1785.844	-1950.731	164.8876	5.20082	4.805496	0.6010494
312	-1784.6	-1950.233	165.6331	4.500499	4.386844	0.7004827
318	-1793.718	-1959.322	165.6033	4.500499	4.44107	0.6536278
324	-1796.732	-1962.936	166.2045	3.518665	4.403456	0.6968335
330	-1780.566	-1945.111	164.5448	5.22033	5.136991	0.6050532
336	-1791.236	-1957.126	165.8896	3.307144	4.895999	0.6129578
342	-1790.59	-1955.888	165.2977	4.520783	4.750496	0.6183948
348	-1787.396	-1951.842	164.4454	5.043826	5.345417	0.5229641
354	-1784.948	-1948.444	163.4965	6.657856	5.529849	0.5014148
360	-1800.563	-1963.033	162.4707	5.891697	6.895814	0.4456298
366	-1801.767	-1964.251	162.4838	6.597378	6.563462	0.4494293
372	-1804.462	-1965.987	161.5245	7.269485	7.220021	0.3993445
378	-1797.802	-1959.189	161.3867	8.243433	6.991837	0.4454728
384	-1787.97	-1951.04	163.0706	4.594432	6.954212	0.4431088
390	-1792.293	-1954.092	161.7993	7.196795	6.98178	0.413787
396	-1786.352	-1948.735	162.3832	7.306445	6.366275	0.4598854
402	-1787.097	-1949.902	162.8049	6.322674	6.366275	0.4598854
408	-1788.262	-1952.244	163.9827	4.930918	5.866283	0.5305952
414	-1789.216	-1953.224	164.0086	4.387765	6.138344	0.4963151
420	-1795.238	-1959.833	164.5949	4.387765	5.551993	0.5054249
426	-1788.255	-1953.231	164.9755	3.791095	5.51895	0.5464879
432	-1805.682	-1971.098	165.4158	3.237947	5.416089	0.6125969
438	-1797.284	-1962.303	165.0192	4.408942	5.093363	0.6133576
444	-1805.346	-1970.853	165.5064	4.408942	4.568034	0.6946833
450	-1804.033	-1969.843	165.8097	4.057408	4.508554	0.6057317
456	-1792.755	-1957.553	164.7979	5.341933	4.815649	0.6234754
462	-1794.76	-1959.46	164.7	4.938478	5.128144	0.602915
468	-1793.204	-1958.625	165.421	4.880928	4.432159	0.6179141
474	-1785.133	-1950.946	165.8138	4.235581	4.35019	0.7107469
480	-1792.764	-1957.084	164.3203	4.958206	5.51196	0.5474878
486	-1801.388	-1965.529	164.1412	4.632266	5.869831	0.5032833
492	-1802.55	-1966.54	163.9899	6.854186	4.946564	0.5536291
498	-1793.44	-1958.248	164.8079	4.572872	5.22432	0.5794508
504	-1789.789	-1953.529	163.7396	5.661726	5.737057	0.5561055
510	-1794.439	-1958.986	164.5462	4.993303	5.270767	0.5247611
516	-1803.877	-1968.254	164.3769	5.315849	5.269971	0.55688
522	-1807.506	-1972.122	164.6154	5.301665	5.036265	0.5676731
528	-1803.283	-1968.202	164.9192	3.686732	5.625953	0.6012307
534	-1798.843	-1963.664	164.8213	5.424862	4.769829	0.5628927
540	-1791.624	-1957.412	165.7884	3.658045	4.769829	0.6152197
546	-1783.438	-1948.024	164.5862	5.180392	5.10674	0.6291236
552	-1802.302	-1965.712	163.4096	5.591659	6.106799	0.5078824
558	-1799.784	-1963.11	163.3252	5.91677	6.029865	0.446985
564	-1796.065	-1959.229	163.1635	5.91677	6.196941	0.4812638
570	-1791.143	-1956.508	165.3653	4.380139	4.762129	0.6170979
576	-1791.265	-1956.327	165.0618	4.95344	4.762129	0.5917389
582	-1798.709	-1963.329	164.6202	4.95344	5.208877	0.5737915
588	-1787.101	-1952.267	165.1661	3.978371	5.208877	0.5737915
594	-1787.533	-1952.438	164.9044	4.829836	4.991901	0.5660814
600	-1794.669	-1960.01	165.3414	4.086747	4.941622	0.6497007
606	-1793.767	-1958.887	165.1197	4.086747	5.173254	0.6269808
612	-1798.522	-1964.521	165.9989	3.976684	4.3468	0.6556153
618	-1802.272	-1968.801	166.5294	2.473673	4.858368	0.5934848
624	-1799.353	-1965.382	166.029	4.307261	4.121385	0.6598438
630	-1820.404	-1984.485	164.0811	4.36193	6.079591	0.5204458
636	-1818.824	-1982.758	163.9336	4.727832	6.024646	0.5204458
642	-1816.12	-1982.445	166.3248	3.69349	4.169298	0.702554
648	-1809.9	-1974.76	164.8602	6.224362	4.337896	0.6096155
654	-1797.81	-1962.433	164.6226	4.00688	5.736341	0.5700617
660	-1803.554	-1968.696	165.1426	4.560429	4.895479	0.5829911
666	-1796.375	-1960.869	164.4941	4.946876	5.341356	0.5613196
672	-1807.804	-1973.882	166.0781	3.358705	4.674807	0.6090933
678	-1808.454	-1974.918	166.4641	3.955653	3.832634	0.7608044
684	-1822.333	-1989.98	167.647	3.590299	2.622954	1.046145
690	-1807.465	-1975.124	167.6592	2.822852	3.280939	0.8894148
696	-1809.788	-1976.689	166.9012	3.169533	3.852722	0.8213221
702	-1794.916	-1961.975	167.0592	3.49158	3.472444	0.8329482
708	-1783.477	-1950.202	166.7253	3.366819	3.943689	0.7572434
714	-1789.908	-1956.721	166.8134	3.266946	3.933646	0.7393539
720	-1788.397	-1955.029	166.6322	3.64522	3.864581	0.7469936
726	-1792.34	-1959.793	167.4529	2.733501	3.683184	0.7143327
732	-1796.978	-1964.092	167.1141	3.211207	3.631716	0.7949259
738	-1811.04	-1977.899	166.8584	3.722979	3.546666	0.8074685
744	-1802.438	-1967.715	165.2775	5.194096	4.410266	0.6247072
750	-1807.917	-1972.199	164.2817	4.890791	5.589882	0.4865378
756	-1805.945	-1970.678	164.7335	4.853824	5.149497	0.5684573
762	-1800.644	-1966.284	165.6395	3.641094	4.934257	0.6014595
768	-1796.557	-1961.246	164.6889	5.23116	4.988568	0.6014595
774	-1804.596	-1969.083	164.487	5.23116	5.207816	0.5205917
780	-1801.243	-1965.606	164.3625	4.016695	5.9959	0.5440449
786	-1808.039	-1971.798	163.7583	5.660438	5.721426	0.5426456
792	-1804.843	-1969.204	164.3614	4.771707	5.572521	0.5286002
798	-1817.312	-1981.396	164.0837	3.250823	6.751978	0.5727677
804	-1801.839	-1964.502	162.6633	7.197785	6.12895	0.4505744
810	-1805.665	-1968.216	162.551	5.173165	7.159952	0.4204032
816	-1803.806	-1965.461	161.6546	6.848782	7.277531	0.4265181
822	-1799.22	-1964.14	164.9192	4.126259	5.377341	0.480529
828	-1798.013	-1962.473	164.4594	4.312611	5.730025	0.510399
834	-1791.64	-1956.86	165.2193	3.920898	5.183838	0.5958126
840	-1790.203	-1955.933	165.7302	3.243553	5.106021	0.5884334
846	-1801.087	-1966.236	165.1493	4.72541	4.787071	0.6176917
852	-1804.18	-1968.766	164.5866	4.94597	5.237825	0.6023841
858	-1796.013	-1960.883	164.8702	4.280137	5.325208	0.5840679
864	-1797.297	-1960.801	163.5036	6.629741	5.533137	0.4695516
870	-1795.513	-1958.852	163.339	6.484854	5.760058	0.4607141
876	-1795.942	-1958.452	162.5097	6.292987	6.677749	0.4835054
882	-1806.819	-1968.753	161.9343	7.618357	6.677749	0.4182724
888	-1812.794	-1976.574	163.7807	5.586431	5.737848	0.4840272
894	-1802.611	-1967.76	165.1492	4.651958	4.801106	0.6751507
900	-1806.243	-1973.035	166.7922	3.561161	3.716305	0.8053409
906	-1808.823	-1975.62	166.7963	3.186998	3.969083	0.7905608
912	-1799.013	-1965.408	166.3955	3.535626	4.204358	0.6919627
918	-1798.131	-1964.477	166.3461	4.331722	3.731717	0.7594354
924	-1814.069	-1980.947	166.8778	2.969856	4.083471	0.7226915
930	-1809.721	-1976.341	166.6201	2.957484	4.396911	0.6325339
936	-1799.246	-1966.587	167.3409	2.769808	3.678445	0.8411272
942	-1808.845	-1975.691	166.8463	3.463015	3.814145	0.6656177
948	-1796.507	-1962.493	165.9864	3.719473	4.515197	0.6577439
954	-1797.803	-1962.936	165.1327	4.165312	5.137814	0.5462607
960	-1796.056	-1963.077	167.0204	3.742524	3.424647	0.7330869
966	-1792.977	-1960.275	167.2987	3.216491	3.424647	0.8197098
