Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-629.9551	-800.0765	170.1214	1.566057	0.7829769	0.8050765	1.212654
6	-632.3253	-801.4938	169.1685	2.58596	1.036084	0.8897238	0.997652
12	-646.8006	-815.6054	168.8047	1.974875	1.481646	1.089253	1.199375
18	-649.8829	-819.7853	169.9024	2.243306	0.6370446	0.8547044	0.9499197
24	-629.4732	-799.9745	170.5012	1.214728	0.8621935	0.6909526	1.206325
30	-627.9791	-798.2091	170.2301	1.48038	0.9753841	0.7048916	1.108349
36	-620.739	-790.4747	169.7357	1.597538	1.306354	0.6638528	1.195747
42	-632.9794	-802.6504	169.671	1.597538	1.167883	0.5626174	1.439262
48	-628.3278	-797.7943	169.4664	1.977096	0.973384	0.6514956	1.419074
54	-641.9157	-811.6833	169.7676	1.877898	0.6496965	0.4280465	1.655812
60	-628.0349	-798.4325	170.3977	0.8520786	1.349503	0.6269533	1.245441
66	-642.1107	-811.5341	169.4234	1.994327	1.302604	0.7024069	1.131698
72	-637.9253	-807.1813	169.256	2.162007	1.24984	0.5699209	1.311093
78	-638.2877	-808.2194	169.9317	1.128584	1.110685	0.3920453	1.743378
84	-632.4574	-802.4134	169.956	1.497282	0.8618399	0.4483156	1.608462
90	-629.39	-799.4465	170.0565	2.254482	0.5054637	0.5966261	1.137804
96	-632.278	-802.1152	169.8372	1.63048	0.8868858	1.218284	0.9405212
102	-631.256	-800.3486	169.0926	1.896701	1.078336	1.382769	1.090904
108	-637.9947	-807.1276	169.1329	2.350657	1.443971	0.8007402	0.8994629
114	-642.0332	-810.0741	168.0409	2.984428	1.602431	0.9693467	1.19283
120	-627.5665	-797.7268	170.1603	1.123515	0.9884819	0.6772503	1.46195
126	-642.0464	-812.2478	170.2014	1.19589	1.180763	0.5596838	1.316025
132	-635.6812	-805.459	169.7777	1.441959	1.202936	0.6820526	1.349144
138	-635.9414	-805.5871	169.6457	1.672019	1.296913	0.5272298	1.334604
144	-630.8211	-799.9769	169.1558	1.672019	1.512453	0.936788	1.232027
150	-631.6556	-801.312	169.6564	1.470433	1.016309	0.6658034	1.574456
156	-621.5668	-791.1683	169.6014	1.640284	1.063071	0.4877385	1.595547
162	-618.4394	-788.0071	169.5677	1.640284	1.332436	0.6264381	1.313044
168	-625.1788	-795.3293	170.1505	1.119142	1.613225	0.4050026	1.207492
174	-629.5017	-799.7536	170.252	1.157399	0.9423163	0.6164747	1.447951
180	-627.7806	-797.7488	169.9682	1.060127	1.494715	0.7997652	1.169712
186	-629.886	-800.6114	170.7255	1.020775	0.727414	0.6805055	1.29728
192	-631.2432	-800.7793	169.5361	1.423778	1.637441	0.592555	1.29728
198	-634.5486	-804.2766	169.728	1.503201	0.9799072	0.9072925	1.340204
204	-626.7053	-796.4242	169.7188	1.450702	1.110715	0.7244322	1.426946
210	-635.4036	-804.081	168.6775	1.416037	2.206553	0.6897598	1.513955
216	-626.5641	-796.3304	169.7663	1.536277	1.160014	0.5298843	1.440697
222	-626.8279	-796.6982	169.8703	0.8922766	1.38045	1.028403	1.291962
228	-632.5345	-802.877	170.3425	1.329667	0.874683	0.6087838	1.303191
234	-630.1708	-800.5945	170.4237	1.194388	0.8438007	0.4629254	1.480633
240	-636.4925	-806.5346	170.0422	1.153853	1.427994	0.5841412	1.264258
246	-642.8218	-811.7456	168.9239	1.77817	1.781039	0.7905011	1.264258
252	-628.6021	-797.9196	169.3175	1.680048	1.613115	0.3884384	1.459985
258	-630.6045	-800.6941	170.0896	1.024716	1.118994	0.5467601	1.588048
264	-637.8256	-807.6438	169.8182	1.993647	1.114255	0.573107	1.058398
270	-626.1476	-795.9965	169.8489	1.022673	1.457511	0.5823539	1.497903
276	-627.6857	-797.0363	169.3505	1.654186	1.343457	0.5823539	1.497903
282	-641.166	-810.8226	169.6566	1.584327	1.081229	0.630259	1.4735
288	-641.831	-811.599	169.768	1.65027	1.245632	0.8809902	0.973942
294	-627.6651	-797.3873	169.7223	1.805879	1.245632	0.6411462	1.114436
300	-630.1526	-800.1144	169.9618	1.625357	0.6440525	0.6579271	1.513939
306	-626.1419	-795.9259	169.784	1.760049	0.9955563	0.6551981	1.296681
312	-630.5119	-799.4451	168.9332	1.760049	1.936513	0.6874828	1.242878
318	-633.2562	-801.8243	168.5681	2.137451	1.958326	0.683814	1.265434
324	-636.0157	-806.1719	170.1562	1.087316	1.244919	0.8567378	1.141094
330	-628.9697	-798.8555	169.8858	1.724597	1.156961	0.5469834	1.193993
