Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-1012.716	-1180.75	168.0341	0.1734438	2.742759	1.452994	0.7251928	1.503532
6	-1010.39	-1178.586	168.1953	0.1701327	2.459374	1.254807	0.6145901	1.760822
12	-1007.386	-1175.51	168.1248	0.1755389	2.843052	1.442219	0.7715505	1.348132
18	-1012.525	-1180.797	168.2719	0.1869469	2.585103	1.243946	0.8224234	1.48095
24	-1021.88	-1190.101	168.2209	0.2114773	2.156407	1.243946	0.5841002	1.90877
30	-1020.206	-1188.263	168.0563	0.1436394	2.703661	1.164968	0.6971136	1.751638
36	-1014.152	-1181.328	167.1767	0.07894244	3.252119	1.47777	0.9414489	1.760088
42	-1011.276	-1178.696	167.4202	0.1051563	3.335635	1.773206	0.8615339	1.381146
48	-1009.531	-1176.865	167.3344	0.09986005	3.623999	1.405942	1.104465	1.381146
54	-1011.197	-1178.615	167.4184	0.1064575	3.440613	1.628633	1.049046	1.280492
60	-1010.481	-1178.276	167.7949	0.1077203	2.976523	1.574599	1.017904	1.293981
66	-1006.234	-1173.37	167.1356	0.08019661	3.487782	1.608419	0.9996557	1.548823
72	-1011.848	-1179.595	167.7476	0.08911157	3.11993	1.068594	0.8176378	1.781427
78	-1021.23	-1188.663	167.4334	0.1107007	3.398272	1.441997	0.5594	1.781427
84	-1020.466	-1188.467	168.0013	0.09112888	3.178552	0.9107685	0.7604346	1.724832
90	-1017.427	-1184.88	167.4521	0.09396016	3.512996	1.277219	0.7798802	1.684145
96	-1015.108	-1182.328	167.22	0.09135022	3.817939	1.354768	1.114378	1.413427
102	-1009.255	-1176.276	167.0205	0.08118909	3.895269	1.354768	1.067342	1.571073
108	-1013.734	-1180.856	167.122	0.07652522	3.704526	1.354768	0.9944061	1.638892
114	-1012.46	-1179.798	167.3376	0.09800473	2.792454	2.009807	0.9944061	1.479689
120	-1004.599	-1171.464	166.8652	0.09572519	3.685574	1.882723	0.9746191	1.481346
126	-1012.512	-1180.517	168.0059	0.09136018	2.228081	1.537799	1.040563	1.585842
132	-1016.142	-1183.935	167.7924	0.08276819	2.930769	0.9212405	0.9405908	1.862425
138	-1011.575	-1178.158	166.5827	0.06239664	3.276768	1.21957	1.158046	2.180139
144	-1006.946	-1173.684	166.7378	0.06447785	4.10805	1.21957	1.040885	1.805999
150	-1015.221	-1181.821	166.6001	0.06447785	3.657936	1.413226	1.040885	1.958223
156	-1016.883	-1183.937	167.0543	0.07900806	2.772614	1.197138	0.7387398	2.375299
162	-1011.825	-1179.038	167.2131	0.06331365	1.999769	1.056972	0.5689483	2.853151
168	-1015.135	-1181.907	166.7716	0.06676872	1.884734	1.404267	0.5526058	2.981524
174	-1023.004	-1189.792	166.788	0.06676872	2.154082	1.230897	0.5526058	2.936009
180	-1023.437	-1190.686	167.2493	0.06676872	2.817567	1.142255	0.7244058	2.281833
186	-1020.731	-1187.931	167.2001	0.07559189	2.885745	1.228854	0.6303867	2.281833
192	-1019.565	-1186.813	167.2479	0.07559189	2.798576	1.228854	0.6878104	2.254546
198	-1013.312	-1179.931	166.6192	0.07559189	3.323434	1.296655	0.7895603	2.316768
204	-1021.601	-1188.779	167.1786	0.08969596	3.095546	1.296655	0.6422916	2.141122
210	-1027.058	-1193.784	166.7261	0.07812239	2.637352	0.9921484	0.6994797	2.792195
216	-1018.227	-1185.316	167.0889	0.06478522	2.112926	0.9384586	0.6748175	2.877752
222	-1019.234	-1185.012	165.7785	0.06251681	2.962109	1.216814	0.6748175	3.110693
228	-1023.305	-1189.264	165.9588	0.06251681	3.036684	2.080634	0.7110635	2.46781
234	-1014.525	-1180.539	166.0141	0.06251681	2.649879	1.504243	0.6606054	2.948221
240	-1011.855	-1179.008	167.1528	0.0751974	2.1806	1.211663	0.5324948	2.719766
246	-1011.336	-1177.625	166.2891	0.06132196	3.094456	1.356809	0.7004892	2.648582
252	-1025.216	-1191.785	166.5696	0.06132196	3.094456	1.090834	0.8406847	2.549723
258	-1028.017	-1194.189	166.1724	0.05386773	3.010532	1.107244	0.9460762	2.759874
264	-1016.571	-1182.124	165.5528	0.05640638	3.415871	1.055317	0.8498171	3.056722
270	-1021.641	-1187.506	165.8659	0.05472641	2.777478	0.8037118	0.804429	3.308032
276	-1020.768	-1186.272	165.504	0.05341698	3.560807	0.9085006	0.69761	3.209747
282	-1021.289	-1187.236	165.9471	0.05857561	2.735254	1.777955	0.6447407	2.81161
288	-1028.25	-1194.511	166.2608	0.0663026	3.066416	1.483425	0.5889254	2.669435
294	-1024.759	-1191.481	166.722	0.06777047	2.579596	1.291731	0.6612901	2.669435
300	-1013.103	-1179.537	166.4338	0.05959528	2.50479	1.451143	0.8698172	2.664339
