Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-688.5724	-846.8567	158.2843	3.706538	3.482882	1.116851	0.8657894	5.057263
6	-680.4046	-840.3923	159.9878	3.706538	2.915548	0.8516021	1.274496	4.236782
12	-681.7703	-838.8389	157.0686	5.420425	2.929702	0.7511248	1.221784	4.991463
18	-675.349	-830.1652	154.8162	5.248508	3.255663	1.215217	0.9444838	6.100833
24	-666.3945	-824.1843	157.7899	3.988078	3.664048	1.368797	0.8626646	4.976272
30	-671.6412	-828.9114	157.2702	3.435208	3.502658	0.9543037	1.014454	5.766016
36	-667.2526	-825.4806	158.228	3.435208	3.448994	1.091206	1.014454	5.18276
42	-666.1243	-827.7942	161.6699	1.680664	3.448994	1.091206	1.07132	4.206246
48	-676.3427	-835.2221	158.8794	3.926386	3.416792	1.061367	1.334496	4.394291
54	-688.178	-846.3979	158.2199	3.924738	3.955179	0.7669722	1.349924	4.731421
60	-687.4456	-846.4687	159.0232	3.618929	3.510797	1.101214	1.419424	4.381956
66	-671.3676	-831.4925	160.1249	2.288233	2.849526	0.8681882	1.443152	4.879006
72	-678.6447	-838.9147	160.27	1.944093	2.794979	1.110581	0.8363959	5.213928
78	-678.1052	-835.3662	157.261	3.121031	2.794979	1.350557	0.9532242	6.02626
84	-678.1293	-837.1137	158.9845	3.121031	2.974668	0.9941862	0.9532242	5.20267
90	-674.1065	-833.0327	158.9262	2.996593	3.763523	0.8852229	0.9608283	5.072189
96	-693.0408	-853.4668	160.426	2.408781	3.972217	0.9311039	1.32877	4.258536
102	-685.9714	-842.3242	156.3529	4.429959	4.489674	0.8917177	0.9363228	5.476674
108	-689.8299	-852.0892	162.2594	2.285351	2.264796	0.9155329	1.553558	3.836164
114	-686.7137	-846.4673	159.7536	2.786918	3.317889	0.9155329	1.543698	4.54446
120	-707.2578	-865.0371	157.7793	2.159732	4.471484	1.01948	0.9327509	5.876928
126	-703.9181	-862.7218	158.8037	1.436954	2.446505	0.770243	0.9629294	6.550733
132	-693.1602	-852.928	159.7678	1.592475	5.888195	1.197844	1.023249	4.54078
138	-706.985	-864.7682	157.7832	1.679324	3.293932	1.075534	1.633693	6.114912
144	-689.4274	-849.6182	160.1908	2.447539	2.910735	1.19424	1.00355	4.793151
150	-688.6222	-850.1241	161.5019	2.353228	3.381203	0.9093306	1.848443	3.600608
156	-690.3613	-847.6575	157.2962	4.608275	3.645158	0.9385511	1.510681	4.787938
162	-687.7579	-846.1791	158.4212	2.194517	3.867993	1.018247	1.2811	5.508482
168	-671.5951	-830.618	159.0229	2.892946	2.842693	1.077522	1.291933	5.125978
174	-677.6069	-837.5851	159.9782	1.793818	4.492649	1.169815	1.188224	4.633043
180	-673.0856	-833.0342	159.9486	2.324096	3.808164	0.8545756	0.9436796	4.88884
186	-686.9655	-842.9467	155.9812	5.795538	3.175862	0.8455035	0.9713245	5.3792
192	-688.8286	-848.6537	159.8251	1.897469	3.210127	0.7467388	0.7944181	5.546228
198	-691.8383	-849.3605	157.5222	3.246821	3.767117	1.087565	1.051766	5.546228
204	-683.1159	-846.3036	163.1877	0.8047868	3.767117	1.217634	1.196889	3.578381
210	-678.7317	-840.0785	161.3468	1.099027	3.668334	0.9421451	1.297441	4.594176
216	-686.3692	-844.1356	157.7665	2.517582	3.668334	1.190694	0.8909143	5.87773
222	-688.3695	-848.1368	159.7673	1.982256	4.229646	1.055409	1.516683	4.608909
228	-689.7328	-848.8082	159.0754	3.490404	4.115383	1.025329	1.036558	4.474291
234	-692.1291	-852.1469	160.0178	2.405234	4.084578	0.7096546	1.148942	4.67525
240	-675.2289	-835.4103	160.1814	2.173293	4.348216	0.8777063	1.223701	4.495021
246	-689.9933	-851.5315	161.5382	1.140979	5.381533	0.7188125	1.278165	4.056436
252	-686.029	-845.6823	159.6533	4.223508	3.837538	0.6704606	1.384677	3.821665
258	-687.9797	-846.0426	158.0629	4.377716	3.691655	0.8945199	1.224345	4.656485
264	-678.3478	-840.5346	162.1868	1.890963	3.691655	0.8945199	2.197765	3.156889
270	-676.349	-838.586	162.237	1.699648	2.641011	0.8985599	2.282764	3.607796
276	-668.2889	-830.7597	162.4708	1.045326	3.05258	0.9698289	1.167526	4.277261
282	-688.4057	-848.7275	160.3218	1.045326	2.75162	0.7352886	1.167526	5.719144
288	-677.9859	-838.696	160.71	1.991143	2.850566	0.9476044	1.229925	4.792807
294	-686.4689	-849.9789	163.51	1.599126	2.650026	0.8740542	1.764851	3.234705
300	-691.123	-850.4034	159.2804	2.825962	2.961258	1.260861	1.114778	4.971185
306	-697.4434	-858.5492	161.1059	1.618618	2.764244	0.9133793	0.9498129	4.989655
312	-689.6346	-851.9737	162.3391	1.713216	2.269975	0.9870436	1.527353	4.089712
318	-692.9282	-852.975	160.0468	1.391731	3.271423	0.7280577	1.158145	5.489495
324	-688.5616	-848.662	160.1005	1.424483	3.201867	1.150016	0.9580884	5.348367
330	-679.8274	-839.3338	159.5064	2.505832	3.102593	0.6184853	0.6995103	5.543003
336	-689.2451	-848.2731	159.0279	2.505832	2.322331	1.345287	1.02648	5.554855
342	-687.4027	-845.5862	158.1835	2.434178	5.694235	0.6979708	1.02648	5.277693
348	-684.9817	-846.1867	161.205	3.061574	3.279836	0.6993478	1.12144	3.938285
354	-684.6428	-843.6152	158.9724	2.977286	2.076137	0.8816334	0.8578347	5.780544
360	-685.7152	-845.5875	159.8723	2.977286	2.855064	0.9119105	0.7413204	5.000278
366	-687.6659	-850.6519	162.986	0.9688005	3.245	1.200179	1.043259	3.89273
372	-689.7076	-851.8031	162.0955	1.385344	3.935985	0.9634983	1.313845	3.89273
378	-677.7697	-841.5725	163.8028	0.6909072	2.810635	0.9634983	1.597261	3.572367
384	-681.1651	-843.8507	162.6855	0.7013856	4.76188	0.6833719	0.9600128	4.035725
390	-684.0035	-843.5488	159.5453	2.393734	5.681635	0.6499314	1.335289	4.395763
396	-676.9696	-835.751	158.7814	3.052087	3.243077	0.9364335	1.16377	5.166626
402	-677.5779	-839.3019	161.7239	1.677758	3.163846	0.8502772	1.007572	4.456203
408	-685.1859	-843.2418	158.0559	4.102399	3.066609	1.12407	0.9856101	5.048159
414	-668.4872	-826.4093	157.9221	2.754087	2.231482	0.9869943	0.9013588	6.324227
420	-679.3043	-839.2875	159.9832	2.486313	3.90172	0.8167686	1.26355	4.58887
426	-675.622	-834.0143	158.3924	3.256803	2.779607	0.6796305	1.064156	5.638209
432	-674.5631	-833.1862	158.6231	3.623012	3.018172	1.192817	1.091263	4.9215
438	-689.3526	-848.2965	158.9439	1.640282	4.597915	0.8773321	0.9224831	5.568417
444	-678.5041	-836.6548	158.1507	2.566968	3.827734	0.8384678	0.9224831	5.760935
450	-667.1924	-825.5099	158.3175	3.504679	2.900662	1.152267	0.9224831	5.318048
456	-689.3009	-847.778	158.4771	1.680942	4.537861	1.047477	1.666704	5.318048
462	-683.7443	-846.2985	162.5542	0.7635822	4.051586	1.06747	1.246193	3.925854
468	-687.124	-848.8014	161.6775	1.2735	2.651217	1.190116	1.190507	4.62156
474	-694.7275	-853.1022	158.3747	1.956592	3.724168	0.6973035	0.8588737	6.115142
480	-683.4726	-840.3346	156.8619	1.531907	3.61298	0.8669277	0.7589854	7.166529
486	-684.8513	-843.7325	158.8812	2.359549	3.223034	0.8955763	0.722741	5.765414
492	-682.3147	-840.6585	158.3437	1.950347	4.319946	0.92178	0.6554558	5.934508
498	-701.4481	-856.8718	155.4238	4.578333	2.676716	0.8521779	0.9270786	6.561673
504	-694.0121	-846.6905	152.6784	4.039277	4.534175	1.061853	0.8750177	7.606869
510	-683.7306	-841.2495	157.5189	4.039277	3.17524	1.164447	1.299858	5.143171
