Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-10.00391	-173.3649	163.361	3.813457	1.222376	3.629082	2.174541	0.5623028	1.295143	0.383727
6	0.5222218	-168.2202	168.7424	2.721394	0.9922755	0.6009907	0.6276331	1.082886	0.9467395	0.594115
12	10.21207	-162.2893	172.5013	0.6467314	0.9693111	0.1591246	0.4681309	0.3036985	0.1774857	0.9652611
18	-1.359058	-171.4051	170.0461	0.6467314	0.2799131	0.3747657	1.405733	1.157188	1.130007	1.142046
24	8.588242	-161.605	170.1932	1.977773	0.6468074	0.2942209	0.6284912	0.3365064	1.375313	0.2919962
30	8.660878	-157.3041	165.965	2.23355	1.381586	2.384487	0.210695	2.034838	1.375313	0.3829869
36	11.9192	-154.0724	165.9916	1.973718	0.3870414	0.4411976	1.234674	4.776382	0.4911107	0.970609
42	7.535056	-157.1801	164.7151	1.705113	0.6462719	2.108846	2.662796	1.320708	1.741941	1.295758
48	19.55719	-147.6895	167.2467	1.705113	0.3611357	2.108846	1.095335	1.330283	0.8606148	1.447515
54	20.33914	-149.6788	170.0179	1.981782	0.6506533	0.3958682	0.9067968	1.044703	0.5727449	0.5481109
60	22.34234	-147.7324	170.0747	2.814309	1.04325	0.8393561	0.2053061	0.3265638	0.3538001	0.3100978
66	17.88444	-147.6437	165.5281	3.405076	1.117755	2.53413	0.1019062	1.079472	2.095272	0.3272573
72	24.97927	-141.0334	166.0127	2.650662	0.9158929	0.1292134	0.2774686	3.868689	1.530365	0.196572
78	28.78577	-141.9553	170.7411	1.187888	2.044624	0.3547046	0.07468556	0.5863673	0.4047985	0.2949722
84	21.44307	-147.7009	169.144	3.556298	1.560705	0.772772	0.1314533	0.5863673	0.2416343	0.5159591
90	5.149162	-163.5857	168.7349	2.077177	1.92139	0.3065703	0.3805256	0.6955542	1.473544	0.4881328
96	6.093106	-159.4757	165.5688	0.8300713	1.505939	0.3065703	3.102173	1.140708	2.797287	0.2210362
102	14.65267	-154.7026	169.3552	0.4330155	4.143024	0.2544267	0.2559797	0.0821896	0.1823829	0.1113794
108	5.472288	-162.0552	167.5275	0.6659937	1.279119	2.879348	0.1893609	2.553796	0.130342	0.2144778
114	10.48068	-155.9125	166.3932	1.44654	1.489203	2.942557	0.3063	2.553796	0.3845565	0.5464204
120	15.99222	-155.3626	171.3548	0.5729267	1.229646	1.379639	0.5513387	0.1102933	0.2593679	0.3913408
126	6.478295	-157.5922	164.0705	2.967423	0.7146447	3.617938	2.122222	1.43136	0.7909225	0.7340999
132	8.712382	-160.08	168.7924	0.9928616	2.472108	0.5862309	0.5040799	1.425806	0.6328283	0.3047455
138	13.68499	-154.8416	168.5266	2.142673	1.635968	0.7367154	0.8436195	1.067182	0.5593611	0.7418087
144	19.31653	-152.2486	171.5651	0.9736291	1.165009	0.1799764	0.5035009	0.9733737	0.1301773	0.4061369
150	11.7261	-159.9038	171.6299	0.8763802	1.011413	0.09624084	0.5035009	1.32707	0.0567887	0.5714034
156	4.032081	-164.3972	168.4292	6.555945	0.5581128	1.28304	0.07863552	0.2169607	0.155282	0.8149819
162	4.570108	-160.7564	165.3265	7.403039	1.695003	0.211274	1.065154	0.3684682	1.697444	0.8149819
168	-15.58069	-184.9474	169.3667	1.820491	0.9478759	0.533357	2.280508	0.2829753	0.296212	0.3968036
174	2.649106	-166.1929	168.842	2.800028	0.8990583	0.00316967	0.1293945	0.7809981	2.129908	0.8468062
180	3.590619	-160.1766	163.7672	5.30736	3.433703	0.4785469	1.012115	0.4753184	2.242179	0.3717741
186	10.20706	-151.0299	161.237	5.30736	4.503493	0.02147399	1.997054	1.214623	2.083622	0.1772114
192	8.565549	-156.3452	164.9108	1.318737	3.081862	0.7776611	0.8382679	2.703819	1.880886	0.4637627
198	13.71536	-151.8505	165.5658	2.263888	1.676024	1.554858	1.855556	0.5978833	2.036225	0.3317966
204	17.49844	-148.3566	165.8551	1.933981	1.526078	0.220546	0.6093658	0.6190551	4.647902	0.2702153
210	15.11664	-151.7748	166.8914	1.729963	1.999348	0.1391136	2.759259	0.8314401	0.7675575	0.1685472
216	14.29743	-154.9662	169.2636	1.142399	1.507005	0.9207865	0.1682758	1.45485	0.9023745	0.2724641
222	5.363618	-163.8393	169.2029	2.754404	1.523985	0.2798305	1.038266	0.07248524	0.799467	0.3380691
228	2.899751	-165.6851	168.5849	1.5894	2.760047	0.6077251	1.038266	0.3515741	0.522609	0.3303745
234	6.372313	-153.3884	159.7607	4.663698	2.956289	1.178441	2.834726	3.669576	1.384908	0.4783712
240	16.19132	-153.6956	169.8869	2.360747	0.9971356	0.9210186	0.6259395	0.7012142	0.05807305	0.7473278
246	2.343436	-162.8866	165.2301	1.279733	2.113483	3.915738	0.5872448	0.9965308	1.370643	0.4061858
252	11.68761	-151.8586	163.5462	11.01011	1.878724	1.614077	1.189496	0.8035113	0.182769	0.4061858
258	7.556172	-154.9029	162.4591	11.36114	1.578791	2.177818	1.52451	0.2358916	1.141523	0.4318839
264	2.433867	-166.1354	168.5692	1.308672	1.187496	1.467667	1.271191	1.09421	0.6029999	0.5849168
270	5.838149	-164.332	170.1701	1.610922	0.5797853	1.467667	0.3946793	0.8669078	0.4283548	0.5849168
276	10.86841	-158.6547	169.5232	1.158597	1.044121	1.467667	0.219548	1.552388	0.5401486	0.4477358
282	-12.52259	-176.8989	164.3763	5.52566	0.959411	2.020549	0.5309627	1.142979	2.301656	0.5688126
288	-12.73439	-178.7379	166.0035	2.370752	1.540228	0.7108065	1.939275	1.381694	1.690996	0.5688126
294	-12.80922	-183.5697	170.7605	1.010739	1.498482	0.08353124	0.3077029	1.176763	0.6355235	0.6502291
300	3.415315	-165.5208	168.9361	0.557816	2.188592	0.4740061	1.415287	0.6027612	1.135651	0.2610895
306	0.7903682	-164.7664	165.5568	4.661463	1.384835	1.453097	0.9945966	0.9288077	1.467888	0.5208412
312	6.961123	-161.7666	168.7277	1.119756	2.296563	0.6656016	0.9296061	0.9040824	0.811202	0.3499713
318	10.15115	-160.1543	170.3055	1.143681	0.8007533	0.3599277	0.7840621	1.273614	0.811202	0.6389094
324	-4.204	-174.7508	170.5468	0.5774903	1.437036	1.873118	0.2146124	0.642346	0.1913834	0.4566319
330	-0.2001705	-166.8249	166.6248	0.4413931	1.010284	2.45999	0.8406556	3.288545	0.6215689	0.2745593
336	3.126689	-163.8949	167.0216	1.666157	0.8070175	0.5981941	1.228178	0.3232002	3.891807	0.4907957
342	2.166738	-165.897	168.0637	4.084997	1.062766	0.3589477	1.767192	0.4462892	0.06929383	0.1907415
348	-1.646502	-171.9552	170.3087	1.302088	0.6128004	0.2147763	1.059631	0.4265982	1.420116	0.8501332
354	-1.567653	-171.017	169.4493	2.360866	0.8844063	0.3497403	0.3743801	0.8034585	1.420116	0.5281706
360	1.464428	-166.3135	167.7779	3.005458	1.150637	1.696288	0.6316957	0.7785415	0.6960642	0.7176628
366	2.641212	-167.9262	170.5674	1.618284	1.153081	0.1575936	0.3644708	0.9316191	0.6960642	0.6622489
372	1.926283	-164.9337	166.86	2.088359	0.6228791	1.610033	2.675289	1.090254	0.6412029	0.5448603
378	7.515967	-156.8711	164.3871	0.9911021	1.851349	0.5431221	1.495518	4.707017	1.512774	0.4003551
384	12.36678	-153.8797	166.2465	2.374785	0.280766	2.507136	0.6485943	1.659745	1.757188	0.8533484
390	15.37527	-147.6904	163.0657	4.856872	1.085073	1.103945	2.096767	2.552609	1.767572	0.432339
396	19.75522	-146.4611	166.2164	2.832343	1.172506	2.548643	0.6955287	0.06485276	2.209339	0.4050898
402	12.24221	-156.418	168.6602	2.334364	1.933787	1.211816	1.329223	0.02330652	0.09261579	0.3544377
408	10.265	-157.487	167.752	2.334364	1.185185	0.07675758	3.434258	0.07309552	0.3095621	0.1568542
414	5.064596	-155.6605	160.7251	5.548942	1.946642	0.4911758	0.8694983	5.927004	0.3876978	0.08101727
420	9.653905	-159.265	168.9189	2.303388	2.12279	0.1062838	0.8712732	0.1659628	0.4538325	0.1165406
426	13.79464	-157.0305	170.8252	2.396108	0.6860268	0.1348533	0.1114854	0.5507496	0.9469949	0.4967301
432	13.65275	-153.8691	167.5218	2.396108	0.883906	0.1262599	3.124881	0.4473723	0.9336092	0.2384002
438	13.50406	-154.6157	168.1197	2.957396	1.461902	0.5831203	1.581828	0.4880209	0.4767755	0.2881548
444	17.27912	-148.745	166.0241	3.102187	0.7994077	1.165796	2.59197	1.38123	0.7753169	0.5089526
450	16.82372	-150.6082	167.4319	1.946757	1.36268	1.005103	0.07956625	2.426804	1.253958	0.3429894
456	15.33245	-150.9045	166.237	1.965982	1.362719	1.738203	1.714549	1.11396	1.412202	0.6275291
462	16.79435	-151.0098	167.8042	2.088432	1.603049	0.8177128	1.08233	0.8260175	1.29316	0.3286087
468	6.327879	-157.2735	163.6013	2.369417	4.526189	0.8776885	0.2271822	0.3216664	3.300783	0.1693408
474	9.063953	-157.2962	166.3601	2.369417	2.689775	0.5042355	0.8264156	0.3005949	2.430502	0.2651667
480	15.27426	-152.215	167.4893	1.320568	2.879079	0.2196865	0.1391436	1.095258	1.963058	0.1726297
486	2.402246	-161.3828	163.785	1.560838	5.394189	2.169324	0.7243592	1.33231	0.1125553	0.1625228
492	13.91303	-153.9163	167.8293	4.538845	0.9178937	0.6615992	0.1684464	1.797597	0.001895484	0.1558372
498	12.83588	-153.1642	166.0001	2.040303	2.796843	2.331962	1.911386	0.1976491	0.01825455	0.2100439
504	14.3706	-151.2485	165.6191	1.706694	3.565765	1.759741	1.911386	0.5641486	0.2070974	0.2435886
510	18.46375	-148.5923	167.0561	2.481329	0.8166937	0.02892533	0.02870325	1.966308	3.187055	0.3041153
516	13.16142	-150.5861	163.7476	3.806911	0.9282384	0.8241009	0.06241854	2.710066	4.001684	0.5593422
522	-3.13993	-169.9262	166.7863	3.967304	1.023672	0.8117037	0.1363703	2.555356	0.8265419	0.3667962
528	-2.411736	-170.5318	168.1201	5.343836	0.4508638	1.293562	0.1031297	1.173296	0.2775244	0.5821344
534	5.415871	-157.7086	163.1245	11.40653	0.9630319	2.122494	0.2481296	1.448127	1.194757	0.5854712
540	-1.428444	-170.8729	169.4445	2.475881	1.795967	1.14533	0.3415094	0.1556457	0.2984859	0.5813797
546	8.262035	-162.0248	170.2868	1.543396	1.795967	0.5145612	0.3366756	0.4809267	0.5558864	0.5813797
