Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-1270.862	-1439.655	168.7932	1.246789	3.232206
6	-1259.575	-1428.842	169.2668	1.702593	2.672459
12	-1266.476	-1435.968	169.4922	1.753246	2.501343
18	-1265.496	-1435.055	169.5593	1.766218	2.451164
24	-1271.11	-1440.766	169.6561	1.525222	2.5413
30	-1266.317	-1435.397	169.0795	1.487004	2.917781
36	-1270.065	-1439.126	169.0606	1.270372	3.059213
42	-1268.007	-1436.716	168.7094	1.265648	3.270602
48	-1291.012	-1460.143	169.1304	1.17932	3.071959
54	-1271.791	-1439.888	168.097	1.381308	3.561617
60	-1288.084	-1457.154	169.0696	1.315384	3.026917
66	-1275.662	-1444.466	168.8043	1.360234	3.15843
72	-1273.39	-1442.441	169.0506	1.691906	2.811182
78	-1265.596	-1434.753	169.1578	1.303644	2.981069
84	-1263.018	-1431.888	168.8706	1.386617	3.103286
90	-1268.928	-1438.272	169.3448	1.574038	2.703509
96	-1274.743	-1443.676	168.9328	1.627726	2.921413
102	-1271.876	-1440.537	168.6604	1.648016	3.072701
108	-1276.874	-1446.162	169.2885	1.658534	2.686193
114	-1279.305	-1448.54	169.2348	1.595466	2.757688
120	-1270.418	-1439.665	169.2471	1.583192	2.757688
126	-1278.729	-1447.912	169.1829	1.345053	2.941053
132	-1270.223	-1439.161	168.9383	1.523252	2.980999
138	-1268.15	-1436.883	168.7334	1.451823	3.146125
144	-1268.368	-1437.615	169.2472	1.544743	2.781064
150	-1266.754	-1435.442	168.6881	1.558035	3.109878
156	-1270.023	-1439.2	169.1778	1.344872	2.944243
162	-1271.816	-1440.913	169.097	1.57403	2.854611
168	-1268.275	-1437.79	169.5153	1.506747	2.639978
174	-1260.86	-1429.958	169.0989	1.506747	2.89415
180	-1261.758	-1430.507	168.7488	1.570601	3.066137
186	-1259.835	-1429.421	169.5859	1.652442	2.505749
192	-1265.792	-1434.817	169.0257	1.652442	2.850279
198	-1268.937	-1438.228	169.2914	1.652442	2.68817
204	-1265.197	-1434.076	168.8784	1.506471	3.026965
210	-1267.595	-1437.211	169.6157	1.694351	2.460846
216	-1266.818	-1435.98	169.1625	1.517864	2.848941
222	-1281.447	-1449.805	168.3582	1.219657	3.503632
228	-1272.291	-1441.651	169.3597	1.457961	2.765378
234	-1261.374	-1430.528	169.1534	1.592216	2.809296
240	-1263.378	-1432.455	169.0769	1.487178	2.919269
246	-1269.993	-1439.064	169.0713	1.801425	2.731738
252	-1276.903	-1445.394	168.4904	1.3824	3.330845
258	-1280.588	-1449.634	169.0464	1.168901	3.128204
264	-1272.758	-1441.844	169.0865	1.191794	3.090671
270	-1270.86	-1439.737	168.8774	1.400892	3.090671
276	-1271.515	-1440.651	169.1362	1.29708	2.997955
282	-1265.826	-1434.863	169.0365	1.674314	2.830462
288	-1276.553	-1445.049	168.4957	1.301717	3.375162
294	-1281.193	-1449.737	168.5435	1.197688	3.408126
300	-1268.628	-1437.258	168.6302	1.356508	3.263724
306	-1266.871	-1435.822	168.9506	1.329193	3.089775
312	-1274.546	-1443.621	169.075	1.538937	2.889139
318	-1283.501	-1452.661	169.1601	1.383981	2.931356
324	-1270.102	-1439.031	168.9287	1.262728	3.142445
330	-1270.004	-1438.806	168.8022	1.301621	3.194432
336	-1269.641	-1438.319	168.6788	1.360863	3.232434
342	-1265.751	-1434.85	169.0996	1.238841	3.054784
348	-1265.476	-1434.911	169.4346	1.33643	2.793838
354	-1263.18	-1431.953	168.7725	1.303127	3.211133
360	-1268.575	-1437.003	168.4283	1.295216	3.41848
366	-1263.903	-1433.295	169.3915	1.547636	2.691044
372	-1270.067	-1439.436	169.3689	1.460448	2.7583
378	-1261.683	-1431	169.3176	1.534661	2.744267
384	-1264	-1432.611	168.6102	1.548597	3.161805
390	-1272.257	-1441.119	168.8614	1.213957	3.211289
396	-1276.765	-1445.449	168.6842	1.216475	3.314462
402	-1281.447	-1449.94	168.4923	1.14555	3.468598
408	-1285.886	-1454.476	168.5906	1.242647	3.354086
414	-1294.508	-1463.54	169.0318	1.558459	2.903435
420	-1288.261	-1456.87	168.6087	1.421755	3.237881
426	-1287.33	-1456.785	169.4542	1.345166	2.77654
432	-1291.774	-1460.643	168.8685	1.670451	2.934396
438	-1294.4	-1463.029	168.6296	1.799733	3.000343
444	-1277.97	-1446.622	168.6515	1.504741	3.163339
450	-1268.899	-1437.575	168.6757	1.407071	3.206924
456	-1276.254	-1444.871	168.6164	1.359492	3.270136
462	-1267.48	-1436.542	169.0624	1.675527	2.813993
468	-1268.481	-1437.324	168.8429	1.607686	2.98756
474	-1275.405	-1444.513	169.1082	1.417459	2.942411
480	-1274.624	-1443.916	169.2925	1.417459	2.830999
486	-1270.932	-1440.129	169.197	1.730216	2.698364
492	-1271.327	-1440.703	169.3757	1.749276	2.576331
498	-1270.383	-1439.634	169.2508	1.594776	2.748377
504	-1282.448	-1450.671	168.2229	1.437339	3.455529
510	-1273.726	-1442.186	168.4604	1.443858	3.312364
516	-1276.275	-1445.582	169.3064	1.645517	2.683168
522	-1268.318	-1437.457	169.1387	1.615925	2.803824
528	-1275.102	-1444.381	169.2796	1.731044	2.647018
534	-1282.401	-1451.225	168.8237	1.436278	3.101598
540	-1282.38	-1451.668	169.2877	1.436278	2.822481
546	-1266.401	-1435.696	169.2949	1.666502	2.677373
552	-1267.326	-1436.728	169.4013	1.841865	2.502747
558	-1275.971	-1445.449	169.4779	2.071738	2.309304
564	-1259.031	-1428.612	169.5816	1.732984	2.458041
570	-1277.108	-1446.607	169.4993	1.72171	2.516561
576	-1280.956	-1450.425	169.469	1.835327	2.464471
582	-1276.955	-1446.241	169.2852	1.969687	2.495452
588	-1283.84	-1453.404	169.5639	1.827124	2.409911
594	-1285.476	-1454.717	169.2408	1.702142	2.688698
600	-1277.095	-1446.658	169.5631	1.702142	2.488956
606	-1270.337	-1439.626	169.2891	1.847112	2.569377
612	-1272.231	-1441.625	169.3935	1.793156	2.538023
618	-1269.124	-1438.463	169.3388	1.920522	2.492676
624	-1270.838	-1439.662	168.8241	1.421257	3.110343
630	-1265.326	-1434.412	169.0858	1.510076	2.900065
636	-1265.743	-1434.62	168.8765	1.576759	2.985953
642	-1268.785	-1437.82	169.0348	1.707758	2.81115
648	-1268.747	-1438.039	169.2928	1.80096	2.595689
654	-1264.937	-1433.928	168.9903	1.49129	2.968937
660	-1263.763	-1432.599	168.8351	1.32352	3.161903
666	-1266.079	-1435.349	169.2698	1.32352	2.901644
672	-1265.93	-1435.077	169.1467	1.597689	2.810063
678	-1265.443	-1434.558	169.1149	1.629509	2.810063
684	-1266.627	-1436.131	169.5038	1.514219	2.642466
690	-1261.476	-1430.646	169.1702	1.335887	2.954241
696	-1253.172	-1422.426	169.2538	1.479925	2.816551
702	-1259.735	-1428.806	169.0703	1.663367	2.816551
708	-1260.821	-1430.066	169.2452	1.419275	2.858583
714	-1269.754	-1438.965	169.2113	1.527734	2.813318
720	-1264.487	-1433.862	169.375	1.502844	2.728613
726	-1261.127	-1430.213	169.0857	1.504352	2.903615
732	-1279.769	-1449.274	169.505	1.52962	2.632245
738	-1272.356	-1441.61	169.2535	1.368025	2.884555
744	-1267.562	-1436.929	169.3672	1.931312	2.468119
750	-1255.555	-1425.03	169.4752	1.613072	2.59906
756	-1267.546	-1436.943	169.3965	1.691818	2.59906
762	-1272.248	-1441.127	168.8785	1.237478	3.187201
768	-1276.566	-1444.81	168.2445	1.249215	3.552634
774	-1276.229	-1444.97	168.741	1.53982	3.089215
780	-1278.687	-1447.335	168.6478	1.461449	3.191204
786	-1263.756	-1432.35	168.5939	1.447659	3.231291
792	-1271.977	-1440.741	168.7646	1.725376	2.963896
798	-1263.274	-1432.271	168.9966	1.687842	2.846466
804	-1270.47	-1439.731	169.2609	1.842162	2.589946
810	-1266.22	-1435.616	169.3953	1.726727	2.578139
816	-1264.42	-1433.658	169.2384	1.726727	2.675061
