Iteration	Posterior	Likelihood	Prior	acrv_sd	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	tree_length
0	-920.3437	-1091.219	170.8756	0.8242458	0.00166729	0.0128731	0.00484451	0.0110927	0.00840579	0.00066542	0.0119469	0.000760487	0.0254532	0.00486476	0.0193076	0.0122736	0.0333149	0.0639688	0.0197188	0.0318267	0.0409613	0.00206036	0.0335609	0.0162659	0.00941568	0.000213235	0.0262123	0.00110085	0.0178609	0.0408498	0.00151387	0.00682898	0.0299834	0.0242217	0.0187777	0.00453524	0.0108205	0.0381495	0.0662108	0.0289848	0.0425788	0.035797	0.0371749	0.0732862	0.0469237	0.00188144	0.00596445	0.00297487	0.00323743	0.0315205	0.05057	0.0329573	0.054449	0.0248279	0.00974444	0.00197707	0.0127499	0.0557229	0.0275704	0.000193263	0.0257882	0.00761988	0.00662703	0.0203238	0.0444026	0.0463175	0.0369248	0.0261192	0.0073219	0.0226463	0.00667522	0.0225077	0.0461167	0.00715267	0.0331159	0.0550294	0.0105823	0.0509509	0.0266381	0.00177294	0.0902138	0.0140279	6.18457e-05	0.0119521	0.00154254	0.0097389	0.0366337	0.00291282	0.0493302	0.030014	0.0332885	0.0210104	0.0321404	0.0227344	0.0106896	0.0162847	0.0161036	0.0143645	0.0485693	0.0115598	0.0014125	0.000753466	0.00581748	0.00218928	0.00501289	0.00379866	0.000300709	0.00539894	0.000343672	0.0115026	0.00219843	0.00872527	0.00554657	0.0150553	0.0289081	0.0089111	0.0143828	0.0185108	0.000931094	0.0151665	0.00735072	0.00425504	9.63628e-05	0.0118456	0.000497486	0.0080715	0.0184604	0.000684132	0.00308608	0.0135498	0.010946	0.00848583	0.00204952	0.00488988	0.0172401	0.0299213	0.0130985	0.0192418	0.016177	0.0167997	0.0331187	0.0212052	0.000850241	0.00269539	0.00134437	0.00146303	0.0142444	0.0228531	0.0148937	0.024606	0.01122	0.00440361	0.000893456	0.00576179	0.0251817	0.0124593	8.73375e-05	0.0116539	0.0034435	0.00299482	0.00918454	0.020066	0.0209313	0.0166867	0.0118035	0.00330884	0.0102341	0.00301659	0.0101714	0.0208406	0.00323236	0.0149654	0.0248683	0.00478222	0.0230252	0.012038	0.000801207	0.0407685	0.00633935	2.79487e-05	0.00540128	0.000697088	0.0044011	0.0165551	0.00131633	0.0222928	0.0135636	0.0150434	0.00949479	0.0145245	0.0102739	0.00483073	0.00735922	0.00727739	0.00649144	0.0219489	0.00522397	0.000638321	0.27586	0.547536	0.92584	1.83764	2.212832
36	-932.9819	-1103.746	170.7638	0.878382	0.00508524	0.0105294	0.00865245	0.0124603	0.00845357	0.0103342	0.00292327	0.000889009	0.0112903	0.0270487	0.0245611	0.00488738	0.10726	0.0737132	0.0128385	0.048581	0.0266526	0.0149764	0.0302588	0.0201551	0.00906344	0.00116008	0.0249036	0.00324608	0.00899439	0.054372	0.0171419	0.0100027	0.00836646	0.00647191	0.0409866	0.0199174	0.0104892	0.00805824	0.0582547	0.0343192	0.0204368	0.0535044	0.013825	0.0308949	0.0504332	0.00172977	0.00244341	0.0170635	0.00617004	0.0828344	0.00971128	0.0539099	0.0823048	0.0163692	0.00260974	0.00318148	0.0504079	0.0197549	0.0230914	0.00016188	0.0177092	0.00337753	0.0121899	0.0356161	0.0251426	0.0234331	0.00878814	0.0168755	0.0494854	0.00291232	0.00285141	0.00478728	0.0194514	0.0177722	0.0431821	0.0226673	0.00369934	0.0705024	0.0196926	0.0071438	0.0288046	0.00453503	4.04666e-05	0.024552	0.0199865	0.00917566	0.0421347	0.00225296	0.0553059	0.0249232	0.00866132	0.055981	0.0439422	0.0319793	0.018142	0.0316714	0.00673889	0.016613	0.0569071	0.0381866	0.00406891	0.00226009	0.00467971	0.0038455	0.00553785	0.00375711	0.00459293	0.00129922	0.000395112	0.00501787	0.0120215	0.010916	0.00217215	0.0476709	0.0327611	0.00570595	0.0215914	0.0118455	0.00665612	0.0134483	0.00895775	0.00402816	0.000515587	0.0110682	0.00144269	0.00399747	0.0241651	0.00761856	0.00444559	0.00371839	0.00287638	0.0182161	0.00885209	0.00466182	0.00358141	0.0258907	0.0152529	0.00908295	0.0237795	0.0061444	0.0137309	0.0224145	0.000768779	0.00108595	0.00758371	0.00274222	0.036815	0.00431609	0.0239598	0.0365796	0.00727512	0.00115988	0.00141398	0.0224033	0.00877989	0.0102628	7.19458e-05	0.00787067	0.00150111	0.00541769	0.0158293	0.0111744	0.0104146	0.00390581	0.00750014	0.0219933	0.00129435	0.00126728	0.00212766	0.008645	0.00789867	0.0191919	0.0100743	0.00164414	0.0313341	0.00875218	0.003175	0.0128019	0.00201555	1.7985e-05	0.0109119	0.0088828	0.00407804	0.0187264	0.00100131	0.0245802	0.0110769	0.00384944	0.0248803	0.0195297	0.0142129	0.00806304	0.0140761	0.00299504	0.00738347	0.0252918	0.0169717	0.00180839	0.24753	0.513932	0.899523	1.86763	2.250019
72	-925.0546	-1095.315	170.2601	1.372526	0.0110169	0.00830209	0.003161	0.0120933	0.0110013	0.000794191	0.001966	0.000564363	0.0371999	0.0240558	0.0163177	0.00386182	0.0762887	0.0526815	0.0135121	0.0478597	0.0526307	0.0124701	0.020698	0.0130046	0.00137317	0.0121145	0.0265394	0.00564989	0.0100851	0.0252676	0.0137576	0.00636158	0.0114021	0.0730191	0.0195192	0.0247282	0.00594231	0.0132385	0.0414041	0.0305638	0.0200712	0.0150207	0.00810572	0.0429803	0.0514727	0.00118091	0.0115904	0.00616687	0.00526318	0.0764493	0.0193952	0.0456386	0.0737918	0.00356837	0.00170214	0.00902384	0.050532	0.0373509	0.00852901	0.000214208	0.0212221	0.026829	0.0189924	0.00237141	0.0303169	0.0842169	0.0454115	0.0596619	0.0236271	0.0039122	0.002571	0.00375061	0.0455173	0.0207447	0.0176256	0.0123217	0.0099128	0.0752369	0.018027	0.00303854	0.0191192	0.000887855	0.000220943	0.0109015	0.00706622	0.0208635	0.040785	0.0448049	0.055387	0.0257859	0.0416341	0.00532426	0.0235962	0.0366691	0.02488	0.00642651	0.034264	0.00994622	0.0524084	0.0361651	0.00521447	0.00488303	0.00367976	0.00140106	0.00536017	0.00487615	0.000352011	0.000871393	0.000250144	0.0164882	0.0106623	0.00723254	0.00171168	0.0338136	0.0233502	0.00598899	0.021213	0.0233276	0.00552717	0.00917403	0.00576405	0.000608634	0.00536956	0.0117631	0.00250422	0.00447003	0.0111994	0.00609781	0.00281966	0.0050538	0.0323644	0.00865154	0.0109603	0.00263383	0.00586773	0.0183516	0.0135469	0.0088962	0.00665766	0.00359272	0.0190503	0.0228144	0.000523418	0.00513722	0.00273336	0.00233281	0.0338848	0.0085966	0.0202285	0.0327069	0.00158162	0.000754443	0.00399966	0.0223975	0.0165552	0.00378034	9.49438e-05	0.00940635	0.0118915	0.00841805	0.00105108	0.0134375	0.0373277	0.0201278	0.0264441	0.0104723	0.00173401	0.00113955	0.00166239	0.0201747	0.00919474	0.00781224	0.0054614	0.00439368	0.0333475	0.00799014	0.00134678	0.00847424	0.000393526	9.79293e-05	0.00483192	0.00313198	0.0092474	0.0180773	0.019859	0.0245493	0.0114291	0.0184536	0.00235988	0.0104586	0.016253	0.0110276	0.00284844	0.0151869	0.00440849	0.0232291	0.0160295	0.00231122	0.0803954	0.251766	0.603763	1.89074	2.256151
108	-920.4346	-1090.719	170.2846	1.522986	0.0235449	0.00365968	0.0111998	0.0216818	0.0179071	0.00639379	0.016541	0.000292522	0.0113844	0.021756	0.029433	0.00437558	0.0186983	0.0735618	0.0456713	0.0437738	0.0225197	0.0155206	0.0261944	0.0195168	0.00617012	0.00647658	0.0664031	0.00167278	0.00531319	0.0877807	0.00401276	0.0171465	0.00891192	0.0168009	0.0194258	0.0136141	0.0027215	0.00971205	0.0704567	0.0291568	0.021139	0.00281667	0.0115544	0.0568051	0.042301	0.00289869	0.0153067	0.00476597	0.0123636	0.0331942	0.0215172	0.0365272	0.0864873	0.000928519	0.0133653	0.00279253	0.0125965	0.0291046	0.0367155	0.0169428	0.00360581	0.0211865	0.0222551	0.0349532	0.000515198	0.0320949	0.00983374	0.00793827	0.04926	0.0531659	0.00270268	0.0588791	0.0621866	0.00732251	0.0116725	0.0324504	0.0107832	0.00984465	0.0358089	0.0024055	0.0390688	0.027288	0.00315076	0.0250368	0.0255941	0.0158934	0.0072075	0.0152137	0.00484725	0.020914	0.0369261	0.0281875	0.0232462	0.000632844	0.0141044	0.014157	0.0301143	0.0220931	0.0150165	0.0383288	0.00753856	0.0109871	0.00170778	0.00522633	0.0101177	0.0083563	0.00298364	0.00771882	0.000136504	0.0053125	0.0101524	0.0137348	0.00204185	0.00872551	0.0343274	0.0213124	0.0204269	0.0105088	0.00724263	0.0122235	0.00910745	0.00287926	0.00302227	0.0309868	0.000780597	0.00247938	0.0409626	0.00187254	0.00800136	0.00415872	0.00784008	0.00906498	0.00635297	0.00126998	0.0045321	0.0328784	0.0136059	0.00986444	0.00131439	0.00539184	0.0265079	0.0197396	0.00135267	0.00714284	0.00222402	0.00576944	0.01549	0.0100409	0.0170453	0.040359	0.00043329	0.00623685	0.00130313	0.00587814	0.0135816	0.0171332	0.00790632	0.00168264	0.00988662	0.0103853	0.0163108	0.000240416	0.014977	0.00458888	0.00370436	0.022987	0.0248097	0.0012612	0.0274757	0.0290192	0.00341703	0.00544693	0.0151429	0.00503194	0.00459397	0.0167101	0.00112252	0.0182313	0.0127339	0.00147029	0.0116833	0.0119434	0.0074166	0.00336336	0.00709942	0.00226195	0.00975947	0.0172315	0.0131536	0.0108477	0.000295315	0.00658177	0.00660634	0.0140528	0.0103097	0.00700741	0.017886	0.00351784	0.0543827	0.193008	0.509432	1.808	2.142949
144	-915.4752	-1086.969	171.4941	1.013642	0.0102204	0.0191661	0.00458349	0.00452292	0.00165743	0.0121223	0.0018724	9.0122e-05	0.0215964	0.0221718	0.0227316	0.00449234	0.0141619	0.0303006	0.0122677	0.0338128	0.0224616	0.0183808	0.0299608	0.00677377	0.000249713	0.00940733	0.0257985	0.00129055	0.000236906	0.0768946	0.00211228	0.00809651	0.00533419	0.0158171	0.0166582	0.00828217	0.00780813	0.0230375	0.0558386	0.0129073	0.00956294	0.0150681	0.0246494	0.0277672	0.0493342	0.00194798	0.00245638	0.0118517	0.00546192	0.0381886	0.00983921	0.0508074	0.0156939	0.00100143	0.0153574	0.0109726	0.0202634	0.0359232	0.0102805	8.18075e-05	0.0225149	0.00121797	0.00315995	0.0344497	0.0220714	0.0290276	0.0251317	0.0238523	0.0426261	0.01	0.0208254	0.00981862	0.0156625	0.0107093	0.0130894	0.00333047	0.00406168	0.00212563	0.0299201	0.00224164	0.044337	0.000254935	0.00611608	0.0137652	0.00446545	0.00941946	0.0247755	0.00688979	0.0827057	0.0291762	0.0369311	0.00241875	0.0185902	0.0109364	0.0121525	0.0160137	0.0380067	0.00302568	0.0289543	0.0303317	0.00271156	0.0061294	0.0114943	0.00274882	0.00271249	0.000993995	0.00727001	0.00112292	5.40481e-05	0.0129518	0.0132969	0.0136326	0.00269415	0.0084932	0.0181719	0.0073572	0.0202783	0.0134707	0.0110234	0.0179682	0.00406238	0.000149759	0.00564178	0.0154719	0.000773973	0.000142078	0.0461154	0.00126678	0.00485565	0.00319903	0.00948587	0.00999029	0.004967	0.0046827	0.0138161	0.0334876	0.0077408	0.0057351	0.00903665	0.0147828	0.0166526	0.0295868	0.00116825	0.00147314	0.00710771	0.00327563	0.0229026	0.00590078	0.0304703	0.00941195	0.000600579	0.00921017	0.00658048	0.0121524	0.0215439	0.00616544	4.90617e-05	0.0135027	0.000730443	0.00189509	0.0206602	0.0132367	0.0174085	0.015072	0.0143048	0.0255638	0.00599723	0.0124894	0.00588844	0.00939314	0.00642258	0.00785003	0.00199736	0.00243587	0.00127478	0.0179437	0.00134436	0.0265898	0.00015289	0.00366795	0.00825532	0.00267803	0.00564906	0.0148584	0.00413195	0.0496004	0.0174976	0.0221484	0.00145058	0.0111489	0.00655877	0.00728812	0.00960375	0.0227934	0.00181456	0.0173645	0.0181906	0.00162618	0.186415	0.433128	0.82634	1.91997	1.66744
180	-934.3369	-1104.821	170.484	1.52413	0.0148971	0.0144554	0.00103593	0.012429	0.00214094	0.0243305	0.00930748	0.000283402	0.0607156	0.0324212	0.0163043	0.00400008	0.032736	0.0431305	0.0232448	0.0510662	0.0197253	0.00811497	0.0215727	0.00378339	0.0143833	0.0101777	0.0348484	0.00630999	0.000310569	0.026764	0.00749553	0.0224604	0.012832	0.0243391	0.0334738	0.00711733	0.00638688	0.00904169	0.0469293	0.0218723	0.0300512	0.00689934	0.0147857	0.0447101	0.0293165	0.00680151	0.030866	0.00472481	0.00895482	0.0283842	0.0198003	0.0295169	0.0858472	0.00173585	0.0136693	0.0117336	0.0353208	0.035046	0.0277452	0.000192561	0.0378498	0.0106607	0.0350925	0.00181553	0.0318455	0.0223331	0.043448	0.0186043	0.0330254	0.00959586	0.0366878	0.014232	0.0185835	0.0108845	0.0258783	0.00665078	0.0102385	0.0123463	0.0309801	0.00277031	0.0036044	0.0157564	0.0053534	0.00893716	0.00310969	0.0150129	0.0397444	0.0111492	0.125301	0.00997415	0.0429458	0.0144396	0.00273157	0.0240586	0.0101844	0.0248068	0.00712864	0.0196038	0.0532687	0.00800617	0.00569475	0.00740828	0.00718859	0.000515164	0.00618088	0.00106468	0.0120995	0.00462858	0.000140935	0.0301936	0.0161229	0.00810807	0.00198923	0.0162795	0.0214486	0.0115596	0.025395	0.00980934	0.00403555	0.010728	0.00188147	0.00715277	0.00506131	0.01733	0.00313793	0.000154445	0.0133097	0.0037275	0.0111695	0.00638132	0.0121037	0.0166464	0.00353942	0.00317617	0.0044964	0.0233378	0.010877	0.0149443	0.00343102	0.00735288	0.0222342	0.014579	0.00338237	0.0153496	0.00234963	0.0044532	0.0141153	0.0098466	0.0146787	0.0426915	0.000863232	0.00679769	0.00583509	0.0175649	0.0174283	0.0137976	9.576e-05	0.0188226	0.00530152	0.0174514	0.000902856	0.0158367	0.0111062	0.0216065	0.00925185	0.0164234	0.00477199	0.0182447	0.00707751	0.00924151	0.00541281	0.0128692	0.00330741	0.00509157	0.00613978	0.0154063	0.00137766	0.00179245	0.00783561	0.00266222	0.00444442	0.00154644	0.00746586	0.0197647	0.00554446	0.0623118	0.00496011	0.0213568	0.00718076	0.0013584	0.0119643	0.00506466	0.0123363	0.00354504	0.00974887	0.0264903	0.00398144	0.00283198	0.0542166	0.192601	0.50873	1.80723	2.010874
216	-940.8732	-1111.377	170.5039	1.223217	0.0208603	0.0189508	0.00318658	0.014781	0.00107877	0.0051473	0.0153642	0.00373502	0.0236758	0.00562962	0.0183565	0.00829297	0.0358262	0.0375691	0.0167511	0.0304977	0.0290162	0.00380763	0.016348	0.00927228	0.0170187	0.0207671	0.0274463	0.00487054	0.00367173	0.0778103	0.0176664	0.0037589	0.00360856	0.0306145	0.017779	0.0140375	0.00555139	0.0253794	0.0353086	0.00393551	0.0378534	0.00599916	0.0141854	0.086212	0.0468379	0.00270123	0.0101093	0.0167876	0.00516017	0.0420421	0.101497	0.0423838	0.102442	0.0049399	0.0163726	0.0142711	0.0193579	0.034075	0.00428859	0.00113316	0.023407	0.017671	0.0122055	0.0247792	0.0166063	0.0157191	0.0379009	0.034363	0.0545837	0.0115177	0.0568872	0.0179091	0.0173965	0.0258453	0.0174862	0.0149288	0.0318865	0.0366433	0.0444572	0.00724109	0.00444462	0.031052	0.00681841	0.019742	0.00319492	0.00164948	0.049323	0.0009287	0.013002	0.0116222	0.0160114	0.00996304	0.0330748	0.062591	0.0230684	0.0499858	0.00443383	0.00840956	0.0816366	0.00518285	0.00365849	0.00950247	0.00863265	0.00145158	0.00673318	0.00049141	0.00234475	0.00699886	0.00170141	0.010785	0.00256446	0.00836191	0.00377769	0.0163199	0.0171138	0.00763062	0.0138926	0.0132177	0.00173449	0.00744698	0.00422379	0.00775251	0.00946003	0.0125026	0.00221867	0.00167258	0.0354449	0.00804755	0.00171229	0.0016438	0.0139458	0.00809884	0.0063945	0.00252882	0.0115611	0.0160841	0.00179274	0.0172433	0.00273279	0.00646188	0.0392721	0.021336	0.00123049	0.00460506	0.00764724	0.00235061	0.0191514	0.046235	0.0193071	0.0466653	0.00225027	0.00745818	0.00650093	0.00881809	0.0155222	0.00195358	0.000516187	0.0106626	0.00804964	0.00555995	0.0112877	0.00756464	0.0071605	0.0172649	0.0156533	0.0248645	0.00524667	0.0259138	0.00815813	0.00792464	0.0117733	0.00796546	0.00680052	0.0145252	0.0166921	0.0202516	0.00329853	0.00202466	0.0141451	0.00310599	0.00899304	0.00145538	0.000751389	0.0224681	0.00042305	0.00592279	0.00529425	0.00729368	0.00453845	0.0150665	0.028512	0.0105083	0.02277	0.00201974	0.0038308	0.0371879	0.00236094	0.00166655	0.115873	0.320493	0.698818	1.93285	2.195249
252	-921.1836	-1091.325	170.1415	1.290716	0.00926217	0.0088749	0.00458157	0.0123778	0.00187337	0.00690004	0.0101853	0.0019352	0.0594229	0.00602883	0.0644617	0.000479811	0.0579892	0.0873126	0.0236912	0.0307475	0.0282076	0.00491875	0.0403367	0.0355408	0.00428453	0.011801	0.0222623	0.0159559	0.00638764	0.0701523	0.0267087	0.0137213	0.0164776	0.0373542	0.0041777	0.0134966	0.0106708	0.0205526	0.0517517	0.0143109	0.00895155	0.0313244	0.0343566	0.044281	0.0323563	0.00260888	0.0094757	0.0126907	0.0109757	0.0607766	0.0256614	0.0233211	0.0740023	0.00247572	0.0424436	0.0259886	0.0187536	0.0392581	0.0230884	0.0164629	0.0270776	0.0272239	0.00787728	0.0361256	0.0315033	0.0214021	0.0306759	0.0223132	0.0411954	0.0159243	0.0260643	0.0277221	0.0211329	0.0149611	0.0231137	0.00876514	0.0107187	0.0475703	0.0285557	0.040331	0.013996	0.0342457	0.0389202	0.00735277	0.00271245	0.0030192	0.012406	0.000509284	0.0381561	0.0258025	0.0406717	0.00656927	0.0134665	0.0120514	0.0026952	0.0923617	0.00144263	0.014606	0.0627875	0.0286782	0.0467389	0.00388532	0.00372286	0.00192189	0.00519229	0.000785848	0.00289444	0.00427254	0.000811783	0.0249269	0.00252899	0.0270406	0.000201272	0.0243254	0.0366261	0.00993803	0.0128981	0.0118326	0.00206333	0.0169205	0.0149087	0.00179729	0.00495031	0.00933865	0.0066932	0.0026795	0.0294277	0.0112038	0.00575586	0.00691207	0.0156694	0.00175247	0.00566159	0.00447621	0.00862147	0.0217089	0.00600317	0.00375502	0.01314	0.014412	0.0185751	0.0135729	0.00109438	0.00397489	0.00532353	0.00460412	0.0254947	0.0107645	0.00978278	0.0310427	0.00103852	0.0178044	0.0109018	0.00786682	0.0164681	0.00968516	0.00690588	0.0113586	0.01142	0.00330438	0.015154	0.0132151	0.0089778	0.012868	0.00936001	0.0172807	0.00667995	0.0109335	0.0116289	0.00886486	0.00627592	0.0096958	0.00367682	0.00449633	0.0199549	0.0119786	0.0169181	0.0058711	0.0143655	0.0163264	0.00308436	0.00113783	0.0012665	0.00520412	0.000213636	0.0160058	0.0108237	0.0170611	0.00275569	0.00564894	0.00505533	0.00113059	0.0387441	0.000605157	0.00612696	0.0263383	0.01203	0.0196062	0.0984952	0.288158	0.65593	1.91899	2.38389
288	-934.4201	-1104.784	170.3637	1.55952	0.00539796	0.00405789	0.00665618	0.0148471	0.0267803	0.00293148	0.00394027	0.00247425	0.0362433	0.0119256	0.0155014	0.00708992	0.0149327	0.0444118	0.0147933	0.0195038	0.0342903	0.0113856	0.0364642	0.0181708	0.00212833	0.074969	0.0372673	0.00179073	0.0596843	0.0487885	0.00484211	0.0133869	0.0148466	0.038037	0.0132057	0.000700135	0.0124757	0.0327187	0.0633685	0.00700661	0.00973497	0.0079788	0.0257664	0.0477309	0.0963335	0.000464448	0.00641505	0.0022345	0.0374897	0.0845236	0.0284539	0.0318197	0.0326064	0.00553411	0.0189495	0.00250875	0.00584693	0.0102402	0.000989314	0.0100057	0.0260555	0.0100579	0.0476243	0.0145598	0.0111358	0.0193052	0.0180336	0.023192	0.00169759	0.0132817	0.00868689	0.0199694	0.0127851	0.0718885	0.0246569	0.0286564	0.0275991	0.0371898	0.000669927	0.0108914	0.0215948	0.0299535	0.0372459	0.019125	0.00308934	0.00637381	0.00370788	0.00302463	0.0491863	0.0449252	0.0298974	0.00487908	0.0211533	0.0111208	0.0120508	0.045559	0.000741351	0.0121664	0.00298509	0.0222028	0.0355141	0.0026114	0.00196311	0.0032201	0.00718269	0.0129556	0.00141818	0.00190621	0.00119698	0.0175336	0.00576931	0.00749921	0.00342993	0.00722408	0.0214854	0.00715663	0.00943547	0.0165888	0.00550807	0.0176405	0.00879061	0.00102963	0.0362682	0.018029	0.000866314	0.0288738	0.0236027	0.0023425	0.00647627	0.00718242	0.0184014	0.0063886	0.000338708	0.00603543	0.0158285	0.0306562	0.00338963	0.00470954	0.00385995	0.0124652	0.023091	0.0466038	0.000224689	0.00310344	0.001081	0.0181366	0.0408904	0.0137653	0.0153936	0.0157742	0.00267727	0.00916728	0.00121367	0.0028286	0.00495394	0.000478606	0.00484049	0.012605	0.00486578	0.0230395	0.00704368	0.00538724	0.00933938	0.0087242	0.0112197	0.000821252	0.00642537	0.0042025	0.0096607	0.00618512	0.0347779	0.0119284	0.0138632	0.0133518	0.0179915	0.000324094	0.00526898	0.010447	0.0144908	0.0180187	0.00925219	0.00149455	0.00308349	0.00179378	0.00146324	0.0237952	0.0217337	0.0144636	0.00236038	0.0102334	0.00537997	0.00582989	0.0220403	0.000358647	0.00588582	0.00144411	0.0107412	0.0171809	0.0492895	0.180328	0.487177	1.78237	2.067074
