Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	tree_length
0	-95.39537	-264.0963	168.701	0.8080718	1.441849	1.125668	2.025218
6	-97.97189	-266.7462	168.7743	0.193663	1.35869	0.9032993	2.564696
12	-107.2858	-276.0304	168.7446	0.539306	1.346258	0.5094677	2.620388
18	-121.461	-288.5968	167.1358	0.361823	0.7627563	0.5884259	3.969565
24	-96.87828	-265.7799	168.9016	0.3335693	1.604757	1.317536	1.978572
30	-100.5016	-270.1141	169.6125	0.3657896	1.118176	1.936549	1.333816
36	-96.21468	-264.3636	168.1489	0.4893448	1.632617	2.599437	1.477269
42	-111.6171	-281.6359	170.0188	0.05725808	0.9223694	1.483773	1.742789
48	-120.1855	-289.129	168.9435	0.1110094	1.714531	1.3269	2.026324
54	-112.5122	-281.7467	169.2345	0.2056298	2.557788	1.400431	1.177553
60	-110.2357	-279.6921	169.4564	0.158356	1.032264	1.41017	2.032101
66	-100.5795	-270.352	169.7726	0.6777517	1.032264	0.9562929	1.773108
72	-118.8104	-287.7528	168.9424	1.329885	2.000423	0.9642617	1.220818
78	-111.979	-280.4392	168.4602	1.02454	0.9507798	1.922018	1.829386
84	-98.03703	-266.1986	168.1616	0.1369961	3.320004	1.14404	1.825944
90	-86.65386	-256.3576	169.7037	0.05442575	0.9465074	1.815161	1.716337
96	-90.58859	-261.0111	170.4225	0.1778498	0.6339373	1.721827	1.383285
102	-90.99309	-259.7184	168.7254	0.2365742	2.070433	1.721827	1.604373
108	-92.63011	-262.5313	169.9012	0.0925277	1.252108	1.432473	1.604373
114	-96.54789	-265.3213	168.7735	0.5861747	1.723846	1.131562	1.94741
120	-94.98901	-265.4553	170.4663	0.4285075	1.0007	1.25247	1.239583
126	-111.8105	-278.2655	166.455	1.434847	2.974115	1.25247	2.183536
132	-96.59283	-264.8989	168.306	0.4836682	0.8241086	3.869176	0.9252786
138	-96.40859	-265.1267	168.7181	0.3453384	1.26944	3.124042	0.9568325
144	-109.5765	-274.5389	164.9625	1.971646	4.826847	2.707215	0.9568325
150	-90.45081	-260.1544	169.7036	0.2974529	1.571921	1.335248	1.44467
156	-92.48304	-262.0183	169.5352	0.2360608	1.19902	1.065485	2.046968
162	-104.5632	-272.7044	168.1412	0.2613763	3.431785	2.033356	0.9829387
168	-119.481	-287.1379	167.6569	0.7450728	1.663484	2.995459	1.331386
174	-113.3914	-283.0308	169.6394	0.4056305	1.427483	1.485979	1.398877
180	-105.1378	-273.8168	168.6791	0.1745134	2.793726	1.44161	1.475514
186	-115.0357	-282.4253	167.3896	0.5866706	3.056507	2.046468	1.540007
192	-117.3823	-286.2779	168.8956	0.04123466	1.639868	2.071113	1.641574
198	-101.5289	-269.9567	168.4278	0.30877	1.940549	1.624916	1.906793
204	-103.8159	-272.9666	169.1507	0.2757237	1.928455	1.439578	1.55899
210	-105.9392	-275.9355	169.9964	0.4934899	0.9264103	1.323022	1.558288
216	-115.003	-284.5017	169.4987	0.04892543	1.44559	1.497684	1.743121
222	-109.0244	-277.4271	168.4027	0.4917528	0.6386301	1.134022	2.897841
228	-102.5881	-270.5591	167.971	0.3975891	1.520437	1.952614	2.18239
234	-109.8631	-278.4838	168.6208	0.1969591	2.346369	1.952614	1.370196
240	-116.0677	-284.1054	168.0378	0.6303339	1.41857	1.716725	2.203369
246	-95.73946	-264.9146	169.1751	0.09944482	1.243723	2.57153	1.28919
252	-101.4965	-271.1668	169.6703	0.1557878	1.817566	1.408741	1.351273
258	-104.8237	-273.5342	168.7104	0.1885155	2.20006	1.408741	1.795214
264	-110.0067	-279.1935	169.1867	0.5910945	1.496845	1.408741	1.608045
270	-103.6389	-272.7576	169.1187	0.2460915	1.373735	0.9716944	2.262135
276	-109.2191	-278.0966	168.8775	0.3546384	0.9226971	0.9716944	2.625494
282	-122.5017	-290.6822	168.1805	0.2542069	1.754528	0.9716944	2.625494
288	-113.0893	-282.1396	169.0503	0.6203741	1.381552	1.984709	1.335367
294	-109.5636	-278.2114	168.6478	0.1591933	1.763245	1.359796	2.138952
300	-109.8959	-277.9173	168.0214	0.6603426	2.707846	1.597458	1.534555
306	-117.0004	-286.102	169.1015	0.2314512	1.537691	2.162537	1.345302
312	-116.6121	-285.416	168.8039	0.01273702	1.860964	2.095057	1.568316
318	-113.6905	-281.3899	167.6994	0.6770667	2.477816	2.43863	1.251099
324	-106.9467	-274.8628	167.9161	0.5491992	2.799973	1.474937	1.730383
330	-103.3897	-272.0929	168.7032	0.1739853	1.944249	1.597044	1.827614
336	-102.338	-271.4494	169.1113	0.02430173	2.029727	1.455641	1.695196
342	-107.8177	-274.6339	166.8162	2.138359	1.99602	1.693749	1.674878
348	-106.3592	-275.1843	168.8251	0.0640859	2.145393	1.961597	1.433525
354	-111.6467	-279.6946	168.0479	0.007081881	3.559003	0.9732372	2.00131
