Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-52.70477	-220.7421	168.0373	4.709798	0.4428871	1.439865	0.6856156
6	-51.36457	-220.3966	169.032	2.001267	0.9266057	1.754891	0.8287579
12	-40.45832	-209.0119	168.5536	2.75764	0.9776067	1.629721	0.7732618
18	-26.28413	-196.5594	170.2753	1.427912	0.9030912	1.01849	0.8670007
24	-30.5397	-199.5337	168.994	2.406037	1.536729	0.9143007	0.7676668
30	-24.91572	-193.6985	168.7828	2.013366	1.81756	0.9143007	1.073072
36	-27.06681	-198.4764	171.4096	0.8566237	0.4220204	0.2978733	1.365334
42	-21.11756	-190.3739	169.2563	1.708678	1.757083	0.4161108	1.365334
48	-29.19201	-198.0785	168.8865	1.9405	2.455686	0.4330047	0.989186
54	-33.5102	-201.0869	167.5767	1.205235	5.374272	0.4330047	1.170937
60	-28.39836	-199.3738	170.9755	1.086386	0.5717704	0.6503451	1.170937
66	-21.39838	-191.6097	170.2113	0.8593144	0.5322069	0.661812	1.923083
72	-31.45901	-201.819	170.36	1.078843	0.8582127	0.6728959	1.445826
78	-27.44178	-198.6686	171.2268	0.285646	0.5751376	0.3596282	1.632692
84	-32.66249	-202.9144	170.252	0.3039764	1.552621	0.4113743	1.632692
90	-25.09248	-195.5814	170.4889	1.625451	0.6448944	0.8632115	0.8708444
96	-18.09698	-188.1498	170.0529	0.8029118	1.137379	0.6394207	1.693026
102	-20.65201	-192.5405	171.8885	0.9256151	0.3749027	0.3142887	0.8527362
108	-21.01857	-192.0477	171.0292	0.9624321	0.5408804	1.061799	0.8538807
114	-37.87066	-206.5837	168.713	1.098564	2.052178	1.239598	1.401167
120	-31.02892	-201.2866	170.2577	1.27429	0.9142796	0.9080955	1.133283
126	-25.11348	-194.3255	169.212	1.586074	1.85246	0.3080138	1.503471
132	-20.88342	-191.0483	170.1649	1.586074	0.9369252	0.6048618	1.201143
138	-30.73127	-199.3617	168.6305	2.721139	1.049567	1.071214	1.219092
144	-25.47068	-194.3448	168.8741	2.469868	1.765798	0.8365396	0.6682531
150	-32.39977	-202.5852	170.1854	1.231516	1.408609	0.9530553	0.634037
156	-30.18067	-199.4542	169.2735	2.17364	0.8485393	1.367989	0.9216164
162	-27.13039	-196.7908	169.6605	2.028794	1.424697	0.6532216	0.7757901
168	-25.85971	-195.3105	169.4508	2.373803	1.068436	0.5756887	1.150102
174	-31.69374	-200.0723	168.3786	2.373803	1.43288	1.426223	1.02576
180	-27.61901	-197.2027	169.5837	2.584208	0.7792555	0.8370135	0.8835785
186	-27.34521	-198.1993	170.8541	1.149917	0.6405145	0.4748918	1.319101
192	-35.15773	-205.4925	170.3348	1.185105	0.9805275	0.5216619	1.406716
198	-32.41074	-202.5605	170.1498	1.191238	0.713254	1.158165	1.249258
204	-33.7625	-203.3473	169.5848	1.37617	1.180912	0.8652272	1.422822
210	-20.38335	-190.9934	170.61	0.7504054	1.041737	0.8251984	1.237884
216	-27.14073	-198.1125	170.9718	0.547605	0.5636059	1.361079	0.9903795
222	-44.67796	-213.1343	168.4563	1.091774	2.63302	0.7966177	1.586935
228	-51.68571	-221.0909	169.4052	1.405195	1.449308	0.5381722	1.586935
234	-54.88936	-223.8684	168.979	1.405195	1.093313	0.7604315	1.970489
240	-47.3302	-216.9788	169.6486	1.206853	1.381621	0.3135494	1.756779
246	-43.25671	-212.3905	169.1338	2.267938	0.69346	0.7210638	1.638702
252	-50.9012	-220.9307	170.0295	0.4107816	1.694765	0.4184422	1.702356
258	-34.94731	-205.2716	170.3243	0.868853	0.3497168	0.4896952	2.001338
264	-39.44589	-208.3432	168.8974	0.5709007	3.289601	0.3764871	1.595109
270	-32.00992	-201.8021	169.7922	0.8419607	1.725591	0.3703556	1.646049
276	-28.8264	-199.123	170.2966	0.5717884	1.215055	0.5040702	1.708747
282	-26.81144	-196.0049	169.1935	2.551496	1.215055	0.8817313	0.8077982
288	-24.81311	-196.4874	171.6743	0.4746226	0.9996778	0.4743497	0.7857353
294	-28.10434	-199.5632	171.4588	0.8851506	0.8584402	0.5236357	0.7166626
300	-29.97648	-198.9861	169.0096	2.402767	1.852167	0.5853258	0.8107244
306	-27.5876	-197.2662	169.6786	1.727628	1.835936	0.5322953	0.7595619
312	-26.59111	-196.7526	170.1615	1.878267	0.8029441	0.94876	0.6872471
318	-25.19399	-193.6213	168.4273	2.816527	1.840588	0.94876	0.6872471
324	-28.68315	-197.9786	169.2955	1.101787	1.424713	1.986378	0.5091523
330	-27.94285	-194.6041	166.6613	4.584609	1.988365	1.509787	0.6168027
336	-40.39757	-211.0755	170.6779	1.594602	0.6017715	0.3676014	1.228585
342	-39.66445	-209.1214	169.4569	1.700975	0.8407013	1.254083	1.243101
348	-32.7516	-202.5501	169.7985	0.9646911	1.547977	0.5465956	1.542228
354	-30.82507	-198.1588	167.3338	2.52559	3.799566	0.4467198	1.124274
360	-28.32315	-197.816	169.4928	1.627239	1.651907	0.5613115	1.18991
