Iteration	Posterior	Likelihood	Prior	tree_length
0	-214.3949	-387.3373	172.9424	1.341212
6	-210.2239	-383.6488	173.4249	0.9011192
12	-210.2591	-383.696	173.4369	0.8875831
18	-222.7577	-396.1294	173.3716	0.9587821
24	-208.9303	-382.3248	173.3945	0.93459
30	-210.4908	-383.9567	173.4658	0.853555
36	-211.6584	-385.1242	173.4658	0.853555
42	-212.0016	-385.2583	173.2567	1.072119
48	-205.3926	-378.896	173.5033	0.8063986
54	-209.9901	-383.4553	173.4652	0.8542653
60	-209.6837	-382.6167	172.933	1.348699
66	-206.285	-379.3197	173.0347	1.266377
72	-212.2784	-385.4334	173.155	1.16417
78	-218.9721	-392.1294	173.1573	1.162111
84	-217.086	-389.8806	172.7946	1.45631
90	-233.0881	-406.3562	173.2681	1.061371
96	-222.0342	-395.02	172.9858	1.306377
102	-215.7698	-388.5984	172.8286	1.430289
108	-202.9003	-376.2334	173.3331	0.9982138
114	-204.9474	-378.2152	173.2678	1.06164
120	-205.4016	-378.8161	173.4146	0.9126425
126	-211.9816	-385.382	173.4004	0.9281569
132	-212.017	-385.3852	173.3682	0.9623997
138	-214.3535	-387.6036	173.2501	1.078244
144	-216.5288	-389.5926	173.0637	1.242216
150	-216.1042	-389.216	173.1118	1.201536
156	-223.4547	-396.3966	172.942	1.341568
162	-214.0324	-387.1605	173.1281	1.18757
168	-220.5485	-394.0318	173.4832	0.8321578
174	-217.688	-391.0608	173.3728	0.9575491
180	-217.0613	-390.2271	173.1657	1.154692
186	-216.6438	-389.7852	173.1414	1.176
192	-220.2513	-393.3084	173.057	1.247817
198	-215.41	-388.7496	173.3396	0.9916578
204	-212.4199	-385.7452	173.3253	1.005972
210	-218.3117	-391.5381	173.2264	1.10014
216	-211.9454	-385.3183	173.3729	0.9574983
222	-208.2802	-381.6647	173.3845	0.9452622
228	-211.1612	-384.2435	173.0823	1.226651
234	-209.7945	-383.2067	173.4122	0.9152967
240	-207.2564	-380.7093	173.4529	0.8689097
246	-207.3153	-380.6785	173.3632	0.9675472
252	-209.965	-383.089	173.124	1.191078
258	-209.387	-382.731	173.344	0.9872216
264	-208.5002	-382.0887	173.5885	0.6744911
270	-203.7894	-377.3958	173.6064	0.6368769
276	-210.0827	-383.6347	173.552	0.737192
282	-217.1	-390.4082	173.3081	1.022904
288	-203.5757	-377.0365	173.4609	0.8595105
294	-200.871	-374.0766	173.2056	1.119116
300	-202.9286	-375.9733	173.0447	1.258086
306	-202.0556	-375.5894	173.5338	0.7644245
312	-209.8827	-382.916	173.0334	1.267454
318	-219.2745	-392.571	173.2964	1.034298
324	-207.8873	-381.3807	173.4934	0.8193078
330	-205.8539	-379.15	173.2961	1.034625
336	-219.0161	-392.5552	173.5391	0.756658
342	-209.0564	-382.2111	173.1548	1.164317
348	-205.983	-379.0432	173.0603	1.24513
354	-208.5593	-381.6245	173.0652	1.240976
360	-215.4738	-388.7002	173.2265	1.100116
366	-200.245	-373.4819	173.2369	1.090524
372	-199.9289	-373.4293	173.5005	0.8101339
378	-206.9309	-380.4233	173.4924	0.8205981
384	-212.9094	-386.2011	173.2917	1.038879
390	-203.7485	-377.0402	173.2917	1.038879
396	-209.3575	-382.6441	173.2866	1.043731
402	-208.4154	-381.855	173.4396	0.8844128
408	-209.8295	-382.8397	173.0102	1.286485
414	-211.5372	-384.6915	173.1542	1.164789
420	-211.173	-384.2565	173.0834	1.225684
426	-218.8219	-392.0913	173.2694	1.060124
432	-205.0015	-378.4004	173.3989	0.9298116
438	-203.5706	-376.9326	173.362	0.9687951
444	-211.0238	-384.3422	173.3184	1.012806
450	-215.3701	-388.7243	173.3542	0.9768551
456	-214.6402	-387.97	173.3298	1.001511
462	-204.8289	-378.1058	173.2769	1.053046
468	-206.1494	-379.5571	173.4077	0.9201996
474	-204.8496	-377.7796	172.9301	1.351058
480	-213.0787	-386.2496	173.171	1.150059
486	-218.3797	-391.7855	173.4058	0.9222808
492	-212.8812	-386.2963	173.4152	0.9119908
498	-215.1707	-388.57	173.3993	0.9293725
504	-201.1236	-374.4929	173.3693	0.9612358
510	-212.9559	-386.2524	173.2965	1.034241
516	-218.6671	-392.1957	173.5286	0.7718323
522	-206.943	-380.3725	173.4294	0.8960463
528	-207.5285	-380.8794	173.3508	0.9802415
534	-208.3637	-381.3807	173.017	1.280925
540	-203.646	-377.0512	173.4052	0.9229285
546	-201.1032	-374.2505	173.1473	1.170873
552	-202.5236	-375.814	173.2904	1.040137
558	-220.9252	-394.209	173.2838	1.046428
564	-220.7013	-394.0411	173.3398	0.9914139
570	-211.2567	-384.7119	173.4552	0.8662983
576	-210.0669	-383.5771	173.5102	0.797233
582	-203.976	-377.5047	173.5286	0.771826
588	-220.53	-393.6234	173.0934	1.217257
594	-221.0385	-394.4023	173.3638	0.9669006
600	-220.2636	-393.598	173.3344	0.9968769
606	-214.364	-387.6487	173.2847	1.045604
612	-223.285	-396.694	173.4089	0.9188594
618	-220.2567	-393.7286	173.4719	0.8461865
624	-222.1646	-395.5724	173.4078	0.9200793
630	-226.5881	-400.1535	173.5653	0.7158351
636	-219.727	-393.0914	173.3643	0.9663917
642	-217.2738	-390.3537	173.0799	1.22865
648	-229.9465	-403.2451	173.2986	1.032202
654	-224.9977	-397.8908	172.8931	1.380227
660	-220.8809	-394.2306	173.3497	0.9813787
666	-221.425	-394.8846	173.4596	0.8609773
672	-203.7239	-376.9693	173.2454	1.082635
678	-207.9463	-381.283	173.3367	0.9945807
684	-219.114	-392.258	173.1441	1.173682
690	-210.7445	-384.0149	173.2704	1.059172
696	-209.6469	-382.9498	173.3028	1.028052
702	-205.2171	-378.7133	173.4961	0.8157688
708	-208.7973	-382.0789	173.2816	1.048575
714	-218.8712	-392.1736	173.3024	1.028524
720	-217.5483	-390.8551	173.3068	1.024185
726	-208.7225	-382.0733	173.3508	0.9802683
732	-216.0802	-389.4758	173.3956	0.9333499
738	-222.7209	-395.8902	173.1693	1.151573
744	-223.2855	-396.4548	173.1693	1.151537
750	-216.9167	-390.2837	173.367	0.9635615
756	-209.4254	-382.8775	173.4521	0.8698732
762	-206.8887	-380.3109	173.4222	0.9041333
768	-206.8835	-380.2962	173.4126	0.914798
774	-210.2995	-383.8568	173.5574	0.728699
780	-212.8553	-386.0642	173.2088	1.116172
786	-212.2523	-385.7253	173.473	0.8448407
792	-216.1785	-389.6519	173.4733	0.8444196
798	-211.4867	-384.8534	173.3666	0.963976
804	-218.9912	-392.2116	173.2204	1.105674
810	-212.6044	-385.8279	173.2234	1.102883
816	-213.5522	-386.8285	173.2763	1.053598
822	-215.5425	-388.8549	173.3124	1.018752
828	-213.6431	-386.8867	173.2436	1.084275
834	-211.6395	-384.6145	172.975	1.315093
840	-204.9643	-378.4327	173.4684	0.8504372
846	-210.33	-383.6547	173.3247	1.006584
852	-203.1219	-376.2413	173.1194	1.195049
858	-209.3006	-382.6413	173.3407	0.9905165
864	-207.8372	-380.9442	173.107	1.205635
870	-208.0196	-381.4155	173.396	0.9329739
876	-215.5236	-388.7139	173.1903	1.132907
882	-214.0323	-387.4325	173.4002	0.9283904
888	-219.6826	-392.7707	173.0881	1.2217
894	-215.6096	-388.6978	173.0881	1.2217
900	-208.2367	-381.6421	173.4053	0.9227956
906	-210.855	-383.9771	173.1221	1.192664
912	-209.0894	-382.4788	173.3894	0.9400433
918	-216.3825	-389.841	173.4585	0.8623922
924	-213.6922	-387.2454	173.5533	0.735159
930	-207.287	-380.4367	173.1497	1.168759
936	-214.0952	-386.9398	172.8446	1.417975
942	-210.8095	-384.1965	173.387	0.9425691
948	-212.5576	-385.8067	173.2491	1.079171
954	-215.3258	-388.6342	173.3084	1.022658
960	-214.2834	-387.7166	173.4332	0.8917787
966	-214.172	-387.5285	173.3565	0.9744731
972	-210.6198	-383.8775	173.2577	1.07117
978	-217.3642	-390.5286	173.1644	1.1559
984	-206.4798	-379.8424	173.3626	0.968118
990	-216.3913	-389.7751	173.3837	0.9460505
996	-214.0545	-387.4145	173.36	0.9708449
1002	-213.8964	-387.1583	173.2618	1.067282
1008	-209.2792	-382.541	173.2618	1.067282
1014	-221.7917	-395.0577	173.266	1.063372
1020	-213.6273	-387.1142	173.4868	0.8276435
1026	-218.7609	-391.8233	173.0624	1.243354
1032	-235.3658	-408.5189	173.1531	1.165773
1038	-228.3695	-401.8398	173.4704	0.8480529
1044	-211.5059	-384.7153	173.2094	1.115688
1050	-215.7605	-389.1932	173.4328	0.8922717
1056	-216.481	-389.959	173.478	0.8386956
1062	-215.5488	-389.152	173.6032	0.644002
1068	-223.7139	-396.7572	173.0433	1.259272
1074	-219.0599	-392.3986	173.3387	0.9925934
1080	-212.1714	-385.3589	173.1875	1.135388
1086	-209.4723	-382.9136	173.4413	0.8825368
1092	-216.0835	-389.6943	173.6109	0.6260428
1098	-208.8317	-382.1724	173.3407	0.990533
1104	-196.4446	-369.7853	173.3407	0.990533
1110	-210.5587	-384.0928	173.5341	0.7639901
1116	-214.1399	-387.5794	173.4395	0.8845643
1122	-218.6303	-391.8137	173.1834	1.139022
1128	-218.7417	-391.9263	173.1845	1.138005
1134	-222.5047	-395.6726	173.1679	1.152758
1140	-204.3989	-377.9406	173.5417	0.752805
1146	-215.2894	-388.6286	173.3392	0.9920238
1152	-221.725	-395.1898	173.4648	0.8548079
1158	-211.985	-385.4763	173.4913	0.8219604
1164	-208.413	-381.8329	173.4199	0.906764
1170	-211.4447	-384.8646	173.4199	0.906764
1176	-207.7405	-381.1692	173.4287	0.8968163
1182	-211.7285	-385.0671	173.3386	0.9926341
1188	-208.9671	-382.4053	173.4382	0.8861054
1194	-210.5041	-383.9135	173.4095	0.9182969
1200	-209.5835	-383.0745	173.491	0.8223755
1206	-212.042	-385.506	173.4641	0.8556696
1212	-216.1318	-389.1269	172.9951	1.298785
1218	-208.3518	-381.5265	173.1747	1.146753
1224	-206.1494	-379.6237	173.4743	0.8432552
1230	-209.5301	-383.0044	173.4743	0.8432552
1236	-225.2742	-398.6468	173.3726	0.9577511
1242	-219.6207	-392.618	172.9973	1.297029
1248	-213.2978	-386.2743	172.9765	1.313846
1254	-214.0913	-387.0219	172.9306	1.35064
1260	-219.7168	-393.096	173.3791	0.950917
1266	-211.2682	-384.4942	173.226	1.100569
1272	-227.9368	-401.3451	173.4084	0.9194621
1278	-222.6467	-395.9887	173.342	0.9892357
1284	-210.5443	-383.8276	173.2833	1.046911
1290	-209.4915	-382.5468	173.0553	1.249304
1296	-204.8936	-378.4896	173.596	0.6594941
1302	-213.8961	-387.2421	173.3459	0.9852363
1308	-211.8826	-385.3587	173.4761	0.8410133
1314	-209.2362	-382.7157	173.4796	0.8367378
1320	-209.5169	-382.9964	173.4796	0.8367378
1326	-210.3999	-383.7126	173.3128	1.018331
1332	-207.9804	-381.2932	173.3128	1.018331
1338	-203.6819	-377.0301	173.3482	0.9829442
1344	-201.6622	-375.0383	173.3761	0.9541158
1350	-213.6579	-387.1475	173.4896	0.8241756
1356	-214.7242	-388.1433	173.4192	0.907554
1362	-198.1454	-371.5409	173.3956	0.9334102
1368	-204.1189	-377.5144	173.3956	0.9334102
1374	-220.553	-393.8403	173.2874	1.04303
1380	-217.2743	-390.3077	173.0334	1.267458
1386	-238.3057	-411.2793	172.9736	1.316203
1392	-219.1357	-392.0111	172.8753	1.394099
1398	-229.198	-402.1306	172.9326	1.349075
1404	-210.4154	-383.9062	173.4908	0.822644
1410	-218.7927	-391.9764	173.1836	1.138814
1416	-218.0251	-391.2087	173.1836	1.138814
1422	-210.2114	-383.6257	173.4143	0.9129676
1428	-208.9057	-382.3633	173.4576	0.8633895
1434	-214.7569	-388.1361	173.3792	0.9508611
1440	-208.4943	-381.8735	173.3792	0.9508611
1446	-208.711	-382.1448	173.4337	0.8911465
1452	-210.1891	-383.6111	173.422	0.9043777
1458	-212.021	-385.3575	173.3365	0.9947793
1464	-219.2684	-392.4112	173.1429	1.174733
1470	-219.7726	-392.7945	173.0218	1.276975
1476	-205.9075	-379.4816	173.5741	0.7008428
1482	-208.773	-382.1864	173.4133	0.9140248
1488	-206.4053	-379.8072	173.4019	0.9265896
1494	-218.6957	-391.8339	173.1382	1.178806
1500	-207.9339	-381.2103	173.2764	1.053491
1506	-206.7025	-380.0647	173.3623	0.9684948
1512	-215.9187	-389.2496	173.3309	1.000364
1518	-210.3462	-383.6428	173.2965	1.034191
1524	-214.1979	-387.4772	173.2793	1.050733
1530	-213.8889	-387.3614	173.4726	0.8453812
1536	-204.8058	-378.2502	173.4444	0.8789314
1542	-208.7755	-382.2399	173.4644	0.8552782
1548	-204.8504	-378.3148	173.4644	0.8552782
1554	-201.4971	-374.904	173.4069	0.9210938
1560	-199.5579	-372.9187	173.3608	0.9700568
1566	-202.9407	-375.9223	172.9816	1.309741
1572	-214.9467	-388.2627	173.316	1.015186
1578	-213.488	-386.7287	173.2407	1.086972
1584	-213.807	-387.1792	173.3722	0.9581369
1590	-222.9462	-395.6359	172.6897	1.535102
1596	-229.1524	-402.0374	172.8849	1.386613
1602	-222.5408	-395.9865	173.4457	0.8774395
1608	-216.9066	-389.6993	172.7927	1.457768
1614	-210.0217	-382.9257	172.904	1.37164
1620	-232.3476	-405.8505	173.5029	0.806914
1626	-228.443	-401.5852	173.1423	1.175236
1632	-218.93	-392.2224	173.2924	1.038208
1638	-216.4214	-389.7933	173.3718	0.9585592
1644	-208.2096	-381.5942	173.3846	0.9450904
1650	-214.3534	-387.5204	173.167	1.153536
1656	-214.5713	-387.8896	173.3183	1.012914
1662	-215.0629	-388.5072	173.4443	0.8790106
1668	-212.4597	-385.7874	173.3277	1.003597
1674	-210.6961	-384.2034	173.5074	0.8010195
1680	-206.8955	-380.4029	173.5074	0.8010195
1686	-213.516	-386.5204	173.0045	1.291203
1692	-208.7496	-381.9493	173.1997	1.124392
1698	-199.6587	-373.0944	173.4357	0.8888956
1704	-214.5902	-387.5462	172.956	1.330407
1710	-214.0808	-386.81	172.7292	1.505654
1716	-215.4073	-388.5373	173.13	1.185888
1722	-221.5952	-395.0947	173.4995	0.8113963
1728	-209.2878	-382.7301	173.4423	0.8813067
1734	-215.309	-388.8873	173.5783	0.6934
1740	-214.8195	-388.2636	173.4441	0.8792969
1746	-238.7432	-411.5944	172.8511	1.412897
1752	-212.598	-386.1	173.5021	0.8080037
1758	-222.5164	-395.4571	172.9408	1.342552
1764	-224.4425	-397.6132	173.1707	1.150265
1770	-218.9334	-392.1153	173.1818	1.140448
1776	-212.2875	-385.4976	173.2101	1.115045
1782	-206.0768	-379.5083	173.4315	0.8936938
1788	-211.3974	-384.7055	173.308	1.022977
1794	-208.1393	-381.4473	173.308	1.022977
1800	-218.3697	-391.5812	173.2116	1.113694
1806	-221.9885	-395.2195	173.2311	1.095873
1812	-219.6591	-392.8131	173.154	1.165047
1818	-210.6661	-384.0189	173.3529	0.9781748
1824	-213.4341	-386.8741	173.44	0.8839939
1830	-216.2794	-389.5383	173.2589	1.070085
1836	-214.7754	-388.2837	173.5082	0.7998615
1842	-215.8263	-389.3806	173.5543	0.7335181
1848	-202.3871	-375.7819	173.3947	0.9342998
1854	-210.9	-384.1373	173.2373	1.09017
1860	-206.0211	-379.4321	173.4111	0.9165095
1866	-212.4227	-385.6604	173.2377	1.089806
1872	-209	-382.3921	173.3921	0.9371523
1878	-209.3884	-382.965	173.5765	0.6965915
1884	-204.2121	-377.5088	173.2967	1.034045
1890	-207.1314	-380.4381	173.3067	1.024277
1896	-213.9797	-387.2864	173.3067	1.024277
1902	-219.5903	-392.5243	172.9341	1.347854
1908	-207.1095	-380.3494	173.2398	1.087833
1914	-208.2948	-381.6443	173.3495	0.9816209
1920	-200.9235	-374.1004	173.1769	1.144798
1926	-200.4612	-373.6953	173.2341	1.093098
1932	-197.5901	-370.6873	173.0973	1.213946
1938	-212.2415	-385.6049	173.3634	0.9673622
1944	-221.1309	-394.1012	172.9703	1.318895
1950	-213.4718	-386.6687	173.1968	1.126997
1956	-204.9447	-378.126	173.1813	1.140903
1962	-216.9626	-390.2792	173.3166	1.014582
1968	-217.899	-391.3615	173.4625	0.8575985
1974	-212.641	-385.9084	173.2674	1.062002
1980	-203.438	-376.7054	173.2674	1.062002
1986	-199.4349	-372.7023	173.2674	1.062002
1992	-204.273	-377.5404	173.2674	1.062002
1998	-207.378	-380.4767	173.0986	1.212795
2004	-220.805	-393.5611	172.756	1.485508
2010	-219.9183	-393.1232	173.2049	1.119716
2016	-211.8986	-385.4416	173.543	0.7509126
2022	-213.5678	-386.9009	173.3331	0.9981615
2028	-209.1114	-382.5414	173.43	0.8953756
2034	-204.158	-377.6039	173.4459	0.8772052
2040	-211.3573	-384.5543	173.1971	1.126794
2046	-206.4062	-379.7101	173.3039	1.02705
2052	-211.1949	-384.6268	173.4319	0.8932543
2058	-206.9567	-380.516	173.5594	0.7255075
2064	-210.5658	-383.9346	173.3688	0.9617588
2070	-209.6639	-383.2067	173.5427	0.751287
2076	-207.5712	-380.9826	173.4115	0.9160983
2082	-205.6454	-378.8582	173.2128	1.112625
2088	-214.2795	-387.4922	173.2128	1.112625
2094	-206.5941	-379.8205	173.2264	1.100166
2100	-219.4153	-392.5541	173.1388	1.178236
2106	-210.0138	-383.25	173.2361	1.091216
2112	-217.7051	-390.9075	173.2024	1.121973
2118	-213.6336	-387.1791	173.5456	0.7470525
2124	-215.8338	-388.7547	172.921	1.358272
2130	-214.4904	-387.9834	173.493	0.8197871
2136	-216.4388	-389.7909	173.3521	0.9790033
2142	-219.2849	-392.5483	173.2633	1.065869
2148	-213.0175	-386.4516	173.4341	0.8907755
2154	-234.4138	-407.3136	172.8998	1.374953
2160	-231.294	-404.9076	173.6136	0.6191647
2166	-225.4235	-398.0069	172.5834	1.612999
2172	-217.54	-390.673	173.133	1.18331
2178	-214.1307	-387.6873	173.5566	0.7299494
2184	-224.0968	-397.0214	172.9247	1.355324
2190	-206.978	-380.5428	173.5648	0.7166299
2196	-205.1871	-378.5997	173.4126	0.9148393
2202	-228.1003	-401.5796	173.4793	0.8370567
2208	-227.2227	-400.3338	173.1111	1.202135
2214	-224.5421	-397.6036	173.0615	1.244079
2220	-215.7271	-388.99	173.263	1.066199
2226	-220.1011	-393.5072	173.4062	0.9218826
2232	-209.8952	-383.3922	173.4971	0.8145283
2238	-213.7426	-386.6114	172.8688	1.399185
2244	-214.7111	-388.1563	173.4452	0.8779586
2250	-210.1037	-383.5351	173.4314	0.8937797
2256	-208.5595	-381.7075	173.148	1.170248
2262	-213.2835	-386.7081	173.4246	0.9015285
2268	-217.0148	-390.1252	173.1105	1.202678
2274	-213.9218	-387.5002	173.5785	0.6931632
2280	-214.6544	-388.1834	173.5289	0.7713893
2286	-212.6406	-386.203	173.5624	0.7206123
2292	-226.9944	-400.1163	173.1219	1.19287
2298	-221.4361	-394.6767	173.2406	1.087072
2304	-216.0534	-389.4003	173.3469	0.9842963
2310	-221.7538	-394.6525	172.8986	1.375887
2316	-222.9085	-395.6498	172.7413	1.496584
2322	-221.1803	-394.4904	173.3101	1.020987
2328	-215.9902	-389.3166	173.3263	1.004935
2334	-217.8016	-391.1828	173.3812	0.948698
2340	-215.8511	-389.3113	173.4603	0.8602151
2346	-207.6305	-381.0113	173.3808	0.9491364
2352	-216.1984	-389.7596	173.5612	0.7225302
2358	-212.7927	-385.9868	173.1941	1.129478
2364	-220.5214	-393.7884	173.267	1.062431
2370	-228.5103	-401.7772	173.267	1.062431
2376	-215.3849	-388.7621	173.3772	0.9529592
2382	-211.7744	-384.9242	173.1498	1.168675
2388	-227.1693	-400.7632	173.5939	0.6638464
2394	-219.1501	-392.2541	173.104	1.208251
2400	-214.8646	-388.3493	173.4847	0.8303103
2406	-210.2095	-383.4923	173.2828	1.047353
2412	-223.6659	-397.0405	173.3746	0.9557063
2418	-226.2986	-399.62	173.3214	1.009814
2424	-217.8307	-390.9802	173.1495	1.168946
2430	-217.0643	-390.2138	173.1495	1.168946
2436	-218.1336	-391.6643	173.5307	0.7688801
2442	-219.4927	-392.7597	173.267	1.06246
2448	-217.303	-390.8712	173.5682	0.7109335
2454	-222.3226	-395.6819	173.3592	0.9716337
2460	-215.2519	-388.7672	173.5153	0.7903164
2466	-213.3227	-386.7091	173.3864	0.9432358
2472	-212.9281	-386.0239	173.0958	1.215157
2478	-207.8389	-381.2456	173.4067	0.9213583
2484	-212.7282	-386.2452	173.517	0.7880407
2490	-220.317	-393.5952	173.2782	1.051817
2496	-223.0179	-396.0513	173.0334	1.267426
2502	-224.5844	-397.9216	173.3372	0.9940965
2508	-218.9339	-392.3521	173.4182	0.9086281
2514	-221.9327	-394.7717	172.8391	1.42222
2520	-213.7257	-386.9939	173.2682	1.061234
2526	-225.9719	-399.2085	173.2366	1.090823
2532	-212.7958	-386.1918	173.396	0.9328902
2538	-213.9627	-387.1826	173.2199	1.106151
2544	-213.2087	-386.2028	172.9941	1.299606
2550	-218.8917	-391.8858	172.9941	1.299606
2556	-218.3829	-391.3422	172.9593	1.327758
2562	-217.0845	-390.4019	173.3175	1.013728
2568	-233.0074	-405.8995	172.8921	1.381021
2574	-224.6373	-397.9153	173.278	1.052008
2580	-218.8409	-392.3573	173.5164	0.788864
2586	-219.9983	-393.1529	173.1546	1.164494
2592	-220.4172	-393.5487	173.1315	1.184557
2598	-215.0048	-388.5221	173.5174	0.7875345
2604	-222.4997	-395.8227	173.323	1.008208
2610	-222.612	-396.1249	173.5129	0.7936047
2616	-230.6017	-403.8822	173.2806	1.04954
2622	-219.0743	-392.2642	173.1899	1.133256
2628	-203.7966	-377.0413	173.2447	1.083333
2634	-207.2717	-380.5007	173.229	1.097824
2640	-205.8358	-379.1026	173.2668	1.062582
2646	-205.5656	-378.7865	173.2209	1.105179
2652	-218.5668	-391.5639	172.9971	1.29722
2658	-220.3431	-393.1112	172.7681	1.476365
2664	-215.614	-388.6946	173.0806	1.228073
2670	-212.6184	-386.0111	173.3927	0.9364539
2676	-212.167	-385.5494	173.3824	0.9474204
2682	-211.5407	-385.0711	173.5304	0.7693685
2688	-211.5922	-385.1326	173.5404	0.7547435
2694	-225.9443	-399.4071	173.4628	0.8571681
2700	-214.7513	-388.2126	173.4613	0.8589945
2706	-210.6068	-383.7905	173.1837	1.138721
2712	-209.7867	-383.3499	173.5633	0.7191964
2718	-218.6797	-392.0759	173.3962	0.9327241
2724	-210.0924	-383.4056	173.3132	1.017882
2730	-209.3106	-382.6238	173.3132	1.017882
2736	-215.0598	-388.507	173.4471	0.8757138
2742	-210.2713	-383.5702	173.2989	1.031844
2748	-220.5197	-393.9289	173.4092	0.9186223
2754	-212.4096	-385.8836	173.4739	0.843703
2760	-203.9276	-377.3695	173.4419	0.8818204
2766	-204.8467	-378.1658	173.3191	1.012145
2772	-205.6302	-379.1581	173.5279	0.7728451
2778	-216.4322	-389.2474	172.8151	1.440607
2784	-211.1694	-383.9846	172.8151	1.440607
2790	-205.7036	-378.5188	172.8151	1.440607
2796	-205.9377	-379.1304	173.1927	1.130756
2802	-214.6105	-387.8345	173.2241	1.102311
2808	-203.9783	-377.4374	173.4591	0.8615649
2814	-217.8774	-391.3204	173.443	0.8804657
2820	-223.4064	-396.8494	173.443	0.8804657
2826	-219.9373	-393.213	173.2757	1.054197
2832	-223.7389	-397.0779	173.339	0.9922583
2838	-217.2248	-390.5906	173.3658	0.9648854
2844	-201.199	-374.5592	173.3603	0.9705709
2850	-202.2032	-375.7639	173.5607	0.7234581
2856	-212.3149	-385.6607	173.3458	0.9853391
2862	-209.763	-383.14	173.377	0.9531569
2868	-211.136	-384.4871	173.351	0.9800525
2874	-214.4336	-387.9854	173.5518	0.737482
2880	-211.3288	-384.7271	173.3983	0.9304163
2886	-211.3119	-384.4563	173.1444	1.173411
2892	-198.2966	-371.825	173.5285	0.7720708
2898	-200.7583	-374.0147	173.2564	1.072377
2904	-207.7962	-381.078	173.2818	1.048386
2910	-210.3488	-383.7674	173.4186	0.9081686
2916	-209.2043	-382.5572	173.3528	0.978234
2922	-217.4068	-390.632	173.2252	1.101314
2928	-205.3194	-378.8636	173.5443	0.7489901
2934	-206.7672	-379.9761	173.2089	1.116155
2940	-211.5587	-385.0037	173.4449	0.8782669
2946	-214.0391	-387.39	173.351	0.9801225
2952	-208.921	-382.2394	173.3184	1.012771
2958	-210.9113	-383.7705	172.8592	1.406645
2964	-213.0263	-386.3142	173.2879	1.042473
2970	-208.0963	-381.5809	173.4846	0.8304272
2976	-205.3302	-378.7541	173.4239	0.9022786
2982	-199.1758	-372.7308	173.5549	0.7326137
2988	-204.9913	-378.4479	173.4565	0.8646964
2994	-221.3234	-394.5827	173.2594	1.069609
3000	-209.0641	-382.3293	173.2653	1.064051
3006	-209.3471	-382.8348	173.4878	0.8264703
3012	-215.6827	-388.9593	173.2766	1.053325
3018	-218.6956	-391.914	173.2184	1.107505
3024	-221.2247	-394.3161	173.0914	1.218888
3030	-217.7287	-390.9805	173.2518	1.076706
3036	-213.4799	-386.7834	173.3035	1.027412
3042	-213.2643	-386.7317	173.4674	0.8516104
3048	-215.8998	-389.0553	173.1555	1.163686
3054	-212.0823	-385.6291	173.5469	0.7450398
3060	-210.5698	-384.1441	173.5744	0.7004414
