Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-2868.471	-3034.952	166.4812	0.05202634	1.697028	2.528573	2.867666
6	-2873.528	-3039.698	166.1705	0.05126062	1.921477	2.768242	2.791243
12	-2861.914	-3028.833	166.9188	0.05526896	1.544399	2.634937	2.618378
18	-2874.363	-3041.138	166.7753	0.0542916	1.815669	2.618408	2.566196
24	-2872.111	-3038.803	166.6926	0.05391618	1.64107	2.637804	2.70202
30	-2870.276	-3037.065	166.7886	0.05391618	1.524581	2.705841	2.667157
36	-2866.93	-3033.596	166.6661	0.05391618	1.963321	2.705841	2.50034
42	-2873.11	-3039.772	166.6627	0.05120192	1.800175	2.702189	2.594503
48	-2878.122	-3044.162	166.0398	0.04976664	1.800175	2.684005	2.986034
54	-2876.986	-3043.711	166.7256	0.05196988	1.627738	2.684005	2.661996
60	-2891.481	-3058.441	166.9594	0.05149025	1.280662	2.795324	2.65168
66	-2890.326	-3056.561	166.2349	0.05179933	2.037191	2.795324	2.674724
72	-2892.396	-3058.942	166.546	0.05134166	1.539332	2.596849	2.874904
78	-2878.677	-3045.147	166.4698	0.04974224	1.615163	2.607872	2.872963
84	-2871.484	-3037.171	165.6872	0.04625468	1.529232	2.397529	3.511168
90	-2877.086	-3042.64	165.5541	0.04552942	1.57112	2.599622	3.448627
96	-2896.451	-3061.858	165.4075	0.04490314	1.57112	2.875397	3.373322
102	-2870.06	-3035.683	165.6232	0.04695257	1.57112	2.809623	3.283891
108	-2883.263	-3048.686	165.4233	0.0471408	1.83941	2.760174	3.288487
114	-2884.876	-3050.807	165.9311	0.04898276	1.4143	2.638962	3.288487
120	-2874.287	-3040.095	165.8077	0.04898276	1.796746	2.594767	3.180067
126	-2875.978	-3041.99	166.0113	0.05084997	1.829275	2.695355	2.980287
132	-2874.496	-3040.685	166.1886	0.05084997	2.014087	2.85038	2.681843
138	-2870.02	-3036.667	166.6471	0.05225152	1.67301	2.488491	2.804311
144	-2866.71	-3033.294	166.5842	0.05225152	1.754814	2.703836	2.666095
150	-2867.829	-3034.448	166.6184	0.0536763	1.754814	2.682373	2.657343
156	-2876.251	-3043.139	166.8878	0.05226632	1.300572	2.341102	2.959387
162	-2866.786	-3034.275	167.4886	0.06015329	1.57562	2.299003	2.451676
168	-2872.393	-3040.225	167.8321	0.06409066	1.427771	2.345888	2.289558
174	-2874.164	-3041.624	167.4595	0.06305504	1.784296	2.25842	2.374786
180	-2879.719	-3047.47	167.7509	0.06462004	1.44739	2.159693	2.446935
186	-2869.197	-3036.855	167.6582	0.06462004	1.740209	2.69896	1.984131
192	-2868.807	-3036.75	167.9428	0.06751343	1.697849	2.449448	1.984131
198	-2870.534	-3038.484	167.9491	0.06751343	1.571256	2.641753	1.928327
204	-2873.358	-3041.303	167.9448	0.07006827	1.600861	2.597346	1.94104
210	-2863.678	-3031.449	167.7711	0.0645091	1.611656	2.345408	2.218522
216	-2862.406	-3029.777	167.3708	0.06092992	1.887623	2.454557	2.249882
222	-2868.634	-3036.553	167.9184	0.06361252	1.464501	2.387148	2.18536
228	-2880.625	-3048.378	167.7534	0.06369219	1.765128	2.276675	2.18536
234	-2879.921	-3048.397	168.4759	0.06639451	1.186624	2.116849	2.171419
240	-2873.865	-3041.898	168.0325	0.06522305	1.506385	2.141281	2.243991
