Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-606.2905	-774.3838	168.0933	0.1169249	4.288515
6	-601.9334	-770.4523	168.5189	0.2460353	3.972897
12	-608.9324	-776.6672	167.7348	0.7016063	4.160214
18	-608.762	-774.7864	166.0244	0.3064611	5.337619
24	-611.9392	-777.9994	166.0602	0.2021994	5.375371
30	-613.2215	-778.8964	165.6749	0.5874639	5.375371
36	-605.0516	-771.0416	165.99	0.4115855	5.298552
42	-608.1083	-775.6527	167.5444	0.3307252	4.477628
48	-605.1927	-772.7548	167.5621	0.312973	4.477628
54	-610.3917	-777.1456	166.7539	0.344082	4.912559
60	-605.1582	-771.9512	166.793	0.2061328	4.967521
66	-609.2826	-777.8861	168.6035	0.2836938	3.902913
72	-599.6194	-766.5044	166.885	0.3628113	4.82905
78	-607.3274	-774.965	167.6376	0.499026	4.330118
84	-616.3799	-782.8331	166.4532	0.2547779	5.129124
90	-622.5524	-788.6882	166.1359	0.5720942	5.129124
96	-608.3942	-775.8947	167.5005	0.4313324	4.445712
102	-608.2488	-775.4177	167.1689	0.4902211	4.598999
108	-607.6298	-776.0012	168.3714	0.431502	3.951228
114	-613.5738	-779.9293	166.3555	0.2749811	5.172038
120	-614.6685	-781.1083	166.4398	0.497707	5.001779
126	-629.8022	-796.7809	166.9786	0.5543402	4.669699
132	-616.4125	-784.2446	167.832	0.2313295	4.371517
138	-626.7906	-795.5161	168.7255	0.042268	3.971309
144	-615.1964	-782.6924	167.496	0.01953375	4.679467
150	-606.8199	-773.8723	167.0524	0.1273597	4.866981
156	-602.9154	-770.7189	167.8035	0.3154629	4.340108
162	-605.6984	-773.7829	168.0845	0.03443173	4.340108
168	-604.4805	-772.4402	167.9597	0.121336	4.361556
174	-600.5959	-767.8709	167.2751	0.3662435	4.608987
180	-603.5776	-770.1696	166.5921	0.3139345	5.019287
186	-603.2588	-770.8317	167.5729	0.3396449	4.456552
192	-616.6979	-783.4801	166.7821	0.4784024	4.821969
198	-600.0225	-767.8882	167.8657	0.4784024	4.212642
204	-609.1385	-777.5981	168.4595	0.08143747	4.100753
210	-606.4727	-774.942	168.4694	0.09025205	4.090121
216	-613.0593	-778.8229	165.7636	0.4949814	5.377442
222	-600.6126	-767.9357	167.3231	0.09768502	4.732489
228	-601.1008	-767.979	166.8782	0.1798184	4.934796
234	-597.9045	-765.5986	167.6941	0.3999038	4.354229
240	-611.224	-777.9956	166.7716	0.2334473	4.964262
246	-608.1025	-775.8391	167.7366	0.04609143	4.5296
252	-610.9286	-778.972	168.0434	0.1595389	4.292614
258	-616.1608	-783.7454	167.5846	0.0974543	4.586133
264	-617.2519	-784.7955	167.5436	0.3769905	4.452047
270	-625.9921	-792.5814	166.5894	0.8336689	4.731204
276	-617.3541	-785.0515	167.6974	0.0388684	4.555713
282	-610.0652	-778.5928	168.5276	0.07884387	4.063405
288	-609.8166	-777.5469	167.7303	0.3831209	4.343237
294	-610.5785	-776.7892	166.2107	0.180845	5.304118
300	-606.5346	-773.968	167.4334	0.4153894	4.492451
306	-603.29	-770.4105	167.1205	0.1837489	4.797572
312	-597.1321	-766.0962	168.964	0.1601308	3.766648
318	-601.6437	-771.1689	169.5252	0.06033898	3.499102
324	-600.0394	-766.5326	166.4933	0.3800233	5.037443
330	-599.3309	-767.5425	168.2116	0.1486006	4.203497
336	-600.1153	-767.7462	167.6309	0.290068	4.451811
342	-615.6023	-782.4263	166.824	0.2338835	4.934883
348	-607.452	-775.1059	167.6539	0.2173555	4.479816
354	-602.7282	-771.6147	168.8864	0.5025963	3.613464
360	-609.6661	-777.5895	167.9235	0.3997904	4.224461
366	-603.3268	-769.8275	166.5007	0.4246754	5.008513
372	-600.5547	-767.8444	167.2896	0.2151604	4.685472
378	-604.9979	-771.6888	166.6909	0.4697805	4.877608
384	-609.2335	-777.0903	167.8568	0.1312431	4.414031
390	-606.1842	-773.7651	167.5809	0.1312431	4.569254
396	-600.5185	-766.6475	166.129	0.4038482	5.226024
402	-598.4268	-766.133	167.7062	0.3325767	4.385418
408	-629.863	-796.3617	166.4987	0.3897426	5.029007
414	-605.0399	-772.731	167.6911	0.2415966	4.445183
420	-612.0079	-780.0733	168.0654	0.4645277	4.107029
426	-602.4019	-768.4207	166.0187	0.4165386	5.279972
432	-615.2463	-781.8795	166.6332	0.4253339	4.934478
438	-607.6274	-776.19	168.5626	0.3514286	3.887488
444	-613.4528	-779.5572	166.1044	0.409459	5.236529
450	-610.6043	-778.1315	167.5272	0.409459	4.442985
456	-608.3674	-775.0681	166.7007	0.3041952	4.964326
