Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-981.0475	-1150.168	169.1207	1.326023	1.257653	2.264717
6	-973.3128	-1142.601	169.2883	1.326023	1.077295	2.272899
12	-960.8249	-1130.388	169.5631	0.9015327	1.222777	2.272899
18	-960.6063	-1130.683	170.0763	0.7579043	1.350293	1.944869
24	-961.7487	-1131.129	169.3805	0.9192797	1.072394	2.47271
30	-969.6732	-1138.81	169.1369	1.050043	1.186713	2.471856
36	-981.374	-1150.649	169.2751	0.9554444	1.057291	2.525445
42	-976.8477	-1146.23	169.3824	0.9990552	1.030397	2.447823
48	-965.0524	-1134.41	169.3579	0.9892666	1.079447	2.438594
54	-962.9184	-1132.158	169.2398	0.9892666	1.199032	2.437608
60	-971.1524	-1140.343	169.1902	0.9393139	1.194564	2.502809
66	-958.286	-1127.875	169.5888	0.9017811	1.194564	2.274371
72	-960.9537	-1130.327	169.373	1.028848	1.24039	2.301926
78	-960.033	-1129.575	169.5417	0.8269404	1.510833	2.148233
84	-965.7875	-1135.383	169.5954	0.8547719	1.429777	2.148233
90	-961.9203	-1131.684	169.7632	0.7317669	1.429777	2.116264
96	-971.4477	-1141.02	169.5719	0.8976387	1.429777	2.135867
102	-955.819	-1125.451	169.6321	0.9126067	1.110069	2.293859
108	-964.9917	-1134.67	169.6779	0.9367733	1.29848	2.126939
114	-963.753	-1133.239	169.4859	0.9181559	1.209018	2.320487
120	-970.5405	-1139.877	169.3363	0.8651516	1.237508	2.430523
126	-968.42	-1138.202	169.7823	0.7155765	1.108953	2.320859
132	-959.8362	-1128.948	169.1122	0.8880663	1.015438	2.69362
138	-967.6306	-1136.756	169.1255	1.020616	0.9709769	2.631398
144	-969.9624	-1139.528	169.5654	1.072339	1.691094	1.849149
150	-962.1486	-1131.484	169.3358	0.983658	1.061314	2.467362
156	-964.6386	-1134.018	169.3789	0.8273678	1.183656	2.460953
162	-966.7441	-1136.224	169.4803	0.9158884	1.546223	2.107727
168	-973.05	-1142.544	169.4937	1.128831	1.551734	1.954197
174	-960.6849	-1130.105	169.4204	0.7922241	1.310968	2.376144
