Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-98.6807	-363.8268	265.1461	0.596977	0.00383751	0.00375622	0.0140916	0.00866245	0.000510457	0.0140333	0.0233701	0.000118249	0.0435068	0.0341824	0.0191857	0.00338873	0.0290444	0.00332759	3.77317e-05	0.00847489	0.0076558	0.00711321	0.00896134	0.00198273	0.00697849	0.00158539	0.0105313	0.0074911	0.0090986	0.00572873	0.0119411	0.00909455	0.00106305	0.0108151	0.00395749	0.0288703	0.0538426	0.00114546	0.00563826	0.1263585
6	-101.4679	-366.9758	265.5079	0.588023	0.00490197	0.00369988	0.0138803	0.00853252	0.000502801	0.0138228	0.0230196	0.000116476	0.0428542	0.0336697	0.0188979	0.0033379	0.0379113	0.00327767	3.71657e-05	0.00834777	0.00754097	0.00789242	0.00903917	0.00195299	0.00687382	0.00156161	0.0103733	0.00737874	0.00896213	0.0056428	0.011762	0.00895813	0.00104711	0.0106529	0.00389813	0.0284373	0.053035	0.00112828	0.0090302	0.2178879
12	-113.161	-378.4767	265.3157	0.583829	0.004867	0.00367349	0.0137813	0.00847165	0.000499214	0.0137242	0.0228553	0.000115645	0.0425485	0.0334295	0.0187631	0.00331409	0.0376409	0.00288666	3.69006e-05	0.00828822	0.0139611	0.00783612	0.00897469	0.00193905	0.00682479	0.00155047	0.0102993	0.00183673	0.0088982	0.00560255	0.00672024	0.00889423	0.00103964	0.0105769	0.00387032	0.0282345	0.0526567	0.00112023	0.0204401	0.1601884
18	-104.006	-369.0152	265.0092	0.590223	0.00492031	0.00371372	0.0139322	0.00856443	0.00136128	0.0138745	0.0231057	0.000105251	0.0430145	0.0337956	0.0163002	0.00335038	0.0380531	0.00291828	3.73048e-05	0.008379	0.014114	0.00792194	0.00290402	0.00196029	0.00689953	0.000202954	0.0104121	0.00185685	0.00899565	0.00318514	0.00679384	0.00899164	0.00105103	0.0106927	0.00391271	0.0285437	0.0541171	0.0011325	0.020664	0.1057454
24	-113.4388	-378.8007	265.3619	0.575102	0.00479425	0.00257389	0.0356288	0.00834502	0.0013264	0.00788542	0.0244905	0.000554009	0.0419125	0.0329298	0.0158827	0.00326455	0.0370782	0.00284352	3.63491e-05	0.0118168	0.0137524	0.00744771	0.00282962	0.00191007	0.00672277	0.000197754	0.0101454	0.00180928	0.00876519	0.00310354	0.00661979	0.0131954	0.0010241	0.0104188	0.00381247	0.0278124	0.0527307	0.00110348	0.0201346	0.1716557
30	-112.905	-378.2006	265.2956	0.580055	0.00483554	0.00259606	0.0359356	0.00841689	0.00133783	0.00650782	0.0247014	0.000558781	0.0422735	0.0332134	0.00242248	0.00329267	0.0373976	0.00286801	3.66954e-05	0.0119186	0.0138708	0.00751185	0.00285399	0.00192652	0.00678067	0.000300298	0.0102327	0.0149142	0.00884068	0.00313027	0.0066768	0.00729322	0.00103292	0.0105085	0.0038453	0.028052	0.0531848	0.000368705	0.020308	0.1555594
36	-104.4835	-369.6657	265.1822	0.571538	0.00476455	0.00255794	0.035408	0.00829331	0.00186085	0.00641227	0.0243387	0.000550576	0.0416528	0.0327258	0.00238691	0.00324432	0.0368485	0.0291064	1.49396e-05	0.0108818	0.0136672	0.00740156	0.00281209	0.00189823	0.00668111	0.000295888	0.0100825	0.0146952	0.00871088	0.00308431	0.0028105	0.00718613	0.000136666	0.0103542	0.00378884	0.0210318	0.0524039	0.000363292	0.0200098	0.1326716
42	-93.2527	-358.523	265.2703	0.659196	0.00376454	0.00202107	0.0279764	0.00655267	0.00147028	0.00506643	0.0192304	0.000435019	0.0329105	0.0258571	0.00188594	0.00256339	0.0291145	0.0229974	1.1804e-05	0.0085979	0.0159323	0.00584809	0.00222187	0.00149982	0.00233133	0.000233786	0.0097655	0.0116109	0.0068826	0.00143375	0.00222062	0.00567787	0.000107982	0.00818103	0.0024517	0.0166175	0.0414051	0.000116943	0.0158101	0.1499963
48	-95.84228	-361.0959	265.2536	0.654594	0.00373826	0.00200696	0.0277811	0.00783728	0.0150749	0.00503106	0.0190962	0.000431982	0.0326808	0.0256766	0.00187277	0.00254549	0.0152117	0.0228369	7.88599e-05	0.00853788	0.0158211	0.00580726	0.00220636	0.0102791	0.00231506	0.000232154	0.00969733	0.0115299	0.00683455	0.00142374	0.00220512	0.00563824	0.000107228	0.00812392	0.00243459	0.0165015	0.0379943	0.000116127	0.0156997	0.1464798
54	-103.7698	-368.8997	265.1299	0.655098	0.00374114	0.00200851	0.0278025	0.00784332	0.0150865	0.00503494	0.0191109	0.000432315	0.032706	0.0256964	0.00187422	0.00254746	0.0152234	0.0228545	7.89207e-05	0.00854446	0.0158332	0.00581174	0.00220806	0.010287	0.00231684	0.000232333	0.0097048	0.0115387	0.00683982	0.00142484	0.00143627	0.00564258	0.000107311	0.00813018	0.00243647	0.0165143	0.0380236	0.000116217	0.0157118	0.1236641
60	-90.8876	-356.3436	265.456	0.684655	0.00390993	0.00209913	0.0290569	0.0081972	0.0157672	0.0052621	0.0199731	0.00124243	0.0341816	0.0104945	0.00065746	0.00266239	0.0176092	0.00540891	8.24814e-05	0.00892997	0.0165476	0.00607395	0.00230769	0.0107512	0.00242137	0.000242815	0.0101427	0.0120594	0.00714842	0.00148913	0.00150107	0.00589717	0.000112153	0.008497	0.00254639	0.00579112	0.0397391	0.00012146	0.0164207	0.1993292
66	-102.1181	-367.5114	265.3933	0.570218	0.00571389	0.00306762	0.0424631	0.0119792	0.0230418	0.00768993	0.0291883	0.00181566	0.0499523	0.0153364	0.000960798	0.00389076	0.0257338	0.00790446	0.000591045	0.0130501	0.0241823	0.00887634	0.0033724	0.0157115	0.00102164	0.000354845	0.0148223	0.00628304	0.0104465	0.00217618	0.00219363	0.00861799	0.000163897	0.0124173	0.00372125	0.00846302	0.0580739	0.000177499	0.00632724	0.1801749
72	-102.7749	-368.003	265.228	0.593995	0.00540584	0.00300106	0.0415418	0.0117193	0.00889761	0.00295859	0.028555	0.00036931	0.0488684	0.0150036	0.000939951	0.00380634	0.0305229	0.00773295	0.000578221	0.0127669	0.0236576	0.00868374	0.00329923	0.0153706	0.000999477	0.000347982	0.0145007	0.00614671	0.0102199	0.00212896	0.00214603	0.008431	0.000160341	0.0121479	0.0036405	0.00827939	0.0568138	0.000173648	0.00618995	0.1413107
