Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-3164.969	-3329.14	164.1707	0.8873573	0.8114297	1.023849	5.115302
6	-3175.031	-3338.989	163.958	0.9786254	0.9695105	1.031462	5.091719
12	-3165.264	-3329.443	164.1795	0.798024	0.8742238	0.948413	5.166608
18	-3162.776	-3326.807	164.0314	0.9597242	0.8742238	0.9487761	5.159882
24	-3161.28	-3324.063	162.7831	1.007415	0.9789161	0.9821612	5.745056
30	-3155.122	-3318.321	163.1988	0.9316325	0.8935929	0.9452597	5.625585
36	-3157.849	-3321.48	163.6301	0.9316325	0.8434063	1.035377	5.366094
42	-3163.064	-3327.286	164.222	1.044529	0.8326004	1.107126	4.941948
48	-3176.451	-3340.475	164.0243	1.073056	0.9371822	1.172726	4.941948
54	-3162.944	-3325.981	163.0368	0.9544829	0.8778354	0.9878107	5.687135
60	-3163.251	-3327.355	164.1045	0.9673629	1.027976	1.027043	4.98662
66	-3160.58	-3324.392	163.812	0.8828484	0.8115019	1.014212	5.321402
72	-3155.108	-3319.11	164.0023	0.8553894	0.8390732	1.00486	5.221553
78	-3164.529	-3328.442	163.9137	0.8580253	0.8040805	1.042526	5.267175
84	-3157.882	-3321.907	164.0246	0.8580253	1.004898	1.112749	5.056621
90	-3156.492	-3320.912	164.4204	0.8974581	0.9497186	1.125622	4.838244
96	-3161.601	-3326.135	164.5343	0.8764852	0.9450641	1.05249	4.829751
102	-3169.569	-3334.389	164.8201	0.9885529	0.9258812	1.161874	4.55677
108	-3162.619	-3327.533	164.9146	0.8230275	0.8394434	1.175725	4.636253
114	-3185.151	-3349.648	164.4972	0.9268961	0.9818089	1.177621	4.732111
120	-3171.575	-3336.781	165.2058	0.9151336	0.9688384	1.285501	4.286772
126	-3165.461	-3330.586	165.1249	1.129799	0.8355708	1.284488	4.286772
132	-3182.375	-3346.722	164.3473	1.046026	0.9525816	1.161664	4.774551
138	-3190.631	-3355.486	164.8551	1.046026	0.8281318	1.059651	4.616538
144	-3177.769	-3341.565	163.796	0.8379514	0.964942	0.9951293	5.281356
150	-3173.351	-3337.75	164.3998	0.7955901	0.8428207	1.024149	5.020999
156	-3169.853	-3333.682	163.8285	0.8608677	0.995458	1.170617	5.136963
162	-3167.493	-3331.961	164.4671	0.8608677	0.9770094	1.115466	4.822925
168	-3162.22	-3325.736	163.5166	1.027099	0.8804172	1.092999	5.324118
174	-3164.547	-3328.812	164.2644	1.066033	0.8804172	1.067235	4.902384
180	-3174.178	-3338.42	164.2421	0.8766238	0.797501	1.030322	5.085547
186	-3176.69	-3341.279	164.5886	0.9066153	0.9506454	1.093931	4.756459
192	-3179.292	-3343.071	163.779	0.8556401	0.9352218	1.005796	5.291626
198	-3173.225	-3336.902	163.6769	0.9014043	0.8527511	1.022576	5.358862
204	-3176.192	-3340.084	163.8922	0.8270365	1.074478	1.022576	5.158366
210	-3175.694	-3339.411	163.7167	0.8268874	0.9425608	1.020008	5.329736
216	-3186.091	-3350.558	164.4673	0.9197291	0.8692038	1.073433	4.87348
222	-3165.015	-3329.265	164.2492	0.7960219	0.7841937	0.9916706	5.153954
228	-3158.873	-3322.927	164.0541	1.030133	0.8740169	1.182425	4.978783
234	-3158.299	-3322.256	163.9568	1.032134	0.9436388	1.02306	5.08168
240	-3154.01	-3318.16	164.1499	1.032134	0.9436388	1.090851	4.936759
246	-3161.525	-3325.838	164.3125	0.8723328	0.8275771	1.019239	5.038709
252	-3171.083	-3334.992	163.909	1.116299	0.9845991	1.023514	5.038709
258	-3162.972	-3326.574	163.6018	0.8431397	0.9126622	1.023514	5.398767
264	-3175.502	-3339.108	163.6065	0.8763043	0.9126622	1.023514	5.378148
270	-3178.379	-3341.947	163.5677	1.006172	0.8316736	1.073531	5.344697
276	-3173.647	-3337.83	164.183	0.8731239	0.6984842	1.0043	5.186581
282	-3182.598	-3347.266	164.6678	0.8731239	0.9359682	1.069143	4.752825
288	-3156.015	-3319.33	163.3152	1.022331	0.9164002	1.037736	5.448487
294	-3159.632	-3322.55	162.9182	0.93865	0.9411582	0.9451778	5.749655
300	-3163.034	-3326.418	163.3836	0.93865	0.8873956	0.9649299	5.512815
306	-3169.927	-3333.328	163.4011	1.083462	0.8873956	1.082655	5.358663
312	-3170.825	-3334.916	164.0911	0.8935149	0.8789454	1.129214	5.060775
318	-3168.07	-3332.125	164.0555	0.8825822	0.923331	1.131516	5.060775
324	-3165.01	-3328.56	163.5497	0.9098086	0.9407163	1.131516	5.316125
330	-3174.503	-3336.977	162.4741	0.9570426	0.7963726	0.9238952	6.071899
336	-3166.558	-3329.683	163.1248	0.8141511	0.7779596	0.8503483	5.843822
342	-3163.349	-3327.147	163.7983	0.8700165	0.8334902	0.9412047	5.364382
348	-3164.679	-3328.585	163.906	0.8768273	0.8311392	1.041212	5.247292
354	-3150.957	-3314.739	163.7821	0.8546403	0.938226	0.9871124	5.299091
360	-3159.106	-3323.146	164.0396	0.9081874	0.8276901	1.1249	5.111651
366	-3168.689	-3332.407	163.7179	0.9206839	0.9296693	0.932423	5.333261
372	-3163.204	-3327.63	164.4259	0.8597543	0.8715528	1.030479	4.952283
378	-3177.991	-3342.039	164.0478	0.8579152	0.7796283	0.9803004	5.240622
384	-3177.959	-3341.44	163.4809	0.7592789	0.8490148	1.032604	5.53982
390	-3168.1	-3331.225	163.1252	0.9066868	1.037525	1.056161	5.53982
396	-3166.304	-3329.893	163.5886	0.9066868	0.7822855	0.9403416	5.487794
402	-3159.483	-3323.661	164.1776	0.9066868	0.9660071	0.945181	5.059499
408	-3154.836	-3318.977	164.1414	0.8684275	0.9660071	1.019375	5.059499
414	-3155.472	-3319.903	164.4309	0.8684275	0.7546681	1.143764	4.945073
420	-3168.209	-3332.694	164.485	0.9010424	0.7857646	1.032085	4.942503
426	-3159.115	-3323.166	164.0512	0.9960424	0.8409989	1.112382	5.056278
432	-3164.992	-3329.718	164.7263	1.029578	0.9202228	1.112382	4.617321
438	-3170.654	-3334.497	163.843	0.9497241	0.8823383	1.022022	5.224691
444	-3171.206	-3335.378	164.1718	1.180291	0.8141744	1.007323	4.96033
450	-3169.111	-3332.869	163.7583	1.047885	0.9954424	1.016675	5.157814
456	-3157.864	-3322.239	164.375	1.027324	0.8548891	1.016675	4.904525
462	-3159.608	-3323.761	164.1534	0.8755889	0.9388214	1.112035	5.012522
468	-3161.675	-3325.435	163.7602	0.8736269	0.9391468	0.9974847	5.294597
474	-3158.271	-3322.228	163.9571	0.8577798	1.02621	1.075764	5.102889
480	-3159.967	-3323.785	163.8178	0.9395464	0.9167152	0.8561471	5.316973
486	-3162.471	-3326.068	163.5972	0.8833529	0.9318932	0.9958215	5.384127
492	-3160.83	-3324.811	163.9803	0.9276433	0.9128392	1.034819	5.137035
498	-3160.559	-3325.55	164.9906	0.9761298	0.8267318	1.026505	4.599112
504	-3158.481	-3323.512	165.0306	0.8726608	0.8450106	1.055345	4.608218
510	-3164.618	-3328.811	164.1936	0.8510736	0.8450106	1.043787	5.093191
516	-3164.183	-3328.39	164.2074	0.9332552	1.00924	1.043787	4.949453
522	-3171.091	-3335.151	164.0602	0.8071847	1.062534	0.9321482	5.13275
528	-3171.78	-3335.629	163.8495	1.057924	0.8816912	1.074109	5.13275
534	-3175.666	-3339.5	163.8343	0.9908892	0.8936212	0.9949422	5.215559
540	-3171.822	-3335.622	163.7997	0.9231544	1.025867	0.9650904	5.215559
546	-3175.898	-3339.406	163.5071	0.956915	0.8034306	0.9412073	5.49332
552	-3162.729	-3325.569	162.8403	0.8800988	0.9750971	0.8949661	5.833099
558	-3173.149	-3336.613	163.4637	1.019138	0.9750971	1.046383	5.331325
564	-3178.83	-3342.459	163.6288	0.7980116	0.9298926	1.046383	5.386145
570	-3157.257	-3321.455	164.198	1.031874	0.7989412	0.98125	5.050545
576	-3160.475	-3324.768	164.2921	0.8870219	0.8404557	0.9911507	5.050545
582	-3153.836	-3318.177	164.341	1.05729	0.8842989	1.067633	4.862195
588	-3169.64	-3333.799	164.1589	0.9034471	0.8996405	1.15652	4.991072
594	-3164.266	-3328.515	164.2489	0.983592	0.8996405	1.13789	4.90692
600	-3167.4	-3330.876	163.4755	1.022523	0.864503	1.022508	5.39687
606	-3161.861	-3325.742	163.8808	1.075969	1.003379	1.115791	5.014962
612	-3153.987	-3317.92	163.9322	0.8775808	0.9660205	0.9528289	5.207251
618	-3169.393	-3333.88	164.4873	1.11937	1.061066	1.047668	4.658476
624	-3163.696	-3328.498	164.802	0.9148358	0.7965151	1.17254	4.673747
630	-3160.048	-3323.597	163.5493	1.032751	0.7965151	1.119847	5.33359
636	-3158.552	-3321.805	163.253	1.044204	1.068189	0.8854447	5.471063
642	-3178.717	-3341.955	163.2379	1.044091	0.9029235	1.113037	5.445011
648	-3174.326	-3338.002	163.6758	0.9496679	0.9344114	1.034311	5.28172
654	-3172.679	-3337.055	164.3763	0.9005068	0.838031	1.071577	4.952937
660	-3170.257	-3334.731	164.4742	0.8687579	0.9139058	1.159567	4.825138
666	-3168.665	-3332.754	164.0892	0.8904263	0.8921833	0.9947186	5.130839
672	-3164.641	-3328.454	163.8137	0.8359	0.9515522	0.9182417	5.322524
678	-3169.442	-3332.908	163.4659	1.10303	1.009099	0.9424782	5.322524
684	-3181.24	-3346.327	165.087	0.9597623	0.7952332	1.103227	4.528313
690	-3173.451	-3338.346	164.8952	0.9391205	0.889946	1.161955	4.562386
696	-3158.251	-3323.268	165.0162	0.9391205	0.8751078	1.273184	4.440006
702	-3155.996	-3320.009	164.0129	0.9454652	0.9724138	1.107733	5.035699
708	-3161.811	-3324.776	162.9647	0.8888679	0.8661103	1.060733	5.7289
714	-3149.899	-3313.135	163.2366	0.998542	0.955168	1.017875	5.49445
720	-3157.559	-3321.267	163.7073	0.9338719	0.9902901	0.8518794	5.342892
726	-3151.44	-3315.383	163.9436	0.8731846	0.8209541	0.9089611	5.307051
732	-3158.638	-3323.014	164.3758	0.9321459	0.8124313	1.020612	4.977957
738	-3156.331	-3320.344	164.0123	0.8924445	0.8913238	0.9795899	5.18116
744	-3154.945	-3319.148	164.2032	0.9129549	0.8882042	0.9964453	5.056449
750	-3159.802	-3323.699	163.8966	0.9129549	0.9508376	1.09138	5.139187
756	-3149.628	-3313.309	163.681	0.8473681	0.9078836	0.9905386	5.373639
762	-3160.326	-3324.105	163.7788	0.9324227	0.9294749	0.9905386	5.261231
768	-3166.113	-3330.292	164.1786	0.8776395	0.9891821	1.069002	4.993377
774	-3164.536	-3328.574	164.038	0.9129216	0.9169366	1.192995	5.023197
780	-3158.715	-3323.463	164.7485	0.7913986	0.7981129	1.084927	4.819675
786	-3156.837	-3320.938	164.1009	1.071645	0.7981129	0.9938822	5.075817
792	-3158.143	-3322.028	163.885	0.9315261	0.7991773	1.098344	5.214503
798	-3160.891	-3324.807	163.9159	1.008453	0.9632922	0.9887743	5.125613
804	-3161.527	-3325.441	163.9139	0.9574056	0.8698268	0.9043756	5.253152
810	-3168.459	-3332.431	163.972	0.933715	0.8947801	1.005474	5.16448
816	-3172.585	-3335.764	163.1796	0.8877776	0.9675471	0.9516249	5.61613
822	-3171.558	-3335.491	163.9329	0.8871153	0.8305493	1.097957	5.195689
828	-3171.242	-3334.96	163.7182	0.964959	0.9472049	1.119457	5.195689
834	-3169.446	-3333.436	163.9901	0.774961	1.01938	1.027701	5.159776
840	-3170.069	-3333.942	163.8736	0.9767902	1.01938	0.9326587	5.166621
846	-3158.077	-3321.962	163.8849	0.9318695	0.9474281	0.9885813	5.194009
852	-3157.603	-3322.019	164.4156	0.8940597	0.9507493	1.09022	4.861999
858	-3158.85	-3323.158	164.3079	0.8369891	0.9410909	1.015459	5.00026
864	-3165.27	-3328.892	163.6217	0.9252138	0.9281205	1.102426	5.290907
870	-3167.816	-3331.767	163.9509	0.8529968	0.9281205	1.102426	5.148477
876	-3163.708	-3327.83	164.1211	0.8906397	0.9703601	1.133143	4.992949
882	-3167.336	-3332.056	164.7203	0.793635	0.82776	1.185053	4.762171
888	-3165.271	-3329.791	164.5198	0.9280833	0.9448557	1.136974	4.762171
894	-3170.104	-3333.436	163.3319	0.9461919	0.9448557	1.054368	5.456415
900	-3159.738	-3324.059	164.3218	0.891851	0.8403384	1.043744	5.002246
906	-3167.29	-3330.622	163.3326	0.891851	0.9725276	0.9947356	5.503413
912	-3171.78	-3334.895	163.1156	0.891851	0.8789237	0.9188312	5.715409
918	-3173.726	-3337.294	163.5682	0.8186615	0.9791022	1.056291	5.375911
