Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-3160.804	-3325.472	164.6683	0.8910931	1.077399	5.213249
6	-3171.114	-3335.82	164.7058	1.109064	1.077752	5.071832
12	-3175.248	-3340.047	164.799	0.9949898	1.098435	5.071832
18	-3164.034	-3328.869	164.8342	0.949551	1.083828	5.0856
24	-3159.698	-3324.538	164.8395	0.9374439	1.083746	5.089402
30	-3169.039	-3334.448	165.4089	1.031637	1.083746	4.719942
36	-3177.154	-3342.579	165.4247	1.046285	1.103998	4.691577
42	-3172.759	-3337.392	164.6335	0.9376224	1.08974	5.20007
48	-3174.284	-3339.015	164.7309	1.06394	1.038341	5.104655
54	-3176.853	-3341.793	164.9397	0.8466908	1.105496	5.071683
60	-3169.737	-3334.766	165.0289	0.9181724	1.179536	4.941649
66	-3167.53	-3332.621	165.0909	1.106626	1.179536	4.802262
72	-3164.791	-3330.596	165.8049	1.024999	1.178365	4.448298
78	-3166.128	-3331.954	165.8259	0.8079251	1.158839	4.568695
84	-3161.222	-3327.037	165.8152	0.855716	1.12268	4.568695
90	-3167.722	-3333.201	165.4789	0.8527341	1.005949	4.823857
96	-3156.297	-3321.268	164.9702	0.947317	1.064247	5.022201
102	-3159.508	-3324.631	165.1238	0.9326543	1.081893	4.935177
108	-3162.126	-3327.177	165.0514	1.035643	1.085201	4.916313
114	-3160.066	-3324.749	164.6832	0.8332401	1.022306	5.267043
120	-3148.07	-3312.732	164.6612	0.9453318	1.022306	5.217789
126	-3155.614	-3320.793	165.1791	0.8702449	1.06642	4.94749
132	-3163.395	-3327.928	164.5326	1.040353	1.107285	5.189354
138	-3168.118	-3332.66	164.5423	0.8814759	0.9550402	5.355667
144	-3170.54	-3335.032	164.4921	0.9324976	0.9545317	5.355667
150	-3168.035	-3332.801	164.7657	0.7605928	0.9512508	5.299634
156	-3180.156	-3343.911	163.7558	0.9459379	0.9317576	5.765334
162	-3168.393	-3333.262	164.869	0.9740946	1.066771	5.062112
168	-3173.876	-3338.791	164.915	0.9280601	1.066771	5.062112
174	-3164.734	-3329.093	164.3586	0.8854266	1.065741	5.393744
180	-3164.047	-3328.564	164.517	0.9486547	0.9835199	5.317027
186	-3160.58	-3325.628	165.0478	0.9747581	1.056034	4.968444
192	-3152.51	-3317.209	164.6993	0.9182133	1.014582	5.215917
198	-3159.233	-3323.424	164.1908	1.015667	1.069002	5.412848
204	-3163.142	-3327.96	164.8185	0.9290957	1.069002	5.113825
210	-3164.889	-3329.537	164.6479	0.9776564	1.083978	5.173143
216	-3170.117	-3335.112	164.9955	0.962139	1.118805	4.969597
222	-3162.179	-3327.3	165.1214	0.9449424	1.001472	4.974388
228	-3166.177	-3331.081	164.9036	0.8703605	0.9905442	5.142479
234	-3173.949	-3338.787	164.8382	0.9355017	1.014686	5.12947
240	-3153.809	-3318.385	164.5768	0.9355017	1.042523	5.258697
246	-3161.722	-3325.962	164.24	0.9355017	0.9246828	5.509275
252	-3158.483	-3322.981	164.4973	0.9355017	1.140817	5.248278
258	-3153.588	-3318.232	164.6431	0.9142911	1.016153	5.248278
264	-3157.212	-3321.854	164.6421	1.059509	1.001143	5.176891
270	-3152.075	-3316.934	164.8595	0.86907	0.9737485	5.176891
276	-3156.274	-3321.385	165.1112	0.9257784	1.037899	4.970455
282	-3159.33	-3323.836	164.5065	0.8644456	0.9848347	5.368298
288	-3169.158	-3334.185	165.0266	0.9514504	0.9848347	5.032686
294	-3180.407	-3345.322	164.9148	0.9770257	1.071051	5.032686
300	-3167.768	-3333.098	165.3297	0.8702943	1.083475	4.854161
306	-3168.925	-3333.571	164.6467	0.9959508	1.045918	5.184738
312	-3162.254	-3328.164	165.91	0.8853639	1.172508	4.470902
318	-3165.978	-3330.927	164.9489	0.8853639	0.9723235	5.119246
324	-3167.835	-3332.702	164.8674	1.028501	1.141571	4.991266
330	-3169.798	-3334.597	164.7995	1.015913	1.141571	5.035963
336	-3163.931	-3328.953	165.022	0.8512341	1.083096	5.035963
342	-3159.744	-3324.744	165.0001	0.8512341	1.10497	5.035963
348	-3169.953	-3335.384	165.4308	1.006903	1.161057	4.678259
354	-3168.588	-3332.954	164.3653	0.9709287	1.089644	5.329911
360	-3160.5	-3325.42	164.9198	1.071766	1.050698	4.988662
366	-3165.431	-3330.224	164.7926	1.032097	1.161429	5.019805
372	-3164.533	-3329.338	164.8052	0.9312898	1.037505	5.137421
378	-3167.103	-3332.06	164.9563	0.8434885	1.039271	5.100953
384	-3169.591	-3334.367	164.7763	0.9268636	1.058931	5.144028
390	-3171.989	-3336.994	165.0049	0.9191237	1.027299	5.039072
396	-3173.655	-3337.855	164.1995	1.003491	1.025581	5.438665
402	-3163.912	-3328.655	164.7429	0.9838388	1.056255	5.132449
408	-3150.487	-3315.019	164.5315	0.9536116	1.063588	5.262052
414	-3150.912	-3315.728	164.8156	0.8766349	1.118752	5.116776
420	-3150.227	-3315.3	165.0736	0.8826437	1.036865	5.015754
426	-3156.643	-3321.07	164.4269	0.8418242	1.032314	5.398284
432	-3170.758	-3335.926	165.1672	0.8250019	0.9874543	5.022769
438	-3170.917	-3336.261	165.3436	0.8091979	1.056257	4.894995
444	-3166.377	-3331.283	164.906	0.9035681	1.02251	5.105175
450	-3176.374	-3341.611	165.2367	1.029835	1.101513	4.807202
456	-3164.22	-3329.065	164.8447	1.116591	0.9968862	5.035434
462	-3173.429	-3338.197	164.7684	0.9803186	1.107591	5.091826
468	-3172.884	-3338.152	165.2684	0.8247848	1.140572	4.881427
474	-3170.334	-3335.051	164.7167	0.7859734	1.148276	5.204361
480	-3167.139	-3331.99	164.8503	1.003533	0.98185	5.103246
486	-3178.543	-3343.393	164.8503	1.003533	0.98185	5.103246
492	-3180.166	-3345.121	164.955	0.9739698	1.020305	5.040286
498	-3179.724	-3344.61	164.8853	0.9808738	1.00613	5.082968
504	-3159.224	-3324.253	165.029	0.8586929	1.053499	5.044414
510	-3166.326	-3330.693	164.3674	0.7930355	0.9320717	5.51243
516	-3164.69	-3328.802	164.1119	0.8374764	0.9320717	5.628971
522	-3163.342	-3327.339	163.9976	1.000049	0.9320717	5.602934
528	-3175.557	-3339.351	163.7942	0.9764372	0.8647798	5.764314
534	-3168.959	-3334.028	165.0691	0.9613566	0.9885133	5.001573
540	-3175.045	-3340.058	165.0123	0.8798587	1.122026	5.004054
546	-3176.124	-3340.535	164.4111	0.99375	1.075986	5.299574
552	-3171.468	-3336.94	165.4725	0.8221228	1.195021	4.738623
558	-3169.017	-3334.51	165.4933	1.008712	0.9888607	4.738623
564	-3157.094	-3322.869	165.7753	0.8500322	1.119267	4.596123
570	-3168.907	-3333.634	164.7271	0.8705491	1.070709	5.195709
576	-3172.394	-3337.121	164.727	0.9136479	0.9201628	5.255344
582	-3169.144	-3334.212	165.0679	0.962291	1.046172	4.969676
588	-3164.662	-3330.342	165.6803	0.9498967	1.188393	4.554966
594	-3179.286	-3343.695	164.4088	0.8806353	1.013913	5.39729
600	-3170.142	-3334.678	164.5357	0.8806353	0.9813609	5.345248
606	-3161.752	-3326.905	165.1535	0.8559331	1.06559	4.970065
612	-3168.166	-3333.081	164.9149	1.055897	1.002544	5.026922
618	-3159.993	-3325.116	165.1236	0.8319157	1.024106	5.022873
624	-3173.867	-3338.635	164.7686	1.070953	1.029286	5.084932
