Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1694.592	-1863.495	168.9026	0.7396611	0.5522936	0.916226	1.327246	0.399244	0.600756	0.419477	0.580523	1.145984
6	-1684.174	-1852.624	168.4494	0.7396611	0.6347876	1.185274	1.327246	0.432246	0.567754	0.645311	0.354689	1.264291
12	-1696.961	-1866.029	169.0686	0.1373558	0.6347876	1.185274	1.327246	0.434118	0.565882	0.571461	0.428539	1.221494
18	-1700.937	-1869.1	168.1632	0.5216837	0.676732	1.48764	1.395408	0.502272	0.497728	0.552289	0.447711	1.312935
24	-1699.68	-1868.353	168.6735	0.4386414	0.7406457	1.075212	1.100782	0.452198	0.547802	0.617888	0.382112	1.496981
30	-1694.111	-1861.985	167.8733	0.6586998	1.035975	1.463328	1.346307	0.477351	0.522649	0.506186	0.493814	1.205295
36	-1699.337	-1867.717	168.3804	0.456217	0.8972285	1.009299	1.346307	0.485433	0.514567	0.604234	0.395766	1.44598
42	-1694.224	-1863.456	169.2322	0.05089896	0.6999448	0.9961	1.319367	0.457511	0.542489	0.703763	0.296237	1.333544
48	-1692.41	-1861.135	168.7244	0.1723147	0.5655669	1.456598	1.337833	0.408293	0.591707	0.647875	0.352125	1.333544
54	-1693.372	-1861.88	168.5078	0.4597513	0.8898691	0.971964	1.515933	0.487477	0.512523	0.605473	0.394527	1.242402
60	-1691.301	-1859.848	168.5475	0.6752331	0.6137323	1.229005	1.036279	0.364023	0.635977	0.605473	0.394527	1.454182
66	-1695.243	-1863.996	168.7532	0.1227229	0.9062661	1.069846	1.315231	0.426949	0.573051	0.619638	0.380362	1.399687
72	-1680.929	-1849.58	168.6504	0.4591146	0.6178214	1.228898	1.315231	0.49565	0.50435	0.577113	0.422887	1.282206
78	-1684.851	-1853.313	168.4616	0.6991083	0.4464586	1.342509	1.243327	0.370802	0.629198	0.600376	0.399624	1.337861
84	-1704.289	-1871.373	167.0838	1.77029	1.084205	1.230687	1.225682	0.469192	0.530808	0.600376	0.399624	1.201742
90	-1690.468	-1858.742	168.2741	0.7982805	0.7665078	1.011453	1.336987	0.478651	0.521349	0.595264	0.404736	1.365406
96	-1690.312	-1859.083	168.7704	0.4683885	0.7634145	1.096457	0.9360341	0.450671	0.549329	0.479659	0.520341	1.472727
102	-1679.384	-1847.494	168.1105	0.3147044	0.7634145	1.44824	0.9360341	0.450671	0.549329	0.606592	0.393408	1.82725
108	-1685.907	-1854.729	168.8211	0.04301592	0.678305	1.092233	1.117974	0.520137	0.479863	0.542542	0.457458	1.674359
114	-1683.518	-1852.597	169.0793	0.06038054	0.678305	0.9638125	0.9672158	0.520137	0.479863	0.508942	0.491058	1.674359
120	-1687.916	-1856.992	169.0765	0.07139647	0.6241306	0.9056275	1.098058	0.436561	0.563439	0.508942	0.491058	1.655619
126	-1681.641	-1850.136	168.4946	0.4711604	0.9836566	0.8746735	1.04984	0.436561	0.563439	0.499174	0.500826	1.5957
132	-1686.882	-1855.893	169.011	0.06144981	0.7115611	1.048971	1.04984	0.395953	0.604047	0.516881	0.483119	1.5957
138	-1696.714	-1865.449	168.7347	0.5068515	0.7758177	1.212172	0.8919288	0.474351	0.525649	0.650298	0.349702	1.440571
144	-1690.893	-1859.497	168.6046	0.2215906	0.8329863	1.088717	0.9554023	0.474351	0.525649	0.615542	0.384458	1.732076
150	-1704.223	-1872.825	168.6021	0.4508996	1.190301	0.6513698	1.275688	0.377088	0.622912	0.464449	0.535551	1.383757
156	-1695.912	-1864.742	168.8294	0.6358358	0.4985513	1.000509	1.275688	0.381755	0.618245	0.519754	0.480246	1.295591
162	-1697.91	-1867.362	169.4522	0.3563741	0.4361572	0.8432877	1.348359	0.290323	0.709677	0.514315	0.485685	1.160279
168	-1697.465	-1865.901	168.4354	0.7503195	0.5474282	0.9163342	1.774144	0.36863	0.63137	0.475374	0.524626	1.160279
174	-1710.353	-1878.413	168.0598	0.7883614	0.8121492	1.177834	1.778789	0.423703	0.576297	0.618915	0.381085	1.013461
180	-1683.574	-1852.1	168.5255	0.9788463	0.9514579	0.8807862	1.258239	0.42968	0.57032	0.595676	0.404324	1.023436
186	-1686.778	-1855.799	169.0214	0.2838863	0.5611777	0.9913354	1.586983	0.42968	0.57032	0.562017	0.437983	1.127732
192	-1693.994	-1862.965	168.9713	0.8799258	0.6843375	0.7752446	1.180718	0.396219	0.603781	0.494918	0.505082	1.104815
198	-1688.573	-1857.319	168.746	0.8992446	0.956196	0.7318905	0.9416676	0.396219	0.603781	0.491709	0.508291	1.295941
204	-1691.035	-1860.03	168.9954	0.3971684	0.6854148	0.9932859	1.093922	0.452506	0.547494	0.496735	0.503265	1.367051
210	-1693.744	-1861.863	168.1183	1.128053	1.010408	1.024821	1.093922	0.445138	0.554862	0.589308	0.410692	1.216509
216	-1679.712	-1847.125	167.4128	1.760114	0.7983052	1.050601	1.202285	0.445138	0.554862	0.54309	0.45691	1.32946
222	-1680.741	-1849.663	168.9211	0.0491865	0.7409561	0.9751313	1.157835	0.461741	0.538259	0.557332	0.442668	1.615551
228	-1690.939	-1859.532	168.5929	0.4914297	0.8609877	0.878844	0.826568	0.5743	0.4257	0.557332	0.442668	1.761231
234	-1690.002	-1859.024	169.0223	0.09618805	0.7176436	1.24727	1.112437	0.43213	0.56787	0.602175	0.397825	1.366981
240	-1691.145	-1859.764	168.6183	0.1516449	0.8005295	1.24727	1.030645	0.581905	0.418095	0.488785	0.511215	1.618772
246	-1684.925	-1853.128	168.2037	0.4937005	0.8005295	1.740936	1.030645	0.448843	0.551157	0.626263	0.373737	1.342163
252	-1691.041	-1859.46	168.4196	0.3232806	1.02762	1.180181	1.061422	0.448843	0.551157	0.622449	0.377551	1.51542
258	-1688.419	-1856.098	167.679	1.665213	0.7836319	1.132986	1.085285	0.448843	0.551157	0.601575	0.398425	1.243015
264	-1688.854	-1856.784	167.93	1.309448	0.7735769	1.132599	1.401563	0.430303	0.569697	0.514342	0.485658	1.049773
270	-1686.832	-1855.984	169.1516	0.3851668	0.5267153	0.8940729	1.272428	0.404396	0.595604	0.541016	0.458984	1.305408
276	-1690.118	-1858.879	168.7613	0.273899	0.697495	1.190343	1.272428	0.404396	0.595604	0.611667	0.388333	1.375983
282	-1682.59	-1850.947	168.3569	0.5635982	0.7392117	1.190343	1.257999	0.405257	0.594743	0.550306	0.449694	1.429931
288	-1676.585	-1845.092	168.5066	0.4657285	0.7301139	1.263144	1.304438	0.470166	0.529834	0.560319	0.439681	1.291189
294	-1680.556	-1849.417	168.8603	0.2757422	0.7301139	1.144432	1.253537	0.450786	0.549214	0.510048	0.489952	1.291189
300	-1694.661	-1863.944	169.2833	0.08254949	0.7301139	0.830067	1.30249	0.531903	0.468097	0.543092	0.456908	1.319434
306	-1688.437	-1856.646	168.209	0.6775825	1.023469	1.02784	1.071217	0.516833	0.483167	0.539959	0.460041	1.492768
312	-1692.509	-1860.643	168.1341	0.3896467	0.6225442	1.845188	1.332237	0.516833	0.483167	0.539959	0.460041	1.268738
318	-1691.145	-1859.937	168.7916	0.04529444	0.687177	0.978385	1.341814	0.544547	0.455453	0.505383	0.494617	1.60873
324	-1685.128	-1854.154	169.0266	0.5882348	0.5500844	1.061946	0.9973617	0.347347	0.652653	0.537636	0.462364	1.339734
330	-1693.453	-1862.074	168.6206	0.420082	0.8140154	0.9621437	1.24045	0.410534	0.589466	0.559476	0.440524	1.4702
336	-1688.681	-1857.235	168.5533	0.5133555	0.8305526	0.9557286	1.24045	0.44102	0.55898	0.580925	0.419075	1.440587
342	-1682.651	-1851.179	168.5286	0.8315084	0.5566642	1.04822	1.24045	0.403562	0.596438	0.545907	0.454093	1.333274
348	-1686.765	-1854.415	167.6495	1.487241	0.8064318	1.117543	1.234051	0.446356	0.553644	0.521611	0.478389	1.269927
