Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1812.86	-1976.557	163.6974	0.8672246	12.64184	1.664458	0.938524	0.0614757	0.588092	0.411908	1.247393
6	-1812.792	-1976.888	164.0955	0.9134888	10.63916	1.192217	0.918449	0.081551	0.555377	0.444623	1.61936
12	-1810.817	-1975.04	164.2224	1.354537	9.638744	0.9878413	0.918449	0.081551	0.614352	0.385648	1.608136
18	-1823.358	-1987.227	163.8687	1.188762	8.828234	1.2094	0.916349	0.0836505	0.564945	0.435055	1.990204
24	-1817.511	-1981.049	163.5384	1.123386	12.36892	1.2094	0.916349	0.0836505	0.614684	0.385316	1.487416
30	-1812.537	-1975.836	163.2985	1.084356	12.93884	1.19833	0.93798	0.0620201	0.599151	0.400849	1.678738
36	-1811.898	-1976.09	164.192	1.320545	8.697324	1.102686	0.88393	0.11607	0.464961	0.535039	1.678738
42	-1808.863	-1972.415	163.5519	0.8673637	13.24652	1.242746	0.911393	0.0886066	0.428841	0.571159	1.428848
48	-1809.908	-1973.748	163.8401	1.143683	11.03183	1.467105	0.914415	0.0855846	0.428841	0.571159	1.323409
54	-1808.963	-1973.009	164.0461	1.04812	11.03183	1.293767	0.923549	0.0764512	0.56691	0.43309	1.412549
60	-1816.857	-1980.838	163.9815	1.04812	10.19327	1.212277	0.872229	0.127771	0.544995	0.455005	1.547539
66	-1811.517	-1976.063	164.5451	0.766582	8.115229	1.289457	0.870975	0.129025	0.574481	0.425519	1.814658
72	-1813.985	-1978.394	164.4093	1.227851	8.115229	1.185502	0.924229	0.075771	0.574481	0.425519	1.82495
78	-1820.702	-1984.862	164.1602	1.227851	9.190681	1.162498	0.911006	0.0889942	0.637497	0.362503	1.709403
84	-1815.532	-1979.821	164.2886	1.016368	9.950096	1.310556	0.916745	0.0832554	0.64036	0.35964	1.497269
90	-1819.921	-1984	164.0788	1.204376	9.950096	1.322835	0.916745	0.0832554	0.64036	0.35964	1.504413
96	-1824.371	-1987.819	163.4488	0.7556745	12.68198	1.573718	0.904005	0.0959954	0.477784	0.522216	1.424013
102	-1824.859	-1987.171	162.312	1.600152	16.0924	1.567858	0.9554	0.0445997	0.53071	0.46929	1.250734
108	-1830.729	-1994.493	163.7647	1.058541	11.90549	1.567858	0.91695	0.0830498	0.452562	0.547438	1.160585
114	-1834.756	-1998.233	163.4768	0.9798398	11.90549	1.777035	0.887527	0.112473	0.506377	0.493623	1.175947
120	-1815.201	-1979.125	163.9235	0.9798398	12.34046	1.521344	0.949235	0.0507648	0.506377	0.493623	1.216949
126	-1812.924	-1976.622	163.6982	1.169714	12.18167	1.489604	0.950196	0.049804	0.544739	0.455261	1.320637
132	-1808.091	-1971.212	163.1205	1.169714	14.83952	1.489604	0.950235	0.0497647	0.525913	0.474087	1.209078
138	-1820.008	-1983.283	163.2754	1.075028	13.74699	1.31778	0.913363	0.086637	0.493126	0.506874	1.318955
144	-1824.712	-1988.944	164.2318	0.8946532	9.801739	1.518652	0.877593	0.122407	0.513369	0.486631	1.349422
150	-1822.574	-1986.525	163.9511	0.8946532	10.59426	1.536289	0.889743	0.110257	0.504612	0.495388	1.388756
156	-1813.897	-1978.126	164.2281	0.7636841	9.927489	1.536289	0.925168	0.0748322	0.480419	0.519581	1.573974
162	-1823.02	-1984.93	161.9098	1.415949	17.11101	1.179188	0.908411	0.0915891	0.530258	0.469742	1.566712
168	-1820.838	-1985.75	164.912	0.8596178	8.2586	1.142367	0.928846	0.0711538	0.530258	0.469742	1.737285
174	-1831.147	-1994.721	163.5746	1.189612	10.44813	1.280722	0.899324	0.100676	0.463792	0.536208	1.70432
180	-1823.513	-1988.067	164.5545	1.172922	9.042343	1.421407	0.917304	0.0826963	0.573352	0.426648	1.303072
186	-1815.334	-1980.135	164.801	0.8346801	9.235801	1.387979	0.932282	0.0677184	0.573352	0.426648	1.420799
192	-1825.091	-1989.034	163.943	1.00428	10.66551	1.339257	0.880296	0.119704	0.54576	0.45424	1.420799
198	-1824.168	-1988.946	164.7776	0.9856228	8.552741	1.092081	0.880296	0.119704	0.510269	0.489731	1.531392
204	-1818.499	-1982.363	163.8641	0.996352	9.688592	1.593154	0.887455	0.112545	0.439218	0.560782	1.557682
210	-1815.553	-1978.486	162.9336	1.016436	13.70674	1.831789	0.88747	0.11253	0.514944	0.485056	1.133869
216	-1812.589	-1975.762	163.1727	1.016436	12.61507	1.754343	0.914306	0.0856943	0.594675	0.405325	1.363068
222	-1810.575	-1973.386	162.8105	1.203051	14.09758	1.539754	0.905769	0.0942306	0.486973	0.513027	1.307539
228	-1807.202	-1971.323	164.1214	0.9269736	10.97036	1.137016	0.893051	0.106949	0.591261	0.408739	1.472578
234	-1806.623	-1972.397	165.7741	0.6429932	6.749546	1.278446	0.90109	0.0989096	0.591261	0.408739	1.51437
240	-1810.968	-1975.206	164.2381	0.9385805	11.31969	1.578617	0.933951	0.066049	0.591261	0.408739	1.095652
246	-1819.039	-1981.868	162.8291	1.429793	12.00297	1.488106	0.891636	0.108364	0.488865	0.511135	1.552144
252	-1816.522	-1980.929	164.4075	1.432023	8.643976	1.033434	0.891636	0.108364	0.631817	0.368183	1.552144
258	-1824.687	-1989.201	164.514	0.8280977	8.148891	1.033434	0.881985	0.118015	0.631817	0.368183	2.001692
264	-1816.982	-1982.037	165.0547	0.9165375	7.099656	0.9209938	0.912939	0.087061	0.646187	0.353813	2.031141
270	-1818.814	-1983.813	164.9996	1.132109	7.099656	1.241746	0.882875	0.117125	0.627104	0.372896	1.599732
276	-1818.768	-1981.392	162.6243	1.451358	13.00137	1.228204	0.874504	0.125496	0.556832	0.443168	1.628037
282	-1806.623	-1970.406	163.7836	1.173657	11.08687	1.620302	0.922406	0.077594	0.60144	0.39856	1.251313
288	-1801.461	-1965.652	164.1907	1.063002	9.802462	1.497074	0.922406	0.077594	0.576226	0.423774	1.434153
294	-1809.949	-1973.823	163.8734	0.9781055	11.20509	1.497074	0.936942	0.0630583	0.559574	0.440426	1.468895
300	-1813.725	-1977.761	164.0355	1.041912	10.71021	1.497074	0.928965	0.0710348	0.508294	0.491706	1.364578
306	-1823.973	-1987.911	163.938	0.8052896	9.749522	1.332951	0.862752	0.137248	0.550691	0.449309	1.750928
312	-1820.954	-1986.593	165.6396	0.9179687	5.699359	1.159258	0.904271	0.0957291	0.520305	0.479695	1.838929
318	-1817.867	-1982.064	164.1967	0.9435509	9.638032	1.135609	0.889691	0.110309	0.551237	0.448763	1.70302
324	-1812.132	-1976.623	164.4908	0.769091	9.447644	1.091643	0.901668	0.0983324	0.51272	0.48728	1.727842
330	-1814.047	-1977.606	163.5591	1.081427	11.53113	1.049903	0.906254	0.0937464	0.531728	0.468272	1.740109
336	-1829.028	-1995.021	165.9921	0.7206279	5.721025	1.031089	0.925251	0.0747487	0.522196	0.477804	1.890196
342	-1838.544	-2004.176	165.6313	1.111473	5.721025	1.111368	0.903187	0.0968132	0.41521	0.58479	1.742539
348	-1816.365	-1980.391	164.0258	1.129883	10.81753	1.111368	0.908801	0.0911995	0.519744	0.480256	1.48815
354	-1816.538	-1980.919	164.3807	0.7711902	8.967441	1.249041	0.908801	0.0911995	0.50916	0.49084	1.833591
360	-1819.146	-1983.232	164.0858	0.8828377	10.61532	1.298445	0.908801	0.0911995	0.543042	0.456958	1.537829
366	-1828.047	-1990.723	162.6758	1.863729	11.35473	1.353813	0.898523	0.101477	0.543042	0.456958	1.609175
372	-1817.027	-1980.412	163.3843	1.355081	9.331933	1.111993	0.898523	0.101477	0.602545	0.397455	2.098653
378	-1808.495	-1971.387	162.892	1.355081	12.8848	1.044928	0.898523	0.101477	0.535739	0.464261	1.72254
384	-1814.166	-1977.971	163.805	0.8833756	10.3214	1.221336	0.886136	0.113864	0.527219	0.472781	1.788849
390	-1829.879	-1992.957	163.0781	1.248202	11.4452	1.357621	0.901141	0.0988588	0.507303	0.492697	1.744714
396	-1825.462	-1988.906	163.4437	1.2525	11.1766	1.077495	0.891437	0.108563	0.507303	0.492697	1.709665
402	-1829.27	-1991.319	162.0493	1.764532	11.35216	0.9519978	0.896147	0.103853	0.545995	0.454005	2.359955
408	-1804.43	-1968.777	164.3479	1.41893	8.312427	0.8602966	0.930287	0.0697133	0.495323	0.504677	1.926019
414	-1807.309	-1971.968	164.6592	1.069216	7.287027	0.8406978	0.93664	0.0633602	0.562537	0.437463	2.26255
420	-1806.167	-1969.797	163.6296	1.386403	11.44514	1.277885	0.93664	0.0633602	0.482759	0.517241	1.448497
426	-1797.379	-1961.373	163.9941	1.083436	9.425712	1.12908	0.888959	0.111041	0.483648	0.516352	1.79695
432	-1809.669	-1974.207	164.5386	1.349513	7.216668	1.173014	0.924328	0.0756718	0.601171	0.398829	1.912382
438	-1809.381	-1973.07	163.6888	1.184091	10.66076	1.264084	0.914799	0.0852014	0.467645	0.532355	1.643498
444	-1813.622	-1976.216	162.5938	1.445453	13.09254	1.168067	0.85857	0.14143	0.559054	0.440946	1.643498
450	-1813.203	-1977.904	164.7008	1.082552	8.565545	1.273208	0.944261	0.0557389	0.578867	0.421133	1.643498
456	-1818.338	-1982.831	164.4929	1.225976	8.561137	1.141061	0.91519	0.0848104	0.449245	0.550755	1.64098
462	-1823.706	-1987.272	163.5662	0.5628187	13.656	1.505874	0.91638	0.0836201	0.612267	0.387733	1.397468
468	-1815.319	-1979.063	163.7445	1.078933	11.15575	1.716678	0.902228	0.0977724	0.577974	0.422026	1.168738
474	-1822.481	-1986.765	164.2843	0.7877089	9.73792	1.663412	0.90775	0.09225	0.573225	0.426775	1.401368
480	-1824.107	-1987.526	163.4191	1.103395	10.28618	1.331241	0.918209	0.0817911	0.579568	0.420432	1.943499
486	-1815.507	-1979.805	164.2981	1.320825	7.724249	0.9700664	0.911777	0.0882232	0.529115	0.470885	2.031891
492	-1821.512	-1984.895	163.3835	0.8827813	11.70578	0.9700664	0.911777	0.0882232	0.529115	0.470885	2.032312
498	-1820.22	-1985.013	164.7932	1.038466	7.269526	0.849915	0.911777	0.0882232	0.478843	0.521157	2.090916
504	-1819.931	-1984.47	164.5384	1.251506	7.227197	1.781202	0.896681	0.103319	0.590828	0.409172	1.441543
510	-1812.884	-1977.003	164.1193	0.7042998	11.05891	1.760073	0.896681	0.103319	0.623845	0.376155	1.152044
516	-1812.161	-1976.268	164.1073	0.9936057	10.66747	1.437001	0.896681	0.103319	0.61532	0.38468	1.290467
522	-1805.483	-1970.109	164.6256	0.9909554	8.832843	1.437001	0.92354	0.0764604	0.506954	0.493046	1.456162
528	-1813.173	-1977.975	164.8018	1.050128	8.735588	1.49555	0.930196	0.0698042	0.44308	0.55692	1.290553
534	-1811.879	-1976.787	164.9084	0.8700639	7.807056	1.286052	0.888225	0.111775	0.588843	0.411157	1.618759
540	-1810.892	-1975.705	164.8133	0.8378149	8.250838	1.061319	0.887433	0.112567	0.546748	0.453252	1.737632
546	-1820.291	-1984.414	164.1231	0.850329	10.09257	0.8841822	0.893271	0.106729	0.573964	0.426036	1.901719
552	-1815.319	-1979.567	164.2482	0.9356414	10.09257	1.16981	0.911917	0.0880827	0.573964	0.426036	1.614717
558	-1816.106	-1980.435	164.329	0.9356414	10.09257	1.138395	0.922489	0.0775115	0.533538	0.466462	1.614717
564	-1819.403	-1983.587	164.1842	1.259442	8.568627	1.509216	0.904085	0.0959151	0.530031	0.469969	1.528129
570	-1837.372	-1999.728	162.3558	1.60695	13.51515	1.514913	0.916777	0.0832234	0.522905	0.477095	1.528129
576	-1817.994	-1980.728	162.734	1.016274	14.1149	1.788696	0.916777	0.0832234	0.441532	0.558468	1.365381
582	-1825.898	-1990.692	164.7943	1.016274	8.652837	0.9362401	0.917755	0.0822451	0.52433	0.47567	1.704839
588	-1832.261	-1997.007	164.7459	1.076335	8.652837	1.07264	0.898968	0.101032	0.519508	0.480492	1.530331
594	-1837.747	-2001.138	163.3907	1.04933	14.76986	1.060895	0.933088	0.0669119	0.545612	0.454388	1.340904
600	-1825.964	-1989.877	163.9129	1.308589	8.737458	1.163815	0.882105	0.117895	0.520867	0.479133	1.823612
606	-1809.77	-1974.318	164.5484	1.128435	8.311744	1.051195	0.901585	0.0984147	0.4792	0.5208	1.749769
612	-1808.607	-1973.577	164.9705	1.173223	7.569357	1.051195	0.933638	0.0663622	0.4792	0.5208	1.749769
618	-1811.467	-1976.342	164.8749	0.8657792	6.953425	1.051195	0.886492	0.113508	0.643764	0.356236	2.059097
624	-1810.891	-1975.411	164.5201	0.8657792	9.04941	0.9267575	0.89137	0.10863	0.521334	0.478666	1.821301
630	-1825.832	-1990.521	164.6894	0.8812739	7.20398	0.9267575	0.917113	0.0828873	0.494384	0.505616	2.246019
636	-1819.791	-1983.907	164.1151	1.0308	10.10707	0.8322876	0.879932	0.120068	0.494384	0.505616	1.772751
642	-1813.327	-1978.629	165.3021	1.0308	6.368499	0.8538268	0.947323	0.0526774	0.516232	0.483768	2.168894
648	-1811.254	-1976.215	164.9614	1.27885	6.030626	0.8234998	0.885765	0.114235	0.5169	0.4831	2.119037
654	-1815.893	-1979.134	163.2413	1.828235	10.06242	1.158329	0.944977	0.0550234	0.538011	0.461989	1.857169
660	-1823.678	-1988.119	164.4412	0.8029063	9.801428	1.267486	0.884339	0.115661	0.548938	0.451062	1.475285
666	-1809.276	-1973.464	164.1881	0.9261089	9.801428	1.187464	0.884339	0.115661	0.548938	0.451062	1.630221
672	-1798.765	-1962.254	163.4895	1.04293	11.35598	1.233489	0.883636	0.116364	0.554409	0.445591	1.659071
678	-1799.404	-1964.668	165.264	1.030245	6.326622	1.041847	0.883636	0.116364	0.480136	0.519864	1.841035
684	-1797.867	-1964.023	166.1557	0.87812	6.175906	1.049961	0.905298	0.0947025	0.60511	0.39489	1.432072
