Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-609.4954	-779.2416	169.7463	0.7417383	0.9000411	2.380237	0.6269603
6	-612.7749	-782.6081	169.8332	0.4253613	0.9050186	2.509379	0.6591734
12	-613.5578	-783.4382	169.8804	0.9337167	1.487766	1.32962	0.8631566
18	-612.6556	-781.8131	169.1575	0.8244494	1.606781	2.155289	0.7197512
24	-607.0632	-776.573	169.5098	1.168161	1.0805	1.96737	0.7197512
30	-602.5847	-772.2258	169.6411	0.5908268	1.604091	1.884101	0.7253656
36	-602.8567	-772.2863	169.4296	0.9140655	1.558524	1.823458	0.7444294
42	-615.2852	-785.3477	170.0625	0.7462184	1.115461	1.799991	0.7150934
48	-631.4911	-801.4498	169.9587	0.8505937	1.080898	1.837076	0.7150934
54	-623.8803	-793.7683	169.8879	0.8505937	1.443408	1.490808	0.8078041
60	-628.0484	-797.8035	169.7551	0.8505937	1.395418	1.490808	1.007468
66	-625.0915	-794.6823	169.5909	0.6173758	1.705306	1.401678	1.176665
72	-627.8067	-797.5768	169.7702	0.9435414	1.705306	1.13301	0.9700066
78	-619.3105	-788.5563	169.2457	0.7413499	1.711768	2.057589	0.7101602
84	-607.5127	-777.1224	169.6097	0.5206334	1.449688	2.072366	0.7831132
90	-599.9472	-769.8565	169.9093	0.8012431	0.9896274	2.030738	0.7071444
96	-601.8027	-771.3296	169.5269	0.5035131	1.072682	2.649595	0.5312743
102	-609.6741	-779.4593	169.7852	0.8408106	1.401245	1.567803	0.8990487
108	-603.3581	-772.9294	169.5713	0.6109233	1.440759	2.078447	0.7431205
114	-599.8981	-768.9937	169.0956	0.5019094	1.350735	2.801563	0.5699379
120	-613.6489	-783.1107	169.4618	0.5380558	1.283194	2.466378	0.6049686
126	-604.5696	-774.3012	169.7316	0.928244	1.203138	1.887089	0.6775998
132	-608.6418	-778.7086	170.0667	0.790134	0.871624	2.056016	0.5859785
138	-622.4283	-791.6706	169.2422	1.038657	1.298198	2.221469	0.5389678
144	-620.9073	-791.2197	170.3124	0.4778288	1.023676	1.871102	0.6917336
150	-625.8425	-795.509	169.6664	1.04998	1.000555	1.871102	0.8999786
156	-616.6835	-787.4924	170.8089	0.6032669	1.00269	1.185815	0.8634375
162	-614.4099	-783.7622	169.3524	1.064001	1.650629	1.682355	0.719117
168	-624.2323	-794.6366	170.4043	0.7225437	1.161743	1.463003	0.6632614
174	-616.9289	-786.646	169.7171	0.5489413	1.161743	2.297945	0.6632614
180	-611.7166	-781.9555	170.2389	1.065272	1.043577	1.263753	0.8731135
186	-610.6248	-780.089	169.4642	1.396381	1.635779	1.161402	0.8529743
192	-612.801	-781.7321	168.9311	1.361691	1.737621	1.684507	0.7906994
198	-612.4122	-783.2426	170.8304	0.7069923	0.8278956	1.361512	0.7042706
204	-611.7798	-782.1363	170.3565	0.6229069	1.357651	1.403641	0.6732
210	-618.2174	-788.6498	170.4323	0.5897446	0.6382839	2.029518	0.7197872
216	-605.66	-776.0718	170.4118	0.4993675	0.7462922	2.015603	0.7209854
222	-610.5387	-780.5762	170.0374	0.7717469	1.360757	1.568273	0.7018843
228	-609.4956	-778.6617	169.1661	0.7984893	1.458494	2.334248	0.677207
234	-620.3754	-790.0627	169.6874	0.6069638	1.083862	2.200908	0.8893922
240	-621.5031	-791.2585	169.7555	0.4420805	0.7949387	2.707432	0.6166499
246	-610.6805	-779.8436	169.1631	0.4844379	1.409499	2.674214	0.6147457
252	-621.2607	-790.1303	168.8696	1.420515	0.997952	2.261774	0.9501796
258	-609.6365	-778.8329	169.1964	0.8829632	1.436633	2.266142	0.6240221
264	-611.3463	-781.2312	169.885	0.8569766	1.256746	1.619005	0.8675754
270	-617.969	-787.2678	169.2988	0.7620322	1.461244	2.132465	0.8292456
276	-617.7911	-787.7043	169.9132	0.6253186	0.9400942	2.236088	0.7113617
282	-619.1289	-789.3642	170.2353	0.5475009	0.8600463	2.010802	0.7788503
288	-631.8781	-801.6055	169.7274	0.7928896	1.371649	1.565487	1.038963
294	-625.5214	-795.0928	169.5714	0.4297456	1.395771	2.258786	0.7093389
300	-619.5611	-788.6445	169.0835	0.5358225	1.449219	2.671445	0.6437097
306	-610.9859	-780.5519	169.566	0.5358225	1.721578	1.921657	0.6772581
312	-608.4185	-778.5135	170.095	0.5198295	1.442674	1.598549	0.7771372
318	-613.7971	-783.6074	169.8103	0.8045041	1.659109	1.441852	0.7690383
324	-611.0595	-780.5982	169.5386	1.572531	0.7076938	1.909759	0.7317818
330	-611.1555	-780.9775	169.822	0.9821439	1.124599	1.749402	0.789795
336	-615.9442	-785.7404	169.7962	0.7918423	1.220947	1.877871	0.7764543
342	-618.217	-787.1317	168.9148	0.9929055	1.328973	2.536624	0.6353291
348	-627.0076	-795.049	168.0414	0.5894567	1.150786	3.996777	0.4824462
354	-611.715	-780.1427	168.4277	0.4136601	0.9937111	3.862428	0.4340575
360	-615.4512	-784.3518	168.9006	0.6256253	1.048738	3.207428	0.4651884
366	-619.0507	-788.6747	169.624	0.7409456	0.7559368	2.656351	0.5930624
372	-618.9694	-788.3475	169.3781	0.5908882	0.7559368	3.04996	0.4831223
378	-609.9268	-780.1747	170.2479	0.5844244	0.9975907	1.893859	0.6824161
384	-621.6927	-791.0213	169.3286	0.3425705	1.091195	2.837722	0.6556993
390	-621.8558	-791.917	170.0612	0.4215748	1.478927	1.693502	0.7084049
396	-616.868	-787.2157	170.3477	0.5408723	0.8304592	2.037474	0.5713464
402	-615.9004	-785.7326	169.8322	0.442973	1.105891	2.273737	0.7134054
408	-605.9955	-775.6284	169.6329	0.5130026	1.122497	2.45082	0.6529295
414	-605.132	-774.6736	169.5415	0.5102047	1.218498	2.449099	0.6529295
420	-608.318	-777.6372	169.3192	0.507033	1.183803	2.715943	0.6343
426	-600.0951	-769.6219	169.5268	0.5429859	1.076545	2.620614	0.5165395
432	-609.4064	-779.6768	170.2704	0.5148684	1.177104	1.702061	0.7505483
438	-629.6466	-799.1784	169.5318	0.3735536	1.177104	2.589067	0.4625647
444	-616.5468	-785.617	169.0702	0.7906333	1.714307	2.168677	0.7345418
450	-619.6408	-789.4705	169.8298	0.4248471	1.398181	2.029531	0.6535014
456	-608.7886	-778.3569	169.5683	0.9837959	0.855428	2.382796	0.5713694
462	-624.5134	-794.5421	170.0287	1.176946	0.7438913	1.563399	0.9768954
468	-627.6739	-797.851	170.1771	0.6376641	1.457414	1.387688	0.80872
474	-621.1388	-791.2507	170.1119	0.8642478	1.254072	1.358642	0.9008362
480	-622.9695	-793.1489	170.1795	0.6537874	1.1293	1.590037	0.9267659
486	-608.1918	-778.5343	170.3425	0.6998303	1.1293	1.546323	0.7205701
492	-612.5645	-782.6019	170.0374	0.7260274	1.390286	1.381131	0.9591196
498	-612.9532	-782.9628	170.0097	0.6837909	0.8355117	2.175935	0.7371232
504	-621.3424	-791.797	170.4547	0.4510461	0.7339759	2.065561	0.6087906
510	-611.6387	-779.8997	168.2611	1.1441	1.319942	3.078764	0.5179461
516	-621.6941	-790.8161	169.1219	0.611053	1.319942	2.722634	0.5772057
522	-625.3294	-793.9722	168.6428	1.357101	1.271398	2.534151	0.5351439
528	-610.1393	-780.1254	169.9861	0.6327285	0.8240173	2.315838	0.6231726
534	-610.8816	-780.9076	170.0259	0.9784822	1.126376	1.634815	0.6440442
540	-617.8061	-786.623	168.8169	0.8149262	1.299206	2.867256	0.5446209
546	-617.3222	-785.667	168.3447	0.7888071	1.526638	3.149541	0.5362696
552	-622.2374	-792.0787	169.8413	0.4846015	1.06483	2.321951	0.6424258
558	-625.7213	-795.4697	169.7484	0.9315858	1.111548	1.960946	0.6711962
564	-618.4198	-788.1008	169.681	1.00966	1.095721	1.960946	0.6810039
