Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1887.439	-2050.821	163.3819	0.516708	0.9393462	2.397501	0.5249666	1.601636	4.353308	0.7826558	1.611725
6	-1886.087	-2049.818	163.7314	1.063942	1.193674	2.668754	0.6188789	0.8738541	3.917076	0.2769494	1.750892
12	-1890.65	-2054.985	164.3347	0.6625361	0.808545	1.967166	0.7966201	0.2724416	5.647356	0.4449337	1.300974
18	-1879.865	-2046.594	166.7291	0.9374404	1.180609	2.161171	0.3982469	0.354586	2.253682	0.2316077	1.818849
24	-1868.301	-2036.366	168.0649	0.7625116	1.06837	2.580396	0.1166168	0.3814114	1.529726	0.2158313	1.475792
30	-1883.963	-2050.087	166.1238	0.8612015	1.463555	1.914883	0.3708307	0.5220872	2.845081	0.4165544	1.63388
36	-1894.192	-2060.755	166.5633	0.8015971	1.30919	1.981887	0.3210238	1.10808	2.407048	0.3868106	1.356426
42	-1878.074	-2043.504	165.43	0.6711512	0.8771057	3.045358	1.233442	0.598039	3.06122	0.3260428	1.032352
48	-1885.677	-2053.048	167.3706	0.7624743	0.9340594	2.338236	0.331392	0.2546205	2.876324	0.6652065	0.6863608
54	-1888.679	-2054.355	165.6759	0.9657821	0.9740857	3.470214	0.331392	0.2146043	2.876324	0.9479999	0.8075709
60	-1891.555	-2058.075	166.5197	0.7308273	1.14037	3.761883	0.1006081	0.3509726	2.4741	0.4580083	0.6774671
66	-1895.53	-2062.562	167.0315	0.7479196	1.023442	3.303353	0.1006081	0.2024799	2.708696	0.4009484	0.7099301
72	-1893.879	-2063.261	169.3813	0.559678	1.040187	1.586245	0.1245656	0.1204176	2.162309	0.5868843	0.4686203
78	-1883.965	-2051.597	167.632	0.580842	1.167328	2.778096	0.09946473	0.2738739	2.374497	0.6472469	0.4160648
84	-1887.48	-2056.037	168.5579	0.91186	0.9158411	1.791669	0.0362259	0.5310745	2.321955	0.5157613	0.572264
90	-1877.417	-2046.546	169.129	0.8355249	0.7942386	1.843538	0.3253567	0.5013506	1.162415	0.3422903	1.30886
