Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-369.5958	-539.7503	170.1545	0.6573207	2.768989
6	-361.9526	-532.952	170.9994	0.9328124	2.061153
12	-368.5201	-539.2858	170.7657	1.166508	2.061153
18	-384.0513	-554.9519	170.9006	1.126038	1.998525
24	-379.1329	-549.7875	170.6546	1.192123	2.117361
30	-382.197	-551.4374	169.2404	0.9699019	3.131196
36	-387.6402	-557.4887	169.8485	0.5922401	2.99351
42	-379.2708	-549.4408	170.17	0.6442572	2.76751
48	-371.6028	-541.8883	170.2855	0.6873023	2.670361
54	-382.2235	-551.3125	169.089	1.021579	3.190418
60	-380.6182	-550.336	169.7178	0.7218565	2.994146
66	-370.5043	-540.9683	170.464	0.8008999	2.489164
72	-378.329	-548.6801	170.3512	1.266872	2.265521
78	-363.9648	-534.0385	170.0737	1.067835	2.566039
84	-374.0017	-543.8012	169.7995	0.7955653	2.900573
90	-373.7658	-543.8256	170.0598	0.9845118	2.626278
96	-375.8836	-546.3561	170.4725	1.051583	2.325562
102	-371.4374	-541.9679	170.5305	0.9935987	2.325562
108	-380.6368	-551.1486	170.5118	1.006346	2.329379
114	-391.0053	-560.9777	169.9724	1.041783	2.644846
120	-383.3713	-553.838	170.4668	0.8651257	2.447158
126	-376.188	-546.5721	170.384	0.9478591	2.447158
132	-376.0449	-546.5897	170.5448	1.121212	2.234708
138	-376.0818	-546.2111	170.1292	0.8783441	2.64893
144	-372.5984	-543.2443	170.6459	0.856937	2.339103
150	-370.2631	-540.644	170.3809	1.121933	2.339103
156	-366.6484	-536.5805	169.9321	0.8052806	2.814299
162	-365.8675	-535.5707	169.7032	1.034365	2.814198
168	-378.7155	-549.1561	170.4405	0.9344536	2.420055
174	-376.2315	-546.5065	170.2751	0.9344536	2.523762
180	-373.4254	-543.2155	169.79	1.005494	2.778897
186	-382.7045	-553.0359	170.3314	1.100545	2.384058
192	-362.6723	-533.0044	170.332	0.9167534	2.499246
198	-370.3687	-540.8536	170.4849	0.9167534	2.403205
204	-369.4448	-540.3843	170.9394	1.175615	1.939276
210	-364.3891	-535.3979	171.0087	1.155714	1.905896
216	-368.7761	-539.0656	170.2894	0.8078215	2.593519
222	-383.8167	-553.962	170.1453	1.153923	2.467647
228	-395.3238	-566.0699	170.7461	1.153923	2.08237
234	-398.7779	-569.3876	170.6097	1.205738	2.137834
240	-384.7007	-555.0498	170.3491	1.220057	2.296836
246	-384.1789	-554.4753	170.2964	0.9458525	2.503327
252	-384.5176	-554.3978	169.8802	0.8607529	2.812139
258	-380.6047	-550.9281	170.3235	0.9903202	2.458535
264	-370.0167	-540.4939	170.4772	1.084772	2.301436
270	-377.8018	-548.0063	170.2045	1.08249	2.475356
276	-384.3942	-555.2705	170.8763	1.029355	2.078673
282	-364.954	-535.4499	170.4959	1.090374	2.285898
288	-379.3285	-549.4292	170.1007	0.7643196	2.736456
294	-377.1672	-546.7654	169.5982	0.8537991	2.986756
300	-379.8776	-550.6457	170.7681	1.036585	2.144827
306	-374.0666	-544.8338	170.7672	0.9249196	2.217849
312	-382.1824	-552.3034	170.121	1.081525	2.528086
318	-372.8342	-543.9021	171.0679	0.8621068	2.062642
324	-375.0653	-545.3508	170.2856	0.7940108	2.604476
330	-365.2724	-535.4595	170.1871	0.8925099	2.604476
