Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	tree_length
0	-973.6842	-1141.233	167.549	3.971968	1.343095	1.921411
6	-972.067	-1139.035	166.9682	3.971968	1.912929	1.928835
12	-972.8112	-1140.103	167.2921	3.688067	2.125913	1.677399
18	-984.1537	-1151.612	167.4581	4.238493	1.904645	1.475919
24	-979.1271	-1146.125	166.9981	4.235528	2.071238	1.691714
30	-988.2885	-1156.087	167.7989	3.908901	1.828536	1.42234
36	-973.9527	-1140.608	166.6554	5.160492	2.251038	1.442286
42	-973.9515	-1140.958	167.0069	4.815566	2.26629	1.295399
48	-975.9628	-1142.195	166.2323	6.508241	1.868947	1.566247
54	-975.9976	-1142.196	166.1986	6.058696	2.241005	1.465334
60	-969.686	-1136.958	167.2716	4.445957	2.032229	1.430868
66	-975.7376	-1142.218	166.4805	6.305136	2.032229	1.320479
72	-975.5573	-1141.2	165.6428	6.80597	2.596058	1.363316
78	-972.9954	-1139.856	166.8609	4.997206	2.160781	1.418591
84	-982.2088	-1148.72	166.5116	6.165462	1.980722	1.386875
90	-981.8613	-1149.485	167.6241	3.67468	1.717065	1.737678
96	-986.5737	-1153.821	167.2476	3.985617	1.696992	1.880301
102	-987.4869	-1154.436	166.949	4.794886	2.196248	1.405743
108	-976.0474	-1143.016	166.9688	4.794886	1.932537	1.588969
114	-967.2926	-1134.555	167.262	4.455529	1.990985	1.465621
120	-975.4061	-1142.305	166.8987	4.772549	2.180519	1.465621
126	-983.2775	-1149.391	166.1133	6.618671	2.243029	1.334391
132	-992.4149	-1159.085	166.67	5.708059	2.103113	1.334391
138	-985.5891	-1152.461	166.8719	5.584097	2.044927	1.26629
144	-989.0307	-1156.302	167.2712	4.471998	1.680309	1.679999
150	-973.3064	-1140.102	166.7959	5.687964	2.112984	1.230962
156	-971.31	-1138.286	166.9764	4.144439	2.359421	1.536911
162	-979.3321	-1146.895	167.5627	3.685316	2.057503	1.531764
168	-982.201	-1148.701	166.4997	5.684676	2.305248	1.317825
174	-985.8671	-1152.517	166.6494	5.029639	2.580649	1.237786
180	-982.0311	-1148.104	166.0733	6.156974	2.553313	1.282645
186	-984.8953	-1151.452	166.5568	5.62186	2.20546	1.375971
192	-992.1868	-1158.763	166.5763	5.38032	2.134594	1.50627
198	-977.3411	-1144.76	167.4189	4.037666	1.712186	1.729821
204	-981.8976	-1149.084	167.1864	4.048575	1.686145	1.903809
210	-984.9178	-1152.787	167.8694	3.237631	1.761978	1.732907
216	-974.1942	-1141.381	167.187	4.607181	1.827353	1.580736
222	-980.7516	-1147.985	167.2336	4.325819	1.494195	1.892736
228	-978.1946	-1145.296	167.1018	4.332605	1.752872	1.803107
234	-977.4302	-1144.749	167.3186	4.332605	1.625367	1.740858
240	-981.11	-1147.766	166.6557	5.944398	1.83645	1.465797
246	-968.9743	-1135.341	166.3672	5.945974	2.163111	1.436139
252	-979.6342	-1146.877	167.2424	4.430599	2.063264	1.436139
258	-981.6844	-1148.661	166.9767	4.457591	2.313753	1.436139
264	-984.2519	-1151.653	167.4013	3.585814	2.101911	1.662584
