Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-16.16357	-188.361	172.1974	1.421089	0.6057417
6	-19.56375	-191.3211	171.7574	1.870196	0.5761848
12	-13.40227	-185.3815	171.9792	1.642208	0.5970898
18	-18.47801	-189.9441	171.4661	0.6802505	1.918129
24	-4.992151	-177.4275	172.4353	0.9919831	0.8984212
30	-14.16458	-186.9446	172.78	0.7337947	0.7924075
36	-13.79921	-186.3579	172.5587	0.8703866	0.8964515
42	-32.51642	-204.8286	172.3122	1.067855	0.9499192
48	-14.30199	-186.1666	171.8646	1.530318	0.9341206
54	-7.339074	-179.1843	171.8452	1.781827	0.5781259
60	-10.61981	-182.4379	171.8181	1.781827	0.6511994
66	-1.303219	-173.9956	172.6924	0.8925114	0.6814013
72	-2.853499	-174.9595	172.106	1.484819	0.6700451
78	-5.748556	-177.67	171.9215	1.690203	0.393633
84	2.694461	-169.8365	172.531	1.042429	0.7021119
90	1.558173	-171.1408	172.699	0.6063333	1.025639
96	-4.000867	-177.2736	173.2728	0.3497666	0.5936094
102	-10.29885	-182.8513	172.5525	0.9093076	0.858419
108	-14.9185	-186.8989	171.9804	1.167491	1.170313
114	-7.830451	-180.5166	172.6862	0.7462133	0.8926658
120	0.9302009	-171.6972	172.6274	1.005514	0.450787
126	-3.689864	-176.611	172.9211	0.5583732	0.8368375
132	-11.44948	-184.4177	172.9682	0.5112361	0.8368375
138	-7.755837	-179.9869	172.231	1.282119	0.7932753
144	-13.66082	-185.6734	172.0126	1.625485	0.4963751
150	-14.8323	-187.4281	172.5958	0.762104	0.9730058
156	-13.58708	-185.8848	172.2977	0.7734809	1.235986
162	-1.005326	-173.557	172.5516	0.9088905	0.859925
168	-6.348264	-179.0158	172.6675	0.5850063	1.076035
174	-6.143462	-178.61	172.4665	1.169828	0.5306329
180	-15.93966	-188.292	172.3524	0.997739	0.9809843
186	-31.79726	-204.1045	172.3073	1.191589	0.8122027
192	-26.77496	-198.9076	172.1326	0.9632653	1.215111
198	-23.48237	-194.1978	170.7154	2.844961	0.723856
204	-8.408105	-181.0583	172.6502	0.8514876	0.8085536
210	-29.76267	-201.7283	171.9657	0.9274047	1.380229
216	-36.13113	-207.967	171.8358	1.565982	0.926641
222	-24.06868	-196.1244	172.0557	1.314172	0.9606163
228	-19.17613	-191.4456	172.2695	1.324467	0.6637099
234	-12.22624	-184.381	172.1547	1.364165	0.785433
240	-12.21202	-183.7382	171.5262	1.904488	0.8946082
246	-11.11828	-182.6194	171.5011	1.772344	1.056325
252	-13.58452	-185.0349	171.4504	2.087957	0.7578511
258	-20.2452	-191.5043	171.2591	2.087957	0.9841182
264	-10.27726	-181.3446	171.0673	2.5079	0.6989014
270	-14.05818	-185.7946	171.7364	1.810273	0.7453998
276	-17.55228	-190.0477	172.4954	1.051203	0.7453998
282	-5.933237	-178.3901	172.4568	1.145567	0.6458826
288	1.75553	-170.7539	172.5094	1.118475	0.4318733
294	-7.773674	-179.9158	172.1422	1.439119	0.6880409
300	1.966665	-170.2128	172.1795	1.439119	0.4075078
306	-4.479822	-176.6721	172.1923	1.439119	0.5603808
312	-11.93569	-184.6315	172.6958	0.6523985	0.9829592
318	-13.93014	-186.6422	172.7121	0.6360741	0.9829592
324	2.198965	-170.4793	172.6782	0.8534918	0.7673997
330	-0.6151815	-173.4814	172.8663	0.7431759	0.6295655
336	1.352978	-170.7512	172.1042	1.465463	0.7084902
342	-20.72474	-192.342	171.6173	1.563826	1.141055
348	-21.3292	-193.8254	172.4962	0.849355	0.9855824
354	-7.538835	-180.2547	172.7159	0.8539629	0.7081589
360	-10.19259	-183.0709	172.8783	0.5103197	0.940838
366	-5.749252	-178.1107	172.3614	0.6194886	1.310336
372	-4.983548	-177.5936	172.61	0.6194886	1.097326
378	-13.8574	-186.4674	172.61	0.6194886	1.097326
384	-14.60046	-186.3997	171.7992	1.836012	0.4627129
390	-10.34583	-182.3356	171.9898	1.647668	0.5186911
396	-7.717982	-179.7084	171.9904	1.647668	0.4953455
402	-5.601579	-178.2452	172.6436	0.9915386	0.5395456
408	-12.34502	-184.7095	172.3645	1.27366	0.4976011
414	-18.03969	-189.9235	171.8838	1.709625	0.6647841
420	-15.05891	-186.611	171.5521	2.063161	0.4005492
426	-18.66288	-190.8565	172.1936	0.9780284	1.149458
432	-31.91079	-202.0955	170.1847	3.422746	0.3861209
438	-25.70747	-195.8301	170.1226	3.484799	0.3861209
444	-16.29798	-188.3285	172.0305	1.598268	0.4345709
450	-15.48548	-187.0504	171.5649	2.072007	0.4753786
456	-17.1258	-189.0762	171.9504	1.620144	0.7070484
462	-18.59494	-190.4383	171.8434	1.604753	0.8745629
468	-15.49546	-187.5043	172.0088	1.604753	0.6191784
474	-14.15091	-185.7533	171.6024	2.011174	0.6191784
480	-4.499725	-175.4009	170.9011	2.723069	0.588158
486	-3.693178	-175.7451	172.0519	1.550302	0.6463003
492	7.60257	-165.0436	172.6462	0.7274465	0.9566578
498	-1.146628	-173.305	172.1584	1.295451	0.8678584
504	0.07631862	-172.3499	172.4263	1.184543	0.6262072
510	2.700003	-169.8407	172.5408	1.04585	0.678139
516	0.5407891	-171.3387	171.8795	1.715501	0.6616668
522	-10.85361	-181.4686	170.615	2.746131	0.2138501
528	-4.88372	-174.9691	170.0854	3.438345	0.2973493
534	-9.918483	-178.0279	168.1094	5.078372	0.1621559
540	-2.824503	-174.8004	171.9759	1.63714	0.620489
546	-14.30753	-186.1635	171.856	1.712111	0.7111505
552	-44.29739	-215.927	171.6296	1.487518	1.196956
558	-29.3486	-201.3506	172.002	1.187993	1.133175
564	-8.462006	-180.9034	172.4414	1.032232	0.8440168
570	-4.599533	-177.1817	172.5821	1.032232	0.6170999
576	-8.940815	-181.2676	172.3268	1.196506	0.7793355
