Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-1566.103	-1729.98	163.8765	1.592897	0.7548139	1.057447	4.90919
6	-1562.25	-1725.826	163.5766	1.340736	0.8760289	1.057447	5.142101
12	-1558.502	-1722.296	163.7931	1.344461	0.8760289	1.042665	5.028237
18	-1564.964	-1728.787	163.8227	1.53352	0.8167744	1.019329	4.957635
24	-1561.837	-1724.797	162.9599	1.334299	0.7787588	1.052346	5.541061
30	-1566.847	-1730.486	163.639	1.334299	0.6818302	1.054503	5.215608
36	-1572.302	-1735.738	163.436	1.188036	0.6818302	0.9862373	5.444119
42	-1565.888	-1729.164	163.2753	1.508078	0.7226459	0.8907451	5.394806
48	-1563.319	-1728.142	164.823	1.288746	0.8069816	1.027708	4.529438
54	-1564.159	-1727.778	163.6197	1.362801	0.7107271	1.027708	5.211289
60	-1569.606	-1733.982	164.3757	1.16514	0.8946346	1.082382	4.769056
66	-1552.85	-1716.825	163.9752	1.141771	0.7749473	1.016021	5.106955
72	-1551.453	-1715.386	163.9332	1.131368	0.7205511	1.064649	5.137554
78	-1560.848	-1724.682	163.8343	1.135551	0.7105569	1.064649	5.195159
84	-1568.078	-1731.272	163.1934	1.185705	0.7055067	1.039432	5.53762
90	-1555.473	-1719.177	163.7042	1.198434	0.7821804	0.9963756	5.232972
96	-1558.412	-1722.231	163.8185	1.128539	0.6393631	0.9241264	5.320681
102	-1562.262	-1725.935	163.6727	1.549743	0.7300046	1.175759	4.991962
108	-1564.197	-1729.302	165.1053	1.193051	0.6051117	1.288163	4.380579
114	-1573.813	-1736.733	162.9199	1.618072	0.9007394	1.049999	5.351482
120	-1564.016	-1728.257	164.2409	1.451377	0.883448	1.05628	4.710131
126	-1558.544	-1722.903	164.3587	1.340963	0.785584	1.139922	4.710131
132	-1563.408	-1727.519	164.1103	1.594142	0.7118941	0.9468812	4.86238
138	-1573.233	-1737.516	164.2826	1.594142	0.6257997	0.8960446	4.837464
