Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-463.4197	-728.696	265.2763	0.797883	0.00967295	0.00767771	0.00621559	0.00467709	9.56225e-05	0.00481388	0.0197377	0.00244917	0.0174849	0.00379183	0.00601213	0.00391613	0.00611543	0.00157839	0.000291023	0.0034862	0.000267932	0.00303784	0.00586797	0.00452018	0.013519	0.00125263	0.00222728	0.00342831	0.0102874	0.000109469	0.00914589	0.0208201	0.00150403	0.00564771	0.0021567	0.0135505	0.00199798	0.000132683	0.00462783	0.1512819
6	-461.5933	-726.8696	265.2763	0.79543	0.0122216	0.00765411	0.00619649	0.00466271	9.53286e-05	0.00479908	0.019677	0.00244164	0.0174311	0.00378017	0.00599366	0.0039041	0.00274173	0.00157354	0.000290129	0.00347549	0.000267108	0.00486833	0.00584994	0.00651653	0.0134774	0.00124878	0.00222043	0.00341777	0.0102558	0.000109132	0.00911778	0.0207562	0.00149941	0.00563035	0.00215008	0.0135089	0.00199184	0.000132275	0.00461361	0.1512819
12	-469.2112	-734.7224	265.5112	0.792609	0.0121782	0.00762696	0.00617451	0.00464617	9.49905e-05	0.00478206	0.0196072	0.00243298	0.0173693	0.00652949	0.00597239	0.00389025	0.00370903	0.00138042	0.0002891	0.00346316	0.000492061	0.00485106	0.00588928	0.00649341	0.0134296	0.00124435	0.00221255	0.000863847	0.0102194	0.000108745	0.00522487	0.0206825	0.00149409	0.00561038	0.00214245	0.013461	0.00198478	0.000131806	0.0107088	0.2191847
18	-469.7536	-735.0428	265.2891	0.796809	0.0122428	0.00766737	0.00620723	0.00467079	9.54939e-05	0.0048074	0.0197111	0.00217116	0.0174614	0.00656409	0.00521763	0.00391086	0.00372868	0.00138773	0.000290632	0.00348151	0.000494669	0.00487677	0.00190868	0.00652782	0.0135008	0.000163925	0.00222428	0.000868425	0.0102735	0.000109322	0.00611315	0.0207921	0.00150201	0.00564011	0.0021538	0.0135323	0.0019953	0.000132504	0.0107656	0.1541095
24	-469.1514	-734.5545	265.4031	0.754172	0.0145014	0.00203174	0.00578929	0.00848356	0.000405153	0.00276886	0.015363	0.00238569	0.012324	0.00842041	0.00383896	0.00280838	0.00156065	0.00645096	8.0053e-05	0.00623239	0.00124924	0.0120628	0.00282429	0.00832825	0.00558777	0.00321503	0.00146137	0.00213203	0.00977047	0.000606895	0.0127378	0.0143128	0.000198622	0.00963881	0.00526698	0.00964554	0.0189974	0.00101799	0.0333291	0.1829739
30	-463.6419	-728.9981	265.3561	0.758861	0.0145915	0.00204437	0.00582529	0.00853631	0.000407672	0.00227755	0.0154585	0.00240053	0.0124006	0.00847276	0.00386283	0.00282584	0.00157035	0.00649107	7.96877e-05	0.00627114	0.00125701	0.0121378	0.00284185	0.00838003	0.00562251	0.00477184	0.00147045	0.00214528	0.00983122	0.000610668	0.012817	0.00784152	0.000199857	0.00969874	0.00529973	0.00970551	0.0191156	0.000339654	0.0335363	0.1701668
36	-466.0694	-731.4317	265.3623	0.740337	0.0142354	0.00199447	0.00568309	0.00832793	0.00183374	0.00222196	0.0150812	0.0017961	0.0120979	0.00826594	0.00376854	0.00275686	0.0280989	0.00633262	7.77425e-05	0.00611805	0.00122632	0.0118415	0.00277248	0.00817547	0.00548526	0.00465536	0.00143456	0.00209291	0.00959124	0.000595762	0.0125041	0.0076501	0.000194979	0.00946199	0.00517036	0.00642187	0.0186489	0.000331363	0.0327176	0.1717695
42	-465.4013	-730.6798	265.2786	0.79811	0.0109125	0.00152891	0.00435652	0.00638399	0.0014057	0.0017033	0.0115609	0.00137685	0.00927395	0.00633647	0.00288887	0.00211334	0.02154	0.00485443	5.95955e-05	0.00468995	0.00094007	0.00907744	0.00212532	0.00626711	0.00185679	0.00356868	0.00134696	0.00160438	0.00735241	0.000268321	0.00958535	0.00586438	0.000149466	0.00725333	0.00601483	0.0079992	0.0142958	0.000254015	0.0250805	0.1517828
48	-464.7584	-730.0248	265.2664	0.808256	0.0110512	0.00154835	0.0044119	0.00768314	0.00181997	0.00172495	0.0117078	0.00139435	0.00939184	0.00641702	0.00292559	0.00214021	0.00780334	0.00491614	0.000392867	0.00474957	0.000952021	0.00919283	0.00215233	0.00634678	0.00188039	0.00361405	0.00136408	0.00162477	0.00744587	0.000271732	0.0097072	0.00593893	0.000151366	0.00734554	0.00609129	0.00810088	0.0138292	0.000257244	0.0253994	0.1491522
54	-473.3784	-738.5705	265.1921	0.758846	0.0141602	0.00198394	0.00565308	0.00984461	0.00233198	0.00221022	0.0150016	0.00178662	0.012034	0.0082223	0.00374864	0.00274231	0.00999863	0.00629919	0.000503391	0.00608575	0.00121985	0.011779	0.00275784	0.0081323	0.00240939	0.00463078	0.00174784	0.00208186	0.0095406	0.000348178	0.00790491	0.00760971	0.000193949	0.00941203	0.00780494	0.0103799	0.0177197	0.000329614	0.0325449	0.134477
