Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-51.71281	-224.2693	172.5564	0.08514584	1.57056
6	-48.99756	-221.3576	172.36	0.4300407	1.459745
12	-50.69736	-221.4998	170.8024	2.197258	1.295075
18	-46.86328	-219.0243	172.161	0.1415528	1.811421
24	-42.24834	-214.7859	172.5375	0.6526747	1.132938
30	-47.55814	-219.9131	172.3549	0.9004408	1.073332
36	-45.73978	-217.5313	171.7916	1.463829	1.073332
42	-52.0847	-223.9733	171.8886	1.463829	0.9786688
48	-59.258	-231.5546	172.2966	0.4118724	1.521114
54	-69.79913	-239.4853	169.6862	2.177187	2.106472
60	-58.10611	-227.6	169.4939	2.396263	2.088861
66	-67.06023	-238.4647	171.4045	1.149293	1.634394
72	-66.48705	-238.2037	171.7166	1.149293	1.401443
78	-62.13186	-233.6201	171.4883	1.553394	1.260602
84	-64.43707	-236.3138	171.8768	1.154776	1.268978
90	-81.33599	-252.6668	171.3308	0.6482831	2.030127
96	-73.13789	-244.6424	171.5045	0.5925966	1.951373
102	-54.43557	-226.0875	171.652	0.6685985	1.798971
108	-69.39162	-240.6587	171.267	0.1831335	2.37254
114	-73.29671	-246.2156	172.9189	0.3154632	1.092838
120	-83.43692	-255.1711	171.7341	0.8179086	1.635631
126	-67.15922	-237.3132	170.154	2.117767	1.832634
132	-48.68379	-220.6805	171.9967	0.813161	1.444626
138	-56.17348	-227.9792	171.8057	0.7659919	1.621462
144	-51.20943	-222.8807	171.6713	1.146985	1.438213
150	-43.46761	-216.3665	172.8989	0.1601654	1.246123
156	-54.10823	-226.6061	172.4979	0.5736234	1.235694
162	-42.21106	-214.9037	172.6927	0.3677057	1.24505
168	-35.15853	-208.4078	173.2493	0.08780168	0.9941934
174	-35.60206	-208.4541	172.852	0.07199841	1.355833
180	-48.54327	-221.3839	172.8406	0.1471058	1.304816
186	-64.21008	-235.882	171.6719	1.217634	1.382992
192	-66.88946	-237.2319	170.3424	1.140009	2.35207
198	-48.83067	-219.421	170.5904	1.939722	1.651416
204	-39.43587	-212.1737	172.7379	0.7221597	0.8605369
210	-45.00718	-217.8142	172.8071	0.6529537	0.8605369
216	-43.32765	-215.7988	172.4712	0.5833585	1.249915
222	-43.86586	-216.5762	172.7103	0.1870064	1.376889
228	-45.29424	-217.4884	172.1941	0.1510131	1.781919
234	-43.7212	-216.5333	172.8121	0.1305057	1.341061
240	-44.12604	-216.5308	172.4048	0.5340752	1.344044
246	-47.85803	-220.7081	172.85	0.1819335	1.268619
252	-55.08469	-227.72	172.6353	0.3794251	1.282834
258	-53.43205	-226.0035	172.5715	0.5548514	1.189052
264	-46.47997	-219.4633	172.9833	0.4223154	0.9225006
270	-50.31265	-222.4033	172.0907	0.2004401	1.81931
276	-61.88686	-234.4986	172.6117	0.1418015	1.487376
282	-52.7143	-226.1526	173.4383	0.08711618	0.7764367
288	-60.81126	-234.1008	173.2896	0.06952822	0.9717625
294	-63.30999	-235.2771	171.9672	1.492768	0.8606444
300	-53.73257	-226.282	172.5495	0.1759291	1.508508
306	-51.98799	-224.3868	172.3988	0.3266025	1.508508
312	-46.3484	-218.1842	171.8358	0.8678877	1.524721
318	-53.20145	-226.0839	172.8824	0.1748303	1.24764
324	-55.69086	-228.418	172.7271	0.330108	1.24764
330	-55.19895	-228.3568	173.1579	0.04577945	1.120863
336	-51.99878	-223.6557	171.657	0.9845704	1.570612
342	-59.39791	-231.9819	172.584	0.4721273	1.248569
348	-70.68476	-243.0209	172.3362	0.7199647	1.248569
354	-88.72812	-257.474	168.7459	1.806168	2.926533
360	-79.17561	-250.5571	171.3814	0.6291521	2.009215
366	-70.73128	-242.7936	172.0623	0.6006738	1.554807
372	-67.8505	-240.3872	172.5367	0.2017383	1.498755
378	-66.61738	-238.6033	171.9859	1.014133	1.29482
384	-60.4342	-233.4192	172.985	0.4004103	0.9442791
390	-49.76767	-221.8366	172.0689	1.009742	1.229676
396	-60.39745	-232.3289	171.9314	1.406282	0.9935523
402	-60.05813	-231.62	171.5619	1.768018	1.001402
408	-58.31017	-229.2654	170.9552	1.341771	1.815282
414	-72.60265	-244.319	171.7164	1.212062	1.352342
