Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-2128.806	-2295.705	166.8988	2.197815	1.161594	0.7201898	1.074373	2.89912	0.1143912	0.4174425	0.8965974
6	-2115.085	-2282.366	167.281	2.40744	1.11579	0.8605726	0.5119376	2.604321	0.0457783	0.4824664	1.113079
12	-2126.109	-2293.792	167.6833	2.369668	0.9727794	0.8490003	0.458478	2.604321	0.1149996	0.2539684	1.108001
18	-2116.544	-2282.98	166.4357	2.095974	1.441395	1.102464	0.9164489	2.604321	0.1732604	0.2678711	1.300979
24	-2123.774	-2291.143	167.3689	2.767341	0.9176579	0.553073	0.7829298	2.366629	0.2745491	0.146553	1.300979
30	-2116.453	-2284.069	167.6166	1.982039	1.14155	0.6323501	0.5581853	2.181558	0.07049504	0.2863151	1.707759
36	-2112.347	-2279.831	167.4834	1.840765	1.344376	0.5787923	0.6045548	2.18608	0.1541445	0.1382399	1.794257
42	-2105.561	-2270.998	165.4368	3.725795	1.025052	0.7211147	0.8132211	3.529483	0.1956483	0.08202036	1.270518
48	-2113.209	-2279.981	166.7716	2.555035	1.154333	0.8143547	0.4547025	2.974972	0.4435945	0.06574783	1.209071
54	-2116.647	-2285.233	168.5856	2.401083	0.6718918	0.9305314	0.3297269	1.246198	0.5488833	0.1475479	1.470764
60	-2116.003	-2283.798	167.7949	2.401083	1.064128	0.9317552	0.3297269	1.313161	0.5194389	0.1923878	1.707652
66	-2120.739	-2288.203	167.4636	2.449171	1.064128	1.02551	0.3108983	1.313161	0.4580773	0.296633	1.830427
72	-2124.369	-2292.384	168.0149	2.990976	0.9572592	0.958045	0.6372305	1.313161	0.07282588	0.1921802	1.384594
78	-2116.455	-2283.877	167.4223	2.281614	1.009945	1.045981	0.8222537	2.638505	0.08600411	0.1859422	0.9041789
84	-2122.894	-2288.779	165.8843	3.682271	1.07321	1.402426	0.80796	2.687887	0.1453788	0.2388473	0.8849308
90	-2118.489	-2285.123	166.6337	3.334721	1.12124	1.403508	0.6685784	1.972766	0.2910346	0.2116946	1.051892
96	-2111.198	-2278.239	167.0417	2.756772	0.8882892	0.9684976	0.7869798	2.145372	0.4351419	0.242508	1.225994
102	-2120.697	-2286.736	166.0387	3.864839	0.8882892	0.9905988	0.2857843	1.940749	0.6009491	0.9267839	1.307828
108	-2108.805	-2274.597	165.7922	3.573973	1.056738	1.23599	0.361997	1.940749	0.9134066	0.5251173	1.329532
114	-2106.534	-2273.913	167.3789	2.48723	0.9527777	0.9571766	0.2124364	1.940749	0.6586498	0.4700016	1.340654
120	-2111.951	-2278.627	166.6757	2.742281	1.294983	1.048216	0.206785	2.03015	0.7230961	0.4035655	1.340654
126	-2115.108	-2282.714	167.6058	2.129628	0.8732463	0.7096443	0.3577103	2.03015	0.6844448	0.3822673	1.503958
132	-2111.021	-2276.716	165.6947	3.72317	1.072589	1.208057	0.3355716	2.006426	0.6568907	0.5325527	1.503958
138	-2122.805	-2289.892	167.0872	2.303137	0.9488436	1.201227	0.3477589	2.006426	0.4987759	0.5928689	1.365742
144	-2109.602	-2276.276	166.6737	2.649861	1.053338	0.9244258	0.9452041	2.09097	0.4044642	0.3515729	1.343887
150	-2110.231	-2277.379	167.1484	2.728708	0.9526152	1.042805	0.5974408	2.09097	0.2957443	0.2751861	1.329614
156	-2121.268	-2287.722	166.4535	3.15518	1.077853	1.352166	0.5411798	2.09097	0.5064012	0.2751861	1.166279
162	-2138.768	-2303.643	164.8757	3.000731	1.07097	0.9554009	1.202442	0.2844942	0.4924341	3.021034	1.563582
168	-2134.566	-2300.087	165.5206	2.509083	1.111025	1.003755	1.013923	0.22517	0.429059	2.717317	1.736762
174	-2122.479	-2288.002	165.5233	3.018515	0.928482	1.025737	1.038351	0.3358729	0.08711686	2.017935	2.201114
180	-2136.24	-2301.259	165.0186	2.536422	0.9609506	0.6170218	4.187005	0.4292484	1.045373	0.2237488	1.381114
186	-2121.504	-2286.044	164.5399	1.965336	0.9609506	0.7906865	4.263062	0.8153114	1.708356	0.1504522	1.143162
192	-2122.324	-2286.086	163.7619	2.147071	1.115587	0.6401748	4.263062	0.779917	2.19065	0.3545394	1.117163
198	-2123.107	-2288.224	165.1172	1.59735	0.8578139	1.247729	4.263062	0.9338124	0.7671251	0.5556099	0.963506
204	-2118.23	-2284.782	166.5528	2.58108	0.948545	0.9251886	0.4885318	0.1848402	0.1013819	1.563682	2.524162
210	-2126.836	-2290.017	163.1818	2.344021	0.9699762	0.9288594	4.701995	0.4874949	0.6704543	2.039284	1.087017
216	-2122.985	-2286.641	163.6565	2.85339	1.268146	1.255553	4.733796	0.4282762	0.4193644	1.088968	0.8203229
222	-2136.958	-2300.075	163.1167	2.792711	1.044983	1.245553	5.203785	0.4174308	0.7734391	1.088968	0.8218958
228	-2126.477	-2287.168	160.6906	2.370232	1.175539	1.048198	5.181427	2.645438	1.352548	1.088968	0.8563548
234	-2127.153	-2288.484	161.3316	3.19872	1.348691	1.052963	5.181427	2.645438	0.5354028	0.5060439	0.8341452
240	-2119.183	-2282.132	162.9495	3.024794	0.8840673	0.9272657	5.181427	1.385631	0.8662871	0.359817	1.01142
246	-2118.311	-2282.311	164.0002	2.406157	1.152203	0.9272657	4.222194	1.121841	0.5661029	0.4854398	1.464095
252	-2125.128	-2289.509	164.3803	2.307256	1.826589	1.28494	3.371666	0.5219391	0.7949134	0.3441552	1.51735
258	-2109.913	-2272.922	163.0093	2.260682	1.081996	0.988097	4.066169	0.5301113	1.488756	0.4835587	2.120211
264	-2106.001	-2268.273	162.2719	2.829673	1.113389	0.8114412	4.576685	0.4674182	1.732323	0.3574496	2.044394
270	-2110.316	-2273.737	163.4205	2.531337	1.266635	1.19149	4.576685	0.7361927	1.102691	0.1699124	1.399832
276	-2111.544	-2276.035	164.491	2.029558	1.096268	1.226936	3.919168	0.546839	1.373189	0.2977846	1.330745
282	-2125.81	-2293.842	168.0318	2.829637	1.078126	0.7482578	0.1559309	1.27736	0.5696466	0.2107137	1.528186
288	-2124.09	-2292.432	168.3425	1.939384	1.359965	0.7155176	0.2104772	1.620172	0.4439705	0.0470742	1.555314
294	-2122.787	-2290.229	167.4415	1.878089	0.9568186	0.823246	0.4026577	1.651686	0.2312215	0.03999885	2.39031
300	-2122.663	-2286.019	163.3561	2.448422	1.379529	0.8922689	4.772413	1.203519	0.9989758	0.1091876	1.254994
306	-2119.383	-2285.583	166.1997	2.627007	1.207874	0.8994492	2.985731	0.3712223	1.10477	0.0417823	1.042618
312	-2116.93	-2282.705	165.776	3.323359	1.207874	1.132642	2.957856	0.4037349	0.7777466	0.1028336	1.005528
318	-2117.557	-2283.465	165.9082	2.771003	0.9584211	1.132642	2.957856	0.836722	0.7491411	0.1054843	1.093896
324	-2114.672	-2280.406	165.7343	2.693113	0.9034852	1.291869	2.957856	0.836722	0.8669127	0.07196567	1.13236
330	-2117.289	-2282.51	165.2205	4.047787	0.7617439	1.466292	2.709152	0.4997156	0.5711724	0.7234955	0.9532051
336	-2119.85	-2286.152	166.3019	3.203124	0.7822603	1.061689	2.904712	0.1458019	0.5733958	0.8606915	0.7830119
342	-2125.558	-2290.165	164.6073	2.486152	1.205729	0.7404887	4.919165	0.2075052	0.6538652	0.8392993	0.7497255
348	-2123.168	-2288.263	165.0945	2.674296	1.246804	1.038585	3.475889	0.171025	1.155364	0.8498711	0.7497255
354	-2111.553	-2278.933	167.3798	2.91137	1.236655	1.101819	0.0003882198	0.3959421	0.3347361	2.033779	1.153396
360	-2116.842	-2282.666	165.8235	3.552695	1.361882	1.447681	0.0002077309	0.3803233	0.4170346	2.033779	1.618016
366	-2111.589	-2278.133	166.5436	3.000071	1.147057	1.410439	0.0001191006	0.5335612	0.3014535	2.033779	1.514165
372	-2112.419	-2279.439	167.0196	3.350182	1.031329	1.112468	0.0003880848	0.3682176	0.5323518	2.033779	1.225093
378	-2118.95	-2284.819	165.8693	3.279061	0.7737557	1.20906	0.0001697507	0.3682176	0.5461992	3.28097	1.303631
384	-2118.809	-2284.819	166.0098	3.602212	1.310787	1.417503	0.000409865	0.3908946	0.4281087	2.112755	1.440282
390	-2107.32	-2274.778	167.4576	2.619367	1.214317	1.430774	0.001672385	0.3114954	0.3211626	1.789628	1.296443
396	-2120.769	-2287.145	166.3754	3.80593	1.214317	0.9841344	0.007695817	0.2613675	0.3109251	2.630886	1.245951
402	-2121.889	-2289.197	167.3088	2.870833	1.374633	1.00053	0.04298003	0.6286021	0.1924401	2.080753	1.050341
408	-2106.965	-2274.406	167.4417	2.870833	1.092164	1.00053	0.1206482	0.6315332	0.2433954	2.080753	1.062056
414	-2113.412	-2280.637	167.2257	2.870833	1.304456	0.9735298	0.2071791	0.661634	0.2088651	2.080753	1.015624
420	-2111.954	-2278.85	166.8952	3.007105	0.95515	1.225229	0.5340451	0.4902137	0.2088651	2.139283	1.123084
426	-2113.887	-2281.529	167.642	2.135512	0.95515	0.9896235	0.6720296	0.4072096	0.1606601	2.254266	1.147722
432	-2123.322	-2290.089	166.7667	3.577375	0.9784419	0.7462825	0.8319898	0.5086206	0.05776252	1.876862	1.375006
438	-2118.527	-2286.261	167.7343	2.906057	0.8180054	0.9115899	0.3858512	0.5086206	0.06362249	2.145399	1.077779
444	-2114.571	-2280.902	166.3313	3.788632	1.226186	0.9739023	0.3858512	0.7725941	0.09331528	2.04253	1.220564
450	-2129.696	-2296.474	166.778	3.077993	1.294323	0.9739023	0.4914482	0.7294855	0.1385586	2.046551	1.076841
456	-2132.085	-2298.15	166.0651	2.918171	1.082787	1.139703	0.825873	0.6225752	0.09266568	1.99014	1.666313
