Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-1385.984	-1552.004	166.0192	0.6118969	5.171677
6	-1386.763	-1553.185	166.4224	0.6560518	4.923416
12	-1391.389	-1557.042	165.6528	0.716601	5.316356
18	-1383.591	-1549.945	166.3542	0.667324	4.955092
24	-1381.073	-1547.186	166.1132	0.6108903	5.120206
30	-1381.967	-1548.389	166.4213	0.4497616	5.038706
36	-1392.413	-1560.485	168.0717	0.6516368	3.996715
42	-1394.64	-1561.814	167.1739	0.9015976	4.364669
48	-1388.807	-1555.415	166.6076	0.7908147	4.744981
54	-1388.292	-1553.644	165.3523	0.4991578	5.60143
60	-1392.556	-1558.55	165.9932	0.7243554	5.123815
66	-1392.866	-1560.276	167.4097	0.6545293	4.371027
72	-1400.215	-1567.578	167.3634	0.8211774	4.303009
78	-1406.301	-1572.008	165.7071	0.7102813	5.289856
84	-1397.258	-1564.318	167.0605	0.7043685	4.539657
90	-1397.344	-1563.989	166.645	0.7851556	4.72726
96	-1398.609	-1566.136	167.5268	0.6854814	4.287326
102	-1389.583	-1555.527	165.9432	0.5801093	5.231333
108	-1388.511	-1555.02	166.5091	0.9548719	4.708299
114	-1388.82	-1555.847	167.0273	0.6278849	4.601229
120	-1393.42	-1559.304	165.8842	0.7582484	5.165409
126	-1401.909	-1568.281	166.3726	0.7796172	4.882325
132	-1395.572	-1562.712	167.1395	0.5624137	4.575011
138	-1398.501	-1565.107	166.6062	0.6851025	4.804796
144	-1399.035	-1565.978	166.9426	0.6082967	4.659669
150	-1395.521	-1562.948	167.4266	0.6579937	4.35951
156	-1392.807	-1559.346	166.5389	0.7424971	4.810344
162	-1383.512	-1549.471	165.9591	0.5812695	5.221866
168	-1394.816	-1560.166	165.3504	0.8481456	5.410567
174	-1394.141	-1561.14	166.9992	0.6923844	4.580806
180	-1396.52	-1563.4	166.8798	0.6359384	4.679362
186	-1401.281	-1566.566	165.2846	0.6316127	5.565838
192	-1392.053	-1557.675	165.6216	0.5579828	5.420969
198	-1396.766	-1562.502	165.7357	0.5947655	5.337794
204	-1391.5	-1558.247	166.7474	0.8837306	4.614704
210	-1396.732	-1564.268	167.5358	0.7226109	4.261236
216	-1404.402	-1570.218	165.8158	0.6966061	5.237347
222	-1386.218	-1553.386	167.1686	0.8703623	4.385272
228	-1393.445	-1560.784	167.3393	0.7224051	4.372475
234	-1380.464	-1546.839	166.3751	0.5966222	4.982775
240	-1388.11	-1554.55	166.4396	0.6871982	4.896503
246	-1389.893	-1556.738	166.8449	0.768263	4.624749
252	-1387.241	-1553.422	166.1808	0.6655322	5.052421
258	-1387.905	-1554.306	166.4013	1.05427	4.713035
264	-1377.695	-1545.228	167.5335	0.7687307	4.236387
270	-1380.649	-1546.574	165.9252	0.7702097	5.136056
276	-1375.389	-1542.08	166.6911	0.5201504	4.849441
282	-1393.661	-1560.16	166.4993	0.8113846	4.793989
288	-1384.99	-1550.065	165.0744	0.8113846	5.58259
294	-1388.041	-1554.958	166.9177	0.4919427	4.738681
300	-1381.986	-1548.954	166.9674	0.4422426	4.738681
306	-1381.121	-1546.922	165.801	0.7023499	5.242329
312	-1377.051	-1543.193	166.1425	0.6165124	5.100844
318	-1378.309	-1544.94	166.6314	0.8083715	4.721875
324	-1374.082	-1540.215	166.1324	0.5766554	5.128542
330	-1379.1	-1545.633	166.5334	0.7438472	4.81262
336	-1392.691	-1559.753	167.0623	0.6729402	4.556252
342	-1394.817	-1560.808	165.9905	0.8295598	5.067011
348	-1386.648	-1552.707	166.0584	0.7558753	5.070183
354	-1392.582	-1559.381	166.799	0.7494933	4.661011
360	-1388.913	-1555.193	166.2801	0.5842071	5.042452
366	-1395.837	-1561.118	165.2809	0.8058639	5.472073
372	-1384.386	-1551.165	166.7792	0.6226613	4.743062
378	-1385.807	-1551.561	165.7538	0.6927856	5.273697
384	-1395.258	-1561.19	165.9325	0.6947556	5.173809
390	-1395.957	-1562.534	166.5768	0.788466	4.763527
396	-1382.369	-1546.899	164.5295	0.8024175	5.885989
402	-1390.684	-1554.995	164.3111	0.8024175	6.005189
408	-1394.782	-1558.947	164.1651	0.6892005	6.146406
414	-1399.044	-1563.044	163.9999	0.8544345	6.146406
420	-1386.93	-1553.105	166.1751	0.8364655	4.960623
426	-1381.914	-1547.299	165.3852	0.6569641	5.49665
432	-1387.558	-1554.646	167.0888	0.655919	4.550957
438	-1387.031	-1554.716	167.6859	0.8458201	4.106025
444	-1390.191	-1555.633	165.4417	0.9803246	5.287264
450	-1389.068	-1555.587	166.5194	0.8905132	4.738528
456	-1391.328	-1557.736	166.4076	0.6816364	4.917437
462	-1384.749	-1551.599	166.8507	0.4879199	4.778359
468	-1381.759	-1548.39	166.6316	0.7373295	4.761426
474	-1391.168	-1558.033	166.8648	0.8850547	4.548082
480	-1392.449	-1559.154	166.7047	0.6446063	4.772402
486	-1392.11	-1558.736	166.6253	0.6566593	4.809988
492	-1390.602	-1557.404	166.802	0.4800267	4.809988
498	-1384.413	-1550.587	166.1737	0.6575667	5.060779
504	-1378.384	-1544.517	166.1332	0.6980341	5.060779
510	-1384.336	-1551.275	166.9384	0.6418699	4.643202
516	-1387.826	-1554.489	166.6629	0.7299267	4.748098
522	-1388.737	-1553.432	164.6947	0.7453101	5.826889
528	-1385.895	-1553.143	167.2478	0.7453101	4.411169
534	-1387.086	-1553.185	166.0989	0.758418	5.046329
540	-1394.941	-1560.538	165.5972	0.6341406	5.392485
546	-1385.766	-1552.178	166.4121	0.7315065	4.88714
552	-1374.487	-1541.317	166.83	0.5873653	4.73438
558	-1383.346	-1550.342	166.9961	0.7391344	4.556302
564	-1386.592	-1553.038	166.4464	0.8571465	4.797972
570	-1381.141	-1546.224	165.0829	0.6793221	5.650417
576	-1377.568	-1545.134	167.5661	0.5727889	4.328827
582	-1367.11	-1534.565	167.4551	0.9414568	4.182856
588	-1390.457	-1556.213	165.7557	0.6511037	5.295711
594	-1388.724	-1555.138	166.4144	1.023823	4.722723
600	-1391.911	-1556.994	165.083	0.8129349	5.576999
606	-1389.074	-1555.105	166.0308	0.8316555	5.043472
612	-1381.008	-1546.927	165.9189	0.6143375	5.225816
618	-1388.203	-1554.783	166.5793	0.6105878	4.861341
624	-1376.09	-1542.369	166.2798	0.9101078	4.861341
630	-1390.965	-1557.013	166.0473	0.9283101	4.980585
636	-1386.054	-1552.611	166.5573	0.945365	4.686666
642	-1379.958	-1544.795	164.8364	0.7998735	5.719438
648	-1386.273	-1550.654	164.3813	0.6685488	6.039928
654	-1384.335	-1550.858	166.5236	0.8658883	4.749968
660	-1382.88	-1550.489	167.6084	0.8108753	4.169928
666	-1380.466	-1546.764	166.2983	0.689862	4.973654
672	-1393.689	-1560.555	166.8655	0.6897648	4.65719
678	-1400.828	-1567.68	166.8522	0.7031519	4.65719
684	-1399.387	-1564.955	165.568	0.7627687	5.337667
690	-1408.735	-1574.338	165.6027	0.5394171	5.441628
696	-1396.938	-1562.85	165.9124	0.6351347	5.217907
702	-1392.559	-1559.338	166.7794	0.8422285	4.620053
708	-1386.189	-1553.749	167.5592	0.6689352	4.278352
714	-1391.268	-1558.151	166.8832	0.5938415	4.701028
720	-1384.238	-1550.366	166.1276	0.7355522	5.043061
726	-1381.592	-1547.075	165.4824	0.878931	5.320776
732	-1373.708	-1539.558	165.85	0.696586	5.218471
738	-1376.476	-1541.595	165.1194	0.8284109	5.548507
744	-1387.306	-1551.943	164.6369	0.5762508	5.950809
750	-1391.025	-1555.934	164.9089	0.7660548	5.698263
756	-1390.888	-1557.973	167.085	0.6869973	4.535636
762	-1376.334	-1542.257	165.9234	0.6869973	5.183124
768	-1392.815	-1559.882	167.0665	0.6869973	4.545999
