Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-103.5672	-273.7161	170.1489	1.400246	2.309615
6	-109.8214	-279.9429	170.1215	1.400246	2.32709
12	-105.8618	-276.8164	170.9545	1.375279	1.792561
18	-111.6962	-282.516	170.8198	0.4253744	2.501526
24	-102.9541	-272.7924	169.8384	1.625201	2.364031
30	-111.7236	-279.616	167.8924	2.348363	3.113089
36	-111.8434	-279.9928	168.1494	2.091305	3.113089
42	-94.5766	-266.2738	171.6972	0.7614453	1.70231
48	-94.07046	-264.4855	170.4151	2.045607	1.700868
54	-97.34964	-268.016	170.6663	1.623313	1.820317
60	-103.1573	-273.7276	170.5702	1.76611	1.788026
66	-100.626	-272.5774	171.9513	0.3409602	1.818496
72	-96.05513	-267.1463	171.0912	0.9659241	1.978194
78	-110.3541	-280.8081	170.4541	1.137319	2.282615
84	-104.4199	-274.5158	170.0959	1.893028	2.023618
90	-90.32353	-262.0414	171.7179	0.8093007	1.653471
96	-100.9969	-270.401	169.4041	1.602258	2.649688
102	-87.27044	-257.7346	170.4642	1.019436	2.351336
108	-91.0164	-260.812	169.7956	0.8992992	2.840117
114	-96.45436	-268.3172	171.8629	0.5114673	1.761583
120	-110.4651	-281.6778	171.2127	0.8177793	1.995941
126	-108.3688	-279.6253	171.2565	0.3873747	2.248914
132	-106.4899	-278.0132	171.5233	0.3553804	2.096398
138	-103.6342	-273.7275	170.0932	1.086987	2.542012
144	-93.91313	-264.5897	170.6766	1.367919	1.986595
150	-99.81674	-271.2745	171.4578	0.2727606	2.193007
156	-92.31832	-263.0109	170.6926	0.822446	2.331324
162	-97.85729	-269.3687	171.5114	0.8196332	1.791701
168	-91.80464	-261.8045	169.9999	1.064735	2.613727
174	-102.1756	-272.7742	170.5985	2.039896	1.572882
180	-109.7766	-279.9284	170.1518	1.006586	2.55559
186	-107.7457	-278.1638	170.4181	0.7371952	2.557526
192	-109.2349	-278.7995	169.5646	2.133159	2.214189
198	-106.9988	-279.1586	172.1598	0.5881289	1.491565
204	-98.3759	-269.3613	170.9854	0.2492205	2.508108
210	-113.3254	-283.4403	170.115	0.1280166	3.111749
216	-110.6989	-282.1166	171.4177	0.08815769	2.337208
222	-112.0312	-280.8157	168.7846	1.651832	2.996106
228	-108.5789	-279.7511	171.1722	1.033701	1.87775
234	-104.2793	-275.2404	170.9611	0.2679158	2.511574
240	-101.011	-271.8291	170.818	0.6954846	2.332314
246	-114.5356	-284.2259	169.6904	1.351124	2.628017
252	-113.1974	-283.9206	170.7233	1.18773	2.075162
258	-111.6737	-280.0512	168.3775	2.410737	2.783367
264	-110.5117	-279.1471	168.6354	2.268117	2.712882
270	-114.4585	-280.7077	166.2492	2.422458	4.026228
276	-107.8775	-274.2585	166.381	2.422458	3.950859
282	-97.36886	-268.3371	170.9682	1.165641	1.926587
288	-103.2142	-274.3968	171.1826	1.110535	1.817893
294	-89.43975	-260.5734	171.1337	1.159501	1.817893
300	-93.1867	-264.4199	171.2332	0.928426	1.907792
306	-86.21633	-257.6236	171.4073	0.928426	1.788443
312	-94.37091	-265.682	171.3111	0.5051153	2.137317
318	-99.41545	-270.262	170.8466	0.9696073	2.137317
324	-94.79336	-265.8662	171.0728	1.393638	1.696763
330	-106.3624	-278.2109	171.8485	0.4009412	1.847964
336	-106.4385	-277.4273	170.9889	1.018142	2.011597
342	-101.9401	-271.451	169.5109	1.624883	2.569641
348	-96.19092	-267.4481	171.2572	0.8684631	1.932137
354	-91.24741	-262.778	171.5306	0.5950637	1.932137
360	-99.26687	-270.5211	171.2543	0.9252072	1.895707
366	-98.45149	-269.0993	170.6478	1.406285	1.980204
372	-100.3214	-270.3647	170.0433	1.267506	2.460416
378	-107.2743	-279.0088	171.7345	0.374903	1.943095
384	-119.8958	-291.3768	171.481	0.07143074	2.307493
390	-92.35947	-264.0177	171.6582	0.341405	2.016537
396	-100.189	-271.5543	171.3653	0.7072516	1.967842
402	-104.7463	-276.4416	171.6954	0.292829	2.024107
408	-101.0664	-272.9031	171.8367	1.175504	1.284875
414	-105.6569	-276.8626	171.2057	1.420097	1.582093
420	-105.9755	-276.269	170.2935	0.8360841	2.573503
426	-107.2156	-277.9577	170.7421	0.3874286	2.573503
432	-122.0073	-293.3837	171.3764	1.822155	1.125478
438	-107.8313	-278.208	170.3767	1.331808	2.207244
444	-98.5228	-270.2445	171.7217	0.09445124	2.137336
450	-109.2702	-279.4028	170.1326	1.804106	2.058182
456	-110.4809	-281.5126	171.0317	0.9556126	2.024684
462	-108.7257	-278.6496	169.9239	1.659463	2.287722
468	-99.96719	-271.5809	171.6137	0.7268049	1.785109
474	-104.7417	-275.3278	170.5861	1.352459	2.05698
480	-91.88124	-263.5232	171.642	0.4088019	1.982415
486	-94.00143	-265.7039	171.7025	0.1382177	2.121315
492	-87.34911	-258.4677	171.1186	0.3695005	2.348485
498	-90.08981	-261.1656	171.0758	0.6597457	2.189752
504	-98.18685	-268.9764	170.7896	0.9058447	2.215707
510	-95.81183	-266.6748	170.8629	0.8324963	2.215707
516	-95.61792	-265.9232	170.3053	0.8324963	2.568379
522	-101.3406	-273.808	172.4674	0.7138161	1.140972
528	-109.1131	-279.4198	170.3067	1.408399	2.203021
534	-102.6552	-271.3807	168.7255	2.099092	2.76117
540	-104.4941	-273.2511	168.757	2.4335	2.535599
546	-88.13032	-258.9591	170.8288	1.065438	2.086206
552	-92.7823	-264.5563	171.774	0.790545	1.626621
558	-96.46612	-267.2211	170.755	1.305979	1.975614
564	-106.7232	-275.7046	168.9813	1.773507	2.803685
570	-100.5244	-271.0226	170.4983	1.061264	2.302982
576	-93.68229	-265.3059	171.6236	0.5591256	1.893483
582	-87.8171	-259.8543	172.0372	0.6727158	1.520037
588	-90.72866	-260.3155	169.5868	1.616894	2.527378
594	-93.43738	-265.1457	171.7083	0.4394471	1.917217
600	-108.8223	-279.3031	170.4809	0.8903555	2.422398
606	-94.70117	-266.0887	171.3875	0.8650724	1.845812
612	-96.31493	-267.8023	171.4874	0.2716059	2.174569
618	-100.0054	-271.6358	171.6304	0.1230234	2.178187
624	-95.86831	-267.0773	171.209	0.5443851	2.178187
630	-93.86554	-264.916	171.0504	1.322671	1.762442
636	-92.45369	-263.4434	170.9897	0.9539458	2.053602
642	-96.00192	-268.1025	172.1006	0.1697946	1.833607
648	-98.30656	-269.2806	170.9741	1.297723	1.832627
654	-106.7649	-277.4426	170.6777	0.3967986	2.607614
660	-104.9775	-273.8643	168.8867	1.977334	2.737038
666	-94.84181	-265.3362	170.4943	0.3697411	2.737038
672	-90.657	-261.9945	171.3375	0.8418156	1.895826
678	-91.22876	-262.1633	170.9346	0.7493395	2.223153
684	-100.2072	-270.3579	170.1507	1.262532	2.395904
690	-89.02151	-259.6612	170.6397	1.157778	2.149502
696	-96.48007	-267.7577	171.2776	0.7639025	1.988607
702	-96.13313	-266.408	170.2749	0.6849236	2.678346
708	-98.99256	-269.8226	170.8301	1.359691	1.888717
714	-101.3503	-270.3971	169.0468	1.820635	2.735003
720	-91.39788	-263.0654	171.6675	0.8220654	1.680377
726	-92.1395	-263.479	171.3395	1.167744	1.667769
732	-101.4813	-272.9041	171.4228	0.9860678	1.73742
738	-102.5749	-274.8714	172.2965	0.2971033	1.60557
744	-98.20558	-268.9962	170.7906	1.091199	2.094385
750	-90.9953	-261.7253	170.73	0.6494184	2.417231
756	-103.001	-274.0898	171.0888	0.6534112	2.185474
762	-87.90673	-259.5928	171.6861	1.027701	1.517177
768	-99.17137	-271.0036	171.8322	0.4611047	1.817816
774	-99.91066	-270.9337	171.0231	1.225682	1.848445
780	-91.29856	-262.5618	171.2632	0.985504	1.848445
786	-94.86882	-265.8906	171.0218	1.226969	1.848445
792	-113.731	-284.4165	170.6855	1.346126	1.995205
798	-107.3556	-278.0509	170.6953	0.9532458	2.245933
804	-100.706	-272.3468	171.6408	1.323945	1.323389
810	-86.55385	-258.3786	171.8248	0.7053111	1.651426
816	-97.32657	-268.5806	171.254	0.8122415	1.972031
822	-106.7316	-275.6893	168.9577	1.832293	2.782309
828	-105.2568	-276.3856	171.1288	0.8780722	2.011676
834	-96.73528	-268.5491	171.8138	0.9854579	1.452737
840	-87.19224	-258.1425	170.9503	0.8645536	2.138213
846	-91.39912	-262.3301	170.931	0.8838331	2.138213
852	-105.6757	-276.2378	170.5621	0.8669127	2.38594
858	-106.0643	-274.9225	168.8583	1.80369	2.860074
864	-105.1676	-276.7419	171.5743	0.4811336	1.979262
870	-104.0294	-272.6039	168.5745	0.5843821	3.746645
876	-98.64867	-267.8537	169.205	1.849267	2.620098
882	-95.35914	-264.539	169.1799	1.547551	2.820373
888	-83.53987	-255.2664	171.7265	0.6750928	1.742493
894	-91.66859	-263.1056	171.437	0.9646545	1.742493
900	-92.10856	-263.7148	171.6062	1.342239	1.336382
906	-102.3014	-271.1619	168.8604	1.910682	2.793772
912	-128.2782	-298.6256	170.3474	0.6255157	2.670275
918	-120.3763	-289.9592	169.5829	1.792054	2.420076
924	-115.1093	-286.8324	171.7231	0.7668287	1.680131
930	-102.8258	-274.2714	171.4456	1.249348	1.53121
936	-97.26999	-268.3993	171.1293	0.1736864	2.465313
942	-91.2027	-262.7185	171.5158	0.4638793	2.029754
948	-88.50533	-259.3656	170.8603	1.11939	2.029754
954	-104.4936	-274.897	170.4034	0.6561687	2.616817
960	-92.22103	-263.8214	171.6004	0.6380044	1.855511
966	-89.53986	-261.3872	171.8474	0.3910674	1.855511
972	-98.99482	-269.172	170.1772	0.2776798	2.985028
978	-102.2589	-274.4678	172.2089	0.2272359	1.718197
984	-96.20681	-268.2119	172.0051	0.4495769	1.705141
990	-104.5963	-276.0272	171.4309	0.5810831	2.008311
996	-116.5987	-287.7523	171.1536	0.8583691	2.008311
1002	-96.71959	-268.7021	171.9825	0.5965207	1.616125
1008	-101.1519	-273.6674	172.5155	0.464936	1.310731
1014	-94.64543	-266.1054	171.4599	1.206671	1.552154
1020	-102.7003	-274.0146	171.3143	1.221766	1.647156
1026	-110.6131	-282.8894	172.2764	0.6703516	1.337771
1032	-113.5649	-282.7206	169.1558	1.811879	2.673504
1038	-100.9653	-272.9598	171.9945	1.074345	1.237962
1044	-101.2935	-271.2075	169.914	1.005455	2.703115
1050	-111.199	-280.7876	169.5886	2.060468	2.245595
1056	-109.1791	-280.7956	171.6165	0.8711537	1.68174
1062	-101.9086	-271.7136	169.8049	1.300752	2.588298
1068	-113.2249	-283.1912	169.9663	1.107566	2.608016
1074	-108.0798	-279.3776	171.2978	0.7666358	1.973285
1080	-111.4543	-282.6041	171.1499	0.5779505	2.194777
1086	-109.83	-281.4391	171.609	0.4473443	1.978672
1092	-86.86154	-258.3283	171.4668	0.3675778	2.125469
1098	-89.51197	-261.0363	171.5244	0.6010673	1.932282
1104	-89.57102	-259.8049	170.2339	1.691235	2.065845
1110	-102.1712	-273.6825	171.5113	0.4138553	2.065845
1116	-104.0887	-275.3806	171.2919	0.6332043	2.065845
1122	-97.84879	-269.2764	171.4276	0.6393647	1.971571
1128	-97.0937	-268.1165	171.0228	1.336203	1.772303
1134	-93.50221	-263.706	170.2038	1.888063	1.954857
1140	-87.33197	-259.0343	171.7023	1.05188	1.486892
1146	-93.56251	-264.6461	171.0835	1.11114	1.885357
1152	-99.55203	-270.1224	170.5703	1.683059	1.845246
1158	-93.3257	-264.2176	170.8919	1.540962	1.720502
1164	-100.4955	-272.5783	172.0828	0.232081	1.80287
1170	-101.3575	-272.9223	171.5648	0.5097959	1.96649
1176	-102.6802	-273.5581	170.8779	0.05831142	2.692857
1182	-94.26913	-266.4989	172.2298	0.3533327	1.613178
1188	-93.41769	-265.154	171.7363	0.1168658	2.11312
1194	-92.70439	-264.1435	171.4391	0.6098902	1.983575
1200	-85.12097	-256.2084	171.0875	1.10919	1.884022
1206	-81.24753	-253.0617	171.8141	1.10919	1.356402
1212	-87.37657	-258.8967	171.5202	0.8006488	1.798784
1218	-88.84307	-259.7307	170.8876	1.804222	1.533481
1224	-92.08808	-262.335	170.2469	1.751071	2.017631
1230	-93.60684	-264.0657	170.4589	1.65852	1.937687
1236	-92.43848	-263.3365	170.898	1.240425	1.923498
1242	-86.34864	-256.2979	169.9493	2.189137	1.923498
1248	-90.80893	-261.2417	170.4327	1.705706	1.923498
1254	-98.7257	-269.5931	170.8674	1.175518	1.987651
