Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-709.036	-880.8419	171.8059	1.2114	1.347114
6	-734.5584	-906.4325	171.874	1.122801	1.362579
12	-730.4852	-902.0875	171.6023	1.268611	1.461692
18	-728.4052	-900.2044	171.7992	1.201773	1.359967
24	-722.8198	-894.3325	171.5127	1.301786	1.504905
30	-726.8275	-898.3223	171.4947	1.007805	1.728532
36	-725.4424	-897.5582	172.1158	1.103524	1.178903
42	-730.3016	-901.9286	171.627	1.123125	1.550584
48	-725.9595	-897.4134	171.4539	1.194808	1.625098
54	-715.5115	-887.4028	171.8913	1.10773	1.36074
60	-725.7837	-897.2542	171.4705	1.488734	1.400954
66	-737.7857	-909.4024	171.6166	1.335278	1.400954
72	-723.0695	-894.6277	171.5582	1.045538	1.65671
78	-718.4819	-890.5665	172.0847	0.913304	1.361363
84	-722.8828	-894.228	171.3452	1.18243	1.711413
90	-717.8969	-889.5962	171.6993	1.123546	1.496437
96	-721.925	-893.7824	171.8574	1.178213	1.332111
102	-725.9344	-898.1348	172.2004	0.9120006	1.269001
108	-725.4161	-897.4514	172.0353	1.151301	1.207323
114	-723.9311	-895.1437	171.2126	1.544157	1.556764
120	-728.5809	-900.2827	171.7018	1.4864	1.215335
126	-725.0604	-896.6418	171.5814	1.30201	1.452883
132	-740.903	-911.9738	171.0707	1.624151	1.606554
138	-728.493	-899.64	171.1471	1.176271	1.853372
144	-712.9705	-884.5659	171.5954	1.176271	1.534952
150	-718.3857	-890.3721	171.9864	0.9772988	1.388424
156	-718.2628	-889.9335	171.6707	1.131015	1.512259
162	-727.5519	-899.0713	171.5194	1.261751	1.529026
168	-714.0359	-885.7916	171.7557	0.9963385	1.548962
174	-723.269	-894.8304	171.5614	1.144355	1.583208
180	-718.9066	-890.5668	171.6602	1.607819	1.153789
186	-719.1777	-890.458	171.2803	1.018383	1.869748
192	-722.8228	-894.3955	171.5726	1.067881	1.630332
198	-732.6936	-903.8769	171.1833	1.549351	1.57474
204	-723.8205	-895.5658	171.7454	1.372032	1.269724
210	-720.489	-892.1483	171.6593	1.1103	1.536073
216	-716.9087	-888.4826	171.5739	1.28058	1.474402
222	-719.3784	-890.6528	171.2744	1.474443	1.559254
228	-721.36	-893.3335	171.9735	1.02403	1.361836
234	-718.6557	-890.3755	171.7198	1.297706	1.34846
240	-713.6908	-884.9171	171.2262	1.83144	1.34846
246	-727.2655	-898.6593	171.3938	1.408173	1.517326
252	-725.6099	-897.2226	171.6127	0.9927917	1.655479
258	-717.687	-889.3454	171.6584	1.340559	1.364284
264	-731.7964	-903.953	172.1566	0.9175631	1.300387
270	-729.3006	-901.0139	171.7132	1.147532	1.467952
276	-727.7332	-899.2675	171.5343	1.540822	1.311866
282	-717.7293	-889.1808	171.4515	1.357948	1.510135
288	-720.7934	-892.2398	171.4464	1.363224	1.510135
294	-721.6472	-893.5019	171.8548	1.247412	1.279118
300	-725.4147	-897.0299	171.6152	0.9287787	1.69926
306	-718.2954	-890.1636	171.8682	1.147854	1.347506
312	-721.8182	-893.0773	171.259	1.481823	1.565423
318	-725.4859	-896.8282	171.3423	1.108434	1.76497
324	-727.9872	-900.0434	172.0562	1.075931	1.252849
330	-732.8668	-903.9934	171.1266	1.193551	1.855724
336	-730.4825	-902.2448	171.7622	1.233286	1.364683
342	-729.9039	-901.628	171.7242	1.233943	1.394046
348	-734.0342	-905.9032	171.869	1.092256	1.390364
354	-736.805	-908.196	171.391	1.112006	1.728373
360	-721.7571	-893.5216	171.7646	1.136494	1.437161
366	-722.8173	-894.1781	171.3609	1.41319	1.538219
372	-738.3472	-909.6679	171.3208	1.367052	1.600035
378	-729.9355	-901.296	171.3606	1.455888	1.508305
384	-717.8557	-889.9404	172.0847	1.122851	1.189135
390	-724.9058	-896.3151	171.4093	1.370676	1.532426
396	-730.4835	-902.0095	171.5261	1.625758	1.254472
402	-729.1063	-900.9779	171.8715	1.000416	1.4591
408	-722.7934	-894.0746	171.2811	1.602449	1.465287
414	-731.2047	-902.9837	171.779	1.250492	1.338033
420	-727.1063	-898.644	171.5377	1.079636	1.647011
426	-719.9803	-891.5394	171.5591	1.358563	1.428117
432	-724.2318	-895.3187	171.0869	1.401146	1.743589
438	-727.2753	-898.7517	171.4764	1.459627	1.417649
444	-725.5267	-896.7923	171.2656	1.623381	1.462528
450	-741.1804	-912.5194	171.339	1.33921	1.606276
456	-714.2447	-885.8753	171.6306	1.066014	1.589643
462	-719.1922	-890.9072	171.715	1.320913	1.334337
468	-717.0655	-888.9406	171.8751	1.096688	1.38215
474	-723.5168	-894.9108	171.394	1.227609	1.644997
480	-725.1614	-896.5251	171.3637	1.09919	1.756453
486	-716.0539	-887.5538	171.4998	1.113943	1.649681
492	-729.687	-901.2349	171.5479	1.190882	1.559418
498	-718.8764	-890.5757	171.6993	0.9826141	1.600345
504	-734.9545	-906.4173	171.4627	1.417726	1.45853
510	-724.1707	-895.6334	171.4627	1.417726	1.45853
516	-720.0122	-891.6742	171.662	1.049564	1.578679
522	-712.3824	-884.0229	171.6405	1.211929	1.474893
528	-733.0931	-904.2269	171.1339	1.236517	1.821713
534	-724.2793	-895.8183	171.539	1.421536	1.397068
540	-721.4911	-892.9878	171.4967	1.099746	1.66203
546	-727.4652	-898.8076	171.3424	1.242566	1.671455
552	-718.1319	-889.7256	171.5937	1.185144	1.529743
