Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-1496.374	-1661.548	165.1747	2.872124	0.9714149	0.9239335	1.338184	2.580482
6	-1492.349	-1656.745	164.3958	2.872124	1.47649	0.8492722	0.9893702	3.011488
12	-1483.083	-1647.75	164.6667	2.872124	0.8734016	1.076801	0.9891732	3.067923
18	-1478.462	-1643.334	164.8727	2.872124	1.340972	1.076801	1.113562	2.585977
24	-1492.476	-1660.365	167.8892	2.370813	0.8332285	1.089593	1.027473	1.254516
30	-1480.511	-1647.701	167.1902	2.370813	1.014838	1.354928	0.9996823	1.480047
36	-1475.933	-1643.596	167.6635	2.370813	0.8554991	0.9304875	1.444778	1.20855
42	-1482.63	-1650.01	167.3801	2.370813	0.8799337	0.9577982	1.711542	1.178586
48	-1474.849	-1642.157	167.3079	2.370813	1.120024	0.9577982	1.224418	1.437966
54	-1479.807	-1647.408	167.6019	2.131378	1.062084	1.217999	1.140848	1.302397
60	-1494.201	-1662.71	168.5089	2.131378	0.6792919	1.217999	0.9055698	1.04194
66	-1489.913	-1657.894	167.9805	2.139593	1.060636	0.9654958	1.335963	1.011208
72	-1479.498	-1647.746	168.2479	1.959144	1.038297	0.8482365	1.012656	1.339334
78	-1471.67	-1641.858	170.1878	0.1276225	1.164977	0.6507661	1.012656	1.30056
84	-1474.838	-1644.183	169.3454	0.6077861	1.169324	1.129145	0.869886	1.328447
90	-1466.098	-1636.108	170.0094	0.4885638	1.112549	0.7923741	0.8786021	1.193523
96	-1466.599	-1636.449	169.8504	0.3514341	0.9715882	1.068581	1.104178	1.13852
102	-1474.347	-1644.272	169.9254	0.3360148	1.055337	1.069958	1.007399	1.09511
108	-1468.173	-1638.033	169.8603	0.1636081	1.064496	1.017061	1.288715	1.095047
114	-1466.001	-1636.22	170.2183	0.06600911	0.9614504	0.8895555	1.408709	0.9477415
120	-1473.769	-1643.126	169.3567	0.06199955	1.715737	1.031261	1.408709	0.9477415
126	-1468.987	-1638.983	169.9959	0.2924189	0.7957594	1.043489	1.293149	1.068528
132	-1469.791	-1640.178	170.3871	0.07066909	0.9371701	0.8646415	1.126255	1.102151
138	-1474.94	-1644.812	169.8726	0.5047056	0.9825278	0.9605602	1.090601	1.079393
144	-1485.866	-1654.417	168.5508	1.057046	1.552953	1.248886	0.9151972	1.172913
150	-1479.485	-1649.354	169.8686	0.2152963	1.102563	1.008558	0.9337927	1.321893
156	-1485.46	-1655.737	170.2772	0.2203943	1.047968	0.8864785	0.980473	1.077787
162	-1479.336	-1649.248	169.912	0.2918967	1.297524	0.8995321	1.073174	1.02202
168	-1472.268	-1641.865	169.5976	0.7135307	1.047207	0.7739135	1.165153	1.179012
174	-1465.137	-1635.076	169.9394	0.1427749	0.9117937	1.110206	1.236116	1.143707
180	-1486.138	-1651.695	165.557	2.630125	1.393446	0.9227224	1.193982	2.322675
186	-1486.116	-1652.687	166.5707	2.686515	0.7207245	1.129919	1.083708	1.993282
192	-1478.652	-1644.959	166.3067	2.686515	0.7933301	0.9507699	1.391892	2.036827
198	-1469.22	-1635.008	165.788	2.686515	1.509102	0.8596989	1.300178	2.036827
204	-1468.409	-1634.944	166.5351	2.686515	1.356015	0.6727747	0.894676	2.024693
210	-1486.329	-1652.087	165.7571	2.686515	1.551622	0.6282691	1.222087	2.223979
216	-1478.635	-1645.02	166.3849	2.686515	1.408948	0.7086963	1.118771	1.9193
222	-1477.166	-1642.594	165.4285	2.686515	1.723734	0.9835824	1.21913	2.116285
228	-1474.738	-1640.548	165.8099	2.686515	1.845103	0.7260109	1.203018	1.97051
234	-1469.315	-1635.103	165.788	2.686515	1.244087	0.9119459	1.17368	2.251181
240	-1476.576	-1642.557	165.9809	2.686515	1.413228	0.980871	0.9999738	2.087755
246	-1484.251	-1648.852	164.6018	2.686515	1.284037	1.116453	0.8866672	3.011752
252	-1468.728	-1637.678	168.9495	1.111927	1.130888	1.287182	1.125692	0.8841441
258	-1476.592	-1646.03	169.4389	0.689688	1.130888	1.02407	1.125692	1.081384
264	-1476.843	-1642.553	165.7104	2.686515	1.048243	0.8297438	1.202076	2.457245
270	-1470.566	-1636.576	166.0094	2.686515	0.9758499	0.9159058	1.304949	2.192945
276	-1485.355	-1651.488	166.1326	2.686515	0.9494108	1.118474	1.475243	1.881791
282	-1480.142	-1645.975	165.8332	2.686515	1.210852	0.8220699	1.646501	1.991612
288	-1485.365	-1651.706	166.341	2.686515	0.8254895	1.12306	1.666214	1.686448
294	-1477.67	-1647.245	169.5744	0.2359941	1.069476	0.9392552	1.669414	1.004893
300	-1475.562	-1644.929	169.3673	0.1359146	1.310809	0.9899091	1.903563	0.7525765
306	-1471.715	-1639.609	167.8943	1.978877	1.411842	0.9899091	1.177407	1.047453
312	-1468.308	-1637.958	169.6504	0.2350769	1.238624	1.000089	1.327462	1.042613
318	-1468.97	-1638.494	169.524	0.366374	1.222377	1.062842	1.204289	1.109378
324	-1481.043	-1650.544	169.5012	0.1334113	1.222377	1.208144	0.8944477	1.456107
330	-1479.688	-1649.394	169.7056	0.07249019	1.222377	1.332002	0.8942836	1.246202
336	-1481.317	-1651.408	170.0908	0.1643226	1.023688	0.777007	1.092297	1.304207
342	-1484.403	-1654.187	169.784	0.1547866	1.275124	1.049392	1.0267	1.189914
348	-1474.973	-1644.761	169.7879	0.02923296	1.203578	1.350153	1.174182	0.9532421
354	-1465.772	-1635.275	169.5033	0.1578867	1.368215	1.110908	1.404499	0.9532421
360	-1485.062	-1654.879	169.8167	0.1445395	0.9573436	1.34133	1.184088	1.052586
366	-1492.561	-1662.824	170.2638	0.2103511	0.9212985	0.8036197	1.28054	1.01199
372	-1481.246	-1651.792	170.5455	0.1057846	0.7282092	0.8280844	1.092818	1.173498
378	-1461.177	-1631.051	169.8744	0.1535836	1.154846	1.057384	1.068854	1.171677
384	-1471.488	-1641.252	169.7641	0.07830269	1.048807	1.269799	1.220923	1.108459
390	-1476.199	-1646.365	170.1661	0.07234697	1.048807	1.070736	1.074845	1.058927
396	-1478.162	-1647.859	169.6974	0.5281255	1.094034	1.059533	1.191666	0.9193948
402	-1468.496	-1638.501	170.005	0.04718668	1.394482	0.7711245	1.09814	1.168605
408	-1471.775	-1641.773	169.9976	0.09422813	1.094107	0.9753229	1.06659	1.240664
414	-1483.675	-1653.861	170.1863	0.04811015	0.8660467	0.9999431	1.166429	1.207171
420	-1474.818	-1645.103	170.2853	0.06344309	0.8660467	0.9258427	1.039665	1.279526
426	-1468.471	-1637.786	169.3147	0.4608245	1.113231	1.313853	1.26295	1.031242
432	-1465.951	-1634.631	168.6803	1.232306	1.889987	0.6619068	1.136081	0.9304553
