Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-1419.202	-1582.661	163.4583	0.4598788	0.930103	1.7081	0.906575	0.396597	0.603403	0.275946	0.724054	4.384317
6	-1420.656	-1583.706	163.05	0.4130182	0.9898333	1.580631	0.8523466	0.645745	0.354255	0.454366	0.545634	4.654418
12	-1430.693	-1593.479	162.7852	0.4131398	1.110717	1.637137	0.9007591	0.481251	0.518749	0.454366	0.545634	4.654418
18	-1432.224	-1595.294	163.0697	0.2195341	0.9277434	1.460649	0.9507189	0.481251	0.518749	0.493237	0.506763	4.767195
24	-1422.721	-1585.804	163.0822	0.1890691	1.148853	1.399413	0.9049107	0.456376	0.543624	0.291334	0.708666	4.767195
30	-1439.072	-1602.308	163.2361	0.2329301	1.113658	1.620154	0.8876025	0.314761	0.685239	0.304629	0.695371	4.602186
36	-1423.46	-1586.45	162.9906	0.3948822	1.221097	1.999701	0.8876025	0.555389	0.444611	0.326418	0.673582	4.352787
42	-1425.226	-1588.548	163.3213	0.4804927	1.16007	1.329244	0.971752	0.514433	0.485567	0.390659	0.609341	4.421751
48	-1418.751	-1581.968	163.217	0.4602152	1.321198	1.230665	0.964442	0.652589	0.347411	0.325044	0.674956	4.511495
54	-1421.45	-1584.661	163.2113	0.1393007	1.041656	1.135632	1.04875	0.587565	0.412435	0.349066	0.650934	4.825639
60	-1418.036	-1581.36	163.3242	0.3258561	1.041656	1.359487	1.029363	0.587565	0.412435	0.422746	0.577254	4.526255
66	-1407.779	-1572.401	164.6223	0.351845	1.041656	1.428412	1.070521	0.472642	0.527358	0.409826	0.590174	3.705881
72	-1405.21	-1568.431	163.221	0.1440955	1.084534	1.213393	0.8908309	0.449873	0.550127	0.336047	0.663953	4.838078
78	-1419.179	-1581.845	162.6666	0.1170649	1.470532	1.415551	0.842555	0.462737	0.537263	0.480594	0.519406	4.838078
84	-1416.211	-1578.5	162.2888	0.5798447	1.111222	1.550445	1.00063	0.420518	0.579482	0.424216	0.575784	4.838078
90	-1433.524	-1597.785	164.2608	0.0863472	1.131532	1.207666	1.017827	0.526457	0.473543	0.283217	0.716783	4.216002
96	-1425.213	-1588.741	163.5277	0.393084	1.043722	1.34697	1.035354	0.468074	0.531926	0.424619	0.575381	4.36802
102	-1435.451	-1599.424	163.9729	0.1863166	0.8709385	1.370696	1.085393	0.415503	0.584497	0.341958	0.658042	4.319773
108	-1427.676	-1591.452	163.7768	0.3214389	0.7991853	1.537271	1.090739	0.373487	0.626513	0.324843	0.675157	4.319773
114	-1433.857	-1597.282	163.4251	0.2687176	1.186479	1.648185	1.104	0.555503	0.444497	0.330851	0.669149	4.247816
120	-1415.382	-1579.1	163.7181	0.4796034	1.285575	1.281944	1.073221	0.418959	0.581041	0.407685	0.592315	4.099423
