Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-671.3534	-839.8199	168.4666	0.3836071	1.230073	1.550924	0.8915864	0.560957	0.439043	0.63541	0.36459	1.123351
6	-673.3195	-841.4731	168.1535	0.674514	0.9335074	1.451788	1.092858	0.531755	0.468245	0.62113	0.37887	1.290322
12	-677.6754	-845.2279	167.5525	0.3699884	1.937439	1.451788	1.54254	0.595918	0.404082	0.641117	0.358883	0.8507707
18	-681.5928	-850.1778	168.5851	0.5042237	1.259664	0.9468142	1.48585	0.562596	0.437404	0.640056	0.359944	0.8463312
24	-683.2015	-851.2396	168.0381	0.2785911	1.375093	1.199563	1.412382	0.611152	0.388848	0.569175	0.430825	1.292491
30	-679.7036	-848.1368	168.4332	0.08570847	1.968467	0.7417454	1.236571	0.679048	0.320952	0.448546	0.551454	1.232706
36	-677.9228	-845.6693	167.7465	0.2037036	2.436963	1.000427	1.313816	0.679048	0.320952	0.448546	0.551454	1.106931
42	-689.068	-856.0263	166.9583	0.797234	1.365828	2.393709	1.181512	0.577996	0.422004	0.633289	0.366711	1.084867
48	-677.1569	-846.0184	168.8616	0.1482626	0.8837501	0.9950304	1.622589	0.585123	0.414877	0.564222	0.435778	1.097326
54	-670.6678	-837.9792	167.3114	0.223899	1.94416	1.750719	1.475905	0.641868	0.358132	0.628735	0.371265	1.051329
60	-674.244	-841.0921	166.8482	1.513192	1.325192	1.891945	1.24498	0.57549	0.42451	0.621475	0.378525	0.8515189
66	-667.1547	-834.6992	167.5446	0.1675262	1.75692	2.229163	1.236099	0.5757	0.4243	0.738708	0.261292	0.9355306
72	-680.2466	-848.0728	167.8261	0.7143929	1.75692	1.000897	1.358998	0.516149	0.483851	0.522119	0.477881	0.9684701
78	-687.4705	-854.7426	167.2721	0.4584748	2.359721	1.167047	1.35766	0.568065	0.431935	0.580352	0.419648	1.123832
84	-693.1407	-861.7147	168.574	0.1362976	2.011188	0.7723904	1.35766	0.654695	0.345305	0.521763	0.478237	0.841559
90	-681.7003	-850.2159	168.5157	0.04645431	1.191751	1.189025	1.558565	0.474858	0.525142	0.546653	0.453347	1.092243
96	-685.8706	-854.9686	169.098	0.2537692	0.6188685	1.296211	1.161491	0.541723	0.458277	0.546653	0.453347	1.146663
102	-690.6832	-857.2954	166.6122	0.1325233	2.054248	2.623689	1.380745	0.541723	0.458277	0.601293	0.398707	1.077507
108	-679.9883	-847.6389	167.6506	0.6774799	1.218766	1.942194	1.256583	0.502923	0.497077	0.733334	0.266666	1.02648
114	-689.5861	-858.0459	168.4598	0.7815092	1.193347	1.28067	0.7830728	0.535279	0.464721	0.683789	0.316211	1.159109
120	-691.038	-855.82	164.7819	2.303497	2.26923	1.604126	1.269138	0.50045	0.49955	0.683789	0.316211	1.480648
126	-692.2089	-858.2795	166.0706	2.303497	0.8120686	1.452396	1.507875	0.621856	0.378144	0.7209	0.2791	1.497445
132	-668.619	-835.4397	166.8207	2.303497	0.7889882	1.076285	1.178776	0.483694	0.516306	0.596112	0.403888	1.38111
138	-677.9898	-846.5338	168.5439	0.7088085	1.107534	1.076285	0.9527189	0.56803	0.43197	0.544863	0.455137	1.197365
144	-678.4697	-846.7273	168.2576	0.1441453	1.240679	1.363804	1.180958	0.572985	0.427015	0.629602	0.370398	1.393944
