Iteration	Posterior	Likelihood	Prior	acrv_sd	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	tree_length
0	-709.9064	-874.9008	164.9943	0.08514068	0.00588166	0.00657377	0.0273238	0.112136	0.00863124	0.0560087	0.0118607	0.0456357	0.1354	0.0563108	0.0270615	0.0383914	0.0771893	0.146856	0.00805563	0.00112181	0.00182552	0.0412257	0.0575001	0.079764	0.0879725	0.0751695	0.004116	0.0844932	0.00624777	0.164541	0.0452315	0.066737	0.0220757	0.168911	0.0286474	0.0960024	0.0963405	0.0695897	0.00787016	0.0349868	0.0425653	0.0067757	0.0239538	0.178471	0.0378421	0.0374739	0.0358859	0.109784	0.0527505	0.0488266	0.0170117	0.0563942	0.116474	0.00477577	0.0459018	0.0517116	0.0587408	0.00273604	0.230786	0.110128	0.00916226	0.307219	0.0623111	0.066568	0.164406	0.0228615	0.0157383	0.224185	0.0416837	0.0113592	0.0179233	0.0949192	0.0157546	0.094074	0.0482673	0.0239915	0.0907252	0.0582156	0.00344115	0.124575	0.0123792	0.149328	0.0122619	0.0133629	0.216482	0.0901665	0.0183939	0.00659782	0.0614615	0.0146421	0.0519587	0.293114	0.0283736	0.0941043	0.0251328	0.0402274	0.001264	0.00622195	0.0830049	0.0104615	0.0247702	0.000976409	0.00109131	0.004536	0.0186156	0.00143287	0.00929796	0.00196898	0.00757594	0.0224776	0.00934811	0.00449245	0.00637332	0.0128141	0.0243794	0.00133731	0.00018623	0.000303054	0.00684384	0.00954554	0.0132416	0.0146042	0.0124788	0.000683294	0.0140266	0.00103719	0.0273153	0.00750884	0.011079	0.00366478	0.0280408	0.00475573	0.0159373	0.0159934	0.0115525	0.00130652	0.00580812	0.00706623	0.00112483	0.00397655	0.0296279	0.00628214	0.00622101	0.00595738	0.0182252	0.00875706	0.00810566	0.0028241	0.00936196	0.0193358	0.000792821	0.00762012	0.0085846	0.0097515	0.000454207	0.0383126	0.0182823	0.00152102	0.0510011	0.0103442	0.0110509	0.0272929	0.00379521	0.0026127	0.0372167	0.00691987	0.00188573	0.00297543	0.0157574	0.0026154	0.0156171	0.00801281	0.00398281	0.0150612	0.00966432	0.000571262	0.0206806	0.00205507	0.0247899	0.0020356	0.00221836	0.035938	0.0149685	0.00305356	0.0010953	0.0102032	0.00243072	0.00862561	0.0486596	0.00471028	0.0156222	0.00417227	0.00667812	0.000209836	0.0010329	0.0137796	0.00173671	0.00411208	0.903422	0.969714	1.02378	1.09891	6.023765
36	-689.057	-855.3924	166.3354	0.01530537	0.00423613	0.00570564	0.0851198	0.117132	0.0320179	0.0458448	0.00892609	0.0520319	0.0680241	0.113101	0.00891288	0.0941929	0.0238247	0.122026	0.028359	0.00122909	0.000750184	0.0102004	0.0326674	0.0484937	0.068348	0.0293245	0.00335427	0.0907279	0.0300989	0.125218	0.100743	0.0420774	0.0156102	0.0868188	0.0104691	0.139264	0.0340822	0.0645564	0.0143363	0.0203503	0.190002	0.0158501	0.0166199	0.125624	0.0398662	0.059192	0.0077876	0.175344	0.0186226	0.0641484	0.0124382	0.0323794	0.0480884	0.0106176	0.115075	0.0572183	0.0301191	0.00147524	0.0965254	0.0331265	0.0182572	0.0506074	0.0500026	0.179218	0.253249	0.120154	0.0415982	0.02178	0.01517	0.0270344	0.172637	0.0589076	0.018865	0.147045	0.0604238	0.00181257	0.112246	0.00626244	0.054858	0.0170711	0.000509808	0.00319594	0.0108964	0.0578916	0.147285	0.0147496	0.0942116	0.00282376	0.0476938	0.0385961	0.0201576	0.149412	0.180298	0.0363675	0.0553609	0.00772734	0.00446114	0.0415779	0.0334788	0.0240621	0.000398275	0.000795271	0.00107115	0.01598	0.0219898	0.0060109	0.00860668	0.00167574	0.00976822	0.0127705	0.021233	0.00167326	0.0176833	0.00447274	0.0229086	0.00532398	0.000230743	0.000140836	0.00191498	0.00613283	0.00910399	0.0128313	0.00550524	0.000629714	0.0170328	0.00565062	0.0235079	0.0189129	0.00789941	0.00293058	0.0162989	0.00196543	0.0261447	0.00639844	0.0121195	0.00269143	0.00382047	0.0356701	0.00297562	0.00312015	0.0235841	0.00748429	0.0111124	0.00146201	0.0329183	0.00349613	0.0120429	0.00233508	0.00607877	0.00902788	0.00199329	0.0216036	0.0107419	0.00565441	0.000276955	0.0181212	0.00621902	0.00342753	0.00950079	0.00938725	0.0336455	0.0475437	0.0225571	0.00780945	0.00408887	0.00284795	0.00507532	0.03241	0.011059	0.00354162	0.0276056	0.0113437	0.000340283	0.0210724	0.00117568	0.0102988	0.00320485	9.57089e-05	0.000599991	0.00204563	0.0108683	0.0276506	0.00276903	0.0176868	0.000530119	0.00895381	0.00724586	0.0037843	0.02805	0.0338483	0.00682746	0.0103932	0.00145069	0.000837514	0.00780564	0.00628515	0.00451731	7.47702e-05	0.982432	0.995018	1.00477	1.01764	5.326648
72	-695.8796	-863.0696	167.19	0.1068342	0.0163143	0.00613677	0.0712998	0.120025	0.0427326	0.0918022	0.00471142	0.020386	0.087875	0.138476	0.020429	0.0299746	0.0140533	0.0709729	0.0203516	0.018262	0.0106267	0.00665397	0.0211575	0.0700572	0.0376509	0.0156807	0.00980776	0.00683795	0.0520339	0.146713	0.0797718	0.0620965	0.00450319	0.0982849	0.0177059	0.0674839	0.00738083	0.0736432	0.0347622	0.0401546	0.0902305	0.087967	0.013754	0.10227	0.122815	0.0379249	0.03313	0.0802098	0.0293073	0.0230594	0.01688	0.0197678	0.10514	0.0348933	0.0604006	0.00539008	0.102231	0.10521	0.102291	0.0713492	0.0763828	0.0796331	0.0867068	0.0457066	0.110971	0.184488	0.186205	0.0299758	0.0247913	0.0029398	0.0461804	0.0478787	0.00143134	0.0809964	0.0271699	0.0531254	0.106776	0.00155026	0.0452479	0.0435288	0.000888819	0.0137877	0.0271108	0.0223261	0.127604	0.0129342	0.05553	0.0072274	0.0282463	0.0109508	0.0338232	0.0642911	0.0296053	0.0475073	0.0238649	0.0195194	0.00338993	0.0890923	0.00544529	0.0012772	0.0145666	0.0033976	0.00127804	0.0148489	0.0249963	0.00889947	0.0191187	0.000981198	0.00424558	0.0183008	0.0288388	0.00425454	0.00624249	0.00292673	0.0147808	0.00423841	0.00380324	0.0022131	0.00138575	0.00440624	0.0145901	0.00784115	0.00326566	0.00204256	0.00142407	0.0108366	0.0305544	0.0166132	0.0129322	0.000937831	0.0204688	0.00368742	0.0140542	0.00153713	0.0153369	0.00723956	0.00836256	0.0187913	0.01832	0.00286439	0.0212987	0.0255775	0.00789822	0.00689964	0.0167045	0.00610352	0.00480233	0.00351543	0.00411683	0.0218965	0.00726686	0.012579	0.00112253	0.0212906	0.0219109	0.021303	0.0148591	0.0159074	0.0165843	0.0180575	0.00951883	0.0231108	0.0384213	0.038779	0.00624274	0.00516303	0.00061224	0.00961749	0.00997118	0.00029809	0.0168683	0.00565839	0.0110639	0.0222371	0.000322856	0.00942331	0.00906528	0.000185105	0.00287141	0.00564607	0.00464963	0.0265747	0.00269367	0.0115646	0.00150517	0.00588256	0.0022806	0.007044	0.0133892	0.00616558	0.00989384	0.00497009	0.00406509	0.000705984	0.0185543	0.00113403	0.000265989	0.00303363	0.879323	0.961031	1.02874	1.12433	4.801704
108	-704.4164	-870.6646	166.2482	0.1483053	0.0647192	0.00111745	0.0185864	0.023576	0.034966	0.0157674	0.113602	0.0176857	0.0428307	0.172913	0.0166058	0.084301	0.0177394	0.0524487	0.0413285	0.00595946	0.00989119	0.00487135	0.073336	0.0953732	0.0306079	0.0164025	0.058652	0.0220614	0.00352489	0.135618	0.0629471	0.0433613	0.00497582	0.090433	0.0644973	0.0878128	0.0156282	0.123632	0.0249954	0.0390557	0.085163	0.00162993	0.0176643	0.0888002	0.0368418	0.0182905	0.0547194	0.0704064	0.127009	0.0322202	0.061025	0.057031	0.0975433	0.0116259	0.0416921	0.014697	0.118901	0.0534937	0.0531294	0.0855463	0.0407918	0.250481	0.0733128	0.0965306	0.130284	0.130078	0.036648	0.00433333	0.0538436	0.0278707	0.130564	0.204578	0.000117635	0.170176	0.0644403	0.0640013	0.0282925	0.0316299	0.0068301	0.00491206	0.00535924	0.114795	0.0308072	0.0115932	0.169798	0.0420975	0.0173209	0.0572089	0.0558036	0.0183815	0.0139604	0.0354548	0.00937817	0.0729356	0.0447538	0.0207438	0.0397895	0.0443347	0.0244995	0.0182186	0.0451906	0.012208	0.000210784	0.00350594	0.00444713	0.00659562	0.0029742	0.0214287	0.00333604	0.00807913	0.0326166	0.00313235	0.0159017	0.00334618	0.00989338	0.00779579	0.00112413	0.00186577	0.000918882	0.0138334	0.0179902	0.00577356	0.003094	0.0110635	0.00416144	0.0006649	0.0255816	0.0118737	0.00817922	0.000938588	0.0170584	0.0121661	0.0165641	0.00294794	0.0233206	0.00471488	0.00736707	0.0160643	0.000307454	0.00333201	0.0167504	0.00694946	0.00345014	0.0103217	0.0132807	0.0239577	0.00607769	0.0115111	0.0107577	0.0183996	0.00219299	0.00786438	0.0027723	0.0224282	0.0100905	0.0100218	0.0161366	0.00769454	0.0472482	0.013829	0.0182085	0.0245754	0.0245365	0.0069129	0.000817395	0.0101565	0.00525724	0.0246282	0.0385896	2.21894e-05	0.0321003	0.0121554	0.0120726	0.00533681	0.00596633	0.00128836	0.00092656	0.00101091	0.0216537	0.00581115	0.00218683	0.0320289	0.00794084	0.00326723	0.0107913	0.0105262	0.00346729	0.00263335	0.00668783	0.001769	0.0137578	0.0084419	0.00391289	0.00750548	0.00836284	0.00462134	0.00343657	0.00852428	0.833935	0.943411	1.03692	1.17305	5.301393
144	-697.8712	-863.3286	165.4574	0.05298486	0.0470583	0.0611913	0.0170477	0.0329141	0.00514497	0.00926919	0.0206829	0.0359167	0.0825122	0.119452	0.0275698	0.0589593	0.0154272	0.0865039	0.0151484	0.00879799	0.0137678	0.00864309	0.0228777	0.105726	0.0632116	0.0593384	0.00877441	0.0422599	0.00662593	0.14289	0.147978	0.064269	0.0170873	0.051644	0.0267254	0.10154	0.00700728	0.100061	0.00954363	0.0588909	0.0666059	0.00997631	0.00758259	0.0934627	0.0280201	0.0794665	0.119754	0.0493094	0.0298786	0.0547382	0.0311521	0.0850587	0.0265294	0.0333849	0.0380228	0.0452097	0.162277	0.0174407	0.0853874	0.130687	0.0602435	0.0922148	0.090446	0.0507981	0.131861	0.224005	0.0745165	0.00262823	0.205451	0.0648756	0.157771	0.219591	0.00838844	0.153141	0.0480837	0.0329257	0.0254019	0.113822	0.0368793	0.00653165	0.158325	0.0105508	0.0310422	0.012075	0.0350528	0.0319201	0.0583671	0.0205106	0.024376	0.022829	0.0746957	0.0511966	0.0149233	0.244191	0.0754138	0.0840483	0.0206651	0.0400649	0.0188463	0.0597569	0.00357403	0.00812975	0.0105714	0.00294515	0.00568622	0.000888842	0.00160134	0.00357317	0.00620494	0.0142547	0.0206364	0.00476294	0.0101858	0.00266519	0.0149443	0.00261703	0.00151994	0.00237851	0.00149317	0.00395233	0.0182652	0.0109204	0.0102513	0.00151586	0.0073008	0.00114469	0.0246856	0.0255645	0.0111031	0.00295199	0.00892198	0.00461707	0.017542	0.00121057	0.0172864	0.00164875	0.0101739	0.0115068	0.0017235	0.00130996	0.0161465	0.00484073	0.0137286	0.0206885	0.00851865	0.0051618	0.00945653	0.00538182	0.0146947	0.00458319	0.00576755	0.00656879	0.0078104	0.0280349	0.00301304	0.0147515	0.0225774	0.0104076	0.015931	0.0156254	0.00877584	0.0227802	0.038699	0.0128734	0.000454051	0.0354936	0.0112079	0.0272565	0.0379364	0.00144918	0.0264565	0.0083069	0.00568822	0.00438841	0.0196639	0.00637124	0.0011284	0.0273522	0.00182275	0.00536283	0.00208607	0.00605569	0.00551449	0.0100835	0.0035434	0.00421119	0.00394392	0.0129044	0.00884469	0.00257814	0.0421862	0.0130284	0.0145201	0.00357008	0.00692158	0.00325587	0.0103236	0.000617447	0.939549	0.981879	1.0156	1.06136	5.788401
180	-689.0387	-855.6227	166.584	0.2086041	0.00239779	0.00388369	0.0264045	0.104879	0.0282388	0.0669936	0.0607803	0.00541534	0.163441	0.261858	0.0646184	0.130989	0.0326876	0.029736	0.00562999	0.00756649	0.0267598	0.00612845	0.0293878	0.0431914	0.0496972	0.0754803	0.019746	0.0139733	0.0307532	0.218157	0.0435208	0.0394143	0.0170887	0.0551534	0.0396307	0.054666	0.000546344	0.0709414	0.00694099	0.0288917	0.0338307	0.0333458	0.00680281	0.108182	0.0228476	0.0206006	0.112836	0.0823236	0.0448305	0.0256427	0.0158467	0.0287972	0.0935381	0.00218797	0.0142089	0.0290821	0.121304	0.0510251	0.0160415	0.0703645	0.0561765	0.0711434	0.0346591	0.110773	0.0572208	0.0719145	0.01065	0.0135275	0.056525	0.103936	0.101766	0.10308	0.00512858	0.172739	0.0291019	0.032484	0.0654993	0.104533	0.0703117	0.0241226	0.0256896	0.0323811	0.0357258	0.0615898	0.0709693	0.0595279	0.00709909	0.123696	0.0049592	0.0193249	0.146578	0.003574	0.0344807	0.127418	0.0788536	0.030049	0.0545229	0.026596	0.0221062	0.0170065	0.00554747	0.0004718	0.000764173	0.00519547	0.0206364	0.0055564	0.013182	0.0119594	0.00106555	0.0321594	0.0515244	0.0127146	0.025774	0.00643177	0.00585098	0.00110778	0.00148882	0.00526538	0.00120586	0.00578248	0.00849855	0.00977865	0.0148519	0.00388532	0.00274946	0.00605115	0.0429256	0.00856335	0.00775534	0.00336246	0.0108522	0.00779793	0.0107563	0.000107501	0.0139587	0.00136574	0.00568487	0.00665668	0.00656127	0.00133855	0.0212865	0.00449559	0.00405348	0.0222021	0.0161984	0.00882106	0.00504557	0.00311807	0.00566628	0.018405	0.000430514	0.0027958	0.00572234	0.0238684	0.0100399	0.0031564	0.0138452	0.0110536	0.0139985	0.00681969	0.0217963	0.011259	0.0141502	0.00209554	0.00266173	0.0111221	0.0204509	0.0200239	0.0202826	0.00100912	0.0339889	0.00572622	0.00639171	0.0128879	0.0205684	0.0138349	0.00474647	0.00505481	0.00637145	0.00702957	0.0121187	0.0139643	0.011713	0.00139685	0.0243389	0.000975796	0.00380245	0.0288415	0.000703238	0.00678458	0.0250713	0.0155156	0.00591259	0.0107282	0.00523315	0.00434973	0.00334628	0.00109155	0.769722	0.915553	1.04573	1.24385	5.082214
216	-689.551	-856.2468	166.6958	0.2237681	0.00637078	0.00739667	0.03034	0.115729	0.0195944	0.0901299	0.0447508	0.00388417	0.0420075	0.129916	0.00576238	0.0505167	0.0212125	0.0921625	0.0253399	0.00371057	0.00346789	0.0297316	0.0208464	0.0599993	0.0666969	0.035504	0.0392942	0.0220348	0.0114055	0.179357	0.0568767	0.065524	0.0157294	0.0627878	0.00980488	0.115073	0.000631526	0.151838	0.00211593	0.0240843	0.0731902	0.00741704	0.00598001	0.155285	0.0601852	0.0790003	0.0187111	0.0777934	0.098197	0.0531886	0.00415031	0.0017985	0.0861892	0.000673738	0.00664646	0.0269513	0.0228612	0.00221873	0.00689679	0.0772166	0.0192685	0.200531	0.0226843	0.00536005	0.0698866	0.0297528	0.104277	0.0165907	0.125023	0.0358743	0.0800363	0.0314738	0.0260927	0.00473432	0.160127	0.268257	0.0201013	0.0231123	0.0359331	0.0235947	0.0409475	0.198112	0.0945481	0.0235051	0.0164106	0.0824371	0.00766149	0.00449454	0.0906347	0.0225419	0.0521064	0.00543315	0.0266886	0.00540194	0.106203	0.0353234	0.203349	0.0209169	0.0245068	0.0707809	0.0508366	0.00127117	0.00147587	0.00605381	0.0230916	0.00390971	0.0179838	0.00892921	0.000775016	0.00838184	0.0259225	0.00114978	0.0100797	0.00423258	0.0183894	0.00505612	0.000740376	0.000691955	0.0059324	0.00415952	0.0119718	0.0133082	0.00708418	0.00784045	0.00439664	0.00227576	0.0357874	0.0113487	0.0130741	0.00313851	0.0125282	0.00195639	0.0229607	0.00012601	0.0302966	0.000422196	0.00480559	0.0146038	0.00147994	0.0011932	0.0309843	0.0120089	0.0157631	0.00373347	0.0155223	0.0195934	0.0106128	0.000828119	0.000358858	0.0171975	0.000134432	0.00132618	0.00537765	0.00456153	0.000442707	0.00137613	0.0154072	0.00384469	0.0400123	0.00452625	0.0010695	0.0139446	0.00593664	0.0208065	0.00331037	0.024946	0.00715807	0.0159698	0.00628003	0.00520633	0.000944649	0.0319505	0.0535259	0.00401086	0.00461165	0.00716981	0.0047079	0.00817034	0.0395297	0.0188654	0.00469003	0.00327444	0.0164488	0.00152871	0.000896804	0.0180845	0.00449784	0.0103969	0.00108409	0.00532524	0.00107786	0.0211909	0.00704815	0.0405747	0.00417359	0.00488989	0.0141231	0.0101435	0.753936	0.908158	1.04735	1.26159	5.011728
252	-697.7106	-865.2631	167.5525	0.2355162	0.0124986	0.00487639	0.00924174	0.0229844	0.0780386	0.0333986	0.0463877	0.0320011	0.0570335	0.120954	0.0187053	0.0883836	0.0495282	0.0305919	0.0259482	0.00193931	0.00663235	0.0433089	0.0146732	0.0616013	0.042126	0.0961292	0.0530919	0.0314753	0.040499	0.20335	0.0497804	0.0341014	0.0182332	0.0720422	0.0215286	0.100716	0.00742981	0.0454575	0.000306261	0.0239631	0.046795	0.0283937	0.00222464	0.125732	0.0599489	0.0259047	0.0437642	0.0981421	0.0444854	0.0145371	0.00262427	0.0133312	0.0488013	0.0266305	0.0248305	0.0142444	0.0267831	0.00524811	0.011387	0.0960667	0.000259475	0.137121	0.0241608	0.0402478	0.0272823	0.0125353	0.0754464	0.0183345	0.0998983	0.00162791	0.173786	0.0387971	0.0145666	0.0508837	0.158711	0.185978	0.0180963	0.0416918	0.0864579	0.00971667	0.0127344	0.196911	0.0120736	0.00852825	0.0153554	0.0423566	0.0104423	0.0368973	0.2122	0.00732702	0.0204023	0.0438093	0.00606526	0.00014922	0.0768083	0.00996893	0.122084	0.0187641	0.00400018	0.0537455	0.0415497	0.00276114	0.00107727	0.00204165	0.00507763	0.01724	0.00737828	0.0102478	0.00706955	0.0125996	0.0267208	0.00413231	0.0195254	0.0109416	0.00675824	0.00573238	0.000428425	0.00146519	0.00956764	0.00324154	0.0136087	0.00930632	0.0212365	0.0117289	0.0069534	0.00894689	0.0449233	0.0109973	0.00753356	0.004028	0.0159153	0.00475603	0.0222497	0.00164137	0.0100423	6.76581e-05	0.00529384	0.0103378	0.00627264	0.00049146	0.0277762	0.0132437	0.00572277	0.00966823	0.0216812	0.00982754	0.00321149	0.000579744	0.00294508	0.010781	0.00588312	0.00548546	0.00314681	0.00591682	0.00115939	0.00251558	0.0212227	5.73222e-05	0.0302923	0.00533752	0.00889139	0.0060271	0.00276925	0.0166673	0.00405039	0.0220692	0.000359632	0.0383922	0.0085709	0.00321799	0.011241	0.0350617	0.0410856	0.00399776	0.0092104	0.0190999	0.00214657	0.00281324	0.0435008	0.00266725	0.00188403	0.00339227	0.00935726	0.00230687	0.0081512	0.0468784	0.00161866	0.00450721	0.00967818	0.00133991	3.29652e-05	0.0169682	0.0022023	0.0269703	0.00414529	0.000883705	0.0118732	0.009179	0.741812	0.902327	1.04845	1.27531	4.526603
288	-685.0934	-851.1012	166.0078	0.2015367	0.00249335	0.0830017	0.0311874	0.0907023	0.0133652	0.0737134	0.122489	0.0176822	0.015725	0.234291	0.0160705	0.0770492	0.0243389	0.0603644	0.0262357	0.0066664	0.0171584	0.0235024	0.0523359	0.0479545	0.154495	0.1893	0.00990401	0.0531634	0.0147774	0.105847	0.101221	0.0239565	0.0592268	0.168706	0.0431077	0.101624	0.00398524	0.092847	0.000647648	0.0591146	0.054912	0.0102044	0.00397986	0.0440157	0.105394	0.0462065	0.00739341	0.0810914	0.0553304	0.0238567	0.00898346	0.019723	0.075531	0.00089836	0.00824845	0.0264002	0.0116342	0.00573681	0.065836	0.0762587	0.000183156	0.184584	0.00318888	0.0628063	0.037385	0.00166599	0.134521	0.049194	0.0482903	0.0499435	0.145878	0.151175	0.103141	0.0804556	0.0116894	0.143748	0.0119953	0.0191319	0.118394	0.00336544	0.00449278	0.0366268	0.0402353	0.0466279	0.0426199	0.0718182	0.0654049	0.0181156	0.152306	0.0420664	0.0184995	0.00468972	0.0029899	0.00665821	0.127963	0.162106	0.0347663	0.0163879	0.0524248	0.0676886	0.0795166	0.000461336	0.0153575	0.0057705	0.0167823	0.00247293	0.0136389	0.0226637	0.00327168	0.00290955	0.0433502	0.00297347	0.0142562	0.00450334	0.011169	0.00485431	0.00123346	0.00317476	0.00434858	0.00968354	0.00887286	0.0285857	0.0350256	0.00183251	0.00983664	0.00273421	0.0195845	0.0187286	0.0044326	0.0109585	0.0312151	0.00797608	0.0188032	0.000737376	0.0171792	0.000119832	0.0109378	0.0101602	0.00188809	0.00073638	0.00814408	0.0195007	0.00854943	0.00136798	0.0150041	0.0102376	0.00441412	0.00166218	0.00364928	0.0139753	0.000166221	0.00152618	0.00488473	0.00215263	0.00106146	0.0121814	0.0141099	3.38888e-05	0.034153	0.000590029	0.0116208	0.00691722	0.000308253	0.02489	0.00910221	0.008935	0.00924088	0.0269914	0.0279715	0.0190838	0.0148864	0.00216286	0.0265972	0.00221946	0.00353991	0.0219061	0.000622697	0.000831285	0.00677694	0.00744461	0.00862741	0.00788582	0.0132883	0.0121017	0.00335187	0.0281806	0.00778341	0.00342289	0.000867723	0.000553212	0.00123195	0.0236765	0.0299939	0.0064327	0.0030322	0.00969998	0.0125242	0.0147127	0.777131	0.918948	1.04489	1.23557	5.404624
324	-703.1694	-870.6301	167.4608	0.1470201	0.0202864	0.0169696	0.0124002	0.102645	0.0677425	0.0141527	0.0370565	0.0244978	0.029004	0.127391	0.0142343	0.0934897	0.0306661	0.0840818	0.0744717	0.0141953	0.00206087	0.011575	0.0148895	0.0501326	0.10822	0.087811	0.0115667	0.0102908	0.0072083	0.113457	0.0492858	0.0690458	0.0631751	0.0740886	0.0350144	0.221683	0.00740936	0.0764619	0.00432	0.0563848	0.0703696	0.0287939	0.00521552	0.140745	0.056069	0.0121182	0.0251715	0.0820185	0.0205803	0.031943	0.0053795	0.0195087	0.041101	0.0272821	0.0206093	0.00892829	0.0311579	0.0666085	0.0392254	0.102647	0.0423246	0.056884	0.0307699	0.0190146	0.0141941	0.00691887	0.0468211	0.0375544	0.0840873	0.0320157	0.0444528	0.00601752	0.025787	0.117086	0.0944761	0.00263895	0.0635296	0.0442958	0.0628709	0.00133975	0.0759837	0.111217	0.104929	0.0266508	0.087126	0.012128	0.0191744	0.0846683	0.0412577	0.0434486	0.0252765	0.0594178	0.153377	0.00388078	0.0210008	0.0112676	0.00649238	0.112298	0.0354516	0.0742374	0.0125967	0.00438361	0.00366689	0.00267951	0.0221802	0.0146382	0.0030582	0.00800738	0.00529362	0.00626734	0.0275273	0.00307584	0.0202018	0.0066265	0.0181689	0.0160922	0.0030674	0.000445325	0.00250118	0.00321741	0.0108329	0.0233847	0.0189747	0.0024994	0.0022237	0.00155761	0.0245165	0.0106499	0.0149198	0.0136512	0.0160095	0.00756612	0.0479025	0.00160106	0.0165223	0.000933489	0.0121839	0.0152059	0.00622194	0.001127	0.0304129	0.0121157	0.00261857	0.00543921	0.017723	0.00444711	0.00690241	0.00116243	0.00421555	0.00888133	0.00589527	0.00445337	0.00192927	0.00673276	0.0143931	0.00847603	0.0221804	0.00914573	0.0122918	0.00664894	0.00410879	0.00306713	0.00149507	0.0101174	0.00811497	0.0181701	0.00691812	0.00960561	0.0013003	0.00557219	0.0253005	0.0204149	0.000570239	0.0137278	0.00957167	0.0135855	0.0002895	0.016419	0.0240324	0.0226737	0.00575885	0.0188267	0.00262069	0.00414331	0.0182956	0.00891519	0.00938861	0.0054619	0.0128393	0.0331426	0.000838581	0.00453797	0.00243477	0.00140291	0.0242661	0.00766058	0.0160416	0.00272197	0.835327	0.943977	1.0367	1.17154	4.627796
