Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	tree_length
0	-1407.457	-1578.439	170.9818	0.1698415	1.157153	1.081325	1.022532
6	-1423.731	-1594.821	171.0898	0.1102373	1.114368	1.060096	1.037368
12	-1412.461	-1583.477	171.0156	0.05452125	1.052344	1.074176	1.198325
18	-1412.364	-1583.756	171.3917	0.1596813	0.6168267	1.044786	1.169678
24	-1409.027	-1579.912	170.8845	0.1952138	1.025858	1.295739	1.010947
30	-1429.626	-1600.65	171.0237	0.3192973	1.025858	1.184649	0.8455046
36	-1426.123	-1596.752	170.6296	0.05605083	1.451821	1.309079	0.9749342
42	-1427.089	-1598.484	171.395	0.021372	0.634254	1.443197	0.898905
48	-1416.431	-1586.871	170.4396	0.1381789	1.704261	1.254973	0.898905
54	-1424.642	-1596.073	171.4306	0.03810936	0.8670128	1.147711	0.9255229
60	-1431.46	-1601.803	170.3435	0.1253548	1.820126	1.306139	0.8458836
66	-1417.045	-1588.194	171.1483	0.159785	1.081046	0.9488585	1.071919
72	-1413.212	-1584.021	170.8089	0.06789676	1.325607	1.285112	0.9259117
78	-1417.712	-1588.752	171.0394	0.08751454	0.9930763	1.270007	1.02214
84	-1408.808	-1580.019	171.211	0.09284329	0.8831648	1.185399	1.038918
90	-1414.167	-1585.089	170.9218	0.08171441	1.191192	1.215159	1.003374
96	-1426.236	-1597.152	170.9165	0.2461039	0.9782447	1.464519	0.7779353
102	-1416.767	-1587.02	170.2536	0.1358356	1.498524	1.552815	0.9836525
108	-1426.683	-1597.432	170.7489	0.1179388	1.302348	1.227901	1.018331
114	-1441	-1611.897	170.8966	0.292734	1.014276	1.128832	1.07711
120	-1450.977	-1622.301	171.3241	0.07778151	0.8934341	0.9902276	1.119864
126	-1435.544	-1606.356	170.8124	0.3388459	1.078535	0.9902276	1.178175
132	-1432.121	-1602.747	170.6256	0.3748922	1.304777	1.15617	0.9530894
138	-1428.441	-1599.137	170.6954	0.02743466	1.329863	1.310865	1.051667
144	-1432.852	-1604.014	171.1624	0.1745958	1.079679	1.037379	0.9573953
150	-1426.924	-1597.761	170.8366	0.136889	1.162335	1.285686	0.9914316
156	-1424.214	-1595.499	171.2847	0.1076436	0.9582056	1.099959	0.9610107
162	-1417.553	-1588.678	171.1251	0.1076436	0.9358278	1.404178	0.8214391
168	-1411.882	-1582.873	170.9913	0.05577698	0.9534164	1.58106	0.8100766
174	-1414.778	-1585.597	170.8189	0.1072913	1.157449	1.346827	0.9822708
180	-1421.995	-1592.901	170.9062	0.04798978	1.008784	1.346827	1.098039
186	-1419.745	-1590.093	170.3477	0.2608775	1.295263	1.748343	0.7113005
192	-1435.104	-1605.52	170.4164	0.04476003	1.741378	1.464221	0.7358768
198	-1426.835	-1596.968	170.1328	0.09675629	1.49509	1.917596	0.7415055
204	-1431.12	-1600.564	169.444	0.7066077	1.593647	1.969055	0.6201126
210	-1427.679	-1598.199	170.5201	0.04775927	0.835147	2.261493	0.6823908
216	-1419.573	-1589.666	170.0927	0.2507378	1.27844	2.00811	0.7459884
222	-1416.075	-1587.4	171.325	0.07486104	0.7022758	1.485295	0.7933677
228	-1426.864	-1597.298	170.4348	0.06709411	1.156477	1.752433	1.002042
234	-1418.085	-1588.644	170.5582	0.07046747	1.156477	1.817617	0.7823048
240	-1447.313	-1616.76	169.4464	0.5925938	2.066662	1.58859	0.7613273
246	-1444.614	-1615.123	170.5086	0.2314869	0.9183948	1.964165	0.7529225
252	-1438.74	-1609.217	170.4772	0.149896	1.532585	1.420352	0.8305371
258	-1434.359	-1605.152	170.7924	0.0973256	1.282596	1.420352	0.7989622
264	-1432.01	-1602.495	170.485	0.3388146	0.8261841	1.96934	0.7562747
270	-1432.722	-1603.72	170.9973	0.5447877	0.7333683	1.285292	0.8307917
276	-1427.596	-1598.601	171.0041	0.100147	0.8317188	1.595741	0.8703907
282	-1419.354	-1589.908	170.5546	0.1578911	1.250207	1.595741	0.8418175
288	-1419.006	-1589.666	170.6604	0.1076081	1.074377	1.640233	0.9270058
294	-1423.377	-1594.131	170.7535	0.04481342	1.438493	1.238873	0.9438648
300	-1423.823	-1594.483	170.66	0.2675788	1.16663	1.300771	1.017796
306	-1440.913	-1611.445	170.5322	0.2355891	1.1327	1.626219	0.8778227
312	-1427.959	-1598.964	171.0048	0.01995	1.10389	1.404584	0.8700724
