Iteration	Posterior	Likelihood	Prior	acrv_sd	part_rate_trans	tree_length
0	-176.3209	-347.999	171.6781	0.5764038	1.35636	0.3921185
6	-183.2314	-354.3998	171.1684	0.7086618	1.760473	0.4829435
12	-169.9052	-341.7521	171.8469	0.1586195	1.592569	0.655067
18	-161.6469	-333.231	171.584	0.5100626	1.541082	0.462604
24	-169.6964	-341.7036	172.0072	0.3306202	1.170999	0.7990349
30	-177.1768	-348.8708	171.6941	0.4974956	1.434248	0.4255607
36	-174.7894	-346.0538	171.2644	0.3049461	2.04105	0.3912449
42	-166.6609	-337.5512	170.8903	1.923332	0.7347609	0.7427987
48	-183.3318	-352.3581	169.0263	2.210163	2.311921	0.7427987
54	-184.6965	-355.2132	170.5167	1.876793	1.138121	0.7676224
60	-170.628	-338.7899	168.1619	0.3185142	4.936824	0.2368403
66	-164.9666	-335.767	170.8005	1.336222	1.496531	0.4519751
72	-169.979	-341.1152	171.1363	0.0844833	2.408838	0.4374694
78	-176.3547	-346.4907	170.136	1.908014	1.427065	0.8471243
84	-171.9516	-342.2705	170.3189	1.908014	1.252449	0.8370282
90	-172.4419	-344.1297	171.6878	0.6094836	1.222285	0.7845062
96	-176.3561	-348.3227	171.9666	0.3448823	1.222285	0.7645064
102	-174.8825	-347.585	172.7024	0.06131155	0.7841188	0.743563
108	-182.0475	-352.4949	170.4473	1.956556	1.158786	0.7201534
114	-180.2205	-351.359	171.1385	1.33036	0.6931859	1.157901
120	-165.7693	-334.5639	168.7946	2.816144	1.449504	1.24514
126	-183.0532	-350.9471	167.8939	2.816144	1.891929	1.599474
132	-177.6924	-347.0645	169.3721	2.637204	1.287644	1.033809
138	-182.8987	-352.6389	169.7402	2.637204	1.118553	0.8159316
144	-178.0107	-348.0904	170.0797	1.856767	1.699229	0.466175
150	-187.8308	-358.5596	170.7288	0.08557073	2.80712	0.4142551
156	-187.8783	-359.3386	171.4602	0.1777958	1.969157	0.6349444
162	-188.6238	-359.3178	170.694	0.9364313	1.969157	0.6519356
168	-188.3192	-357.9129	169.5937	2.03172	1.969157	0.6625427
174	-180.4596	-351.5122	171.0526	1.187552	1.39169	0.4458317
180	-173.7093	-344.1112	170.4019	0.6708547	2.558271	0.5618447
186	-175.136	-346.2141	171.0781	1.873056	0.542597	0.8188623
192	-163.0812	-335.3815	172.3003	0.3340878	0.7680098	0.9259976
198	-163.3549	-335.5049	172.15	0.8234253	0.6565593	0.5665632
204	-169.8624	-341.5905	171.7281	1.167919	0.6565593	0.7362756
210	-178.4187	-349.9862	171.5674	0.4563988	1.612293	0.5324442
216	-186.0783	-358.2559	172.1776	0.3163516	1.144048	0.4931005
222	-189.991	-362.2785	172.2876	0.02084313	1.144048	0.8694811
228	-177.4013	-349.6166	172.2152	0.1057844	1.144048	0.854462
234	-190.9376	-362.4896	171.5521	0.7136573	1.342873	0.6315931
240	-182.4156	-351.6692	169.2535	2.435416	1.949186	0.4978027
246	-177.7962	-347.3056	169.5094	2.435416	1.19742	1.175317
252	-173.8443	-345.0497	171.2054	1.400481	0.8936401	0.8113866
258	-176.8455	-347.0517	170.2062	1.952764	1.422918	0.6869481
264	-197.2906	-368.8288	171.5382	1.342715	0.6863922	0.7124971
270	-204.5633	-376.3141	171.7508	0.4157352	1.021423	1.134943
276	-201.0299	-372.6577	171.6278	0.6663424	1.196499	0.822854
282	-196.4986	-366.0061	169.5074	2.407429	1.325197	1.087593
288	-186.8771	-358.5946	171.7175	0.4881677	1.325197	0.7686888
294	-200.2439	-371.5323	171.2884	0.01131401	2.334835	0.5438593
300	-174.9602	-345.9283	170.9682	0.5507523	2.097818	0.4035897
306	-186.6457	-358.1349	171.4893	0.04936063	2.097818	0.4713875
312	-186.7645	-356.6393	169.8748	1.813283	1.86494	0.7355484
318	-178.2271	-349.743	171.5159	0.5298771	1.549209	0.6615391
324	-190.0431	-361.6555	171.6124	0.1870803	1.818551	0.6072051
330	-182.7411	-354.0084	171.2673	1.269588	1.095574	0.448608
336	-181.3003	-351.1862	169.8859	1.660258	2.086539	0.5539535
342	-182.4178	-354.2697	171.8519	0.3420295	1.444051	0.5094743
348	-175.1435	-346.5102	171.3667	0.2787849	1.972781	0.6063942
354	-177.7068	-348.7094	171.0025	0.5861581	1.993517	0.350865
360	-182.6049	-353.4614	170.8565	1.150476	1.627538	0.4586158
366	-202.5001	-374.7533	172.2532	0.1215057	0.8060338	1.141362
372	-197.9029	-369.1411	171.2382	0.792178	1.486604	0.7880355
378	-177.5482	-349.0825	171.5343	0.5362341	1.554603	0.5851399
384	-175.4865	-345.4476	169.9612	1.449183	2.227455	0.4870409
390	-176.0462	-346.9743	170.9281	0.4070616	2.229013	0.3314906
396	-180.257	-349.7359	169.4789	1.485703	2.512532	0.2672117
402	-186.1107	-358.3893	172.2786	0.140377	1.134318	0.7352292
408	-194.0921	-365.9413	171.8492	0.4079536	1.376018	0.5513694
414	-184.3229	-356.2702	171.9473	0.5268809	0.8848188	0.9718343
420	-189.1632	-359.109	169.9458	2.167968	1.400459	0.7918498
426	-193.5436	-363.8363	170.2927	2.094984	1.24106	0.5716109
432	-178.0834	-349.8356	171.7522	0.455814	1.287543	0.8165076
438	-172.4524	-344.9129	172.4604	0.2316015	0.9113605	0.6436434
444	-172.1371	-343.9075	171.7704	0.7236338	1.095873	0.6717673
450	-197.0995	-369.0578	171.9583	0.07446011	1.104119	1.179946
456	-197.7391	-369.4872	171.7481	1.067227	0.6792158	0.8178218
462	-174.0718	-346.0773	172.0055	0.2857163	1.313856	0.639902
468	-165.8123	-337.0059	171.1936	1.582057	0.8531673	0.5713687
474	-168.4784	-340.8976	172.4192	0.2513164	0.9244447	0.6616811
480	-180.5748	-352.7893	172.2144	0.05685153	1.134583	0.9222063
486	-193.0162	-365.3278	172.3116	0.6282147	0.6245171	0.7174611
492	-187.4395	-358.6233	171.1837	1.668753	0.7154736	0.7113782
498	-192.6152	-364.0993	171.4841	0.8701023	1.079476	0.8912317
504	-180.2138	-350.0789	169.8651	2.049095	1.690567	0.6404242
510	-172.5603	-343.2416	170.6813	1.549156	1.398074	0.4338335
516	-179.268	-350.3112	171.0432	1.163382	1.364387	0.7062674
522	-183.9854	-354.5032	170.5178	1.54508	1.561353	0.4212927
528	-178.8238	-350.5255	171.7018	1.185298	0.5930327	0.8360545
534	-187.168	-358.7229	171.5549	0.556262	0.7825522	1.379747
540	-179.9299	-351.6986	171.7687	1.061785	0.7693113	0.6514359
546	-174.1728	-346.5064	172.3336	0.7038042	0.6005852	0.5088629
552	-171.5514	-342.0053	170.4539	2.001741	0.9385785	0.9348226
558	-173.8729	-345.519	171.6461	0.8281611	1.036127	0.7969734
564	-174.1716	-346.5056	172.3341	0.6490868	0.5134204	0.815193
570	-178.0417	-350.0361	171.9945	0.3679366	1.089053	0.8706555
576	-187.69	-358.9382	171.2481	1.035228	1.329321	0.6214281
582	-184.9887	-356.2722	171.2835	0.6971704	1.37649	0.973757
588	-182.916	-354.7656	171.8496	0.4959268	1.032861	0.951649
594	-179.7319	-351.5578	171.8258	0.4777991	1.217725	0.7820482
600	-192.0335	-361.2567	169.2231	2.275439	1.645354	1.173794
