Iteration	Posterior	Likelihood	Prior	gain_loss_ratio	tree_length
0	-435.7408	-604.6336	168.8928	1.271215	3.208259
6	-434.73	-605.3182	170.5881	0.8689513	2.419114
12	-439.2959	-609.2651	169.9692	1.500731	2.419114
18	-429.8262	-599.2209	169.3947	1.301468	2.890448
24	-436.9821	-606.7487	169.7666	0.9657278	2.866543
30	-432.1048	-601.4646	169.3598	1.362717	2.875734
36	-432.9258	-602.4724	169.5466	1.334132	2.778983
42	-419.5256	-589.3456	169.82	1.080182	2.764589
48	-422.9335	-592.983	170.0495	1.214657	2.541004
54	-444.8385	-614.6131	169.7746	1.354873	2.626858
60	-434.1205	-604.1773	170.0568	1.184413	2.555004
66	-438.0806	-608.2802	170.1996	1.848805	2.067965
72	-435.3727	-604.8783	169.5056	1.460786	2.730134
78	-445.2593	-615.404	170.1447	1.160369	2.515098
84	-457.0562	-626.1026	169.0464	1.180391	3.170073
90	-440.9541	-610.6195	169.6653	1.452411	2.636873
96	-450.1923	-619.5297	169.3374	1.434054	2.848029
102	-443.6917	-613.1023	169.4106	1.354731	2.849602
108	-447.045	-616.8259	169.7809	0.9793871	2.849602
114	-438.374	-608.2692	169.8951	1.287855	2.592404
120	-433.8007	-603.5271	169.7263	0.9750042	2.885314
126	-439.9853	-610.3555	170.3702	1.127185	2.394112
132	-436.5075	-606.828	170.3206	0.9918236	2.51015
138	-437.3904	-607.6309	170.2405	1.353529	2.335844
144	-430.4447	-600.1932	169.7485	1.114083	2.787596
150	-434.0125	-604.5557	170.5431	1.123645	2.28642
156	-436.9355	-606.9748	170.0394	1.123645	2.60317
162	-435.6663	-606.1397	170.4734	1.399899	2.157442
168	-433.1536	-602.8328	169.6792	1.381822	2.669709
174	-432.352	-602.8826	170.5306	0.985954	2.381839
180	-439.4598	-608.9434	169.4836	1.352945	2.806347
186	-440.8607	-609.7606	168.8999	1.571688	3.033965
192	-437.4543	-606.9796	169.5253	1.519425	2.684329
198	-440.0386	-610.1619	170.1233	1.414849	2.372977
204	-439.1864	-608.9014	169.715	1.417703	2.626505
210	-444.6849	-613.6593	168.9744	1.501116	3.02865
216	-433.4363	-602.5858	169.1495	1.291297	3.043842
222	-426.5176	-595.9868	169.4692	1.492171	2.734336
228	-427.2943	-597.2843	169.99	1.243932	2.560177
234	-430.7762	-600.8676	170.0914	1.47586	2.356575
240	-429.8431	-600.1191	170.276	1.150001	2.439235
246	-433.9957	-603.5367	169.5409	1.178416	2.874889
252	-437.0533	-606.3782	169.3249	1.400625	2.874889
258	-426.5196	-595.7479	169.2283	1.581722	2.830433
264	-439.1809	-608.5025	169.3216	1.120945	3.041144
270	-440.0577	-610.1927	170.135	1.358282	2.399809
276	-437.6429	-607.8578	170.2149	1.358282	2.349213
282	-436.2663	-606.0976	169.8313	1.084573	2.755012
288	-435.7252	-605.9639	170.2387	1.306729	2.36572
294	-433.3748	-603.627	170.2523	1.508173	2.234348
300	-445.2686	-615.5166	170.248	1.508173	2.237109
306	-439.0251	-609.3366	170.3116	1.062706	2.471465
