Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-163.9509	-325.1784	161.2274	0.3260921	17.7427	3.22895	1.517745
6	-161.1305	-319.8767	158.7462	1.299619	26.70029	2.289319	2.060428
12	-170.273	-335.8962	165.6232	1.260906	1.678746	2.71788	2.546434
18	-152.7659	-314.6108	161.8448	1.994477	8.643563	2.962971	1.879036
24	-145.2226	-307.2825	162.0599	2.174136	8.309732	2.921235	1.72018
30	-149.8191	-308.8768	159.0578	2.174136	17.45696	3.705013	1.448639
36	-161.8836	-320.0594	158.1758	0.4936984	28.61755	3.281848	2.115861
42	-164.6544	-321.732	157.0777	1.965238	29.96772	2.865342	2.01113
48	-155.6777	-314.4654	158.7876	2.14714	17.04322	2.345877	2.618985
54	-152.4727	-311.3881	158.9153	2.991606	10.16337	4.031415	2.105748
60	-155.6965	-320.9288	165.2323	0.7275074	3.791335	3.368098	1.69592
66	-159.4375	-318.8678	159.4303	2.9178	14.46468	2.461989	2.036347
72	-156.134	-320.1532	164.0192	0.6832234	8.641362	2.21231	1.802388
78	-170.1385	-334.8277	164.6892	0.5633968	5.637937	2.520185	2.071321
84	-163.3274	-324.3784	161.051	2.777055	8.71421	2.976966	1.859628
90	-161.2699	-323.4119	162.1419	3.01655	5.776363	2.686084	1.979486
96	-159.7084	-319.0752	159.3668	1.611217	19.61843	2.686084	2.023446
102	-159.1157	-318.3915	159.2759	3.314191	7.006709	5.362453	1.517422
108	-155.943	-318.0205	162.0775	0.8413062	8.63357	4.396643	1.517422
114	-156.8413	-316.03	159.1887	1.611621	14.11566	4.396643	1.835748
120	-159.3211	-316.3668	157.0458	3.282705	17.18868	4.023015	1.909216
126	-163.7868	-326.838	163.0512	1.066295	7.860292	2.935734	1.909216
132	-185.4594	-344.3915	158.9321	1.399533	16.28131	2.758964	2.842084
138	-181.1307	-342.8733	161.7426	0.6051734	6.631509	2.324824	3.680772
144	-165.504	-325.7777	160.2736	1.748141	12.95756	4.076329	1.406154
150	-187.4475	-344.764	157.3165	1.496658	14.00743	5.96242	2.13629
156	-192.7867	-351.6927	158.906	1.044378	11.516	7.09642	0.9335451
162	-185.751	-346.2473	160.4963	0.4841115	11.516	5.815832	1.17296
168	-166.8762	-328.859	161.9827	1.380684	9.804326	3.696904	1.40001
174	-167.9625	-330.5266	162.5641	1.920932	6.589232	3.222303	1.820683
180	-170.8047	-337.3584	166.5538	0.709586	3.172811	3.054655	1.246891
186	-177.8984	-341.3458	163.4474	0.8139957	3.66753	6.035057	0.9715813
192	-148.4616	-312.1955	163.7339	2.025514	3.18725	3.936218	1.711595
198	-151.7548	-316.9955	165.2407	2.025514	2.316114	3.75481	1.183679
204	-154.8419	-318.5556	163.7137	2.025514	2.148696	4.891252	1.596025
210	-166.0933	-328.4441	162.3508	0.6971919	5.835604	5.94464	1.095657
216	-161.9701	-327.0769	165.1068	0.8702201	2.873912	2.562471	2.609557
222	-163.0752	-329.8263	166.751	0.7981584	3.239153	1.896281	1.861011
228	-161.4802	-324.0079	162.5277	2.137999	6.948044	2.637239	1.990168
234	-155.5068	-315.0762	159.5694	0.9451627	23.49732	2.394459	2.037598
240	-142.2425	-307.0592	164.8168	0.5512856	7.516303	1.71059	1.983635
246	-149.3916	-310.7398	161.3482	0.9704847	15.99711	2.195745	1.983635
252	-138.5957	-303.9898	165.394	0.6994566	5.038831	2.190364	1.930806
258	-159.4389	-321.9605	162.5216	2.278461	5.621276	3.40322	1.78597
264	-161.9228	-326.2716	164.3489	1.652774	5.621276	2.258574	1.746258
270	-153.6669	-318.6877	165.0208	0.3506719	3.623069	4.407979	1.441214
276	-160.829	-323.2828	162.4538	1.133194	7.023178	4.673531	1.271574
282	-155.1357	-313.7824	158.6467	1.025327	13.85657	6.817997	0.8198933
288	-165.5268	-327.2871	161.7603	0.2767498	7.952633	6.338739	0.7867918
