Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-1324.11	-1497.47	173.3603	0.1137968	0.8434657
6	-1333.009	-1506.079	173.0705	0.3432719	0.9135949
12	-1319.278	-1492.494	173.216	0.1976818	0.9135949
18	-1322.726	-1495.991	173.2656	0.1710822	0.887755
24	-1326.664	-1499.946	173.2822	0.2679892	0.7400328
30	-1328.534	-1500.372	171.8388	1.687162	0.775657
36	-1338.405	-1511.528	173.123	0.3162852	0.8848335
42	-1329.777	-1502.9	173.1233	0.3005293	0.9023868
48	-1316.226	-1489.74	173.5139	0.02521597	0.756657
54	-1333.291	-1506.757	173.4657	0.04239906	0.8000167
60	-1321.999	-1495.177	173.1776	0.1637934	0.989836
66	-1332.34	-1505.5	173.1597	0.1373948	1.033616
72	-1329.261	-1502.336	173.0747	0.1953028	1.059616
78	-1335.027	-1507.995	172.968	0.4862231	0.8674139
84	-1330.138	-1503.324	173.1859	0.2855346	0.8467405
90	-1358.128	-1530.615	172.4861	0.9218067	0.9200253
96	-1344.804	-1518.036	173.2328	0.2235694	0.8649237
102	-1336.104	-1509.261	173.157	0.2235694	0.9493883
108	-1337.105	-1510.389	173.2844	0.2130719	0.8140409
114	-1329.047	-1502.409	173.3627	0.03636521	0.9296676
120	-1325.476	-1498.49	173.0138	0.5588667	0.7033259
126	-1330.615	-1503.128	172.5126	1.060078	0.7033259
132	-1329.043	-1502.229	173.1867	0.2518406	0.8856386
138	-1324.839	-1497.972	173.1333	0.2177077	0.9801135
144	-1334.296	-1507.396	173.0997	0.2835036	0.9466038
150	-1317.773	-1490.818	173.0447	0.3876407	0.8927897
156	-1315.654	-1489.027	173.3729	0.0594208	0.8927897
162	-1326.013	-1499.046	173.0332	0.3748921	0.9198405
168	-1324.276	-1497.273	172.9963	0.5231782	0.7846421
174	-1319.953	-1492.798	172.8451	0.6610229	0.8026997
180	-1327.211	-1500.458	173.2471	0.2715735	0.7857438
186	-1325.727	-1498.559	172.8318	0.6865185	0.7862108
192	-1330.696	-1503.705	173.0093	0.3091043	1.012821
198	-1329.454	-1502.731	173.2764	0.239786	0.7892143
204	-1329.583	-1502.617	173.0339	0.2087965	1.08514
210	-1334.904	-1508.08	173.1764	0.2113781	0.9417137
216	-1332.764	-1506.148	173.3839	0.003934985	0.9417137
222	-1329.043	-1502.594	173.5513	0.01557863	0.7131535
228	-1324.582	-1497.879	173.2971	0.08320901	0.949686
234	-1320.915	-1494.279	173.3645	0.1260437	0.822885
240	-1327.785	-1501.111	173.3267	0.1576853	0.830654
246	-1324.696	-1497.93	173.234	0.1656435	0.9289673
252	-1323.146	-1496.314	173.1681	0.2359867	0.9241974
258	-1325.221	-1498.482	173.2618	0.1723717	0.8906068
264	-1328.606	-1501.641	173.0346	0.3501846	0.9448888
270	-1322.805	-1495.949	173.1445	0.2521836	0.932212
276	-1331.633	-1504.742	173.109	0.2517524	0.9701112
282	-1330.961	-1504.23	173.2685	0.1115839	0.9498947
288	-1330.113	-1503.19	173.077	0.34966	0.8992071
294	-1341.26	-1514.153	172.8936	0.6827585	0.6969971
300	-1337.375	-1510.738	173.3629	0.01622524	0.9509192
306	-1331.481	-1504.983	173.5016	0.008087049	0.7978745
312	-1326.276	-1499.727	173.4512	0.05851318	0.7978745
318	-1327.897	-1501.271	173.3742	0.009290865	0.9463104
324	-1340.351	-1513.472	173.1205	0.3709349	0.8217422
330	-1332.346	-1505.01	172.6636	0.7679607	0.8936262
336	-1336.961	-1510.161	173.1999	0.26708	0.8521222
342	-1337.726	-1511.134	173.4078	0.03500779	0.8807077
348	-1334.001	-1506.976	172.9741	0.2776288	1.076711
354	-1340.555	-1512.69	172.1353	1.490502	0.5828097
360	-1330.497	-1502.632	172.1349	1.475714	0.6266225
366	-1326.993	-1498.749	171.7558	1.803325	0.72585
372	-1339.684	-1511.418	171.7336	1.798318	0.7670886
378	-1339.48	-1511.563	172.0838	1.529844	0.6189713
384	-1339.778	-1510.429	170.6511	2.43874	1.220236
390	-1346.643	-1519.495	172.8523	0.5546029	0.9211388
396	-1352.71	-1526.133	173.4236	0.0306346	0.8673624
402	-1331.097	-1504.529	173.4313	0.08012739	0.7956099
408	-1323.42	-1496.341	172.9209	0.5913664	0.7944225
414	-1325.906	-1497.599	171.6927	1.819573	0.7944225
420	-1333.111	-1506.164	173.0524	0.3287223	0.9487842
426	-1335.569	-1508.835	173.2661	0.1935503	0.8609792
432	-1320.309	-1493.629	173.3194	0.05476773	0.9560825
438	-1329.202	-1502.56	173.358	0.141213	0.8117918
444	-1323.514	-1496.606	173.0923	0.3088623	0.9273415
450	-1340.38	-1513.273	172.8939	0.7122638	0.6372486
456	-1327.181	-1500.352	173.171	0.3263079	0.8141756
462	-1322.631	-1495.31	172.6793	0.8246751	0.8055631
468	-1316.108	-1489.227	173.1195	0.1828416	1.028535
474	-1324.719	-1498.11	173.3911	0.04778479	0.8852592
480	-1333.688	-1506.989	173.3004	0.02553071	1.005296
486	-1324.824	-1498.088	173.264	0.07188894	0.9953504
492	-1313.932	-1487.049	173.1166	0.2523449	0.9615706
498	-1316.257	-1489.351	173.0935	0.2754062	0.9615706
504	-1328.996	-1502.252	173.2557	0.02325974	1.051051
510	-1324.877	-1498.411	173.5341	0.01821598	0.7367493
516	-1322.071	-1495.113	173.0419	0.4802331	0.7809572
522	-1325.003	-1497.663	172.6604	0.8741595	0.7633685
528	-1333.069	-1506.442	173.3726	0.1095055	0.8335683
534	-1335.685	-1508.857	173.1715	0.2043892	0.954313
540	-1338.776	-1511.953	173.1769	0.350778	0.7732265
546	-1341.243	-1514.257	173.0139	0.3827429	0.9322798
552	-1334.062	-1507.458	173.3965	0.06484921	0.8589251
558	-1329.015	-1502.42	173.4041	0.005675834	0.9179509
564	-1328.57	-1502.006	173.4355	0.01849668	0.867664
570	-1343.698	-1516.452	172.7538	0.7014293	0.8662379
576	-1329.738	-1502.862	173.1237	0.2307965	0.9765378
582	-1328.747	-1502.131	173.3838	0.09496008	0.8377775
588	-1329.429	-1502.236	172.8075	0.7465473	0.7339908
594	-1332.061	-1505.376	173.3146	0.09824714	0.9145441
600	-1325.963	-1499.281	173.3179	0.1890937	0.8015593
606	-1325.756	-1499.217	173.4615	0.08811514	0.7408668
612	-1329.577	-1502.499	172.9212	0.5762309	0.8140633
618	-1326.915	-1499.872	172.9573	0.5146708	0.8460946
624	-1346.763	-1518.101	171.3378	2.130429	0.8506045
630	-1323.163	-1496.274	173.1111	0.2171878	1.003025
636	-1328.187	-1501.457	173.27	0.1548404	0.9012463
642	-1328.766	-1501.756	172.99	0.2392015	1.097618
648	-1325.331	-1498.2	172.8686	0.491163	0.9710586
