Iteration	Posterior	Likelihood	Prior	tree_length
0	-3827.055	-3991.474	164.4184	6.383297
6	-3833.639	-3998.084	164.4453	6.368675
12	-3821.62	-3986.459	164.8384	6.155061
18	-3815.358	-3980.197	164.8384	6.155061
24	-3823.378	-3987.776	164.3983	6.394199
30	-3836.423	-3999.961	163.5381	6.859379
36	-3828.846	-3993.471	164.6254	6.27091
42	-3835.774	-4000.82	165.0468	6.04159
48	-3828.198	-3991.847	163.6487	6.799753
54	-3827.583	-3991.831	164.2474	6.475975
60	-3831.17	-3995.275	164.1046	6.553322
66	-3829.896	-3993.948	164.0521	6.581762
72	-3835.034	-3999.475	164.4408	6.371129
78	-3824.196	-3988.69	164.4949	6.341794
84	-3818.32	-3982.814	164.4949	6.341794
90	-3844.366	-4008.116	163.7499	6.745087
96	-3826.319	-3990.7	164.3807	6.403708
102	-3819.584	-3984.04	164.4562	6.362793
108	-3828.017	-3993.043	165.026	6.0529
114	-3830.471	-3995.497	165.026	6.0529
120	-3835.673	-3999.66	163.9872	6.616869
126	-3832.72	-3996.456	163.7352	6.753045
132	-3812.84	-3977.574	164.7343	6.2117
138	-3813.895	-3978.629	164.7343	6.2117
144	-3817.816	-3982.849	165.0336	6.048765
150	-3814.88	-3979.151	164.2715	6.462945
156	-3804.581	-3968.937	164.3563	6.416968
162	-3820.419	-3985.545	165.1268	5.997972
168	-3818.54	-3983.488	164.9476	6.09565
174	-3823.193	-3986.967	163.774	6.732088
180	-3827.462	-3992.043	164.5814	6.294779
186	-3818.211	-3982.472	164.2612	6.4685
192	-3814.433	-3979.598	165.1653	5.976949
198	-3822.445	-3987.771	165.3261	5.889168
204	-3821.985	-3986.339	164.3538	6.418313
210	-3816.402	-3981.1	164.6985	6.2312
216	-3833.8	-3998.498	164.6985	6.2312
222	-3830.606	-3995.155	164.549	6.312426
228	-3820.979	-3985.629	164.6499	6.25758
234	-3812.59	-3976.378	163.7885	6.724238
240	-3810.931	-3975.684	164.7522	6.201957
246	-3818.364	-3982.825	164.4611	6.360124
252	-3817.629	-3982.783	165.1536	5.983345
258	-3809.202	-3973.645	164.443	6.369916
264	-3812.431	-3976.759	164.3277	6.432477
270	-3802.927	-3967.255	164.3277	6.432477
276	-3805.598	-3970.229	164.6309	6.267886
282	-3820.46	-3985.091	164.6309	6.267886
288	-3821.091	-3985.35	164.2588	6.469795
294	-3822.912	-3987.17	164.2588	6.469795
300	-3823.683	-3987.845	164.1615	6.522524
306	-3824.673	-3987.987	163.3145	6.979898
312	-3821.112	-3985.571	164.4593	6.361117
318	-3819.381	-3984.218	164.8371	6.155797
324	-3820.081	-3984.366	164.2856	6.455291
330	-3817.562	-3982.417	164.8553	6.145885
336	-3818.172	-3981.929	163.7571	6.741201
342	-3820.836	-3985.511	164.6745	6.244227
348	-3824.009	-3988.617	164.6077	6.280495
354	-3822.836	-3986.93	164.0937	6.55923
360	-3827.522	-3991.407	163.8842	6.67255
366	-3816.736	-3980.972	164.2357	6.482314
372	-3821.405	-3985.527	164.1214	6.544239
378	-3824.784	-3988.882	164.098	6.556894
384	-3818.018	-3982.618	164.6004	6.284487
390	-3805.548	-3970.178	164.6301	6.268362
396	-3809.906	-3974.474	164.5678	6.302186
402	-3815.439	-3980.132	164.6935	6.233882
408	-3820.344	-3984.655	164.3109	6.441583
414	-3823.604	-3988.049	164.445	6.368864
420	-3828.405	-3992.477	164.0722	6.570881
426	-3835.577	-3999.252	163.6749	6.785582
432	-3836.715	-4000.686	163.9715	6.625339
438	-3831.344	-3995.797	164.4521	6.364999
444	-3814.382	-3978.594	164.2118	6.495268
450	-3815.456	-3979.643	164.1864	6.509026
456	-3818.758	-3982.957	164.1989	6.50228
462	-3814.25	-3978.711	164.4616	6.359869
468	-3826.886	-3991.539	164.653	6.255925
474	-3814.406	-3979.059	164.653	6.255925
480	-3816.07	-3980.723	164.653	6.255925
486	-3815.734	-3980.149	164.4149	6.385184
492	-3828.724	-3993.139	164.4149	6.385184
498	-3822.713	-3986.668	163.9544	6.63461
504	-3824.622	-3989.047	164.4247	6.379891
510	-3820.981	-3985.478	164.4977	6.340237
516	-3829.208	-3993.502	164.2933	6.451144
522	-3827.91	-3992.204	164.2933	6.451144
528	-3826.905	-3991.308	164.4029	6.39169
534	-3832.129	-3996.309	164.1804	6.512302
540	-3823.819	-3988.208	164.3881	6.399692
546	-3816.53	-3980.847	164.3171	6.438225
552	-3817.176	-3982.064	164.888	6.128105
558	-3806.848	-3971.705	164.8565	6.145253
