Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-698.5405	-866.9734	168.433	2.273086	0.8518913	0.6870457	0.7994666	1.381822
6	-700.1109	-866.847	166.7361	3.329665	1.131694	0.8304214	0.831782	1.528725
12	-706.9066	-875.6312	168.7246	1.454933	1.043807	1.108772	0.5455342	1.516046
18	-704.5697	-873.399	168.8292	1.519548	1.136764	1.108772	0.7824252	1.111449
24	-705.0368	-876.0521	171.0153	0.6849025	0.4675544	0.5132187	0.945318	0.7119926
30	-708.3477	-877.8114	169.4636	0.8454486	1.153656	1.046517	1.116027	0.8573936
36	-694.0746	-864.0553	169.9807	0.5496344	1.022222	1.093436	0.9470398	0.8945062
42	-688.0264	-857.6033	169.577	1.03616	0.8201676	1.137726	0.9470398	0.9741274
48	-695.2629	-864.8932	169.6303	1.03616	0.8110176	0.9781516	1.041123	0.9951587
54	-700.3836	-867.2251	166.8414	3.035442	0.9711214	0.9630114	0.7386708	1.752328
60	-698.9434	-865.7589	166.8155	3.582432	0.5339319	1.131893	1.482939	0.9069403
66	-699.6128	-866.3635	166.7508	3.598928	0.6472068	1.143598	1.069744	1.245294
72	-700.4607	-869.684	169.2233	1.395382	0.9627184	0.9261892	1.075016	0.9059989
78	-693.4863	-864.577	171.0907	0.1494507	0.8153616	0.6690329	0.9657639	0.7563575
84	-695.0401	-865.583	170.5429	0.3003775	0.9539797	0.9235603	0.9121834	0.8472458
90	-697.7216	-868.7482	171.0266	0.161163	0.8196624	0.7070017	0.9971517	0.7291414
96	-689.7481	-860.5719	170.8238	0.1174597	0.6938602	1.324641	0.7560027	0.7291414
102	-680.5258	-851.1243	170.5985	0.1242916	1.011493	1.011302	0.8744821	0.862997
108	-687.37	-857.9806	170.6107	0.1000279	0.9315472	1.058176	0.9196109	0.862997
114	-681.096	-851.2455	170.1495	0.7272854	0.7564756	0.8804587	1.182982	0.7578389
120	-682.7268	-853.4479	170.7211	0.4351576	0.7564756	0.7006889	1.040678	0.8078314
126	-684.3946	-854.5097	170.1151	0.7784797	0.9101358	0.7917038	0.8685149	1.02696
132	-696.6323	-867.3302	170.6979	0.3066154	0.6151555	0.7895774	1.306551	0.7032499
138	-696.2505	-866.6388	170.3883	0.2699567	1.075702	0.7895774	1.265384	0.5715026
144	-693.6464	-864.5418	170.8954	0.117346	0.7446902	0.9957218	0.973186	0.7110705
150	-694.2146	-865.516	171.3014	0.1359703	0.5235691	0.8086493	0.8899344	0.7588045
156	-689.8179	-860.5833	170.7653	0.1319583	1.03956	0.9073918	0.6392172	1.009747
162	-682.835	-854.0534	171.2185	0.09343563	0.8654559	0.5882091	0.6392172	1.064228
168	-679.9198	-850.6694	170.7497	0.06846622	0.6496242	1.160604	0.7873727	1.064228
174	-689.0307	-859.2584	170.2277	0.06846622	0.9821614	1.028815	1.058614	1.120865
180	-689.2038	-860.2811	171.0773	0.06846622	0.6904295	0.6895126	1.040893	0.9065789
186	-694.4303	-865.3975	170.9671	0.0744786	0.6389775	0.8732823	0.9003022	1.025071
192	-699.1726	-870.0569	170.8843	0.0744786	0.7265684	0.7754233	0.9996847	1.025071
198	-702.6344	-873.5867	170.9523	0.0744786	0.5866971	0.831627	0.9996847	1.025071
204	-708.2205	-879.3818	171.1613	0.1914591	0.8190766	0.6386171	0.6513037	1.016807
210	-702.4817	-872.7612	170.2794	0.4230119	1.383867	0.5813556	0.708543	1.095735
216	-697.2034	-867.7859	170.5825	0.375334	1.167599	0.5768634	0.8929442	0.8644004
222	-710.9343	-876.7167	165.7824	4.85341	0.8996616	0.5981802	0.9200796	1.365496
228	-700.1581	-867.4565	167.2984	3.209005	1.043103	0.7739164	0.9019318	1.239645
234	-687.946	-858.0798	170.1338	0.7673863	0.8556206	0.772397	0.8156492	1.136659
240	-689.0287	-859.1155	170.0868	0.7673863	1.014793	0.772397	0.8156492	1.033158
246	-696.3171	-863.3246	167.0076	2.802044	1.199838	1.273605	1.005794	1.191796
252	-695.2677	-864.0119	168.7442	2.0944	0.5990275	0.7943995	0.6446399	1.500309
258	-699.0731	-867.9495	168.8764	1.786933	0.9883461	0.7881213	0.9879247	1.061693
264	-704.4796	-872.353	167.8734	1.904154	0.7002348	1.335844	0.6538073	1.807752
270	-697.4198	-865.6363	168.2166	2.471297	0.6133124	0.8349659	0.9187952	1.366092
276	-702.6351	-872.7932	170.158	1.065932	0.8904185	0.6767103	0.577061	1.11031
282	-700.9548	-870.7084	169.7536	0.8665074	0.6793753	0.9678023	1.113229	1.099457
288	-686.0311	-855.972	169.9409	0.4965289	1.282136	0.8744175	1.133246	0.7200642
294	-694.1207	-864.4338	170.313	0.5378215	0.8484217	0.7510955	1.133246	0.9000823
300	-713.7889	-884.1041	170.3152	0.07532504	0.5063516	1.434492	1.365994	0.7056434
306	-695.3801	-866.0311	170.651	0.0800963	0.6849534	1.209993	1.004803	0.8415174
312	-705.2192	-876.0862	170.867	0.09131426	0.685195	0.9812827	1.004803	0.8415174
318	-697.4376	-868.1076	170.67	0.07870708	0.8335232	0.9314055	1.123159	0.8415174
324	-696.9014	-866.7456	169.8441	0.8821219	0.9558003	0.8760126	1.083224	0.8367396
330	-698.9541	-869.3643	170.4102	0.08518063	1.160464	1.010323	0.8677448	0.9592039
336	-698.5602	-869.5035	170.9433	0.1901331	0.8870861	1.010323	0.5714545	0.8835167
