Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-247.8461	-513.6168	265.7707	0.635827	0.00960877	0.000391109	0.0112581	0.00956088	0.00272956	0.003136	0.00788171	0.0110789	0.0107241	0.00627008	0.00455351	0.0187207	0.000614524	0.0223451	0.00036901	0.00876635	0.00932281	0.00400462	0.00807337	0.0164477	0.00765175	0.0024282	0.0240899	0.00414978	0.0103306	0.0165049	0.0431471	0.0138498	0.0164822	0.0039613	0.00456704	0.0028808	0.0246975	0.00822016	0.0153551	0.54381
6	-239.4891	-505.2623	265.7733	0.643577	0.00972589	0.000395876	0.0113953	0.00967742	0.00276283	0.00317423	0.00797779	0.011214	0.0108548	0.00634651	0.00460902	0.0189489	0.00389553	0.0226175	0.000373508	0.00887321	0.00943645	0.00405344	0.00817178	0.0166482	0.00774502	0.0024578	0.00935099	0.00420036	0.0104565	0.0111158	0.043673	0.0287365	0.00690111	0.00650602	0.00235026	0.00291591	0.0249986	0.00832036	0.0155423	0.5232753
12	-242.193	-507.9629	265.7699	0.640208	0.00967498	0.000393804	0.0113357	0.00962676	0.00431992	0.00158017	0.00793603	0.00443406	0.010798	0.00631329	0.00248422	0.0086115	0.00387513	0.0224991	0.000371553	0.0195736	0.00938705	0.00403222	0.008129	0.0252901	0.00770447	0.00726989	0.00930203	0.00417837	0.0104017	0.0110576	0.0434444	0.028586	0.00686499	0.00647196	0.00233795	0.00290065	0.0248677	0.00827681	0.0154609	0.4545755
18	-245.7573	-511.5109	265.7536	0.651434	0.00984463	0.000400709	0.0115345	0.00979556	0.00439567	0.00160788	0.00807518	0.00202022	0.0211397	0.00583329	0.00252778	0.0087625	0.00394308	0.0228936	0.000378068	0.0199168	0.00955165	0.00410292	0.00872086	0.0257336	0.00783957	0.00739736	0.00946514	0.00425164	0.0105841	0.0112515	0.0442062	0.00711059	0.00698536	0.00658545	0.00237895	0.00295151	0.0253037	0.00842194	0.0126546	0.4049367
24	-254.2719	-520.0341	265.7622	0.695425	0.00826254	0.000336313	0.0096808	0.00822136	0.00368926	0.00134948	0.00562081	0.00169556	0.0177424	0.00489584	0.00522283	0.00735432	0.00330941	0.0192144	0.00031731	0.0167161	0.00801665	0.00344356	0.00731937	0.021598	0.0162107	0.00620856	0.00794404	0.00356838	0.0088832	0.00944333	0.037102	0.00596788	0.00334472	0.00552713	0.000433295	0.00700904	0.0212373	0.00706848	0.0106209	0.4261859
30	-242.1955	-507.9484	265.7528	0.693235	0.00823652	0.000335254	0.00965031	0.00819547	0.00367764	0.00134524	0.00560311	0.00169022	0.0176865	0.00488043	0.00520638	0.00733116	0.00116977	0.0191539	0.000316311	0.0166634	0.00953158	0.00343271	0.00729632	0.02153	0.0198978	0.00618901	0.00791902	0.00355714	0.00885523	0.0094136	0.0369851	0.00594908	0.00333419	0.00550972	0.00043193	0.00698697	0.0211704	0.00704622	0.0105875	0.4034153
36	-239.7297	-505.504	265.7742	0.693768	0.00824285	0.000752995	0.00965773	0.00820177	0.00368047	0.00134627	0.00560742	0.00169152	0.0177001	0.00488418	0.00521038	0.00733679	0.00117067	0.0191687	0.000316554	0.0166762	0.00953891	0.00343535	0.00730193	0.0215466	0.0199131	0.00619377	0.00792511	0.00237374	0.00886204	0.00942083	0.0370136	0.00595366	0.00333675	0.00551396	0.000432262	0.00699234	0.0211867	0.00705164	0.0105956	0.5056845
42	-242.2194	-507.9937	265.7743	0.685862	0.00814892	0.00191718	0.00954768	0.0081083	0.00198308	0.00204833	0.00554352	0.00190582	0.0174984	0.00482852	0.00515101	0.0128115	0.00115733	0.0189502	0.000312947	0.0164862	0.0206657	0.0033962	0.00721872	0.021301	0.0155691	0.00612319	0.0078348	0.00234669	0.00701153	0.00931348	0.0365918	0.00588581	0.00329873	0.00545112	0.000427337	0.00691266	0.0209453	0.00697128	0.0104749	0.5012577
48	-253.2482	-519.022	265.7738	0.706076	0.00838908	0.00197368	0.00982907	0.00834727	0.00204153	0.00210869	0.0057069	0.00304521	0.0180141	0.00497083	0.00530282	0.0139758	0.00119144	0.0195087	0.00032217	0.0169721	0.02376	0.0034963	0.00743147	0.00115165	0.0160279	0.00630365	0.00806571	0.00241586	0.00721818	0.00958796	0.026179	0.00605928	0.00339595	0.00561178	0.000439931	0.00856332	0.0215626	0.00417099	0.0107836	0.4847783
54	-249.8369	-515.5927	265.7558	0.691443	0.00821523	0.00193278	0.00962537	0.00817428	0.00199922	0.00206499	0.00558863	0.00181871	0.0176408	0.00195853	0.00519293	0.0136861	0.00116674	0.0191044	0.000315493	0.0166204	0.0232676	0.00342384	0.00727746	0.00112778	0.0156958	0.00617301	0.00728349	0.00236579	0.00706859	0.00938926	0.0256365	0.00593371	0.00332557	0.00549548	0.000430814	0.00838585	0.0211157	0.0294963	0.0105601	0.409932
