Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-583.6101	-753.5139	169.9039	0.3314732	0.9498268	0.9965179	1.230222	1.078541
6	-582.2926	-752.9075	170.6149	0.3278023	1.192801	0.5982467	0.9181452	0.7991732
12	-579.1485	-748.5982	169.4497	1.618568	1.196867	0.3429798	1.003104	0.6339871
18	-569.6614	-739.1551	169.4937	0.6253475	1.170939	0.8517024	1.618949	0.6542675
24	-571.3532	-741.154	169.8007	0.3949516	1.942187	0.4532541	0.7637085	1.121279
30	-577.4825	-747.4094	169.927	1.201853	1.26486	0.3694437	0.6903958	0.9069943
36	-574.8939	-743.7254	168.8315	2.345266	0.573933	0.5277011	1.322145	0.8097211
42	-571.9221	-739.0798	167.1577	2.355825	1.21596	1.136529	1.365653	1.238722
48	-577.0757	-744.4025	167.3268	2.472833	1.23847	0.5499139	1.365084	1.436731
54	-573.3801	-743.2985	169.9184	0.8709903	1.252304	0.5580886	1.018252	0.8328824
60	-570.7209	-741.0821	170.3612	0.671462	0.8792038	0.7688923	0.7884291	1.020845
66	-569.5067	-739.7847	170.278	0.2944165	0.8792038	0.7688923	1.248618	1.020845
72	-561.7295	-732.9003	171.1708	0.2635195	0.6814192	0.6647534	0.7997005	0.8875365
78	-569.7419	-739.7376	169.9957	0.024979	1.477307	0.9935803	0.7365094	1.249517
84	-577.5746	-748.2628	170.6882	0.05135544	1.054418	0.6777243	0.7365094	1.249517
90	-588.6524	-759.6485	170.9961	0.1354229	0.9410359	0.6447315	0.8890099	0.8642915
96	-573.6816	-744.0367	170.3551	0.3052201	1.359086	0.5740596	1.005771	0.8642915
102	-577.9801	-747.8606	169.8804	0.3708189	1.547682	0.6603071	1.164499	0.8642915
108	-575.7594	-746.0088	170.2494	0.276166	0.7775416	0.9102363	1.472296	0.7752778
114	-576.8683	-747.5478	170.6795	0.2455012	0.6607283	0.9269157	0.9842088	0.9856102
120	-579.9455	-750.2356	170.2901	0.2822667	0.7434365	1.188555	1.000675	0.9851226
126	-565.8748	-736.2316	170.3568	0.2649422	0.9991103	0.8437778	1.112482	0.9113179
132	-573.1318	-743.9882	170.8564	0.1918456	0.7670059	0.6329677	1.112482	0.9113179
138	-580.739	-751.94	171.2011	0.1508515	0.861366	0.5224348	0.8807826	0.8185161
144	-578.7375	-749.2793	170.5418	0.07749483	1.182159	0.663183	1.009357	1.009755
150	-588.5426	-758.2326	169.69	0.3299641	1.500205	1.14294	0.8332023	1.009755
156	-575.7035	-746.5464	170.8429	0.1792854	0.8314705	0.6515626	0.9655695	1.009755
162	-572.5339	-743.0909	170.557	0.1268362	1.530002	0.5863151	0.8080124	0.8675998
168	-576.6368	-746.5491	169.9123	0.180719	1.060112	0.9819471	1.427579	0.9280618
174	-577.9589	-748.6911	170.7321	0.5614833	0.6412689	0.4362647	1.135788	0.8883357
180	-576.337	-746.4156	170.0786	0.5086335	1.059559	0.9610808	1.142325	0.675361
186	-587.0614	-755.6414	168.58	1.365983	1.47507	1.349875	1.015671	0.6311892
192	-576.4763	-747.111	170.6347	0.4408697	1.253614	0.3917524	0.8026287	0.8489536
198	-587.0494	-757.4657	170.4163	0.278371	0.9287023	0.8930849	1.217493	0.7043587
204	-575.7393	-745.6925	169.9532	0.3347249	1.112083	0.6744436	1.656072	0.6949903
210	-579.3119	-749.6402	170.3283	0.5483963	1.294003	0.4997697	0.901851	0.8672545
216	-566.3249	-736.6313	170.3064	0.0723481	1.220147	0.8553697	1.059627	0.9800408
222	-571.2388	-741.2779	170.0391	0.4721774	1.220147	0.6793068	0.812068	1.238593
228	-576.2537	-746.271	170.0173	0.3868175	1.194316	0.7629083	1.181353	0.9471274
234	-588.9764	-758.5964	169.6199	0.3868175	1.308829	1.270831	1.037346	0.8656649
240	-577.1903	-747.4324	170.2421	0.3655883	1.096443	0.6556423	1.246903	0.8656649
246	-577.2111	-747.657	170.4459	0.1006598	1.155919	0.6875279	1.027337	1.066479
252	-580.5271	-750.7901	170.2629	0.1253664	1.433786	0.7082978	0.9827989	0.9823166
258	-568.5199	-739.6059	171.086	0.06177834	0.4424046	0.6284524	1.3434	0.8243419
264	-574.8587	-744.5691	169.7104	0.6841437	0.7159095	0.843449	1.824031	0.5941017
270	-594.664	-764.0247	169.3607	1.006938	0.8180586	0.7069153	1.824031	0.7209438
276	-594.9978	-765.194	170.1962	1.549488	0.5242372	0.5215362	0.8550112	0.7209438
282	-575.2228	-746.639	171.4162	0.3164311	0.4108493	0.5273381	0.9207879	0.7209438
288	-578.1544	-749.0067	170.8524	0.4015367	0.446421	0.8444599	1.098784	0.733229
294	-566.3365	-736.9574	170.6208	0.1451686	1.323844	0.5414598	0.7868617	1.044983
300	-575.4283	-746.2135	170.7852	0.08208177	0.8561264	0.6292565	1.151774	0.9732105
306	-578.0654	-747.8552	169.7898	0.6478498	1.459947	0.6369235	0.7453345	1.193197
312	-583.3873	-752.2613	168.874	1.786553	1.22157	0.6771939	0.8121299	1.108877
318	-574.4337	-744.1166	169.6829	0.4780419	1.365789	1.379574	0.8121299	0.7481005
324	-582.4721	-751.7385	169.2664	1.105759	0.8219366	1.379574	1.195172	0.6470367
330	-581.9231	-752.4367	170.5136	0.3290132	0.9757277	0.7253915	1.224018	0.6263036
336	-588.2804	-758.0005	169.72	1.1426	0.8099823	0.8554381	1.254141	0.594772
