Iteration	Posterior	Likelihood	Prior	tree_length
0	-660.1674	-833.1472	172.9798	1.311232
6	-642.9999	-816.0319	173.032	1.268596
12	-650.3756	-823.4158	173.0402	1.261858
18	-646.5038	-819.544	173.0402	1.261858
24	-647.3637	-820.4888	173.1252	1.190033
30	-645.3168	-818.4797	173.1628	1.157235
36	-638.7259	-811.9231	173.1971	1.126725
42	-639.9408	-812.8602	172.9194	1.359517
48	-654.3264	-827.4109	173.0845	1.224735
54	-650.2035	-823.0337	172.8302	1.429054
60	-668.9252	-841.7244	172.7992	1.452786
66	-669.2823	-842.4926	173.2103	1.114877
72	-655.9258	-828.7805	172.8547	1.410125
78	-645.4521	-818.5487	173.0967	1.214447
84	-656.5591	-829.4664	172.9073	1.369058
90	-652.0548	-824.9621	172.9073	1.369058
96	-653.8571	-826.8456	172.9885	1.304194
102	-651.6571	-824.9201	173.263	1.066213
108	-642.3659	-815.4102	173.0443	1.258382
114	-648.2507	-821.4548	173.2042	1.120415
120	-645.4722	-818.6763	173.2042	1.120415
126	-644.8858	-817.675	172.7892	1.460383
132	-644.7665	-818.0767	173.3102	1.02088
138	-650.7291	-823.8129	173.0838	1.225376
144	-661.9642	-834.9292	172.965	1.323146
150	-648.6597	-821.644	172.9843	1.307562
156	-657.2814	-830.3196	173.0382	1.26345
162	-656.1314	-829.0451	172.9136	1.364058
168	-655.5239	-828.4493	172.9253	1.35482
174	-653.1674	-826.3071	173.1397	1.177461
180	-649.6934	-822.695	173.0016	1.293533
186	-643.9124	-816.9878	173.0753	1.232489
192	-662.3394	-835.2734	172.934	1.34792
198	-661.0128	-834.0595	173.0467	1.256466
204	-651.4955	-824.514	173.0185	1.279672
210	-653.981	-826.8829	172.9019	1.373295
216	-639.5455	-812.1841	172.6386	1.572728
222	-637.9627	-811.2223	173.2596	1.069391
228	-649.7287	-822.8632	173.1345	1.181963
234	-651.5511	-824.207	172.6559	1.560016
240	-661.0088	-833.672	172.6633	1.554618
246	-651.5268	-824.6105	173.0837	1.225457
252	-659.3626	-832.6257	173.263	1.066159
258	-653.8498	-826.6025	172.7527	1.487995
264	-652.8056	-825.79	172.9845	1.307454
270	-653.1389	-825.8379	172.6989	1.528246
276	-656.9579	-829.9544	172.9965	1.297656
282	-647.8336	-820.7409	172.9073	1.36902
288	-644.139	-817.0583	172.9192	1.359627
294	-662.479	-835.5242	173.0452	1.257646
300	-658.9331	-831.9776	173.0445	1.258256
306	-645.552	-818.4372	172.8852	1.38643
312	-649.5921	-822.9228	173.3307	1.000568
318	-653.365	-826.397	173.032	1.268584
324	-653.8636	-826.8957	173.032	1.268584
330	-653.5607	-826.5883	173.0275	1.272285
336	-642.5347	-815.5622	173.0275	1.272285
342	-654.6261	-827.7419	173.1158	1.198101
348	-654.7115	-827.885	173.1734	1.147876
354	-672.0564	-844.8656	172.8092	1.445143
360	-666.2432	-839.1773	172.9341	1.347811
366	-659.9716	-832.9057	172.9341	1.347811
372	-655.0529	-828.2374	173.1845	1.138006
378	-660.9506	-833.598	172.6474	1.56627
384	-661.9004	-834.4998	172.5995	1.60132
390	-663.8802	-836.4055	172.5253	1.654864
396	-650.6493	-823.5077	172.8584	1.407256
402	-657.6183	-830.6944	173.0761	1.231829
408	-651.1763	-824.4253	173.249	1.079306
414	-650.5137	-823.445	172.9313	1.350056
420	-654.1343	-827.0368	172.9024	1.372889
426	-656.7859	-830.0679	173.282	1.048172
432	-654.9676	-827.9956	173.028	1.271921
438	-653.3259	-826.3539	173.028	1.271921
444	-648.1866	-821.3441	173.1576	1.161867
450	-642.9157	-816.0716	173.1559	1.163325
456	-651.3085	-824.2389	172.9304	1.350764
462	-660.3661	-833.5728	173.2067	1.118116
468	-649.9928	-823.0515	173.0586	1.246481
474	-657.3579	-830.4798	173.1218	1.192927
480	-658.1192	-831.037	172.9177	1.360825
486	-665.3239	-838.4452	173.1213	1.193398
492	-655.1833	-828.3168	173.1335	1.182866
498	-642.3309	-815.222	172.891	1.381818
504	-633.7448	-806.9524	173.2076	1.117255
510	-646.9725	-819.5732	172.6007	1.600398
516	-651.224	-824.2389	173.0149	1.282638
522	-659.2347	-832.2259	172.9912	1.301963
528	-666.522	-839.7351	173.2131	1.112289
534	-652.6003	-825.6533	173.0529	1.251236
540	-652.5137	-825.5314	173.0176	1.28041
546	-652.4263	-825.4769	173.0506	1.253202
552	-647.6723	-820.6325	172.9602	1.327023
558	-658.5691	-831.4794	172.9103	1.366649
564	-656.0681	-829.1292	173.0611	1.244409
570	-655.7492	-828.8233	173.0741	1.233499
576	-663.068	-836.1579	173.0899	1.22022
582	-659.9806	-832.8713	172.8906	1.38214
588	-662.0041	-835.0222	173.0181	1.28007
594	-652.2351	-825.4712	173.2361	1.091279
600	-648.4456	-821.6512	173.2056	1.119101
606	-656.7419	-829.9475	173.2056	1.119101
612	-663.5049	-836.3412	172.8364	1.424296
618	-653.8715	-826.6688	172.7973	1.454255
624	-648.2263	-821.2027	172.9764	1.313956
630	-639.6497	-812.8116	173.1619	1.158034
636	-653.929	-826.6809	172.7519	1.488618
642	-658.1373	-831.1223	172.985	1.30702
648	-662.2757	-834.8005	172.5248	1.655205
654	-652.9404	-826.1691	173.2287	1.098065
660	-639.233	-812.3075	173.0745	1.233162
666	-644.4617	-817.6347	173.173	1.148251
672	-654.6467	-827.5481	172.9014	1.373687
678	-654.1549	-827.0234	172.8685	1.399439
684	-647.1854	-820.3144	173.129	1.186716
690	-647.4393	-820.2663	172.827	1.431533
