Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-3249.225	-3412.343	163.1178	0.1889724	0.7688478	1.158268	1.099857	0.432478	0.567522	0.551107	0.448893	4.93223
6	-3234.833	-3397.599	162.7664	0.2265345	0.8113855	1.039636	1.095208	0.478652	0.521348	0.526948	0.473052	5.144996
12	-3236.38	-3399.953	163.573	0.07477257	0.8479366	1.039636	1.088988	0.470862	0.529138	0.497438	0.502562	4.764007
18	-3234.925	-3398.444	163.5188	0.03958286	0.9690967	1.028028	1.086575	0.478474	0.521526	0.593602	0.406398	4.764007
24	-3233.167	-3396.154	162.9871	0.1378446	0.9690967	0.949218	1.017559	0.440988	0.559012	0.52904	0.47096	5.081881
30	-3230.066	-3393.647	163.5813	0.05801361	0.7754754	1.089549	1.020441	0.337299	0.662701	0.517593	0.482407	4.849198
36	-3233.559	-3396.573	163.0139	0.04275159	0.9672485	0.9400319	1.067111	0.550589	0.449411	0.517593	0.482407	5.096778
42	-3232.627	-3394.862	162.2356	0.1095402	0.8811738	1.003699	0.9628259	0.408803	0.591197	0.570434	0.429566	5.570752
48	-3236.161	-3398.479	162.3178	0.208844	1.126271	1.191782	1.100736	0.526676	0.473324	0.460889	0.539111	5.144225
54	-3233.64	-3397.386	163.7454	0.1351073	0.7616968	0.9665589	1.124068	0.581444	0.418556	0.563801	0.436199	4.713157
60	-3238.659	-3401.824	163.1658	0.1569976	0.7616968	0.9771306	1.065775	0.581444	0.418556	0.563801	0.436199	5.050422
66	-3243.051	-3406.529	163.4786	0.0551719	0.893837	1.201847	1.091794	0.554088	0.445912	0.501297	0.498703	4.713012
72	-3251.716	-3415.343	163.6269	0.05720165	0.893837	1.018586	1.08381	0.453802	0.546198	0.506137	0.493863	4.734471
78	-3245.861	-3409.343	163.4818	0.109838	0.9567098	1.019787	1.176703	0.509807	0.490193	0.543678	0.456322	4.698309
84	-3244.98	-3408.919	163.9391	0.04722317	0.9567098	1.212463	1.246902	0.509807	0.490193	0.630111	0.369889	4.346903
90	-3253.415	-3416.471	163.0556	0.2448136	0.7650273	0.8769692	1.245223	0.511678	0.488322	0.499822	0.500178	5.004994
96	-3250.154	-3413.676	163.5213	0.04222843	0.8603317	1.220967	1.210318	0.511678	0.488322	0.562648	0.437352	4.639352
102	-3246.664	-3410.203	163.538	0.01366976	0.8658406	1.184508	1.103785	0.41377	0.58623	0.49714	0.50286	4.726529
108	-3247.344	-3409.854	162.5099	0.08128444	0.8612111	1.056808	0.9623007	0.531291	0.468709	0.563357	0.436643	5.408081
114	-3250.413	-3413.002	162.5881	0.01343781	0.8035454	1.083442	0.9211469	0.541068	0.458932	0.581324	0.418676	5.445252
