Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-376.7474	-546.111	169.3636	1.018182	0.6756582	1.158217	1.974444
6	-379.2744	-549.1275	169.8532	0.7818703	0.7997081	1.266288	1.642118
12	-393.0722	-562.8854	169.8132	0.6127636	0.632001	1.615331	1.642118
18	-397.0886	-566.4707	169.3821	0.7350102	0.6360628	1.53021	1.922673
24	-400.282	-570.6585	170.3765	0.3887921	0.619425	0.9804057	1.791023
30	-392.4941	-561.7244	169.2303	0.6657382	0.8230355	1.18096	2.180894
36	-390.7857	-559.819	169.0334	0.7131911	0.8230355	0.8666519	2.478942
42	-400.4589	-569.5052	169.0463	0.6482344	0.7478936	1.20551	2.339722
48	-400.988	-570.1446	169.1567	0.9285939	0.642351	0.8869695	2.362812
54	-406.4909	-574.9288	168.4379	0.6947905	1.057035	1.060821	2.594436
60	-410.7349	-580.5869	169.852	0.4315112	0.4308259	0.7796376	2.344267
66	-387.7714	-557.4347	169.6632	0.930792	0.4439369	0.7796376	2.193837
72	-393.0273	-561.8192	168.7919	0.9212859	0.623085	0.602588	2.780697
78	-391.7096	-559.4125	167.7029	1.122587	0.5340962	0.610605	3.348283
84	-382.1444	-550.9895	168.8451	0.8659885	0.2743299	0.4099147	2.95643
90	-387.3316	-556.0562	168.7245	1.253693	0.3936456	0.5276694	2.749302
96	-400.9869	-570.5075	169.5205	1.244614	0.5636038	1.010245	1.880088
102	-401.3745	-570.5896	169.2151	0.8905087	0.5594089	1.349915	2.094578
108	-406.5362	-575.4238	168.8876	1.08114	0.9003053	0.8330476	2.315396
114	-408.1522	-577.7034	169.5511	0.7587546	0.5501372	1.259105	2.022169
120	-387.3342	-556.0767	168.7425	0.8920083	0.7800735	0.7730995	2.636197
126	-394.0374	-563.3486	169.3112	0.7234775	0.5966579	0.6372379	2.571993
132	-382.9281	-552.4218	169.4937	0.9773734	0.6688141	1.01243	2.016249
138	-379.4036	-548.1081	168.7045	1.117318	0.6808569	1.044916	2.408157
144	-379.4507	-548.3243	168.8736	1.103485	0.7704403	1.079227	2.233877
150	-391.5765	-561.3059	169.7294	0.6077764	0.9554114	1.211811	1.771196
156	-378.5069	-547.7721	169.2652	0.8705461	0.6195155	1.00368	2.268409
162	-389.0253	-558.254	169.2287	0.8705461	0.7279638	0.9430654	2.268409
168	-387.589	-557.0994	169.5104	0.6161663	0.5737335	0.7200032	2.467184
174	-380.7022	-550.5928	169.8905	0.8364061	0.4315947	0.9141596	2.021161
180	-387.0585	-556.7958	169.7373	0.5708432	0.7087586	1.480164	1.766807
186	-382.4364	-551.7687	169.3323	0.7982842	0.7087586	1.010895	2.215223
192	-379.0324	-548.5573	169.5249	1.07844	0.4179817	0.7468813	2.215223
198	-389.7189	-559.0749	169.356	0.7134932	0.5591666	1.088254	2.284004
204	-386.714	-556.2907	169.5767	0.653541	0.6602486	1.032185	2.159026
210	-391.4744	-559.9585	168.4842	0.8614169	1.146533	0.9884106	2.455557
216	-388.6998	-557.8977	169.198	0.8614169	0.6837091	0.9056525	2.343777
222	-386.3842	-557.1315	170.7473	0.4138504	0.3434765	1.069234	1.554272
228	-391.7313	-562.3745	170.6431	0.3749885	0.5277262	1.081884	1.580401
234	-392.1317	-562.5346	170.4029	0.584296	0.4947135	0.8493308	1.853758
240	-389.9839	-560.0026	170.0187	0.7051766	0.5443742	0.965152	1.942516
246	-395.1694	-565.2656	170.0962	0.6884705	0.4096478	1.014458	1.915206
252	-394.0141	-564.1833	170.1692	0.8473764	0.4313388	0.9634965	1.791507
258	-394.5939	-564.0401	169.4462	0.6716019	0.5050192	0.8039014	2.455066
264	-395.195	-564.3598	169.1648	1.097015	0.769242	0.8895589	2.173115
270	-392.8989	-562.3579	169.459	0.9215576	0.6250205	0.9022289	2.173115
276	-399.3327	-568.5556	169.2229	0.7398548	0.5853866	0.9022289	2.457752
282	-403.9511	-573.9705	170.0194	0.7398548	0.4668672	1.166214	1.815977
288	-394.9983	-564.7185	169.7201	0.7676382	0.5143556	1.314856	1.88204
294	-386.3342	-555.1805	168.8463	0.8327854	0.5067974	0.9054857	2.669154
300	-404.6985	-573.3681	168.6696	0.8094078	0.4192962	0.551786	3.030678
306	-392.0424	-562.1898	170.1474	0.6400124	0.3478088	0.5650653	2.209397
312	-393.0509	-562.607	169.5561	1.139399	0.4077929	0.7238421	2.172486
318	-391.2406	-560.142	168.9014	0.871655	0.6195937	0.607565	2.742731
324	-385.2731	-554.2475	168.9744	0.6780899	0.476293	0.9051705	2.691883
330	-391.424	-560.5261	169.102	1.51088	0.3279861	0.6420094	2.285836
336	-394.5306	-564.2868	169.7562	0.7700226	0.5170606	1.054324	2.030129
342	-388.337	-557.2147	168.8777	1.434909	0.6989521	0.92481	2.165683
348	-386.6961	-556.0444	169.3484	0.7313343	0.7295851	0.92481	2.28892
354	-387.3783	-557.144	169.7657	0.6212215	0.7004389	1.055382	2.013872
360	-391.8262	-560.816	168.9898	1.143812	0.7004389	1.251092	2.062964
366	-386.9592	-556.6974	169.7383	1.005003	0.6687531	1.498356	1.483948
372	-386.5261	-556.4571	169.9309	0.692826	0.3732992	1.307407	1.829247
378	-394.6668	-563.6735	169.0067	0.9491301	0.6082822	0.7917069	2.52226
384	-395.4838	-565.2172	169.7334	0.9271909	0.395092	0.6926925	2.216804
390	-395.7751	-565.5527	169.7776	0.7147151	0.5566872	1.422621	1.782373
396	-392.4549	-561.6323	169.1775	1.106094	0.5966331	0.9884359	2.195558
402	-405.4129	-574.2159	168.803	1.133524	1.0307	1.915284	1.512521
408	-401.5339	-569.8995	168.3655	1.813694	0.6973794	1.915284	1.603963
414	-407.0987	-576.0609	168.9622	0.7659354	0.6356869	1.079319	2.468486
420	-398.7371	-567.1231	168.386	0.8594045	0.7040781	1.008997	2.774011
426	-398.0584	-566.6488	168.5904	1.029768	0.7192111	1.394713	2.291512
432	-395.1834	-564.7158	169.5324	0.4638418	0.5462139	0.8714483	2.437828
438	-389.5463	-559.654	170.1078	0.7263511	0.4113272	1.004498	1.890068
444	-397.5719	-566.5865	169.0146	0.8583667	0.5384656	0.7275629	2.646494
450	-399.5035	-569.0543	169.5508	1.178799	0.4534987	0.9197427	2.0107
456	-399.9217	-569.4008	169.479	0.965937	0.6253646	0.6858242	2.271051
462	-399.2328	-569.0816	169.8487	0.9934778	0.4237215	0.6526576	2.119968
468	-397.4442	-566.4861	169.0419	1.202349	0.4771703	1.227907	2.119968
