Iteration	Posterior	Likelihood	Prior	part_rate_trans	tree_length
0	-193.4908	-365.838	172.3472	1.268951	0.6123601
6	-200.7028	-373.1328	172.43	1.113787	0.7497638
12	-198.572	-370.805	172.233	1.373599	0.6363726
18	-194.974	-367.2446	172.2705	1.251683	0.7808679
24	-196.0423	-368.23	172.1877	1.263853	0.8705555
30	-196.2608	-368.4562	172.1954	1.273815	0.8494657
36	-199.675	-372.4767	172.8017	0.7921836	0.6639102
42	-193.6211	-365.7847	172.1636	1.172189	0.9955196
48	-200.3937	-372.5328	172.139	1.099496	1.089003
54	-190.1487	-362.5226	172.3739	1.112156	0.8285674
60	-188.3311	-361.0452	172.7141	0.7238579	0.8863333
66	-208.9051	-380.6219	171.7168	1.708037	0.9012708
72	-200.4855	-372.8992	172.4136	0.8362933	1.078448
78	-201.1764	-373.7929	172.6165	0.9663464	0.6852117
84	-196.6047	-369.1328	172.5281	0.9791122	0.8012533
90	-187.9968	-360.5554	172.5587	0.9791122	0.7586356
96	-195.3148	-367.9061	172.5913	0.9791122	0.7072163
102	-186.7486	-359.6627	172.914	0.6802216	0.663096
108	-195.5827	-368.0635	172.4808	1.014902	0.8162538
114	-208.906	-381.4639	172.5579	0.9703636	0.7723073
120	-211.9332	-383.8978	171.9646	1.425559	0.9391558
126	-208.1568	-380.2914	172.1346	1.275215	0.9178684
132	-216.0819	-388.3984	172.3165	1.30736	0.5894434
138	-219.1811	-391.7584	172.5773	0.5719501	1.16916
144	-207.6975	-380.0592	172.3617	0.6814309	1.25941
150	-201.8698	-373.9853	172.1155	1.457893	0.7020806
156	-196.3181	-368.1985	171.8804	1.457893	0.9929802
162	-181.959	-354.3229	172.3639	0.9743731	0.9929802
168	-184.0398	-356.4067	172.367	1.131881	0.8122332
174	-183.7647	-356.3265	172.5618	0.7539519	1.015409
180	-186.1979	-358.9651	172.7672	0.5165595	1.046498
186	-183.481	-355.6765	172.1956	0.6613213	1.408445
192	-184.8258	-357.3587	172.533	0.6361082	1.151749
198	-190.1108	-362.481	172.3702	0.7756863	1.172075
204	-182.4969	-354.4018	171.9049	1.725481	0.5648077
210	-187.6101	-359.6651	172.0549	1.54188	0.6578245
216	-197.5856	-369.3214	171.7358	1.865661	0.6478638
222	-189.9613	-362.564	172.6027	0.6292195	1.095082
228	-191.0561	-363.5517	172.4956	0.7363796	1.095082
234	-198.5174	-370.6199	172.1025	1.464016	0.7139017
240	-185.1751	-357.708	172.5329	1.015052	0.7434367
246	-192.03	-364.1976	172.1676	1.269072	0.8878377
252	-196.1255	-368.7843	172.6588	0.6120528	1.058764
258	-190.764	-362.7798	172.0158	1.517611	0.7650063
264	-188.1245	-360.3879	172.2634	0.8657739	1.186588
270	-198.9927	-371.7538	172.7611	0.8698434	0.5624303
276	-193.4016	-366.044	172.6424	0.6977275	0.9911165
282	-194.9493	-367.5731	172.6238	0.8040798	0.8978157
288	-201.7865	-374.0655	172.279	0.9387527	1.108099
294	-185.3016	-357.8571	172.5555	1.045615	0.6487405
300	-182.8415	-355.2411	172.3996	1.102131	0.8085131
306	-189.5436	-361.9989	172.4553	1.024503	0.8364248
312	-197.5208	-369.712	172.1912	0.9885565	1.142261
318	-194.4601	-366.9255	172.4653	0.6058139	1.236016
324	-193.7328	-366.1364	172.4036	0.4164213	1.436824
330	-196.7497	-368.7967	172.047	0.3976615	1.712189
336	-199.3275	-371.8814	172.5539	0.8781794	0.8930183
342	-208.0041	-379.8152	171.8111	1.82682	0.5106513
348	-206.9856	-379.4616	172.4761	0.6693688	1.172487
354	-193.5585	-365.8819	172.3235	1.098258	0.9047097
360	-197.6552	-370.2478	172.5926	0.9959189	0.6744959
366	-194.9904	-366.8347	171.8443	1.736655	0.6886468
372	-193.3336	-366.142	172.8084	0.6994116	0.8004686
378	-189.8623	-362.488	172.6257	0.9797507	0.6388506
384	-193.9431	-366.5803	172.6371	0.7831974	0.9062799
390	-201.6174	-373.9567	172.3393	1.091078	0.8949583
396	-225.1493	-397.6747	172.5254	1.091433	0.6103725
402	-197.0745	-369.5202	172.4457	1.100722	0.7457566
408	-206.188	-377.7926	171.6046	1.714959	1.011664
414	-196.6364	-368.4551	171.8188	1.714959	0.7645366
420	-197.4805	-369.898	172.4175	0.8820374	1.031272
426	-196.5407	-369.1215	172.5808	0.8820374	0.85712
432	-198.3131	-370.9877	172.6746	0.8330522	0.8006227
438	-202.0373	-374.3574	172.3201	1.187559	0.8006227
444	-189.3731	-360.8783	171.5053	2.132881	0.5000804
450	-181.7361	-354.2502	172.5142	1.120701	0.5416104
456	-195.3647	-366.661	171.2963	2.339963	0.5309367
462	-197.7229	-369.7074	171.9845	1.640299	0.5861758
468	-207.9949	-380.0415	172.0466	1.561651	0.63235
474	-196.638	-368.9168	172.2788	0.908482	1.135599
480	-189.5854	-362.1808	172.5954	0.5006219	1.214998
486	-188.4687	-361.2822	172.8135	0.5051633	1.012502
492	-189.1743	-361.916	172.7417	0.7520643	0.8187876
498	-197.3512	-369.5298	172.1786	1.248271	0.898934
504	-183.119	-355.131	172.012	1.325016	0.994287
510	-190.4186	-362.7186	172.3	1.325016	0.5855517
516	-192.8191	-365.8479	173.0289	0.5174757	0.7458509
522	-185.7157	-357.9324	172.2167	0.6876519	1.371369
528	-180.1133	-352.9618	172.8485	0.6058733	0.8671744
534	-187.5928	-360.289	172.6962	0.6677416	0.9667821
540	-200.3679	-372.4124	172.0445	0.4615265	1.668627
546	-204.9596	-377.5858	172.6262	0.5691895	1.12831
552	-198.4323	-370.7063	172.274	0.6880243	1.32553
558	-190.6746	-363.1716	172.497	0.6804979	1.14427
564	-205.7759	-378.7155	172.9396	0.5834687	0.7796563
570	-200.3863	-372.9002	172.5139	0.8645855	0.9516348
576	-190.442	-362.5236	172.0816	0.8189601	1.374361
582	-207.5677	-380.0626	172.4948	0.7846566	1.050541
588	-218.8145	-391.3251	172.5106	0.768915	1.050541
594	-200.7383	-372.8319	172.0936	1.03763	1.184799
600	-206.718	-379.3154	172.5974	0.9527478	0.7399697
606	-194.4925	-366.8635	172.3709	1.179272	0.7399697
612	-191.3258	-363.8822	172.5564	0.7732252	1.00161
618	-206.4121	-378.6611	172.249	0.9085767	1.161836
624	-200.5389	-372.8945	172.3557	1.187338	0.7509013
