Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-215.0422	-380.2145	165.1724	0.5736618	1.083118	1.05821	1.589355	3.656692
6	-208.0214	-374.0448	166.0234	0.3883581	0.702541	0.8566686	1.589355	3.603859
12	-208.7868	-374.4536	165.6668	0.8369297	1.291191	0.8037124	1.589355	3.241391
18	-201.2508	-367.2514	166.0006	0.624949	1.560727	0.9659764	1.710531	2.846612
24	-226.8373	-391.1087	164.2714	0.3014156	1.422104	1.020241	1.80955	4.03598
30	-220.3147	-386.0375	165.7228	0.4297384	1.658756	1.020241	1.500571	3.169775
36	-214.7167	-381.5796	166.8629	0.4211199	0.7731377	1.199337	1.983066	2.604771
42	-227.7574	-392.9409	165.1835	0.4682088	1.529497	1.055189	2.134182	3.140787
48	-230.4326	-397.0137	166.5812	0.4386285	0.7702071	1.0419	1.702214	3.033047
54	-238.2014	-403.4341	165.2328	0.6032641	0.9222025	0.738899	1.538035	3.908509
60	-229.1033	-396.2567	167.1534	0.1209431	0.9807612	0.6080055	2.315712	2.632067
66	-230.3176	-395.864	165.5464	0.4395989	0.7435215	1.291626	1.063575	3.881985
72	-223.7604	-390.7609	167.0005	0.4039965	0.8751575	1.355778	1.906937	2.419703
78	-222.5714	-388.1974	165.626	0.7005688	0.7492814	1.674373	1.831835	3.019353
84	-222.8322	-386.7425	163.9103	0.7212772	0.5144551	1.674373	1.070292	4.551219
90	-226.7606	-391.1371	164.3765	0.9475216	0.6524897	1.58251	2.549069	3.291559
96	-225.7292	-392.5954	166.8662	0.8482655	0.6513318	0.6649389	2.373183	2.489785
102	-209.5776	-375.23	165.6524	0.8482655	1.676503	0.8308712	2.240266	2.616011
108	-215.4635	-382.1711	166.7076	0.2240293	1.082243	1.018276	2.212268	2.602849
114	-212.9142	-379.0429	166.1286	0.2803016	1.486583	1.018276	2.342031	2.602849
120	-211.023	-378.8378	167.8147	0.2190003	0.9241762	0.7613014	1.713961	2.4833
126	-196.868	-363.3952	166.5272	0.3877552	1.148888	0.7613014	1.6008	3.097693
132	-215.1924	-381.2445	166.0521	0.4590341	1.349355	0.8034445	2.639344	2.568251
138	-213.5178	-380.5192	167.0015	1.231914	0.8261756	1.294569	1.529207	2.200319
144	-213.4239	-380.0671	166.6432	0.7026472	0.5103966	1.031169	2.857861	2.260174
150	-210.384	-376.9381	166.5541	0.5065328	0.5103966	0.520862	1.342645	3.633054
156	-231.0301	-397.0314	166.0013	0.5296746	1.490287	0.8707938	1.259512	3.268779
162	-227.2773	-393.685	166.4077	0.3569829	1.526225	0.83665	1.532617	2.966982
168	-218.925	-384.8836	165.9586	0.5202057	0.6099611	1.012138	1.532617	3.555189
174	-201.6376	-367.1295	165.4918	0.153478	1.470631	1.095911	1.060635	3.780765
180	-210.8569	-375.9091	165.0523	0.4945545	1.216426	2.043915	1.196718	3.393052
186	-213.0911	-377.5503	164.4592	0.8514052	1.676622	2.152034	0.9080541	3.393052
192	-204.6245	-370.6482	166.0237	0.7192195	0.6596328	2.01181	1.426915	2.884559
198	-205.6355	-373.4105	167.775	0.02863445	0.6658191	0.8768113	1.426915	2.884559
204	-203.3891	-369.5462	166.1571	0.002094333	2.293699	0.8768113	1.691568	2.812357
