Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-1620.856	-1792.829	171.973	1.055663	0.5921252	0.04683535	0.3798074	0.5467159	0.1374899	1.406971
6	-1620.269	-1792.273	172.0043	0.7231051	0.7956939	0.08285697	0.2682648	0.3319769	0.4286124	1.477036
12	-1630.481	-1800.541	170.0597	1.045662	0.804423	0.8852457	0.9625877	0.6871247	0.2598147	1.427899
18	-1619.119	-1788.485	169.3669	1.045662	0.6493317	1.331083	1.088171	0.2163719	0.4681834	1.818112
24	-1636.61	-1805.087	168.4773	1.024825	0.649537	1.435112	1.088171	0.8925251	0.4681834	1.906969
30	-1631.516	-1799.973	168.4573	0.9397543	0.6444019	2.387964	0.7293183	0.4074284	1.237596	1.350331
36	-1618.715	-1789.053	170.3373	0.9272405	0.9317998	1.216342	0.7293183	0.442381	0.2034259	1.362936
42	-1634.451	-1804.256	169.8046	0.622718	0.737229	0.3929637	1.584065	0.8344494	0.7134124	1.427338
48	-1622.466	-1790.824	168.3585	0.9668542	0.8375067	0.7283648	1.584065	1.541485	0.6884502	1.427338
54	-1627.41	-1797.215	169.8053	1.162593	0.884472	1.152847	0.3978978	1.43461	0.1789981	1.174309
60	-1612.99	-1779.787	166.797	1.214797	1.045831	1.22126	1.433339	1.839345	1.170465	1.41541
66	-1626.414	-1793.082	166.6688	1.209109	0.9784758	2.015811	1.16	0.5917694	2.395866	1.172184
72	-1639.221	-1806.774	167.5532	1.05261	0.8290864	1.538973	0.9110254	0.9424622	1.769235	1.509701
78	-1635.446	-1802.185	166.739	1.05261	0.7332073	2.44053	1.779076	0.95572	0.894843	1.510965
84	-1625.043	-1793.608	168.5648	1.068977	1.016383	1.650796	0.7690833	1.165903	0.510018	1.395851
90	-1626.182	-1793.126	166.9437	0.870723	1.01374	2.246182	2.486184	0.9000116	0.695715	1.046406
96	-1640.134	-1807.892	167.7575	0.8502556	0.6850301	2.405899	0.9122741	0.9941298	1.010859	1.494681
102	-1625.334	-1791.452	166.1175	1.176227	0.771544	0.5668953	2.452551	1.387744	1.691358	1.819916
108	-1620.773	-1787.096	166.3237	1.104886	0.771544	0.3977776	2.336411	2.359832	0.8691038	1.819916
114	-1616.063	-1784.255	168.1928	0.7639159	0.771544	0.1565911	1.588157	1.727697	0.8691038	1.881688
120	-1614.91	-1781.297	166.3872	0.6930776	0.6832536	0.782087	1.948574	1.647034	1.889839	1.905016
126	-1618.849	-1787.438	168.5896	0.9438349	0.7661366	0.2425644	0.8996709	0.8942953	1.702439	1.905016
132	-1631.736	-1799.403	167.667	1.221475	0.7501041	1.051377	0.4390764	2.333088	0.972055	1.629902
138	-1628.05	-1794.832	166.7817	1.184874	0.5774371	1.46442	0.1093953	2.813725	1.234	1.818764
144	-1624.249	-1793.094	168.8454	1.167676	0.6632456	0.3670126	0.1183343	1.387273	1.545917	1.867181
150	-1623.348	-1792.83	169.4815	0.8610529	0.9397064	0.4045042	0.5140194	1.352792	0.9206926	1.599489
156	-1623.702	-1793.397	169.695	0.8968323	0.8599498	0.5439085	0.6686496	1.158842	0.4674223	1.73098
162	-1632.661	-1801.547	168.8862	1.1919	0.6221916	0.9870389	1.763551	0.7725408	0.1002707	1.708475
168	-1618.745	-1787.729	168.9832	0.8796165	0.927945	1.341998	1.48524	0.5143389	0.5440009	1.449223
