Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-596.5006	-761.6592	165.1587	2.415654	1.910706	0.700784	3.630939	0.3868742
6	-588.1526	-756.6017	168.4491	1.1146	1.411792	0.7846112	2.044849	0.4844669
12	-599.1103	-767.2769	168.1666	1.297407	1.993151	0.552011	1.794436	0.6372004
18	-596.6378	-764.8136	168.1758	1.411372	1.842983	0.5045639	1.86487	0.5017487
24	-607.1517	-772.6394	165.4877	1.338534	2.727945	0.7165053	3.686718	0.3485143
30	-593.7568	-758.4342	164.6774	1.524184	2.223204	1.455565	3.810202	0.2352497
36	-605.3298	-771.3883	166.0585	1.245643	3.932165	1.22244	1.967166	0.52702
42	-605.8557	-770.861	165.0053	3.40381	2.207272	0.5679129	2.685117	0.4448377
48	-612.6961	-776.618	163.9218	4.611333	2.207272	0.5138391	2.600545	0.554326
54	-607.6904	-772.8607	165.1703	3.809407	2.207272	0.6958469	1.975811	0.6474418
60	-594.7775	-762.6483	167.8708	0.9089331	2.207272	1.042922	1.869184	0.4609644
66	-590.302	-756.4946	166.1926	2.428186	2.354281	0.9035917	2.049736	0.4609644
72	-593.5272	-762.1824	168.6553	0.4959316	1.474836	0.9035917	2.259528	0.4028512
78	-600.3851	-765.3233	164.9382	1.660345	4.174217	1.194687	2.552303	0.4476867
84	-596.3611	-762.8178	166.4567	0.8274647	2.511157	0.7245175	3.343383	0.3096791
90	-592.6035	-759.841	167.2374	0.9446956	1.315517	0.8830964	3.343383	0.3261758
96	-600.1576	-766.1064	165.9488	1.410988	2.047213	0.8830964	3.473209	0.3000775
102	-608.5911	-775.3044	166.7134	2.528018	1.540395	0.4734872	2.499555	0.4684672
108	-592.0174	-756.4221	164.4047	3.30799	2.438582	1.004543	2.777612	0.4141806
114	-597.4036	-760.5835	163.18	2.215002	7.011196	0.7871032	2.708492	0.3421632
120	-598.1114	-763.2176	165.1062	2.082493	3.42496	0.675553	2.882436	0.3513174
126	-603.7059	-770.0214	166.3156	1.818995	1.604898	1.130867	2.917978	0.3835706
132	-597.3102	-764.964	167.6538	0.7796001	1.048877	1.029168	3.235336	0.3537365
138	-598.3409	-764.4327	166.0918	1.158824	3.766024	0.6641738	2.625262	0.3650676
144	-591.823	-757.3388	165.5158	3.212354	1.548539	1.068751	2.468729	0.5303509
150	-595.4161	-760.4208	165.0046	1.484761	3.578167	1.141622	3.073477	0.4369277
156	-591.6302	-759.2117	167.5815	1.351924	1.171137	0.9444845	2.743161	0.4369277
162	-602.7954	-764.5576	161.7622	5.263475	2.753577	0.9444845	3.299638	0.453768
168	-594.7792	-759.1827	164.4035	2.233685	2.938608	0.9444845	3.529518	0.3870879
174	-591.4591	-756.4767	165.0176	3.366205	1.912924	0.5853238	2.949358	0.489376
180	-590.2955	-756.5393	166.2437	3.366205	0.6489125	0.5330179	2.949358	0.4290062
186	-588.0466	-752.3975	164.3509	3.414626	3.097331	0.9400176	2.32015	0.5515436
192	-584.563	-751.6722	167.1092	2.233945	1.844546	0.755442	1.885239	0.586089
198	-595.2826	-758.0434	162.7608	4.445316	4.471841	0.805849	2.161021	0.5575342
204	-588.8327	-754.1887	165.356	2.673606	2.953964	0.528775	2.522682	0.5827955
210	-588.8481	-755.1844	166.3363	2.759467	2.574258	0.4644041	1.705324	0.7265522
216	-595.8848	-762.4988	166.614	2.864144	1.983554	0.795306	1.526097	0.7265522
222	-596.0796	-762.9754	166.8958	2.1298	1.615339	1.429537	1.722637	0.6470893
228	-601.1383	-769.2458	168.1076	1.110848	1.615339	1.070871	1.899763	0.5971818
234	-596.3053	-764.1824	167.8771	1.894452	1.559524	0.7824885	1.662492	0.6515052
240	-586.7659	-753.8913	167.1254	1.688135	2.463793	1.131216	1.543473	0.5466389
246	-594.8105	-761.876	167.0655	1.615286	1.865533	0.9174605	2.354654	0.3885646
252	-600.0208	-768.4362	168.4154	0.5767773	2.045011	0.8413787	1.993117	0.4733115
258	-597.6473	-766.1635	168.5162	0.5767773	1.797687	0.9755966	1.930525	0.3678712
264	-605.9111	-773.1442	167.2331	0.425673	2.288819	0.9755966	2.905065	0.3167497
270	-605.8304	-773.5047	167.6743	0.3490652	0.9888708	0.6293238	3.98088	0.2660702
276	-592.2477	-758.0311	165.7834	0.5757403	3.699192	0.5197637	3.469513	0.2251337
282	-588.4555	-755.2531	166.7975	0.1353018	2.246834	1.012555	3.469513	0.2251337
288	-594.5868	-761.5719	166.9852	0.1932759	2.034475	1.012555	3.298389	0.1897483
294	-590.9304	-755.5412	164.6108	0.65702	4.555307	1.631799	3.132997	0.2904947
300	-598.2042	-764.8554	166.6513	1.637536	1.248767	0.6665555	3.577808	0.4320063
306	-597.777	-763.9904	166.2134	2.320232	1.041948	0.8778296	3.342929	0.458819
312	-600.9923	-766.0193	165.0271	0.8954881	2.825347	1.362717	3.77419	0.2631805
318	-590.2062	-757.4552	167.249	0.1720428	2.498506	1.362717	2.518787	0.2631805
324	-601.0022	-769.7098	168.7076	0.08946111	1.585427	1.89314	1.580317	0.4210391
330	-596.2018	-765.2919	169.0901	0.1852887	1.585427	1.37027	1.580317	0.4238414
336	-600.5948	-770.1177	169.5229	0.2037493	1.742507	0.9080448	1.409296	0.362423
342	-607.4629	-775.4024	167.9395	0.4110545	2.184912	0.8699673	2.475669	0.4142078
348	-602.855	-771.1804	168.3253	0.07758907	2.505223	0.8699673	2.171207	0.4166975
354	-600.578	-767.4895	166.9115	0.07758907	4.703662	0.5903781	2.428575	0.3988366
360	-612.0621	-781.0193	168.9573	0.09274628	2.13649	0.8623359	1.808071	0.3839395
366	-600.911	-767.261	166.3499	0.1031198	3.688387	0.8623359	3.134631	0.2501944
372	-607.6334	-774.501	166.8676	0.3609015	2.661848	0.6667919	3.148344	0.209716
378	-605.379	-770.739	165.36	0.1343566	5.466254	1.00199	2.790331	0.1826437
384	-592.0469	-758.1027	166.0558	0.1204612	2.919581	1.00199	3.685567	0.2087376
390	-583.0763	-750.5366	167.4602	0.1318957	2.319078	1.094062	2.765757	0.2715887
396	-577.627	-745.609	167.982	0.06848954	2.395293	0.6924608	2.765757	0.3891227
402	-589.1094	-757.8386	168.7292	0.06848954	1.716565	0.9498419	2.337488	0.3891227
408	-592.3007	-760.0791	167.7784	0.06930769	3.239651	0.9498419	2.098762	0.3751917
414	-609.2645	-775.5991	166.3346	0.2823665	2.869139	1.161661	3.27252	0.279755
420	-603.2587	-771.7292	168.4705	0.123744	1.65945	0.9790045	2.55092	0.3696935
426	-591.5346	-759.7939	168.2593	0.1571109	2.106177	0.9790045	2.262958	0.2936121
432	-592.6903	-760.2625	167.5723	0.1281856	2.603509	0.7331213	2.838402	0.301367
438	-605.3648	-773.3457	167.9809	0.1884119	1.78967	0.7780228	2.857221	0.227773
444	-602.6843	-771.002	168.3177	0.1028413	1.345765	0.83593	3.096184	0.3039786
450	-590.1956	-758.5933	168.3976	0.07675143	1.721897	1.107079	2.474817	0.3542845
456	-606.5415	-773.3169	166.7754	0.07795062	2.579564	0.7786902	3.716626	0.3549165
462	-609.5408	-777.2411	167.7002	0.07795062	3.319235	0.8255929	2.223379	0.3549165
468	-606.8669	-775.2361	168.3693	0.08470237	1.813644	0.8510801	2.713562	0.4379589
474	-609.2375	-775.8321	166.5946	1.206289	3.202304	0.6453683	2.42433	0.3296069
480	-602.767	-767.5386	164.7716	3.818508	1.381251	1.030411	2.77415	0.3866333
