Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-619.033	-792.0262	172.9932	0.1531541	1.171647
6	-623.6107	-796.1442	172.5335	0.4417539	1.314858
12	-623.2028	-795.8368	172.6339	0.5293873	1.156809
18	-619.0403	-791.7856	172.7453	0.6022174	0.983635
24	-624.151	-796.3673	172.2162	0.7030364	1.359616
30	-612.4298	-785.5946	173.1649	0.05737941	1.10396
36	-611.3857	-784.6713	173.2856	0.1045341	0.9392755
42	-617.2541	-790.3275	173.0734	0.1393557	1.112624
48	-616.0194	-789.2793	173.2599	0.1950698	0.8665142
54	-624.4418	-797.4023	172.9605	0.4181823	0.9513705
60	-617.3086	-790.1465	172.8378	0.2027627	1.261478
66	-608.0635	-781.1793	173.1159	0.1240063	1.087756
72	-612.9277	-786.1255	173.1977	0.1646922	0.968351
78	-617.255	-790.1538	172.8988	0.09528501	1.299633
84	-617.2362	-790.0666	172.8305	0.3399081	1.15059
90	-618.5389	-791.2446	172.7057	0.5100209	1.109935
96	-620.2641	-793.571	173.3069	0.1465128	0.8683511
102	-618.7552	-791.7703	173.0151	0.2913834	1.024512
108	-623.4141	-796.0349	172.6208	0.7804925	0.9271712
114	-620.8173	-793.6159	172.7987	0.1708803	1.319491
120	-616.1795	-789.402	173.2224	0.1622543	0.9450277
126	-620.5995	-793.3699	172.7704	0.1642637	1.347401
132	-627.9456	-800.7342	172.7887	0.2998293	1.221399
138	-635.6002	-808.4099	172.8096	0.252817	1.243302
144	-628.512	-801.6534	173.1414	0.1563836	1.033009
150	-613.0251	-785.688	172.6629	0.8927573	0.7315183
156	-617.6096	-790.2312	172.6216	0.8927573	0.7916207
162	-616.2188	-788.8404	172.6216	0.8927573	0.7916207
168	-615.0799	-787.9564	172.8764	0.4663083	0.9884844
174	-619.1223	-792.1254	173.0031	0.3396597	0.9884844
180	-627.8338	-800.833	172.9992	0.1742268	1.1479
186	-615.6696	-788.777	173.1074	0.1181815	1.100943
192	-617.6169	-790.4542	172.8373	0.154254	1.30174
198	-623.572	-796.2838	172.7119	0.6948145	0.9213463
204	-619.5462	-792.4944	172.9482	0.4617202	0.9177685
210	-618.8683	-791.831	172.9627	0.4912325	0.8677844
216	-624.3742	-796.817	172.4429	1.018993	0.8583418
222	-627.9307	-800.7975	172.8668	0.3147596	1.140678
228	-626.3652	-799.3671	173.0019	0.1796261	1.140678
234	-621.7642	-794.7522	172.988	0.1935006	1.140678
240	-621.2921	-794.351	173.0589	0.2371547	1.034618
246	-621.1801	-794.1773	172.9971	0.2816368	1.051232
252	-626.586	-798.7696	172.1837	1.236705	0.9061894
258	-625.0209	-796.4322	171.4114	1.963456	0.955444
264	-613.9044	-786.563	172.6587	0.8149974	0.843993
270	-632.9208	-805.9579	173.0371	0.09349446	1.185347
276	-646.3554	-819.4858	173.1304	0.09349446	1.102434
282	-621.6641	-793.1232	171.4591	1.87446	0.997726
288	-612.8124	-785.8896	173.0772	0.1814171	1.070288
294	-611.2598	-782.3965	171.1367	2.022989	1.160017
300	-617.6659	-790.4036	172.7377	0.08863576	1.432013
306	-615.138	-788.1516	173.0136	0.2942268	1.023204
312	-638.6734	-810.9605	172.2871	1.244876	0.7670537
318	-619.7321	-792.0192	172.2871	1.244876	0.7670537
324	-614.1345	-787.0523	172.9178	0.4391909	0.9739461
330	-612.408	-785.1588	172.7509	0.3388954	1.220313
336	-613.3031	-786.3385	173.0354	0.1128848	1.170019
342	-611.9348	-785.045	173.1103	0.2285132	0.992476
348	-612.1237	-785.1895	173.0658	0.2256247	1.039084
354	-618.046	-790.7992	172.7532	0.5389509	1.038376
360	-625.2554	-798.2458	172.9904	0.3017799	1.038376
366	-623.7138	-796.3888	172.675	0.04084207	1.515646
372	-616.9035	-789.5111	172.6076	0.3104304	1.360609
378	-608.8789	-781.7279	172.8489	0.186602	1.265664
384	-619.9057	-792.7053	172.7996	0.4744746	1.055665
390	-616.358	-789.123	172.7649	0.5097208	1.05517
396	-619.8998	-792.9202	173.0204	0.2213007	1.086091
402	-613.0778	-785.8559	172.7781	0.3684244	1.171565
408	-618.315	-791.2897	172.9748	0.378881	0.9773724
414	-623.6134	-796.5663	172.9528	0.4008304	0.9773724
420	-629.9478	-803.0258	173.0779	0.2757403	0.9773724
426	-625.8941	-798.8799	172.9858	0.09009786	1.232035
432	-620.3558	-793.5397	173.1839	0.1240039	1.023114
438	-614.3056	-787.554	173.2484	0.004495724	1.075641
444	-614.8021	-788.0531	173.251	0.001944658	1.075641
450	-614.1256	-787.3113	173.1857	0.01683141	1.121863
456	-620.1295	-792.9827	172.8532	0.03796266	1.381734
462	-618.6486	-791.5143	172.8658	0.1216923	1.30501
468	-621.0116	-794.1719	173.1602	0.1216923	1.048222
474	-614.9888	-787.7523	172.7634	0.3760055	1.177696
480	-620.2072	-793.2875	173.0804	0.2013845	1.048407
486	-612.7508	-785.9794	173.2286	0.08515928	1.017365
492	-614.516	-787.791	173.275	0.1351066	0.9175502
498	-619.8982	-793.0111	173.1129	0.2972396	0.9175502
504	-612.4927	-785.6056	173.1129	0.2972396	0.9175502
510	-626.447	-799.016	172.5691	0.585217	1.164757
516	-609.9326	-782.8238	172.8912	0.2630669	1.164757
522	-622.8427	-795.9361	173.0934	0.1330661	1.100144
528	-617.0037	-790.0109	173.0072	0.211967	1.106823
534	-617.1221	-790.2173	173.0952	0.1239646	1.106823
540	-618.3529	-791.4075	173.0546	0.1645357	1.106823
546	-618.2493	-791.2932	173.0439	0.2461411	1.040458
552	-616.7409	-789.0369	172.296	1.11692	0.9144496
558	-619.16	-791.6338	172.4738	0.5179587	1.301528
564	-615.3711	-786.4129	171.0418	2.180136	1.104249
570	-624.9998	-797.5666	172.5668	0.498783	1.240704
576	-620.1926	-792.8236	172.631	0.498783	1.186093
582	-617.6933	-790.4567	172.7634	0.2259262	1.303502
588	-619.203	-792.1969	172.9939	0.05450627	1.255051
594	-621.3709	-794.5643	173.1934	0.04453789	1.089587
600	-634.4372	-807.4832	173.046	0.2255301	1.058135
606	-631.2218	-804.0575	172.8357	0.3774954	1.112232
612	-616.0941	-788.999	172.9049	0.580426	0.8295237
618	-618.5494	-790.628	172.0786	1.381152	0.8608462
624	-617.1614	-790.5319	173.3705	0.08926298	0.8608462
630	-616.6836	-789.4794	172.7959	0.6757359	0.8465509
636	-611.4108	-783.6628	172.252	1.269291	0.7821486
642	-617.2201	-789.5824	172.3623	1.204146	0.713951
648	-625.4213	-798.3411	172.9198	0.2497483	1.151326
654	-618.7986	-791.436	172.6374	0.23362	1.397439
660	-612.8738	-785.4146	172.5408	0.9064292	0.8756232
666	-605.3819	-778.438	173.0561	0.2448693	1.029898
672	-602.7191	-775.9097	173.1907	0.1102848	1.029898
678	-617.3013	-789.9759	172.6746	0.1914944	1.401278
684	-613.6633	-786.7833	173.1199	0.06418176	1.138399
690	-615.7504	-788.9074	173.157	0.1473101	1.026578
696	-631.9303	-804.4924	172.5621	0.5720368	1.182296
702	-617.3444	-789.9403	172.5959	0.3657082	1.325877
708	-616.0034	-788.788	172.7846	0.2364836	1.277582
714	-617.5788	-789.849	172.2702	0.6767652	1.337564
720	-612.2724	-785.3281	173.0557	0.4581021	0.792455
726	-611.9328	-784.7092	172.7764	0.6037338	0.9498286
732	-616.83	-789.3524	172.5224	0.6763029	1.125341
738	-610.2451	-783.1131	172.868	0.5084994	0.9537176
744	-615.3025	-788.4657	173.1633	0.1256722	1.041516
750	-619.7693	-792.5847	172.8154	0.5096044	1.006296
756	-615.5071	-788.2641	172.757	0.335146	1.218316
762	-619.8882	-792.7552	172.8669	0.4699908	0.9943472
768	-609.7554	-782.3546	172.5992	0.4699908	1.237671
774	-613.7928	-786.7832	172.9904	0.0787642	1.237671
780	-615.7239	-788.6153	172.8914	0.2217968	1.200348
786	-623.1629	-796.337	173.1741	0.01803749	1.131183
792	-625.6645	-799.1172	173.4528	0.007713357	0.8599907
798	-617.7882	-791.066	173.2778	0.1358428	0.9136348
804	-634.7351	-807.5558	172.8207	0.609613	0.895023
