Iteration	Posterior	Likelihood	Prior	er_morph[1]	er_morph[2]	er_morph[3]	er_morph[4]	er_morph[5]	er_morph[6]	er_morph[7]	er_morph[8]	er_morph[9]	er_morph[10]	er_morph[11]	er_morph[12]	er_morph[13]	er_morph[14]	er_morph[15]	er_morph[16]	er_morph[17]	er_morph[18]	er_morph[19]	er_morph[20]	er_morph[21]	er_morph[22]	er_morph[23]	er_morph[24]	er_morph[25]	er_morph[26]	er_morph[27]	er_morph[28]	er_morph[29]	er_morph[30]	er_morph[31]	er_morph[32]	er_morph[33]	er_morph[34]	er_morph[35]	er_morph[36]	tree_length
0	-2104.686	-2370.457	265.7714	0.937019	8.69704e-05	0.000861489	0.00259709	0.00147703	7.91063e-05	0.000937949	0.00398149	0.000758823	0.00629983	0.00199725	0.0052938	0.00145483	0.000118598	0.00167194	0.000303569	0.00137522	0.00160548	0.00220407	0.000121348	0.00121098	0.00270948	0.000842799	0.000439302	0.00289724	0.0001675	0.00141322	0.00131168	0.00139383	0.00014145	0.00352453	0.000247398	0.00408812	0.0074408	0.000222869	0.00170349	0.5394545
6	-2106.87	-2372.627	265.7573	0.93586	0.000110653	0.000352215	0.00259387	0.0014752	7.90084e-05	0.000936788	0.00397656	0.000757884	0.00629203	0.0034283	0.00528725	0.00145303	0.000159922	0.00166987	0.000303194	0.00137352	0.0016035	0.00244693	0.000122827	0.00120948	0.00270613	0.000841756	0.000438758	0.00289365	0.000167293	0.00141147	0.00131006	0.0013921	0.000141275	0.00352016	0.000247092	0.00408306	0.00743159	0.000222593	0.00170138	0.5980065
12	-2110.486	-2376.256	265.7702	0.935278	0.000110585	0.000351997	0.00259226	0.00147428	7.89594e-05	0.000936206	0.00397409	0.000757413	0.00628813	0.00342617	0.00528397	0.00145212	0.000159822	0.00145991	0.000303005	0.00137266	0.00292362	0.00244541	0.000122751	0.00120873	0.00270445	0.000841233	0.000438486	0.000736177	0.000167189	0.00141059	0.000760388	0.00139124	0.000141187	0.00351798	0.000246938	0.00408052	0.00742697	0.000222455	0.00391361	0.546925
18	-2103.552	-2369.322	265.7697	0.946269	9.30869e-05	0.000296301	0.00218209	0.00124101	6.64657e-05	0.000788071	0.00334527	0.000563894	0.00529316	0.00288405	0.00385129	0.00206199	0.000134534	0.00122891	0.000255061	0.00115547	0.00246102	0.00205848	3.37013e-05	0.00101747	0.00227652	9.35519e-05	0.000369105	0.000619693	0.000140735	0.000667192	0.000925491	0.0011711	0.000118847	0.00296133	0.000207866	0.00343487	0.00625181	0.000187256	0.00329436	0.5494339
24	-2104.012	-2369.775	265.7622	0.945883	9.30489e-05	0.000209248	0.0021812	0.000590253	6.64386e-05	0.000465808	0.00367264	0.000563664	0.005291	0.00288288	0.00384971	0.00206115	0.00030481	0.00122841	0.000254957	0.00164672	0.00246002	0.00196772	3.36876e-05	0.00101706	0.0022756	9.35137e-05	0.000368954	0.00061944	0.000140678	0.00066692	0.000925114	0.00173667	0.000118799	0.00296013	0.000207781	0.00343347	0.00624926	0.00018718	0.00329302	0.5820072
30	-2101.552	-2367.319	265.7664	0.949114	9.33667e-05	0.000209962	0.00218865	0.000592269	6.66655e-05	0.000381305	0.00368518	0.00056559	0.00530908	0.00289272	0.00386286	0.00206819	0.000305851	0.0012326	0.00025124	0.00165234	0.00246842	0.00197444	7.2204e-05	0.00102053	0.00228337	0.000137654	0.000370214	0.000621556	0.00023724	0.000669198	0.000928274	0.000966741	0.000119205	0.00297024	0.000356198	0.000695447	0.00627061	6.24188e-05	0.00330427	0.5656094
36	-2104.23	-2370.003	265.7725	0.945392	9.30006e-05	0.000209139	0.00218007	0.000589946	6.64041e-05	0.000379809	0.00367073	0.000431029	0.00528826	0.00288138	0.00384771	0.00206008	0.00518409	0.000870437	0.000103098	0.00164586	0.00245874	0.00196669	7.19208e-05	0.00101653	0.00227441	0.000137114	0.000368762	0.000619118	0.00023631	0.000666574	0.000924633	0.000962949	1.62638e-05	0.00295859	0.000354801	0.000474536	0.00624602	6.2174e-05	0.00329131	0.5302783
42	-2097.52	-2363.275	265.7555	0.947062	9.31649e-05	0.000209509	0.00218392	0.000590989	6.65214e-05	0.00038048	0.00367722	0.000431791	0.0052976	0.00288647	0.00385451	0.00206372	0.00519325	0.000871976	0.00010328	0.00164877	0.00246308	0.00197017	7.2048e-05	0.00101833	0.00101046	0.000137357	0.000449309	0.000620213	0.000236727	0.000390958	0.000398502	0.000964651	1.62925e-05	0.00296382	0.000285474	0.000770587	0.00625706	6.22839e-05	0.00329712	0.6034202
48	-2096.967	-2362.738	265.7714	0.946827	9.31418e-05	0.000209456	0.00218338	0.000702367	0.000645601	0.000380386	0.0036763	0.000431683	0.00529628	0.00288575	0.00385356	0.0020632	0.00519196	0.000871759	0.000103254	0.00164836	0.00246247	0.00196968	7.203e-05	0.00101807	0.00101021	0.000137323	0.000449197	0.000620058	4.11894e-05	0.00039086	0.000397966	0.000964411	1.62885e-05	0.00296308	0.000285403	0.000770395	0.00600945	6.22684e-05	0.00329631	0.5393449
54	-2102.345	-2368.119	265.774	0.947122	9.31708e-05	0.000209522	0.00218406	0.000702586	0.000645803	0.000380504	0.00367745	0.000431818	0.00529793	0.00288665	0.00385476	0.00206385	0.00519358	0.000872031	0.000103286	0.00164888	0.00246324	0.00197029	7.20525e-05	0.00101839	0.00101052	0.000137365	0.000278771	0.000620252	4.12022e-05	0.000390982	0.000257081	0.000964712	1.62936e-05	0.002964	0.000285492	0.000770635	0.00601132	6.22878e-05	0.00329733	0.5134797
60	-2088.135	-2353.881	265.7461	0.950162	9.34698e-05	0.000210194	0.00219107	0.000704841	0.000647875	0.000381726	0.00300476	0.000433204	0.00531494	0.00289592	0.00129513	0.00207047	0.0057445	0.00020785	0.000103618	0.00165417	0.00247115	0.00197662	7.22838e-05	0.00102166	0.00101377	0.000137806	0.000964337	0.000622242	4.13345e-05	0.000392237	0.000257906	0.000967808	1.63459e-05	0.00297352	0.000286408	0.000267767	0.00603062	6.24877e-05	0.00330792	0.6284215
66	-2098.338	-2364.104	265.7655	0.946874	9.31464e-05	0.000209467	0.00421215	0.000702402	0.000645633	0.00109533	0.00299436	0.000431705	0.00529655	0.0028859	0.00129065	0.00206331	0.00572462	0.000207131	0.000482807	0.00164844	0.00583434	0.00196978	4.5426e-05	0.00101812	0.000783816	0.000137329	0.000960999	0.000225862	4.11914e-05	0.00039088	0.000257013	0.000964459	1.62893e-05	0.00296323	0.000285417	0.00026684	0.00600975	6.22715e-05	0.000909536	0.5694096
72	-2105.792	-2371.536	265.7437	0.946361	8.91887e-05	0.000209353	0.00420987	0.000702022	0.000264538	0.000852624	0.00299274	0.000332175	0.00529368	0.00288433	0.00128995	0.00206219	0.0069895	0.000207019	0.000482545	0.00164755	0.00583118	0.00196871	4.54014e-05	0.00101757	0.000783391	0.000137255	0.000960479	0.000225739	4.11691e-05	0.000390668	0.000256874	0.000963936	1.62805e-05	0.00296162	0.000285263	0.000266695	0.00600649	6.22377e-05	0.000909043	0.6341939
78	-2108.877	-2374.642	265.7653	0.948235	8.93653e-05	0.000209768	0.00421821	0.000703412	0.000265062	0.000854313	0.00299867	0.00100813	0.00204416	0.00289004	0.0012925	0.00206627	0.00700334	0.000207429	0.000483501	0.00165081	0.00584273	0.00197261	4.54913e-05	0.00101959	0.000784942	0.000137527	0.00176412	0.000226186	4.12507e-05	0.000391442	0.000257383	0.000965845	1.63127e-05	0.00296749	0.000285828	0.000267224	0.00601839	6.2361e-05	0.000713421	0.570227
84	-2108.101	-2373.87	265.7689	0.949233	8.94594e-05	0.000209989	0.00422265	0.000704152	0.000407885	0.000855212	0.00300182	0.00100919	0.00204632	0.00289309	0.00129386	0.00206845	0.00701072	0.000207647	0.00048401	0.00165255	0.00584888	0.00197468	4.55391e-05	0.00102066	0.000785768	0.000137671	0.00176598	0.000226424	4.12941e-05	0.000391854	0.000257654	0.000966862	1.63299e-05	0.00174171	0.000286128	0.000267505	0.00602472	9.63846e-05	0.000714172	0.5537533
90	-2103.261	-2369.025	265.7644	0.950397	8.95691e-05	0.000129144	0.00422783	0.000705016	0.000408385	0.000856261	0.0030055	0.00101043	0.00204882	0.00289663	0.00129545	0.00102943	0.00701931	0.00037894	0.000484603	0.00165458	0.00585605	0.00197711	4.5595e-05	0.00102191	0.000915749	0.00013784	0.00176814	0.000226702	8.84782e-05	0.00024127	0.000257969	0.000968047	1.63499e-05	0.00174385	0.000286479	0.000267833	0.00603211	9.65028e-05	0.000415323	0.5735778
96	-2111.689	-2377.448	265.7595	0.945564	8.91136e-05	0.000128488	0.00420633	0.00070143	0.000406308	0.000851906	0.00299022	0.00100529	0.00203841	0.00645863	0.00128886	0.00102419	0.00698362	0.000377013	0.000107669	0.00164616	0.00582627	0.00196705	4.53631e-05	0.00101672	0.000911092	0.000137139	0.00175915	0.000225549	8.80282e-05	0.000966284	0.00131449	0.000963124	1.60236e-05	0.00173498	0.000285022	0.000266471	0.00610062	9.60121e-05	0.000413211	0.5912063
