Iteration	Posterior	Likelihood	Prior	gain_loss_neo	part_rate_trans	site_rates_raw[1]	site_rates_raw[2]	site_rates_raw[3]	site_rates_raw[4]	tree_length
0	-596.0144	-759.3111	163.2967	1.37953	3.082084	0.08750703	4.67606	0.0691818	2.920388	0.5545363
6	-581.2776	-746.3157	165.0381	2.646851	3.082084	1.386652	1.299089	0.1425139	2.09959	0.4161991
12	-581.7476	-749.8436	168.096	2.801939	2.121609	0.3616332	0.9582568	0.7510172	0.5766445	0.7350091
18	-584.0345	-751.0554	167.0209	4.404912	2.196827	0.9227314	0.4670026	0.7881327	0.5331229	0.5110239
24	-588.6882	-753.846	165.1578	1.287322	2.069504	3.253538	1.176941	1.963426	0.5950982	0.5749357
30	-594.4574	-762.1022	167.6447	0.8637194	1.836333	2.075166	1.4339	0.354772	1.274161	0.6269727
36	-590.4245	-758.1382	167.7137	1.743696	2.07332	2.075166	1.045215	0.3618497	0.5291021	0.5325447
42	-590.5687	-755.5352	164.9665	1.799701	2.204694	2.075166	1.045215	0.8711364	2.561827	0.3941923
48	-593.9024	-755.7697	161.8673	1.907125	3.31395	0.9642905	3.69792	2.985114	0.802241	0.3941923
54	-590.2261	-751.4013	161.1752	3.228	4.027968	1.71073	2.103039	2.985114	0.641947	0.4377558
60	-595.8849	-757.5819	161.697	2.471761	3.341963	2.077399	0.8065122	2.985114	2.275286	0.422784
66	-605.7112	-771.2952	165.584	2.450733	2.821546	1.861533	0.8182109	1.50189	0.6207815	0.4522568
72	-593.819	-762.1175	168.2985	1.744082	2.470054	1.263901	0.8182109	0.4805734	0.4240472	0.6648575
78	-597.2675	-766.8401	169.5726	2.292332	2.099545	0.811015	0.5037214	0.2195444	0.130481	0.5145127
84	-605.0678	-771.6997	166.632	2.058022	3.437832	1.384078	1.145149	0.4436317	0.4858841	0.5099612
90	-583.4064	-751.6456	168.2392	2.142078	2.962625	0.8166993	0.6740257	0.3903688	0.3488781	0.3922133
96	-604.5218	-769.0368	164.5151	4.300881	2.439095	0.6203067	2.287256	0.04064734	2.075312	0.4313391
102	-599.9165	-761.7066	161.7902	3.569443	3.760588	3.094071	1.6602	0.2427346	1.820859	0.3457226
108	-586.495	-751.9351	165.4401	2.870487	2.472587	1.861251	0.8689626	1.871332	0.3544707	0.6368976
114	-589.1367	-757.8796	168.7428	0.8806742	2.607919	0.6089729	0.5470912	1.263278	0.7575468	0.7614743
120	-596.5357	-763.5558	167.0201	2.490644	2.470651	1.752468	1.290793	0.2033242	0.3978695	0.3621477
126	-593.0323	-758.2529	165.2206	1.50921	4.101658	0.9104231	0.7871223	1.314691	1.633326	0.3621477
132	-588.5991	-752.932	164.3329	2.747506	4.139792	1.273681	0.7871223	1.314691	1.104103	0.375684
138	-589.6408	-750.9507	161.3098	2.599467	2.702499	1.91433	0.4346401	3.47294	3.216566	0.3599708
144	-577.8449	-744.8634	167.0185	2.599467	2.446417	1.110405	0.2397829	1.208051	1.066943	0.5710647
150	-587.9898	-756.3709	168.3811	1.000825	2.470767	1.357397	0.6898224	0.1692124	1.432721	0.435594
156	-580.2638	-747.0155	166.7518	3.011535	2.784443	1.10613	0.5641717	0.6287719	0.9629186	0.4649452
162	-579.4696	-747.0809	167.6113	2.50868	1.830211	1.812831	0.9919956	0.7715776	0.1390614	0.4287409
168	-587.0838	-752.4759	165.3921	1.442865	2.724817	1.951378	2.573194	1.230199	0.1800134	0.3955862
174	-578.7439	-746.1982	167.4543	1.907319	2.105683	0.7468233	0.6232898	1.745253	0.9813627	0.495263
180	-581.2365	-750.3388	169.1024	2.074379	2.625929	0.5597364	0.583736	0.4385812	0.2005902	0.5470131
186	-596.374	-764.0463	167.6723	3.763466	2.493963	0.2428296	0.6577709	0.5197778	0.7166166	0.5465313
192	-588.824	-756.6307	167.8068	1.964284	3.131832	0.5336888	0.1258886	0.967122	1.028153	0.5900309
198	-581.8483	-750.6389	168.7906	1.463233	3.131832	0.08330081	0.02136892	0.9437797	1.028153	0.3474915
204	-590.6157	-758.9914	168.3757	2.435496	1.953622	0.650498	0.4264022	0.6210855	1.184443	0.4239705
210	-593.8572	-763.3215	169.4643	1.889336	1.864883	0.636552	0.6381086	0.1450566	0.869319	0.6830116
216	-593.2767	-758.6354	165.3587	2.940683	3.625589	0.6597193	1.437863	0.8986225	0.869319	0.5200746
222	-598.0757	-764.5081	166.4324	2.940683	2.915043	1.135327	1.069979	0.8986225	0.3915847	0.5642993
228	-609.0037	-777.3165	168.3128	2.235478	2.418008	1.082381	1.069979	0.02630746	0.4710677	0.5350367
234	-595.001	-761.7606	166.7596	1.769556	2.748212	1.143815	1.069979	0.006284301	2.012014	0.3753087
240	-589.282	-755.8616	166.5796	2.429275	2.599462	1.143815	0.7944093	0.02887411	2.012014	0.3341715
