Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-1338.651	-1509.367	170.716	0.9756218	0.9419265	0.7269379	1.125613
6	-1328.167	-1498.738	170.5713	1.253331	0.6780959	1.024113	0.9588721
12	-1322.78	-1493.489	170.7085	1.055229	0.6653115	0.8957464	1.148429
18	-1335.992	-1506.912	170.9195	0.8418859	0.8697783	0.8226493	1.037663
24	-1331.635	-1502.166	170.5307	1.031765	0.7463081	1.344516	0.8171773
30	-1338.606	-1508.283	169.6766	1.725534	0.9119674	1.389119	0.7974767
36	-1336.013	-1506.555	170.5411	1.006051	0.7401932	1.41634	0.7467256
42	-1338.008	-1507.885	169.8773	1.773477	0.8642928	1.236373	0.7350306
48	-1342.579	-1513.518	170.9397	1.088112	0.625419	1.046984	0.7350306
54	-1337.464	-1508.295	170.8319	0.8476937	0.8680374	1.046984	0.8912409
60	-1339.448	-1509.66	170.2123	1.256718	1.107644	0.960312	0.957821
66	-1337.239	-1508.005	170.766	0.7729846	0.6960513	1.256228	0.9921696
72	-1340.033	-1510.387	170.3542	1.490548	0.7169978	1.11831	0.7950467
78	-1329.016	-1499.921	170.905	0.745771	0.9370114	0.769778	1.124672
84	-1328.399	-1498.993	170.5938	0.9000319	1.031334	0.9327167	1.034735
90	-1335.281	-1505.643	170.3618	1.305008	0.9146391	0.9353132	0.9797323
96	-1329.252	-1500.508	171.2565	0.8215518	0.6048206	0.8220296	0.9679531
102	-1322.062	-1493.014	170.9528	0.8447031	0.8856653	0.8220296	0.9871155
108	-1332.855	-1503.743	170.8874	0.8419143	0.7739491	1.065526	0.9175554
114	-1339.44	-1509.993	170.5528	1.214372	0.7306476	0.8257371	1.155441
120	-1327.908	-1498.448	170.5398	1.306319	0.6959757	0.8676448	1.076948
126	-1325.164	-1496.158	170.9946	0.7766959	0.8291016	0.9561846	0.9307335
132	-1323.003	-1493.446	170.4425	1.085397	0.8875615	1.042841	1.034326
138	-1321.463	-1492.206	170.7427	0.8258506	0.7966923	1.238039	0.8792203
144	-1330.492	-1500.319	169.827	1.366929	1.27829	1.15208	0.8676394
150	-1334.909	-1505.442	170.5335	0.8809815	0.9479491	1.244143	0.8784301
156	-1336.001	-1507.046	171.0452	0.8809815	0.5802564	1.076572	0.8784301
162	-1334.022	-1504.891	170.8682	0.9025081	0.7061796	1.197486	0.7855286
168	-1329.872	-1500.367	170.4943	0.9025081	1.055998	1.054422	0.985971
174	-1336.739	-1507.432	170.6935	1.06322	0.9096584	0.7608951	1.064106
180	-1339.039	-1509.636	170.5968	1.065122	0.9832343	0.7608951	1.084088
186	-1335.209	-1505.437	170.2272	1.450865	0.9832343	0.7592404	1.079346
192	-1338.9	-1509.215	170.3149	1.31576	0.9832343	0.8009168	1.079346
198	-1327.887	-1498.405	170.519	1.135116	1.019077	0.9141963	0.9011784
204	-1322.077	-1492.632	170.5546	1.245573	0.7642468	0.8405238	1.083991
210	-1324.972	-1495.392	170.4201	0.9741648	1.098408	0.913534	1.083991
216	-1318.729	-1489.422	170.6924	1.064868	0.6660515	0.9039732	1.146227
