Iteration	Posterior	Likelihood	Prior	acrv_sd	tree_length
0	-187.8271	-360.8114	172.9843	0.5059483	0.823352
6	-192.0553	-364.3433	172.288	1.336673	0.4223554
12	-191.731	-364.5632	172.8322	0.6217159	0.867755
18	-189.588	-362.8922	173.3042	0.1843036	0.8254805
24	-190.4554	-362.4759	172.0205	1.600326	0.5989436
30	-183.6797	-356.5784	172.8988	0.7256622	0.5874329
36	-191.997	-364.5434	172.5464	1.081451	0.5751277
42	-184.7475	-356.934	172.1865	1.386204	0.7033278
48	-187.5916	-360.9698	173.3782	0.2375716	0.6132313
54	-183.7665	-357.2016	173.435	0.07255682	0.800767
60	-187.8903	-360.8581	172.9678	0.3412395	1.022002
66	-182.7042	-356.1167	173.4125	0.171785	0.6825184
72	-180.7191	-353.5662	172.8472	0.7371177	0.6825184
78	-199.6057	-372.755	173.1493	0.4833516	0.5542233
84	-184.0712	-356.9657	172.8945	0.7022075	0.6580933
90	-190.802	-363.607	172.805	0.6763116	0.8345717
96	-185.1725	-358.6063	173.4338	0.04750459	0.8345717
102	-186.3669	-359.2176	172.8507	0.6995236	0.7399544
108	-186.7614	-359.3775	172.616	0.9797844	0.6598993
114	-188.1568	-360.9959	172.839	0.4377851	1.053107
120	-185.7973	-358.2606	172.4634	1.164734	0.4324448
126	-188.7247	-361.6341	172.9094	0.7287476	0.4979285
132	-183.7582	-355.854	172.0957	1.542255	0.5094406
138	-182.0175	-355.1306	173.1131	0.4484743	0.7219076
144	-179.7633	-353.0115	173.2482	0.2899909	0.7580582
150	-187.7695	-360.2385	172.469	1.165776	0.4600762
156	-190.5534	-363.409	172.8556	0.764394	0.6013188
162	-202.5387	-375.9335	173.3948	0.09830432	0.8196413
168	-194.6684	-367.9535	173.2851	0.1781645	0.8566985
174	-196.3344	-369.5462	173.2118	0.1106511	1.008787
180	-198.3605	-371.2848	172.9243	0.6716829	0.6595633
186	-197.5442	-369.1435	171.5994	1.996599	0.6595633
192	-199.6617	-371.5837	171.922	1.622538	0.7485313
198	-195.5436	-368.2732	172.7295	0.9035765	0.4515901
204	-182.3183	-355.5787	173.2604	0.1075195	0.9626574
210	-189.0978	-362.5088	173.4109	0.09833664	0.7984685
216	-180.9977	-354.2003	173.2026	0.3066529	0.7984685
222	-178.1373	-351.5127	173.3753	0.2624473	0.4870111
228	-188.7091	-361.8979	173.1889	0.3703403	0.7258121
234	-193.2598	-365.021	171.7612	1.876222	0.5187127
240	-188.2897	-361.8013	173.5116	0.1006011	0.6227022
246	-198.283	-371.4443	173.1613	0.199072	0.9704784
252	-187.1992	-360.4386	173.2394	0.3706188	0.6282382
258	-187.9196	-359.3059	171.3863	2.223661	0.6282382
264	-181.9798	-355.4146	173.4348	0.1621375	0.6576463
270	-185.7403	-358.8893	173.149	0.3172253	0.8530521
276	-195.4506	-368.6198	173.1692	0.07764661	1.081273
282	-183.8157	-356.9626	173.1469	0.06390184	1.11438
288	-180.0324	-353.6225	173.5901	0.0269117	0.6098855
294	-187.9523	-361.4169	173.4646	0.1141138	0.6927143
300	-184.5489	-357.5576	173.0087	0.6188589	0.5762876
306	-191.187	-363.6132	172.4261	1.183641	0.3901661
312	-190.0048	-362.9106	172.9058	0.7322427	0.4927621
318	-182.1672	-354.4635	172.2963	1.308855	0.6395447
324	-183.7295	-357.1637	173.4342	0.1843261	0.6057277
330	-190.2906	-363.2119	172.9213	0.5168624	0.8860491
336	-188.4973	-359.3975	170.9002	2.408042	1.022809
342	-192.727	-366.3132	173.5862	0.01078981	0.6574678
348	-184.2474	-357.8724	173.625	0.01172264	0.5270082
354	-186.1928	-359.2503	173.0575	0.5443739	0.6470065
360	-185.3245	-357.5177	172.1932	1.443761	0.4764244
366	-187.052	-359.3986	172.3466	1.291062	0.515516
372	-182.9006	-355.7476	172.847	0.6985296	0.7471129
378	-183.913	-356.3831	172.4701	1.167277	0.480801
384	-186.0463	-359.498	173.4517	0.1531369	0.6403135
390	-179.2557	-352.7622	173.5065	0.03268732	0.7565326
396	-188.9744	-362.3591	173.3847	0.2234799	0.6325325
402	-190.8015	-362.0208	171.2194	2.185529	0.9232995
408	-192.8711	-363.8097	170.9386	2.200222	1.178276
414	-204.0732	-374.5917	170.5185	2.200222	1.51348
420	-205.4118	-378.5538	173.1421	0.1133168	1.073335
426	-193.3501	-366.7755	173.4254	0.1219314	0.7442886
432	-191.4198	-364.7017	173.282	0.08868006	0.9598087
438	-188.6566	-361.369	172.7123	0.8799092	0.6672031
444	-183.5126	-355.8703	172.3577	1.267887	0.5834133
450	-203.6993	-376.7247	173.0254	0.5156951	0.7537377
456	-188.8933	-362.1914	173.2981	0.3112494	0.6296401
462	-197.8807	-370.1668	172.2861	1.333286	0.6030663
468	-181.8794	-355.2778	173.3984	0.0710511	0.8491392
474	-192.2747	-363.7827	171.508	1.799008	1.023944
480	-186.8869	-358.5828	171.6959	1.910794	0.6361528
486	-183.9122	-356.7756	172.8634	0.7681906	0.5591775
492	-181.5535	-354.3698	172.8162	0.7280044	0.7490384
498	-188.8607	-361.9145	173.0538	0.5408256	0.6623924
504	-197.7605	-370.5279	172.7674	0.7903022	0.7282812
510	-194.4767	-367.3273	172.8506	0.491017	0.9895758
516	-181.5644	-354.6824	173.118	0.4903892	0.6321649
522	-185.5259	-358.8624	173.3365	0.04209781	0.951426
528	-181.8426	-355.3574	173.5148	0.04855686	0.7190192
534	-181.7451	-355.3177	173.5726	0.01231134	0.6813736
540	-184.3393	-355.0037	170.6644	2.707584	0.9584114
546	-177.7873	-350.9684	173.181	0.3629971	0.7493601
552	-188.866	-361.7873	172.9213	0.7063828	0.5759561
558	-181.5011	-354.6867	173.1856	0.09627411	1.048314
564	-181.4643	-354.563	173.0988	0.371419	0.8482862
570	-189.5695	-362.7612	173.1917	0.1584407	0.9809809
576	-187.8956	-360.9865	173.0909	0.07695899	1.152817
582	-188.8282	-362.1002	173.272	0.3607315	0.5537091
588	-192.779	-365.6406	172.8616	0.6268297	0.8255547
594	-196.4875	-369.1444	172.6568	0.7399651	0.9320544
600	-187.2915	-360.5211	173.2296	0.3047245	0.7636568
606	-185.0094	-357.424	172.4146	1.11972	0.7636568
612	-183.8492	-356.5239	172.6747	0.8596694	0.7636568
618	-181.2174	-354.6155	173.3982	0.06769882	0.8535214
624	-192.4447	-365.9601	173.5154	0.04077054	0.7306205
630	-196.4488	-369.777	173.3282	0.1692114	0.8141185
636	-189.7695	-363.0157	173.2462	0.2512277	0.8141185
642	-196.4639	-368.0834	171.6195	1.899659	0.7850884
648	-196.7036	-369.1503	172.4467	1.072403	0.7850884
654	-198.9205	-371.2307	172.3103	1.318641	0.4350757
660	-191.3803	-363.6518	172.2715	1.318641	0.6712724
666	-190.7132	-362.2167	171.5034	2.086734	0.6712724
672	-183.8641	-355.8461	171.982	1.544245	0.7752089
678	-197.7917	-370.2684	172.4768	1.02247	0.8117428
684	-185.5384	-358.4028	172.8643	0.675332	0.7558389
690	-185.4645	-357.4984	172.0339	1.597789	0.445529
696	-186.1388	-357.428	171.2892	2.308506	0.6559208
702	-183.2424	-356.0958	172.8534	0.7371479	0.6704373
708	-187.0098	-360.1802	173.1704	0.465856	0.5313964
714	-189.1126	-362.6104	173.4979	0.01790916	0.7897252
720	-189.8024	-363.1985	173.3961	0.1881539	0.6825568
