Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	root_freq_neo[1]	root_freq_neo[2]	root_freq_trans[1]	root_freq_trans[2]	tree_length
0	-706.9516	-875.0274	168.0758	0.9641109	1.099173	1.370097	1.009265	0.550376	0.449624	0.534166	0.465834	1.081823
6	-702.0148	-871.2963	169.2815	0.8091862	0.3843473	1.141811	0.7435756	0.294557	0.705443	0.500244	0.499756	1.190052
12	-699.6795	-869.4079	169.7284	0.272525	0.4572659	0.9568668	0.9063085	0.45753	0.54247	0.481967	0.518033	1.190606
18	-705.4092	-874.8675	169.4583	0.1569224	0.4887825	1.164013	1.001436	0.478327	0.521673	0.338636	0.661364	1.290293
24	-712.3915	-881.6244	169.2329	0.2482995	0.6667009	1.204857	0.9140473	0.454187	0.545813	0.32243	0.67757	1.339032
30	-709.8372	-879.0102	169.173	0.5087406	0.6667009	1.219864	0.8819841	0.311243	0.688757	0.299249	0.700751	1.265874
36	-703.5953	-872.4339	168.8386	0.52192	0.8881689	1.128942	1.25672	0.561125	0.438875	0.317886	0.682114	1.034006
42	-709.5775	-878.3974	168.8199	0.9401983	1.196829	0.5539395	0.9704959	0.475082	0.524918	0.380954	0.619046	1.105329
48	-701.5745	-870.0727	168.4982	0.2331392	1.326078	0.9140045	1.158615	0.535648	0.464352	0.321883	0.678117	1.454641
54	-700.5589	-869.6768	169.1179	0.163257	0.9221032	0.967687	0.9964825	0.339558	0.660442	0.335219	0.664781	1.454641
60	-701.5905	-870.2465	168.6559	0.5923782	0.6736998	1.371479	1.206384	0.510279	0.489721	0.373962	0.626038	1.113743
66	-697.6231	-865.9383	168.3151	0.450074	1.047035	1.371479	1.206384	0.519524	0.480476	0.373962	0.626038	1.218534
72	-707.1759	-876.8709	169.6951	0.1406867	0.7031677	0.7875337	0.9688416	0.376523	0.623477	0.496047	0.503953	1.28367
78	-691.5931	-860.8571	169.264	0.1459772	0.8536213	0.7982494	0.9665048	0.412147	0.587853	0.382516	0.617484	1.50671
84	-698.8941	-867.2072	168.313	0.412091	1.353934	0.9249067	1.299611	0.603661	0.396339	0.399978	0.600022	1.297028
90	-706.1548	-875.2269	169.0721	0.2448384	0.7307126	1.297955	1.059351	0.529701	0.470299	0.278062	0.721938	1.26516
96	-703.4216	-871.8316	168.41	0.4809487	0.9447264	1.297955	1.093327	0.464	0.536	0.409421	0.590579	1.338695
102	-703.2324	-872.4766	169.2442	0.1057707	0.8144499	1.100933	0.9948691	0.53356	0.46644	0.388946	0.611054	1.315188
108	-711.5646	-880.5779	169.0132	0.398932	0.7901953	1.042963	1.042858	0.370261	0.629739	0.397382	0.602618	1.315188
114	-711.4124	-879.8551	168.4428	0.6663239	0.6800696	1.275436	1.246975	0.370261	0.629739	0.444187	0.555813	1.280421
120	-713.224	-881.5125	168.2886	0.9183377	1.122173	1.05389	0.9493702	0.461199	0.538801	0.418171	0.581829	1.248279
126	-699.8243	-869.4058	169.5815	0.1086387	0.7368236	1.05389	0.7461242	0.55858	0.44142	0.402255	0.597745	1.33834
132	-708.0757	-877.2003	169.1246	0.08086854	0.7368236	1.082778	1.244061	0.48879	0.51121	0.429	0.571	1.291505
138	-700.2924	-869.4906	169.1982	0.02220278	0.6710801	1.375053	1.193167	0.48879	0.51121	0.429	0.571	1.129471
144	-692.6369	-861.4537	168.8169	0.3960694	0.6710801	1.492204	1.039136	0.410555	0.589445	0.413223	0.586777	1.192286
150	-687.5246	-856.8987	169.3741	0.1416761	0.8150977	1.030602	1.046592	0.462561	0.537439	0.428489	0.571511	1.179586
156	-694.5103	-863.8881	169.3778	0.01681111	0.6355191	1.569604	0.8631337	0.305253	0.694747	0.428489	0.571511	1.204746
162	-690.9751	-859.4779	168.5029	0.04233656	1.140398	1.569604	0.5876405	0.491956	0.508044	0.527622	0.472378	1.626525
