Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-210.3387	-379.7412	169.4026	0.1808558	1.200262	0.9028201	2.27427
6	-218.833	-387.9293	169.0962	0.4040689	1.021463	1.021692	2.364787
12	-212.1721	-380.9976	168.8256	0.1936829	1.184407	0.7344746	2.74184
18	-211.1157	-380.7504	169.6346	0.2155997	1.303354	0.9220161	2.0221
24	-199.7158	-369.0383	169.3225	0.1247987	0.9164921	0.9220161	2.526655
30	-213.5624	-382.8688	169.3063	0.2756577	1.107423	0.9632211	2.295408
36	-224.2204	-392.2493	168.0289	0.533259	1.164378	1.817646	2.364707
42	-223.3178	-388.376	165.0581	0.7110525	1.8936	0.9380398	4.141999
48	-225.0815	-392.7021	167.6206	0.4978762	1.410888	2.17572	2.266431
54	-231.9541	-395.002	163.048	3.059529	1.244278	1.789376	3.804633
60	-227.8655	-392.3749	164.5094	1.994536	0.9075239	0.8195045	4.322544
66	-224.0298	-391.8923	167.8624	0.1911596	0.7614432	0.6151161	3.634785
72	-217.248	-387.1979	169.9499	0.1290917	0.7472092	1.089709	2.122645
78	-215.5855	-384.8804	169.295	0.1290917	1.720812	0.8060162	2.122346
84	-211.561	-379.7977	168.2367	0.1418085	1.284655	0.6943051	3.093484
90	-205.6216	-375.6292	170.0075	0.1430456	1.284655	1.091497	1.713465
96	-204.7385	-374.0686	169.3301	0.5076413	1.260557	1.216268	1.860368
102	-212.288	-380.7684	168.4804	0.340106	1.112917	0.8567635	2.831633
108	-214.806	-383.9179	169.1119	0.2707873	0.9779433	0.8909576	2.548025
114	-222.0319	-390.019	167.9871	0.151078	0.9566533	0.6745985	3.439051
120	-223.8824	-391.5708	167.6884	0.7221522	1.302595	1.272557	2.714192
126	-210.3009	-379.8215	169.5206	0.4418342	1.012343	1.182369	1.965434
132	-210.3817	-380.3174	169.9357	0.1465774	0.5725437	1.437865	1.991688
138	-215.4593	-385.0625	169.6032	0.1116131	0.6522523	1.308214	2.273262
144	-228.5697	-397.4994	168.9297	0.1060804	0.6650879	1.409989	2.628923
150	-221.5581	-390.748	169.1899	0.1013246	1.084447	1.341349	2.254105
156	-214.3664	-382.268	167.9016	0.1150912	1.104386	0.6908761	3.414262
162	-220.4695	-390.3429	169.8734	0.1729963	0.8282728	0.9191233	2.203871
168	-208.666	-378.1926	169.5266	0.1436337	0.5069748	0.8761485	2.643296
174	-209.3437	-377.8086	168.4649	0.8833319	0.5447268	0.7585305	2.89591
180	-203.1222	-370.3655	167.2433	0.8833319	0.6586113	1.277756	3.260042
186	-211.264	-375.9015	164.6375	2.004355	1.28692	1.151501	3.840223
192	-217.8493	-382.2113	164.3619	2.13953	0.8913081	0.9869479	4.238259
198	-213.1846	-378.048	164.8634	1.901108	1.573922	1.247357	3.556406
204	-220.4252	-387.8938	167.4686	0.7239687	0.8523047	0.5227139	3.556406
210	-207.3439	-374.352	167.0081	0.1236554	1.395149	0.5361152	3.852378
216	-198.2957	-367.5335	169.2378	0.1763731	0.9303019	0.7413561	2.650621
222	-205.9206	-375.3446	169.424	0.1327538	0.8138125	0.7139522	2.650621
228	-223.6669	-392.5996	168.9327	0.3602568	1.023622	0.7692889	2.650621
234	-220.3736	-389.6885	169.3149	0.2194816	0.5256243	1.062315	2.604641
240	-222.2656	-391.8823	169.6166	0.5881285	0.4764833	1.330855	2.024232
246	-209.2998	-378.5813	169.2815	0.1401186	0.8104943	0.8295867	2.664641
252	-208.2586	-377.4725	169.2139	0.1339446	1.050269	0.779266	2.594141
258	-215.8174	-379.4141	163.5967	2.853995	1.382188	1.375639	3.768279
264	-209.7074	-375.2335	165.5261	1.00295	1.362643	1.00569	3.94655
270	-215.7029	-378.9652	163.2623	2.896002	1.203394	1.124412	4.178654
276	-203.6788	-368.5936	164.9148	1.829161	0.8574974	1.822812	3.639709
282	-201.2058	-366.424	165.2182	2.999522	1.576643	1.034466	2.81874
288	-203.5992	-372.2481	168.6489	0.575678	0.9811343	0.7676888	2.719728
294	-200.0646	-368.8923	168.8277	0.1614387	1.377125	0.6130802	2.719728
300	-219.3982	-383.4368	164.0387	1.944639	1.338112	1.310073	4.097881
306	-223.6522	-387.4512	163.7991	3.552659	0.7397985	1.307991	3.65193
312	-220.1449	-387.705	167.5601	0.07214068	0.8597253	0.9197654	3.646966
318	-230.5426	-397.9799	167.4373	0.1330873	1.292238	0.5527009	3.646966
324	-206.5256	-376.3234	169.7978	0.1330873	1.19313	0.6042923	2.247371
330	-221.2149	-390.7023	169.4874	0.2387235	0.9026509	0.8667314	2.395035
336	-234.4263	-402.8801	168.4539	0.5190058	2.022487	1.274452	1.936866
342	-227.6599	-397.6833	170.0234	0.1372264	0.7301542	0.7684716	2.287996
348	-232.8332	-401.2348	168.4016	0.8256571	0.9846188	1.037106	2.549672
354	-217.234	-386.4474	169.2134	0.1565577	1.001265	0.8776937	2.549672
360	-231.9002	-400.2736	168.3734	0.889344	1.047779	1.379878	2.271116
366	-228.3948	-394.3502	165.9554	2.047778	1.047779	1.522766	2.962316
372	-218.5582	-385.4534	166.8951	0.7805063	1.538739	2.674125	2.152747
378	-219.0789	-385.7001	166.6212	1.847592	1.42426	1.333666	2.568531
384	-212.42	-381.762	169.342	0.4178289	0.6824658	0.6192101	2.660409
390	-220.5552	-388.896	168.3408	0.5062392	1.434826	0.9998612	2.534654
396	-220.2261	-389.7343	169.5081	0.3606656	0.8121215	1.533771	1.925784
402	-209.3689	-378.8695	169.5005	0.3797896	0.9482428	1.468215	1.871014
408	-211.6498	-377.881	166.2312	0.9683748	1.629702	2.885385	2.269684
414	-210.5943	-379.1372	168.5429	0.6071522	1.190982	2.007649	1.836141
420	-210.6589	-380.4921	169.8332	0.2276778	1.083116	1.029108	1.954811
426	-207.7813	-377.1114	169.33	0.1774365	1.2455	1.190579	2.108265
432	-205.3444	-374.7565	169.4121	0.2430104	1.154402	0.9846813	2.204623
438	-207.5072	-375.9586	168.4514	0.09239444	0.6244262	0.7005712	3.3717
444	-201.9097	-371.0068	169.0971	0.2880284	0.7603575	0.8319581	2.715282
450	-196.5342	-366.3547	169.8205	0.2162595	0.9736363	0.7464595	2.228356
456	-196.9505	-366.1497	169.1993	0.1950321	2.047817	0.7460368	1.994312
462	-203.7118	-372.2518	168.54	0.2387563	0.937182	0.706964	3.052706
468	-216.4622	-384.935	168.4728	0.3675691	0.8752439	0.706964	3.052706
474	-208.3976	-377.4745	169.0769	0.2163877	0.6670525	1.032669	2.701559
480	-218.8069	-387.4547	168.6479	0.1725729	0.5784183	0.8036204	3.169781
486	-206.6787	-375.7304	169.0517	0.1766309	1.171034	0.8036204	2.578657
492	-227.3048	-397.9827	170.6779	0.1779888	0.5857242	0.931484	1.803177
498	-213.6868	-383.0525	169.3657	0.1204515	1.020956	1.098737	2.325146
504	-219.704	-388.0244	168.3204	0.186293	2.795236	1.149398	1.928322
510	-215.2211	-385.3291	170.108	0.1456073	0.8498991	1.030718	1.980327
