Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	part_rate_trans	tree_length
0	-486.279	-643.7047	157.4257	1.86173	3.53749	6.813449	3.791341
6	-478.5617	-638.2833	159.7216	1.865644	3.604356	5.83996	2.987816
12	-500.1505	-658.004	157.8535	1.871984	7.009904	5.098538	3.498667
18	-494.0946	-654.0595	159.9649	1.92765	4.989942	5.373942	2.601242
24	-485.6934	-645.7023	160.009	1.521671	6.211265	4.755758	2.837322
30	-495.5915	-654.4991	158.9076	1.92642	6.560105	5.087181	2.963745
36	-493.3938	-650.8784	157.4846	1.628326	7.71799	6.173073	3.055904
42	-498.3968	-657.5732	159.1764	1.853372	4.730679	5.599182	3.072064
48	-506.3318	-665.0367	158.7049	1.76257	7.201271	5.557212	2.735393
54	-500.5749	-659.4855	158.9106	1.933543	7.201271	4.078625	3.39427
60	-509.7986	-671.4959	161.6973	1.675266	3.166923	4.078625	3.144893
66	-502.3637	-660.4111	158.0474	1.938024	3.747474	6.334629	3.588113
72	-504.5627	-659.725	155.1623	1.938024	6.172467	7.988525	3.558112
78	-511.6636	-666.0678	154.4042	2.111175	7.39509	7.937148	3.622228
84	-513.7979	-672.3063	158.5084	1.49329	5.20555	6.572549	2.95566
90	-497.5458	-652.2659	154.7201	1.898833	7.371729	9.648988	2.542262
96	-511.5609	-669.4128	157.8519	1.787327	2.071268	9.94454	2.343476
102	-492.9321	-650.9966	158.0645	1.787327	5.862093	5.800918	3.312508
108	-505.1716	-661.0449	155.8733	1.799911	4.530101	8.462993	3.428131
114	-502.1887	-662.3838	160.1952	1.707376	3.865613	6.149691	2.506344
120	-509.238	-669.3307	160.0927	1.674351	5.582338	5.058037	2.689172
126	-507.2704	-665.839	158.5687	1.633781	8.668616	6.057816	2.231424
132	-503.3657	-663.147	159.7813	1.580482	9.592418	3.914437	2.646097
138	-501.616	-659.0347	157.4187	1.900645	7.092645	6.895873	2.646097
144	-483.385	-642.1597	158.7747	1.727287	3.867547	5.479406	3.741488
150	-489.2879	-647.4905	158.2025	1.780683	7.300748	5.479406	3.050509
