Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-1529.849	-1699.822	169.9736	0.5545045	0.6463212	0.9811146	0.7644579	1.474673
6	-1524.879	-1695.049	170.1697	0.4055298	0.6330343	0.8553065	0.8950594	1.443487
12	-1531.947	-1702.155	170.2079	0.2563369	0.6583104	0.8819267	0.8950594	1.490986
18	-1529.324	-1699.199	169.8752	0.1883819	0.8348113	1.126822	0.8950594	1.483418
24	-1530.217	-1700.376	170.1591	0.1883819	0.5732347	1.126822	0.8485606	1.483418
30	-1527.545	-1697.191	169.6462	0.3566989	0.8221581	1.061217	0.7692364	1.676839
36	-1530.389	-1700.056	169.667	0.4153145	0.8331639	1.098815	0.6692463	1.657047
42	-1530.514	-1700.095	169.5814	0.1638653	0.7872181	1.328995	0.7130245	1.736308
48	-1528.525	-1698.003	169.4775	0.4578565	0.7872181	1.396712	0.8504918	1.449851
54	-1527.12	-1697.499	170.3794	0.004776194	0.9166352	0.814195	1.001544	1.330423
60	-1520.821	-1691.374	170.5528	0.003398261	0.7117306	0.814195	0.8758519	1.449711
66	-1531.781	-1701.988	170.2074	0.0009131036	0.7278103	0.9241059	0.6417288	1.782114
72	-1523.243	-1693.418	170.1745	0.003426097	0.7278103	1.214707	0.8118697	1.472032
78	-1513.927	-1684.058	170.1308	0.04765612	0.7811686	0.9416164	0.8006922	1.64268
84	-1525.096	-1695.175	170.0783	0.1187079	0.6776747	1.215787	0.8916701	1.431032
90	-1529.6	-1699.785	170.1849	0.02636358	0.6858125	0.9435689	0.8187644	1.669004
96	-1529.832	-1699.179	169.3468	0.8649628	0.651832	1.305331	0.6005384	1.589498
102	-1525.401	-1695.195	169.794	0.1379373	0.9863714	1.070927	0.7886044	1.589498
108	-1527.925	-1698.025	170.0999	0.02487243	0.7596769	1.058942	0.7858171	1.622497
114	-1524.07	-1694.64	170.5703	0.09752077	0.5453333	0.8461643	1.018216	1.336501
120	-1529.898	-1699.746	169.8487	0.2658198	0.8653373	1.231943	0.7485472	1.454333
126	-1529.256	-1699.145	169.8894	0.1790834	0.789317	1.062947	1.036509	1.454333
132	-1522.011	-1691.633	169.6224	0.4544761	0.7721862	1.244851	1.058172	1.30233
138	-1530.314	-1700.407	170.0933	0.4544761	0.725399	0.9615369	0.8070026	1.386761
144	-1536.38	-1705.68	169.3	1.410173	1.01341	0.8084528	0.6700187	1.260805
150	-1528.9	-1699.28	170.3803	0.1961774	0.7972517	0.88403	0.943609	1.260805
156	-1546.678	-1716.044	169.3662	0.1811338	1.024299	1.511078	0.943609	1.412881
162	-1528.804	-1698.355	169.5512	0.2601047	0.7928969	1.444348	0.7244459	1.59825
168	-1534.613	-1704.352	169.7399	0.1284454	0.7450789	1.165568	0.7322983	1.776776
174	-1529.737	-1699.223	169.4861	0.1393998	0.9433326	1.188885	0.7322983	1.794505
180	-1521.544	-1691.387	169.8429	0.07377032	0.8909899	1.099644	0.8597648	1.597242
186	-1530.078	-1700.166	170.0882	0.2652376	1.205823	0.6689229	1.040783	1.198341
192	-1529.546	-1699.636	170.0897	0.1587979	0.6189287	1.270307	0.9709517	1.326736
198	-1523.31	-1693.542	170.2329	0.1218159	0.7527058	0.9085194	0.8908774	1.491241
204	-1528.453	-1698.473	170.0196	0.2540877	0.7527058	0.744188	0.821798	1.717011
210	-1530.083	-1699.76	169.6768	0.01555773	0.9239656	0.9285043	0.8012037	1.892596
216	-1535.319	-1705.693	170.3741	0.002472895	0.7874443	0.9285043	0.6078989	1.643917
222	-1540.962	-1711.062	170.0996	0.2453426	0.6303578	1.125893	0.9205567	1.395148
228	-1533.816	-1704.04	170.224	0.05450575	0.5580331	1.025199	1.016764	1.493716
234	-1522.332	-1691.981	169.6493	0.3235804	0.7659011	1.184463	0.7488572	1.664282
240	-1523.241	-1693.65	170.4089	0.428614	0.5824952	0.7669563	0.7891329	1.421513
246	-1530.284	-1700.699	170.4142	0.3213573	0.6453872	0.7403833	0.7891329	1.478602
252	-1530.521	-1700.308	169.787	0.02061192	0.7665595	1.276188	0.7927041	1.686231
258	-1532.372	-1702.3	169.9282	0.09690443	0.9220737	0.8549507	0.6955353	1.788102
264	-1532.767	-1702.681	169.9145	0.09690443	0.8313886	1.284314	0.9303009	1.379911
270	-1540.493	-1710.01	169.5173	0.09360856	1.011665	1.25906	1.089076	1.44727
