Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-64.23858	-231.7541	167.5155	0.579805	4.740404	1.600517	0.9482601
6	-69.30029	-237.7144	168.4141	1.915196	1.572858	1.065564	1.398805
12	-74.0071	-240.5148	166.5077	1.721546	2.401755	0.7291509	2.568654
18	-66.67485	-232.3799	165.7051	1.014468	6.359659	0.7894706	2.023481
24	-72.75271	-239.5537	166.801	2.707301	1.711968	0.8797336	2.023481
30	-71.09924	-237.5611	166.4618	1.518695	3.765916	1.136879	1.853435
36	-67.90501	-235.7432	167.8382	0.7795875	3.765916	1.715729	0.8634235
42	-54.21505	-218.7337	164.5186	0.8255912	11.6296	0.6373967	1.768758
48	-52.16403	-218.3733	166.2093	0.9384399	6.386488	1.698737	0.9926955
54	-53.37073	-219.6783	166.3076	0.8723491	5.59019	1.940911	1.086072
60	-55.18039	-224.5578	169.3774	0.1982453	1.916325	2.279243	0.5353983
66	-52.43795	-219.3254	166.8874	2.0753	2.727459	2.00496	0.9357863
72	-47.35419	-215.2691	167.9149	1.044628	3.08933	1.531546	1.147292
78	-50.2466	-218.9982	168.7516	1.518197	1.112784	1.810116	1.201901
84	-57.32837	-224.2458	166.9174	1.518197	3.360579	1.810116	1.201901
90	-52.45928	-219.5469	167.0877	1.022529	4.145502	1.688333	1.168008
96	-58.71151	-228.0614	169.3499	0.305903	1.514128	2.465417	0.7538167
102	-56.99497	-223.0938	166.0989	0.143863	7.137218	2.351224	0.9183024
108	-57.3249	-224.7276	167.4027	0.07494154	2.939554	3.581729	0.5119707
114	-56.06509	-220.6398	164.5747	0.9140479	5.963046	3.698754	0.8284114
120	-64.5516	-230.5486	165.9969	2.369569	2.011024	2.998489	1.099956
126	-60.44982	-223.5608	163.111	2.468431	5.891913	3.381923	1.099956
132	-60.27404	-224.8135	164.5394	2.609362	4.171773	2.775872	1.038548
138	-57.41344	-223.6348	166.2214	0.7794192	7.20423	1.263281	1.205354
144	-63.24858	-230.254	167.0054	0.6011601	4.145519	0.7387096	2.214488
150	-57.96179	-223.9944	166.0326	2.558771	3.368905	2.003657	0.8531548
156	-54.16992	-223.597	169.427	1.433091	0.8284587	1.859534	0.850779
162	-60.41699	-224.9033	164.4863	2.212061	5.48957	2.796827	0.7133598
168	-47.22735	-216.5808	169.3534	0.4242686	2.380888	1.636405	0.6962114
174	-45.96963	-215.4351	169.4655	0.2928189	2.269208	1.755037	0.6765306
180	-51.09562	-221.4466	170.351	0.2712368	0.9866994	2.110168	0.5076708
186	-45.31673	-215	169.6833	0.142005	1.992778	1.966542	0.5076708
192	-43.72798	-210.5758	166.8478	1.654156	2.851494	2.533296	0.7387
198	-48.47686	-211.652	163.1752	7.082226	1.79546	0.8670223	1.45226
204	-59.04989	-225.0763	166.0264	1.699231	5.378856	1.065406	1.446221
210	-52.36189	-217.4441	165.0822	0.9528838	9.247023	1.872523	0.7774605
216	-51.66979	-218.5066	166.8368	2.033353	2.517309	0.9537443	1.954691
222	-42.94546	-212.2705	169.325	0.5641227	2.517309	0.5193336	1.544667
228	-31.60287	-200.8548	169.2519	0.789371	2.271124	1.461943	0.6924982
234	-37.72362	-205.1712	167.4476	1.224074	3.274664	0.9942883	1.690987
240	-41.90831	-209.8075	167.8992	0.3697473	6.21044	0.7453946	0.8986572
246	-46.90984	-214.7067	167.7969	0.362949	5.349433	0.9447337	1.205956
252	-46.76949	-213.4898	166.7203	0.1276821	9.023974	0.9627724	0.9818184
258	-44.90978	-212.5504	167.6406	0.6359928	5.048468	1.418463	0.7496601
264	-50.82505	-219.801	168.976	0.2087342	3.475549	1.418463	0.7496601
270	-41.84684	-211.4752	169.6284	0.7902368	1.781431	0.9959808	1.23056
276	-49.63023	-218.8006	169.1703	0.2175748	2.628599	1.897553	0.5115313
282	-45.72541	-215.3968	169.6714	0.4347551	1.533724	2.09328	0.4824165
288	-46.66435	-213.0847	166.4204	0.7348726	5.901077	2.129951	0.7327719
294	-53.41314	-221.4948	168.0817	2.613351	0.9162342	1.792511	1.008429
300	-51.87736	-220.5425	168.6652	0.4016165	3.621946	1.38448	0.8294144
306	-52.80166	-219.5563	166.7547	1.278963	4.037064	2.149887	0.8464081
312	-52.19636	-222.2212	170.0248	0.6603556	1.118088	1.796013	0.7866577
318	-66.61138	-234.9944	168.383	1.421055	2.092809	1.796013	0.7695147
324	-67.22627	-232.479	165.2527	1.421055	4.465032	0.8830125	2.597148
330	-65.93737	-231.4177	165.4803	1.421055	1.910392	0.3105411	3.84521
336	-49.37961	-217.3125	167.9329	0.1448739	5.264493	0.5884068	1.58231
342	-51.70409	-218.2583	166.5542	0.3267263	8.675253	1.092075	0.943404
348	-55.77366	-219.6617	163.8881	2.407158	6.455351	1.806936	1.582747
354	-58.28263	-226.6434	168.3608	1.033736	2.159337	2.155924	0.7619436
360	-53.32722	-221.7546	168.4274	0.8076549	2.825684	0.8993728	1.577903
366	-50.29322	-215.7332	165.44	2.106147	5.881989	1.205697	1.284673
372	-55.15413	-222.9713	167.8171	0.5006695	4.845707	0.9721757	1.268437
378	-59.05821	-226.0487	166.9904	0.7013305	4.845707	1.518397	1.333257
384	-53.68711	-221.9504	168.2633	1.453122	1.339566	1.436926	1.738492
390	-57.97483	-225.5704	167.5956	0.6996484	3.745578	1.137115	1.641546
396	-54.87995	-221.8461	166.9662	2.529653	2.088951	1.163805	1.610702
402	-57.50789	-224.836	167.3281	0.1495407	7.195417	0.8118338	1.186693
408	-65.0881	-234.339	169.2509	0.1495407	3.701342	0.9781265	0.8575155
414	-62.50202	-230.9728	168.4708	0.1135831	4.381314	1.216397	1.042102
420	-52.9312	-221.9797	169.0485	0.6558034	2.371147	1.281029	1.176909
426	-44.51988	-214.111	169.5912	0.0788892	2.317015	1.811922	0.6631516
432	-42.27194	-212.2458	169.9739	0.1642274	2.184453	1.363674	0.8010743
438	-47.01799	-214.9609	167.9429	0.1381409	5.903847	1.27725	0.5696316
444	-47.10428	-214.6411	167.5369	0.8629623	5.692723	0.6444876	1.110744
450	-52.79703	-220.3523	167.5553	0.3995463	6.650655	0.6513462	1.110744
456	-39.99073	-210.4396	170.4489	0.1626921	1.740348	0.9767514	1.110744
462	-42.89754	-211.0211	168.1235	0.1626921	4.78895	1.128999	1.188347
468	-50.99838	-219.2202	168.2218	0.6330955	3.950323	1.263924	0.9757289
474	-49.03825	-217.8728	168.8346	0.793315	3.353156	0.6345251	1.191759
480	-48.74756	-215.6602	166.9127	1.751831	3.061539	1.792323	1.193938
486	-57.09571	-224.9946	167.8988	0.3893006	3.829419	2.132134	0.6842114
492	-51.23702	-220.1624	168.9254	0.649216	2.269882	1.639527	1.041683
498	-55.44033	-222.6017	167.1614	0.6192356	4.314137	2.047124	1.052756
504	-50.00658	-219.4458	169.4392	0.1353038	1.506501	2.65074	0.4910628
510	-53.90158	-221.6039	167.7023	1.003697	3.213371	1.98936	0.8569989
516	-49.2422	-215.9013	166.6591	0.1678376	8.504064	1.110517	1.042477
522	-48.5442	-217.199	168.6548	1.078788	2.083831	1.631679	1.042477
528	-39.27684	-208.7709	169.494	0.4578173	2.211238	1.447837	0.8987528
534	-55.34771	-217.9639	162.6162	4.892896	4.361266	2.651032	0.5301832
540	-44.42431	-209.348	164.9236	1.039234	8.074558	2.280482	0.8926876
546	-38.14434	-206.5173	168.373	0.9822489	2.853026	1.476152	0.9829137
552	-54.5567	-223.8974	169.3407	0.2816638	3.071751	0.9119779	1.119436
558	-58.03296	-226.0558	168.0229	0.3340075	4.843022	0.9119779	1.286972
564	-65.21351	-232.3893	167.1758	0.3459759	6.569347	0.68209	1.469681
570	-58.68918	-226.3568	167.6676	2.615873	1.808066	0.8642733	1.425857
576	-57.97259	-225.6329	167.6603	1.147157	3.582657	1.473271	1.04051
582	-51.77526	-221.006	169.2307	0.5685239	2.974765	1.127332	0.770004
588	-46.01537	-214.9211	168.9057	1.439659	1.378689	1.924645	0.7218065
594	-51.66124	-220.6948	169.0335	0.6770295	2.305587	1.671887	0.8291624
