Iteration	Posterior	Likelihood	Prior	alpha	gain_loss_neo	part_rate_trans	tree_length
0	-1053.059	-1219.603	166.5441	1.386197	1.987298	1.099064	2.732868
6	-1052.731	-1218.334	165.6035	1.769333	2.924649	1.187878	2.574022
12	-1059.465	-1226.604	167.1396	1.769333	1.459124	1.390195	2.233879
18	-1047.359	-1214.514	167.1548	1.042984	2.779497	1.155467	2.136815
24	-1047.279	-1214.081	166.8014	1.908795	1.884933	1.480752	2.052925
30	-1052.789	-1218.409	165.6204	2.483328	2.159956	1.587967	2.227472
36	-1049.012	-1215.945	166.933	1.512695	2.386435	1.350602	2.040583
42	-1060.949	-1227.523	166.5734	1.136814	2.376129	1.211803	2.603643
48	-1064.033	-1231.074	167.0414	0.850136	2.907999	1.077878	2.32464
54	-1067.205	-1234.457	167.2516	0.9214617	1.478607	1.266666	2.760164
60	-1060.029	-1226.222	166.193	2.134573	2.036827	0.9461001	2.556449
66	-1061.631	-1228.504	166.8734	0.9525946	2.516232	1.364765	2.367428
72	-1068.271	-1234.37	166.099	1.25769	2.039941	0.9915023	3.116964
78	-1053.983	-1219.172	165.1887	2.482667	2.400528	1.109579	2.678851
84	-1045.7	-1212.773	167.0732	1.350377	2.206894	1.049692	2.342753
90	-1053.595	-1221.343	167.7474	0.7351661	1.836394	1.083125	2.481487
96	-1048.181	-1215.444	167.2627	0.8324689	2.724933	1.581558	1.948997
102	-1051.942	-1220.463	168.5207	0.4728119	2.724933	1.404323	1.435636
108	-1057.622	-1224.78	167.158	1.107042	3.143061	1.611819	1.603326
114	-1057.881	-1225.893	168.0124	1.151215	1.723778	1.285903	1.975446
120	-1057.433	-1224.066	166.633	1.151215	2.754953	0.9354077	2.551215
126	-1053.447	-1219.819	166.3722	0.9604474	3.366288	0.6331315	2.754701
132	-1051.913	-1217.327	165.4141	2.060091	2.091571	1.013895	3.007632
138	-1067.999	-1233.765	165.7657	1.134943	1.88491	1.155923	3.367599
144	-1052.381	-1218.566	166.1855	1.189718	2.554695	0.740258	3.010635
150	-1058.95	-1223.894	164.9431	3.191293	1.720051	0.96254	2.83381
156	-1047.51	-1213.324	165.8136	1.777073	2.279911	1.18437	2.740903
162	-1052.5	-1219.268	166.7682	1.605306	1.943563	1.149908	2.449792
168	-1058.401	-1225.072	166.6705	1.661148	1.654219	0.8716495	2.805274
174	-1062.057	-1229.853	167.7965	0.5750699	2.270327	0.6917895	2.568049
180	-1055.659	-1224.504	168.8452	0.6574652	1.906631	1.140722	1.732463
186	-1056.304	-1224.508	168.2039	0.6574652	2.482823	1.199636	1.811207
192	-1058.934	-1226.044	167.11	1.162655	2.472893	1.199636	2.208587
