Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	tree_length
0	-1417.005	-1590.223	173.2173	0.0497005	0.0194742	0.00107044	0.000958258	0.03432	0.000646648	0.00229453	0.0040272	0.00523118	0.00033173	0.0152431	0.0241807	0.00758313	0.00560413	0.0120111	0.0055704	0.0120938	0.0100327	0.0169204	0.00106602	0.0475646	0.000237681	0.0112206	0.00370733	0.00344671	0.0114536	0.0157787	0.00385274	0.0398657	0.000872741	0.00324052	0.0280662	0.00222238	0.0173077	0.0042505	0.0110104	0.00741701	0.00499461	0.00732664	0.014976	0.00195136	0.0156709	0.0603899	0.00252917	0.00614088	0.0062377	0.00742739	0.0316823	0.0148002	0.00393228	0.00513523	0.0133762	0.00759708	0.00750259	0.00386441	0.000773352	0.00157257	0.0031792	0.0163526	0.0243656	0.0150757	0.00318757	0.00893926	0.000960966	0.0216367	0.0075357	0.0150883	0.00239074	9.98585e-05	0.00634058	0.00501108	0.0225837	0.0130664	0.0157616	0.00163771	0.00122784	0.0311262	0.0284712	0.0189683	0.0156751	0.00732095	0.00744127	0.0272137	0.00747873	0.00225459	0.00258484	0.0321194	0.000232266	0.00837318	0.00218222	0.0307967	0.00873657	0.00818204	0.00312073	0.00477764	0.0147465	0.00448619	0.0448364	0.0175683	0.000965676	0.000864475	0.0309612	0.000583362	0.00206997	0.00363307	0.00471921	0.000299264	0.0137512	0.0218142	0.00684098	0.00505566	0.0108356	0.00502523	0.0109102	0.00905083	0.0152645	0.000961693	0.0429095	0.000214419	0.0101225	0.0033445	0.00310939	0.0103327	0.0142344	0.00347568	0.0359641	0.000787328	0.00292338	0.0253194	0.00200488	0.0156138	0.00383451	0.0099328	0.00669112	0.00450579	0.0066096	0.0135103	0.00176039	0.0141372	0.0544797	0.00228165	0.00553988	0.00562723	0.00670049	0.0285816	0.0133517	0.00354743	0.00463266	0.0120671	0.00685357	0.00676833	0.00348621	0.000697666	0.00141866	0.00286806	0.0147522	0.021981	0.0136003	0.0028756	0.00806439	0.000866918	0.0195192	0.00679819	0.0136117	0.00215676	9.00855e-05	0.00572004	0.00452066	0.0203735	0.0117876	0.0142191	0.00147743	0.00110768	0.0280799	0.0256848	0.0171119	0.014141	0.00660446	0.00671301	0.0245504	0.0067468	0.00203394	0.00233187	0.0289759	0.000209534	0.00755371	0.00196865	0.0277827	0.00788154	0.00738128	0.00281531	0.00431006	0.0133033	0.00404713	1.108485
36	-1433.555	-1606.604	173.0493	0.0458142	0.00831527	0.00370357	0.000939298	0.0408228	0.00118286	0.000625107	0.00644943	0.00348653	0.00818413	0.00784229	0.0593048	0.00918144	0.0107218	0.0175313	0.0141174	0.0126496	0.0167136	0.0051666	0.00863819	0.0412506	0.00224967	0.0130444	0.0220084	0.00192854	0.0116979	0.00468805	0.0133837	0.038373	0.00373491	0.00447704	0.0354354	0.00693643	0.00908331	0.0134341	0.0253978	0.00239206	0.00870955	0.0146441	0.0179312	0.000692984	0.0197209	0.0478655	0.000400251	0.000793272	0.00487341	0.00902145	0.0173023	0.0201706	0.00755802	0.0110316	0.00564132	0.00970048	0.017023	0.000468811	0.00108279	0.00563528	0.000695354	0.0152329	0.01875	0.0126011	0.00396969	0.00362056	0.000237416	0.0301179	0.0147122	0.01672	0.00254277	0.00051171	0.00771009	0.0253736	0.0212966	0.00875962	0.0256522	0.00229478	0.00365719	0.0400628	0.0371103	0.0234967	0.00622516	0.0122325	0.00399766	0.0330287	0.0125209	0.00721249	0.00202789	0.0162282	0.00344333	0.00235344	0.00918521	0.0186997	0.023552	0.0175777	0.00498191	0.00611867	0.0024545	0.00614602	0.0365262	0.00662949	0.00295274	0.000748872	0.0325467	0.000943058	0.000498378	0.00514192	0.0027797	0.00652495	0.0062524	0.0472818	0.00732007	0.00854813	0.0139771	0.0112554	0.0100851	0.0133252	0.00411916	0.00688695	0.0328878	0.00179359	0.0103999	0.0175466	0.00153756	0.00932632	0.00373763	0.0106704	0.0305936	0.00297772	0.0035694	0.0282515	0.00553019	0.00724183	0.0107105	0.0202489	0.00190711	0.00694384	0.0116752	0.014296	0.000552494	0.0157229	0.0381616	0.000319108	0.00063245	0.00388542	0.00719251	0.0137945	0.0160814	0.00602577	0.0087951	0.00449764	0.00773388	0.0135719	0.000373768	0.000863273	0.00449283	0.000554383	0.0121447	0.0149488	0.0100465	0.00316491	0.00288656	0.000189284	0.024012	0.0117296	0.0133304	0.00202727	0.00040797	0.00614701	0.0202295	0.0169791	0.00698376	0.0204517	0.00182956	0.00291576	0.0319408	0.0295869	0.0187332	0.00496312	0.00975258	0.00318721	0.0263328	0.00998248	0.00575029	0.00161677	0.0129382	0.00274525	0.00187632	0.00732307	0.0149087	0.0187772	0.0140141	0.00397192	0.00487822	0.00195689	0.00490002	1.254284
72	-1415.286	-1588.352	173.0666	0.0301074	0.025261	0.00367347	0.00532117	0.0170333	0.0055349	0.00236735	0.015644	0.00300427	0.00226492	0.0173979	0.0281827	0.00279791	0.00670764	0.0197205	0.00374618	0.00869288	0.0226027	0.00715827	0.00054491	0.0728557	0.000249928	0.0117717	0.0107766	0.00242392	0.00779779	0.00383072	0.002526	0.0205048	0.0040355	0.00367914	0.046104	0.00152519	0.0150123	0.00305433	0.0369345	0.00754834	0.00376687	0.0166263	0.016418	0.000110774	0.0326115	0.0600725	0.000426562	0.000390369	0.00979069	0.0131392	0.0544045	0.0147065	0.00882976	0.00150761	0.00177926	0.003781	0.0338762	0.0113324	0.00501016	0.0114663	0.00515864	0.0194556	0.00307493	0.00100656	0.00268561	0.00872516	0.0127454	0.0247079	0.0143337	0.0120916	0.0536465	0.0135715	0.0162199	0.00421572	0.00148723	0.00372107	0.00535203	0.020264	0.00352544	0.00280229	0.0356783	0.00246232	0.00121424	0.0132614	0.000625571	0.0143571	0.00157278	0.0294791	0.0222004	0.00109156	0.00837289	0.028569	0.0243531	0.00228597	0.00480485	0.000710738	0.0188586	0.00448924	0.0151784	0.00299891	0.0242842	0.0203752	0.00296296	0.00429197	0.0137388	0.00446436	0.00190947	0.0126182	0.0024232	0.00182685	0.0140329	0.0227317	0.00225675	0.00541028	0.0159062	0.00302161	0.00701155	0.018231	0.00577375	0.000439516	0.0587643	0.000201588	0.00949485	0.00869226	0.00195509	0.00628957	0.0030898	0.00203744	0.0165389	0.00325497	0.00296754	0.0371867	0.0012302	0.0121087	0.00246358	0.0297908	0.00608838	0.0030383	0.0134105	0.0132425	8.9349e-05	0.026304	0.0484536	0.000344058	0.000314866	0.00789702	0.0105979	0.0438818	0.011862	0.00712195	0.00121601	0.00143512	0.00304969	0.027324	0.00914052	0.00404112	0.00924856	0.00416088	0.0156926	0.00248019	0.000811879	0.00216617	0.00703758	0.0102803	0.019929	0.0115613	0.00975288	0.0432705	0.0109466	0.0130827	0.00340033	0.00119957	0.00300135	0.00431687	0.0163446	0.00284357	0.00226029	0.0287775	0.00198607	0.000979389	0.0106964	0.000504575	0.0115802	0.00126858	0.0237774	0.0179065	0.000880439	0.00675345	0.0230433	0.0196428	0.00184383	0.00387552	0.00057327	0.0152111	0.00362095	0.0122427	0.00241887	1.239796
108	-1422.822	-1596.062	173.2398	0.0457661	0.0135334	0.0049934	0.00250701	0.0215356	0.0032685	0.00808587	0.00522038	0.00640775	0.00396911	0.0140136	0.0267585	0.00130795	0.0124393	0.0139899	0.0140667	0.0057318	0.00926881	0.00916269	0.000746533	0.0415588	0.00139292	0.0161523	0.0100865	0.00225676	0.00976664	0.00965548	0.001611	0.0194686	0.00339733	0.00210476	0.0561878	0.00116553	0.0242437	0.00315541	0.00587654	0.0197979	0.00588167	0.0161902	0.0134158	0.0033014	0.0188754	0.0328458	0.00411218	0.000519885	0.00633905	0.00176763	0.0114973	0.0349026	0.00567197	0.00218851	0.00211984	0.00152819	0.0426881	0.0135547	0.00145272	0.0153563	4.41854e-05	0.0260491	0.00813478	0.0014681	0.00436889	0.00234448	0.00861671	0.00737675	0.0119607	0.0175578	0.0453647	0.00708439	0.00489198	0.00427729	0.00365902	0.0120278	0.00409113	0.0166393	0.000961704	0.000105371	0.0225359	0.00323635	0.00196609	0.000421001	0.00124746	0.018718	0.000165417	0.0592737	0.00115256	0.00576004	0.0311791	0.00570684	0.00915298	0.00622132	0.00193059	0.00414666	0.0243674	0.00471365	0.00840355	0.0056239	0.0420719	0.012441	0.00459033	0.00230464	0.0197973	0.00300467	0.00743318	0.00479899	0.00589052	0.00364873	0.0128824	0.0245986	0.00120237	0.0114352	0.0128607	0.0129313	0.00526914	0.00852064	0.00842309	0.000686274	0.0382042	0.00128049	0.0148485	0.00927233	0.0020746	0.00897828	0.0088761	0.00148096	0.0178971	0.0031231	0.00193486	0.0516524	0.00107145	0.0222868	0.0029007	0.00540219	0.0181999	0.00540691	0.0148833	0.0123329	0.00303492	0.0173518	0.0301945	0.00378025	0.000477921	0.00582737	0.00162495	0.0105693	0.0320853	0.00521413	0.00201186	0.00194873	0.00140484	0.0392424	0.0124605	0.00133546	0.0141167	4.06188e-05	0.0239465	0.00747815	0.0013496	0.00401623	0.00215524	0.00792118	0.0067813	0.0109953	0.0161405	0.0417029	0.00651255	0.00449711	0.00393203	0.00336367	0.0110569	0.0037609	0.0152962	0.000884076	9.68656e-05	0.0207168	0.00297512	0.00180739	0.000387018	0.00114677	0.0172071	0.000152064	0.0544892	0.00105953	0.0052951	0.0286623	0.00524619	0.00841416	0.00571915	0.00177476	0.00381194	0.0224005	0.00433317	0.00772522	0.00516995	1.087807
144	-1426.389	-1599.353	172.9632	0.059676	0.0164461	0.00510919	0.00738521	0.0390837	0.00876058	0.00642975	0.0130006	0.00865506	0.00175669	0.0191957	0.0392222	0.00210503	0.00656398	0.0217472	0.00540415	0.0181861	0.00841377	0.00706965	0.00835135	0.0481139	0.00525385	0.0136662	0.0209989	0.00107405	0.0446387	0.00397162	0.000455007	0.0403132	0.00791017	0.00476851	0.0413557	0.0016062	0.0129785	0.0052865	0.00605409	0.00710222	0.00611624	0.0210518	0.0205259	0.00829903	0.0326541	0.0623362	0.00391273	0.00848707	0.00349329	0.0161389	0.0262258	0.0165911	0.00890561	0.00172493	0.0157271	0.000394132	0.0342478	0.0108427	0.000203573	0.0138326	0.000482389	0.0194198	0.00208025	0.00438176	0.00673195	0.0119114	0.0154949	0.0245788	0.00775486	0.00503578	0.0516421	0.012943	0.0114542	0.00629059	0.00411644	0.00766623	0.00120404	0.0201623	0.00685828	0.00548494	0.0341915	0.00182697	0.00372679	0.000774492	0.00895093	0.0241607	0.00025973	0.0411255	0.00817353	0.0112014	0.0221987	0.00342505	0.0106743	0.00210888	0.00596254	0.00701376	0.0213236	0.00925302	0.00180706	0.000898168	0.0450531	0.0124162	0.00385724	0.00557555	0.0295067	0.0066139	0.00485421	0.00981497	0.00653424	0.00132623	0.014492	0.0296113	0.00158921	0.00495555	0.0164183	0.00407992	0.0137298	0.00635207	0.00533732	0.00630495	0.0363242	0.00396645	0.0103175	0.0158533	0.000810867	0.0337005	0.00299842	0.000343513	0.0304349	0.00597188	0.00360004	0.031222	0.00121262	0.00979827	0.0039911	0.00457061	0.00536191	0.00461753	0.0158933	0.0154963	0.00626545	0.0246526	0.0470615	0.00295396	0.00640741	0.0026373	0.0121843	0.0197994	0.0125256	0.00672339	0.00130226	0.0118734	0.000297555	0.0258558	0.00818581	0.00015369	0.0104431	0.000364185	0.0146612	0.00157051	0.00330806	0.00508237	0.00899261	0.011698	0.0185561	0.00585462	0.00380182	0.0389878	0.00977149	0.00864748	0.00474916	0.00310775	0.00578771	0.000909003	0.0152217	0.00517774	0.00414092	0.0258133	0.00137929	0.00281359	0.000584712	0.00675761	0.0182404	0.000196086	0.0310482	0.0061707	0.00845666	0.0167592	0.00258578	0.00805871	0.00159213	0.00450149	0.00529512	0.0160985	0.00698567	0.00136426	0.000678083	1.324571
180	-1420.911	-1593.888	172.9773	0.0360498	0.0086783	0.00167192	0.00332208	0.0229499	0.00485435	0.00533518	0.00927454	0.00949718	0.00100625	0.022682	0.0248476	0.00969901	0.00614787	0.010361	0.0095967	0.0115295	0.0270527	0.0178531	0.000569434	0.0378548	0.00215945	0.0185333	0.0144561	0.00334814	0.0104086	0.0148309	0.00477593	0.0430299	0.00103861	0.00365251	0.0527443	0.000163719	0.0163075	0.000502747	0.00790614	0.0188683	0.0097422	0.0206099	0.0249365	0.00673778	0.0374336	0.0472771	0.00353629	0.00558384	0.0195908	0.0167409	0.0167344	0.0269592	0.00798623	0.00435973	0.0152995	0.0105115	0.0659654	0.00538396	0.0295901	0.00160432	0.0137088	0.00339488	0.0141626	0.00289935	0.0473506	0.00259908	0.0181583	0.00161254	0.00423455	0.0158273	0.0137235	0.000266099	0.0122003	0.00629801	0.00608522	0.00348054	0.00145382	0.0125886	0.00965016	0.00583265	0.0102028	0.0190791	0.0196076	0.00945125	0.00597021	0.0175618	0.00106131	0.00680349	0.00666118	0.010122	0.00668901	0.00131178	0.0055868	0.0110468	0.0664283	0.0165633	0.016232	0.0147515	0.00187412	0.000584091	0.0274507	0.00660822	0.00127311	0.00252965	0.0174755	0.00369642	0.00406255	0.00706224	0.00723177	0.000766226	0.0172716	0.0189206	0.00738546	0.00468139	0.00788953	0.00730755	0.00877928	0.0205996	0.0135945	0.000433604	0.0288251	0.00164434	0.0141125	0.0110078	0.00254949	0.00792576	0.0112932	0.0036367	0.0327658	0.000790868	0.00278126	0.0401629	0.000124666	0.0124176	0.000382824	0.00602025	0.0143675	0.00741835	0.0156937	0.0189883	0.00513058	0.0285044	0.0359999	0.00269276	0.0042519	0.0149177	0.0127476	0.0127427	0.0205285	0.00608123	0.00331978	0.01165	0.00800417	0.0502304	0.00409969	0.0225318	0.00122163	0.0104388	0.00258508	0.0107843	0.00220775	0.0360559	0.00197911	0.0138269	0.00122789	0.00322446	0.0120519	0.0104499	0.000202625	0.00929007	0.00479571	0.00463368	0.00265031	0.00110703	0.00958576	0.00734826	0.00444136	0.00776908	0.0145281	0.0149305	0.00719679	0.00454611	0.0133727	0.00080815	0.00518062	0.00507226	0.00770751	0.00509345	0.000998877	0.00425415	0.00841174	0.0505828	0.0126123	0.0123601	0.0112327	0.00142707	0.000444765	1.313258
216	-1432.21	-1605.44	173.2301	0.0310412	0.0106174	0.000654229	0.00700657	0.0295014	0.0056647	0.00615053	0.0042803	0.00446457	0.00501811	0.0245	0.0297724	0.00341388	0.0126879	0.0188893	0.000900564	0.0116752	0.0320712	0.00490553	0.00301323	0.0340652	0.00179207	0.019102	0.0125213	0.00169909	0.00673164	0.0149353	0.00363409	0.0235184	0.00818091	0.00355047	0.0426585	0.0026558	0.0117574	0.00191779	0.0175601	0.00605544	0.00788802	0.0152721	0.0145655	0.00102211	0.015297	0.0302279	0.00686111	0.00910033	0.00187335	0.00262576	0.0229072	0.0100195	0.00710197	0.0147966	0.0173883	0.000843769	0.0283511	0.00297556	0.00165931	0.0120825	0.00537708	0.0201049	0.00652303	0.00286953	0.00200183	0.00435409	0.0219246	0.0135231	0.00755693	0.0263303	0.0225122	0.00618562	0.00907904	0.00384914	0.0106746	0.013942	0.0129838	0.0102912	0.0221861	0.00444819	0.031689	0.000139889	0.00167362	0.00243657	0.0127447	0.0135259	0.00133109	0.0363218	0.00192003	0.00191428	0.00159035	0.00638877	0.0112146	0.00466453	0.0102868	0.00678632	0.0285961	0.00657612	0.00756525	0.00123258	0.0283032	0.00968084	0.000596522	0.00638855	0.0268992	0.00516505	0.00560802	0.00390276	0.00407077	0.00457549	0.0223389	0.0271463	0.00311276	0.0115687	0.0172232	0.000821129	0.0106454	0.0292423	0.00447284	0.00274744	0.0310605	0.001634	0.0174171	0.0114169	0.00154922	0.00613788	0.013618	0.00331354	0.0214439	0.00745931	0.0032373	0.0388958	0.00242154	0.0107203	0.00174863	0.0160112	0.00552132	0.00719225	0.013925	0.0132808	0.000931954	0.0139478	0.0275617	0.00625592	0.00829764	0.00170811	0.00239415	0.0208867	0.00913574	0.00647554	0.0134914	0.0158546	0.000769344	0.0258504	0.0027131	0.00151295	0.0110168	0.0049028	0.0183316	0.00594766	0.00261642	0.00182526	0.00397004	0.0199907	0.0123303	0.00689037	0.0240078	0.0205265	0.00564002	0.00827822	0.00350962	0.00973304	0.0127122	0.0118385	0.00938344	0.0202292	0.00405584	0.0288939	0.00012755	0.00152599	0.00222165	0.0116205	0.0123328	0.00121368	0.033118	0.00175067	0.00174543	0.00145008	0.00582524	0.0102254	0.0042531	0.00937942	0.00618773	0.0260738	0.00599607	0.00689795	0.00112386	1.096738
252	-1418.899	-1591.972	173.0734	0.043503	0.0128663	0.00966948	0.0013662	0.0392698	0.00305335	0.00511625	0.00648652	0.00450642	0.00118527	0.0152267	0.0298993	0.00532567	0.00457523	0.0189251	0.0163591	0.0180583	0.0084053	0.00951007	0.00626287	0.0318912	0.00239407	0.00273696	0.0114537	0.000765578	0.00380178	0.00960565	0.00407757	0.0514122	0.00591947	0.00230201	0.0538672	0.000776974	0.0184929	0.00397092	0.0124495	0.0118419	0.00796762	0.0270771	0.00798302	0.00255589	0.0145	0.0513749	0.00145237	0.00139547	0.00577746	0.00333061	0.0264562	0.0131045	0.00277443	0.000791077	0.0155956	0.0040373	0.0461826	0.00464513	0.0362065	0.00434987	0.00458476	0.00318316	0.00083951	0.00269334	0.0292839	0.00317504	0.00679018	6.36745e-05	0.0215401	0.015628	0.00836391	0.00761812	0.0231427	0.00105092	0.0143295	0.0139136	0.0013573	0.0276704	0.00955703	0.000699127	0.0127379	0.0173962	0.017595	0.00314274	0.00302972	0.0192706	0.00364054	0.0123543	0.00637112	0.0173271	0.00335138	0.00573823	0.00946926	0.00222857	0.0660277	0.0216022	0.00122044	0.0293083	0.0188065	0.00310446	0.035251	0.0104257	0.00783529	0.00110704	0.0318207	0.00247416	0.00414576	0.00525609	0.0036516	0.000960441	0.0123384	0.0242277	0.00431545	0.00370736	0.0153352	0.013256	0.0146328	0.0068109	0.00770611	0.00507487	0.0258418	0.00193994	0.00221779	0.00928108	0.000620357	0.00308063	0.00778356	0.0033041	0.0416599	0.00479661	0.00186535	0.0436492	0.00062959	0.014985	0.00321768	0.010088	0.00959559	0.00645625	0.0219409	0.00646873	0.00207107	0.0117495	0.0416296	0.00117687	0.00113077	0.00468154	0.00269883	0.0214378	0.0106188	0.00224815	0.000641019	0.0126373	0.00327147	0.0374223	0.003764	0.0293386	0.00352474	0.00371508	0.00257935	0.000680265	0.00218245	0.023729	0.00257277	0.00550216	5.15962e-05	0.0174541	0.0126636	0.00677737	0.00617304	0.0187528	0.000851573	0.0116114	0.0112743	0.00109983	0.0224216	0.00774417	0.00056651	0.0103217	0.0140964	0.0142575	0.0025466	0.00245501	0.0156152	0.00294997	0.0100108	0.00516259	0.0140404	0.00271566	0.00464975	0.00767304	0.00180583	0.0535029	0.0175045	0.000988938	0.0237488	0.0152391	0.00251558	1.234094
288	-1417.006	-1590.111	173.1049	0.0441849	0.0188359	0.00309737	0.00390866	0.0355137	0.00144983	0.0109035	0.00427691	0.00543994	0.00102002	0.02504	0.0237532	0.0104035	0.0132356	0.0236971	0.00293534	0.017403	0.0161544	0.011663	0.00242571	0.0392436	0.00276331	0.0178752	0.0126128	0.000612198	0.0225821	0.00641182	0.000546228	0.0279236	0.000578351	0.00252074	0.0335175	0.00505444	0.00957787	0.00759994	0.014936	0.00899326	0.00157003	0.0105248	0.0176322	0.000293243	0.0185464	0.0563509	0.00539888	0.00520059	0.00442628	0.00309536	0.0279749	0.016955	0.00129801	0.0250068	0.0104702	0.00552652	0.0410351	0.00134685	0.00916526	0.00147074	0.00329251	0.018231	0.0124185	0.00211807	0.0168375	0.00298231	0.0173225	0.0272282	0.0083155	0.017066	0.0428646	0.0164099	0.0068905	0.00495668	0.00347259	0.0206114	0.00127874	0.021236	0.00619237	0.014416	0.0383824	0.000437158	0.00857033	0.000384543	0.0137763	0.0111128	0.00104224	0.0352862	0.00926036	0.00194329	0.000307898	0.00223591	0.0176195	0.00482907	0.000130967	0.00157629	0.0158694	0.00976392	0.00748001	0.0113181	0.0365937	0.0155998	0.00256523	0.00323713	0.0294122	0.00120074	0.00903023	0.00354211	0.00450533	0.000844778	0.020738	0.0196723	0.00861612	0.0109616	0.0196258	0.00243103	0.014413	0.013379	0.00965927	0.00200896	0.0325013	0.00228856	0.0148041	0.0104459	0.000507019	0.0187024	0.00531023	0.000452383	0.0231261	0.000478987	0.00208767	0.027759	0.00418606	0.00793234	0.00629422	0.0123699	0.00744816	0.00130029	0.0087166	0.0146029	0.000242862	0.01536	0.0466695	0.00447132	0.0043071	0.00366582	0.00256356	0.0231686	0.0140421	0.00107501	0.0207105	0.00867139	0.00457703	0.0339851	0.00111545	0.00759062	0.00121806	0.00272684	0.0150988	0.0102849	0.00175417	0.0139447	0.00246994	0.0143464	0.0225503	0.00688685	0.014134	0.0355002	0.0135906	0.00570668	0.00410509	0.00287598	0.0170702	0.00105904	0.0175875	0.00512849	0.0119392	0.0317881	0.000362052	0.0070979	0.000318476	0.0114095	0.00920357	0.000863179	0.0292238	0.00766938	0.00160942	0.000254999	0.00185177	0.0145923	0.00399941	0.000108466	0.00130548	0.013143	0.00808643	0.0061949	0.00937362	1.207446
324	-1410.823	-1583.89	173.0669	0.0441183	0.020889	0.00447003	0.00201816	0.0251678	0.00259764	0.00998817	0.00599826	0.00467631	0.003165	0.0139388	0.0291333	0.00799667	0.00921392	0.0180405	0.00481644	0.00686479	0.0224706	0.0117025	0.00756723	0.0405679	0.00549326	0.0116492	0.0133131	0.000983043	0.0165027	0.0244518	0.000670164	0.0336178	0.00283563	0.00617557	0.043122	0.00337089	0.0184856	0.00348667	0.0136821	0.0055268	0.00221826	0.025603	0.0212329	0.000610231	0.0179659	0.0516204	0.0022428	0.00474452	0.0032438	0.00611474	0.035342	0.0275192	0.00478725	0.0107734	0.00870901	0.003361	0.0418788	0.00177521	0.00401573	0.00146051	0.00272262	0.0209424	0.00508429	0.00251716	0.0159839	0.00686613	0.0301874	0.0164428	0.011333	0.0287857	0.0426338	0.0118827	0.00972423	0.0240195	0.0105061	0.00112024	0.00145262	0.00902914	0.00115672	0.00534446	0.0543601	0.00041886	0.0135661	0.000998663	0.00266931	0.00762793	0.0034831	0.0248709	0.0169747	0.00108895	0.00186749	0.00651113	0.0210364	0.000779265	0.000557853	0.00111817	0.0188011	0.00804542	0.00877994	0.0142653	0.0355924	0.0168522	0.00360619	0.00162815	0.0203041	0.00209565	0.00805796	0.00483909	0.00377261	0.00255336	0.0112452	0.0235033	0.00645131	0.00743332	0.0145541	0.00388566	0.00553817	0.0181281	0.00944099	0.00610486	0.0327281	0.00443169	0.00939795	0.0107404	0.00079307	0.0133135	0.0197265	0.000540655	0.0271211	0.00228764	0.00498214	0.0347886	0.00271947	0.0149132	0.00281287	0.011038	0.00445874	0.00178958	0.0206552	0.0171296	0.000492304	0.014494	0.0416447	0.00180938	0.00382764	0.00261693	0.00493306	0.0285121	0.0222011	0.00386211	0.00869148	0.00702599	0.00271149	0.0337857	0.00143215	0.00323969	0.00117826	0.00219647	0.0168952	0.00410175	0.00203072	0.012895	0.00553925	0.0243537	0.0132652	0.00914292	0.0232228	0.0343948	0.00958637	0.00784502	0.0193777	0.0084758	0.000903756	0.0011719	0.00728426	0.000933183	0.00431164	0.043855	0.000337915	0.0109444	0.000805671	0.00215347	0.00615383	0.00280999	0.0200646	0.0136943	0.000878508	0.0015066	0.00525285	0.0169711	0.000628672	0.000450048	0.000902084	0.0151678	0.00649064	0.00708321	0.0115085	1.239542
